timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.32391408 -0.342967  ],"[ 1.20838943  2.51563189 -0.01623171 -0.54055444 -0.72361516 -1.41339838
  1.53692829 -0.37086715  1.95289701  1.40340388  0.        ]",[-3.67135338  2.97121199],-3.46356,-0.33359819868,"[[ -6.31898611e-02   9.00791734e-02  -8.36347134e-02  -1.62124176e-01]
 [ -2.80794628e-03  -1.24191016e-04   0.00000000e+00   0.00000000e+00]]",[-3.89243507  3.20652342]
1,[-0.32391408 -0.342967  ],"[ 1.20385182  2.50900208 -0.07502738 -0.39481663 -0.72361459 -1.4133962
  1.43142189  0.15783911  1.95044836  1.36873269  0.        ]",[-4.15365347  2.13775858],-3.43331,-0.331438969685,"[[-0.10295146  0.12981995 -0.08363471 -0.16212418]
 [-3.96017244  3.96099322  0.          0.        ]]",[-3.83837605  2.89713049]
2,[-0.32391408 -0.342967  ],"[ 1.17766671  2.47531895 -0.2479172   0.0332133  -0.72361403 -1.41339401
  1.32800251  0.67606884  1.93632749  1.26685199  0.        ]",[-2.97469875  1.63004366],-3.44685,-0.324452509589,"[[-0.22107497  0.24799566 -0.08363471 -0.16212418]
 [-7.83926984  7.8436207   0.          0.        ]]",[-3.76041126  2.66139984]
3,[-0.32391408 -0.342967  ],"[ 1.09385434  2.37516667 -0.52220022  0.70930634 -0.72361346 -1.41339183
  1.2266259   1.18401428  1.89113761  1.10525818  0.        ]",[-3.89266482  2.34916763],-3.27812,-0.311142588752,"[[ -0.41601151   0.44305118  -0.08363471  -0.16212418]
 [-11.64175806  11.64920344   0.           0.        ]]",[-3.58551979  2.54416561]
4,[-0.32391408 -0.342967  ],"[ 0.89987354  2.15144843 -0.86279259  1.54227841 -0.72361289 -1.41338964
  1.12724545  1.68184722  1.78655257  0.9046223   0.        ]",[-2.89413774  1.79436397],-3.14143,-0.289434314567,"[[ -0.68624618   0.71345884  -0.08363471  -0.16212418]
 [-15.36938298  15.37903712   0.           0.        ]]",[-3.3363142   2.42219353]
5,[-0.32391408 -0.342967  ],"[ 0.54365847  1.74873685 -1.19491632  2.34214247 -0.72361232 -1.41338746
  1.02981254  2.16972088  1.59450265  0.7090063   0.        ]",[-3.34005256  2.24538302],-2.87142,-0.257591669195,"[[ -1.03029989   1.05771541  -0.08363471  -0.16212418]
 [-19.02396623  19.03428144   0.           0.        ]]",[-3.02146816  2.14252853]
6,[-0.32391408 -0.342967  ],"[ 0.00629645  1.14968616 -1.39503635  2.80008077 -0.72361175 -1.41338527
  0.93427997  2.64778734  1.30479191  0.5912049   0.        ]",[-1.79003154  1.97769016],-2.64736,-0.216263734433,"[[ -1.44672975   1.47434047  -0.08363471  -0.16212418]
 [-22.60727651  22.61609022   0.           0.        ]]",[-2.72563767  1.63007057]
7,[-0.32391408 -0.342967  ],"[-0.65250869  0.42471288 -1.30956842  2.53863764 -0.72361118 -1.41338309
  0.84060956  3.11623577  0.94960807  0.64172287  0.        ]",[-1.92412425  0.20616931],-2.38593,-0.173559349904,"[[ -1.9341255    1.96187886  -0.08363471  -0.16212418]
 [-26.1207449   26.12589748   0.           0.        ]]",[-2.46148586  1.02684808]
8,[-0.32391408 -0.342967  ],"[-1.25804488 -0.20132557 -0.82115277  1.37285173 -0.72361061 -1.4133809
  0.74878516  3.15580986  0.62345163  0.89938963  0.        ]",[-0.64460219  0.90765272],-2.19489,-0.152451811962,"[[ -2.49109723   2.4873728   -0.08363471  -0.16212418]
 [-29.56497536  26.42252682   0.           0.        ]]",[-2.32100177  0.48492911]
9,[-0.32391408 -0.342967  ],"[-1.53776677 -0.50797307  0.01896254 -0.52256665 -0.72361005 -1.41337872
  0.69630616  2.85136998  0.47138691  1.34484185  0.        ]",[-2.77282838 -0.33545436],-2.28916,-0.178540745302,"[[ -3.10214722   3.04661567  -0.08363471  -0.16212418]
 [-31.53339667  24.1417023    0.           0.        ]]",[-2.58021688  0.09346181]
