timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.11029229 -0.07614446],"[ 1.15532552  1.74147599  0.00721748 -0.49028231 -0.73239153 -0.49408899
  1.08089211 -0.26584684  1.75820693  0.36920604  0.        ]",[-0.12534541  1.82178844],-1.95501,-0.294859672856,"[[-0.07208451  0.01305907 -0.08230523 -0.05568513]
 [-0.00053448  0.00187515  0.          0.        ]]",[-0.9613018   1.79220426]
1,[-0.11029229 -0.07614446],"[  1.15480267e+00   1.73979393e+00  -2.98458070e-04  -3.96878362e-01
  -7.32387136e-01  -4.94086589e-01   1.05612466e+00   2.52381044e-01
   1.75901787e+00   3.94511209e-01   0.00000000e+00]",[-0.69178897  1.35456998],-1.95658,-0.29547135278,"[[-0.07708556  0.05282598 -0.08230523 -0.05568513]
 [-0.4979085   3.9616182   0.          0.        ]]",[-0.96172929  1.76368725]
2,[-0.11029229 -0.07614446],"[ 1.14988578  1.72310102 -0.05629908 -0.12102301 -0.73238274 -0.49408419
  0.92030708  0.76045975  1.75554542  0.43395807  0.        ]",[-0.85999727  0.74962659],-1.96729,-0.29581624022,"[[-0.11441747  0.17100986 -0.08230523 -0.05568513]
 [-3.2261937   7.84382588  0.          0.        ]]",[-0.95998591  1.72383606]
3,[-0.11029229 -0.07614446],"[ 1.1279573   1.66223525 -0.20200774  0.29840091 -0.73237834 -0.49408178
  0.75407278  1.1287532   1.73795654  0.43289544  0.        ]",[ 0.62806464  0.97241549],-1.9851,-0.293278543069,"[[ -0.21244603   0.35612197  -0.08230523  -0.05568513]
 [ -6.56555435  10.65798648   0.           0.        ]]",[-0.95565724  1.67971981]
4,[-0.11029229 -0.07614446],"[ 1.09012654  1.51667341 -0.35478983  0.81724    -0.73237395 -0.49407938
  0.88415305  1.60490025  1.69556289  0.47387168  0.        ]",[-1.64491147  2.82576709],-1.8027,-0.288207402451,"[[ -0.31753815   0.60578632  -0.08230523  -0.05568513]
 [ -3.95227388  14.29634136   0.           0.        ]]",[-0.95295841  1.62758744]
5,[-0.11029229 -0.07614446],"[ 1.03052279  1.23479173 -0.52002241  1.36101751 -0.73236955 -0.49407698
  0.69104752  2.08617345  1.60674494  0.54887501  0.        ]",[ 0.20401291  0.97637553],-1.87042,-0.277718481638,"[[ -0.43550413   0.92861344  -0.08230523  -0.05568513]
 [ -7.83144931  17.97404928   0.           0.        ]]",[-0.94658613  1.50966048]
6,[-0.11029229 -0.07614446],"[ 0.93213778  0.78758619 -0.71327897  1.75756217 -0.73236515 -0.49407458
  0.73891355  2.54542612  1.4492526   0.62006378  0.        ]",[-2.54764546  1.3479378 ],-1.62364,-0.258097188414,"[[ -0.58248618   1.32330856  -0.08230523  -0.05568513]
 [ -6.86979125  21.48378086   0.           0.        ]]",[-0.93346339  1.3611927 ]
7,[-0.11029229 -0.07614446],"[ 0.78222845  0.2052905  -0.92054572  1.77369349 -0.73236076 -0.49407218
  0.54867069  3.00787805  1.20514583  0.66827937  0.        ]",[-0.63037332  1.91002863],-1.5399,-0.226585112654,"[[ -0.75822488   1.78844899  -0.08230523  -0.05568513]
 [-10.69146848  25.01836768   0.           0.        ]]",[-0.9091031   1.15694475]
8,[-0.11029229 -0.07614446],"[ 0.53266906 -0.3856223  -1.14826731  1.19410522 -0.73235636 -0.49406978
  0.43499326  3.46100905  0.87216226  0.64817532  0.        ]",[ 1.1873856   0.35752357],-1.48905,-0.181088736252,"[[ -0.99496574   2.32357139  -0.08230523  -0.05568513]
 [-12.97505432  28.48227923   0.           0.        ]]",[-0.8768512   0.92588615]
9,[-0.11029229 -0.07614446],"[ 0.26659676 -0.74910474 -1.29540267  0.03723554 -0.73235196 -0.49406737
  0.64487536  3.572249    0.46765158  0.59231249  0.        ]",[ 0.75940337  1.28374536],-1.19571,-0.126381763669,"[[ -1.21216447   2.90175952  -0.08230523  -0.05568513]
 [ -8.75874731  29.33381619   0.           0.        ]]",[-0.85316616  0.75436461]
