timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.33742759 -0.28244248],"[ 1.21120508  2.48981775  0.013217   -0.64730367 -1.69429397  0.14006035
  1.5158689  -0.36605742  2.76700508 -0.16384855  0.        ]",[-1.44856673  5.11879307],-3.79417,-0.405514856048,"[[-0.04810152  0.05490694 -0.19509157  0.01688976]
 [ 0.00074161 -0.00147821  0.          0.        ]]",[-1.16521621  4.97260809]
1,[-0.33742759 -0.28244248],"[ 1.20749956  2.48534139 -0.04557794 -0.502945   -1.69428999  0.14006027
  1.40922397  0.15861788  2.7650008  -0.19818062  0.        ]",[-2.53572433  4.72572129],-3.76251,-0.405469607234,"[[-0.0877928   0.09462093 -0.19509157  0.01688976]
 [-3.95668972  3.95966941  0.          0.        ]]",[-1.30766869  4.66258764]
2,[-0.33742759 -0.28244248],"[ 1.18377382  2.45811634 -0.21888214 -0.0775704  -1.69428602  0.14006018
  1.30468883  0.67289741  2.75223577 -0.2993939   0.        ]",[-1.46520744  4.29856203],-3.83878,-0.404633693168,"[[-0.20584726  0.21277052 -0.19509157  0.01688976]
 [-7.83584571  7.84233345  0.          0.        ]]",[-1.44272923  4.38537598]
3,[-0.33742759 -0.28244248],"[ 1.10390739  2.36860053 -0.49458672  0.59836394 -1.69428204  0.14006009
  1.20221888  1.1769726   2.70929633 -0.46040158  0.        ]",[-0.80987311  4.89308222],-3.8276,-0.40097378735,"[[ -0.40071579   0.40780076  -0.19509157   0.01688976]
 [-11.63837859  11.64796481   0.           0.        ]]",[-1.56484413  4.07397127]
4,[-0.33742759 -0.28244248],"[ 0.92132256  2.15891226 -0.82967048  1.43966535 -1.69427807  0.14006001
  1.12203656  1.67098188  2.61107854 -0.64887088  0.        ]",[-3.03716112  4.72073049],-3.63129,-0.391487688035,"[[ -0.66333641   0.67818166  -0.19509157   0.01688976]
 [-14.61384055  15.37761853   0.           0.        ]]",[-1.82241654  3.70765162]
5,[-0.33742759 -0.28244248],"[ 0.58968557  1.77139601 -1.15871751  2.26347296 -1.69427409  0.14005992
  1.02315484  2.15515294  2.43254498 -0.82676201  0.        ]",[-1.73423638  2.65929845],-3.64269,-0.372643599396,"[[ -9.92427966e-01   1.02241143e+00  -1.95091568e-01   1.68897640e-02]
 [ -1.82832368e+01   1.90330273e+01   0.00000000e+00   0.00000000e+00]]",[-2.05868745  3.21868634]
6,[-0.33742759 -0.28244248],"[ 0.07980321  1.1844066  -1.37711857  2.76637857 -1.69427012  0.14005983
  0.9262028   2.62959502  2.15803213 -0.94027259  0.        ]",[-2.411749    2.16128667],-3.36565,-0.340923497711,"[[ -1.39418861e+00   1.43901334e+00  -1.95091568e-01   1.68897640e-02]
 [ -2.18810324e+01   2.26150324e+01   0.00000000e+00   0.00000000e+00]]",[-2.16301346  2.58935285]
7,[-0.33742759 -0.28244248],"[-0.56313874  0.46226725 -1.3354626   2.56974087 -1.69426615  0.14005975
  0.83114046  3.09448966  1.81184022 -0.90209863  0.        ]",[-3.72678132  0.56334286],-3.03409,-0.295369229512,"[[ -1.86720196e+00   1.92653249e+00  -1.95091568e-01   1.68897640e-02]
 [ -2.54087088e+01   2.61250241e+01   0.00000000e+00   0.00000000e+00]]",[-2.13331056  1.71598434]
8,[-0.33742759 -0.28244248],"[-1.18450162 -0.18836079 -0.90724818  1.43171335 -1.69426217  0.14005966
  0.7379481   3.32109412  1.47800938 -0.65484154  0.        ]",[-1.49985381  0.76161975],-2.793,-0.243189211321,"[[ -2.41007402e+00   2.46619996e+00  -1.95091568e-01   1.68897640e-02]
 [ -2.88669971e+01   2.78360246e+01   0.00000000e+00   0.00000000e+00]]",[-2.1299696   1.03675294]
9,[-0.33742759 -0.28244248],"[-1.5262287  -0.5122246  -0.0933859  -0.50534229 -1.6942582   0.14005957
  0.64661331  2.92658592  1.2953271  -0.20764664  0.        ]",[-2.79998977  0.02367165],-2.48668,-0.207410745162,"[[ -3.02142079e+00   3.04763014e+00  -1.95091568e-01   1.68897640e-02]
 [ -3.22563557e+01   2.48576777e+01   0.00000000e+00   0.00000000e+00]]",[-2.3275547   0.64493823]
10,[-0.33742759 -0.28244248],"[-1.32744405 -0.51456264  0.87118725 -1.122764   -1.69425422  0.14005949
  0.55709629 -0.47621687  1.31381227 -0.10240779  0.        ]",[-2.88050091  1.36061654],-2.32019,-0.208739042572,"[[ -3.69988128e+00   3.21721388e+00  -1.95091568e-01   1.68897640e-02]
 [ -3.55782612e+01  -8.33069203e-01   0.00000000e+00   0.00000000e+00]]",[-2.72886515  1.91571164]
11,[-0.33742759 -0.28244248],"[-0.52600894 -0.51873798  1.51633251 -0.89465976 -1.69425025  0.1400594
  0.46937787 -0.8835048   1.24808977 -0.20826638  0.        ]",[-4.50079282  1.83616336],-1.9481,-0.201078391118,"[[ -4.44410731e+00   3.15456818e+00  -1.95091568e-01   1.68897640e-02]
 [ -3.88334238e+01  -3.90804898e+00   0.00000000e+00   0.00000000e+00]]",[-2.84179473  2.21979094]
12,[-0.33742759 -0.28244248],"[ 0.54545932 -0.51653835  1.35786337 -0.6448008  -1.69424627  0.14005931
  0.38340309 -0.7320883   1.1405529  -0.1746658   0.        ]",[-2.50052996  1.92130069],-1.9916,-0.186153327042,"[[ -5.25278691e+00   3.08599723e+00  -1.95091568e-01   1.68897640e-02]
 [ -4.20238829e+01  -2.76487877e+00   0.00000000e+00   0.00000000e+00]]",[-2.67804527  2.55573392]
13,[-0.33742759 -0.28244248],"[ 1.19555445 -0.51169867  0.31904108 -0.49212412 -1.6942423   0.14005923
  0.29913148 -0.56543906  1.13475701 -0.04964584  0.        ]",[-2.52610734  3.96958678],-2.12798,-0.184205823836,"[[ -6.12464132e+00   3.04398834e+00  -1.95091568e-01   1.68897640e-02]
 [ -4.51511389e+01  -1.50670195e+00   0.00000000e+00   0.00000000e+00]]",[-2.64969158  2.82679296]
14,[-0.33742759 -0.28244248],"[ 0.8200473  -0.50817165 -0.95459306 -0.41367596 -1.69423833  0.14005914
  0.21652729 -0.4632314   1.23547773  0.00858742  0.        ]",[-3.66192864  1.61277471],-2.36723,-0.197677986409,"[[ -7.05841999e+00   3.02234074e+00  -1.95091568e-01   1.68897640e-02]
 [ -4.82165190e+01  -7.35050184e-01   0.00000000e+00   0.00000000e+00]]",[-2.79573321  2.82843876]
15,[-0.33742759 -0.28244248],"[-0.43327933 -0.50625667 -1.37093382 -0.3765942  -1.69423435  0.14005905
  0.13555743 -0.41053797  1.33257026 -0.07574349  0.        ]",[-3.27214306  1.83915549],-2.51485,-0.211094454388,"[[ -8.05289776e+00   3.01208920e+00  -1.95091568e-01   1.68897640e-02]
 [ -5.12212501e+01  -3.37224121e-01   0.00000000e+00   0.00000000e+00]]",[-2.8539505   2.49874043]
16,[-0.33742759 -0.28244248],"[-1.46726901 -0.50534268 -0.37950526 -0.35990821 -1.69423038  0.14005897
  0.05618991 -0.38557778  1.3136016  -0.22545874  0.        ]",[-3.45809059  2.36475016],-2.29806,-0.210131064086,"[[ -9.10687359e+00   3.00747187e+00  -1.95091568e-01   1.68897640e-02]
 [ -5.41665198e+01  -1.48780215e-01   0.00000000e+00   0.00000000e+00]]",[-2.7452538   2.00842762]
17,[-0.33742759 -0.28244248],"[-1.12478621 -0.50493428  1.14395125 -0.35264107 -1.6942264   0.14005888
 -0.02160672 -0.37433386  1.18419375 -0.27503025  0.        ]",[-3.59665727  2.12293475],-1.91087,-0.193698588335,"[[ -1.02191699e+01   3.00546006e+00  -1.95091568e-01   1.68897640e-02]
 [ -5.70534949e+01  -6.38922082e-02   0.00000000e+00   0.00000000e+00]]",[-2.67959642  1.92072392]
18,[-0.33742759 -0.28244248],"[ 0.3647697  -0.50475842  1.45621497 -0.34954871 -1.69422243  0.14005879
 -0.0978634  -0.36943435  1.08848941 -0.15058018  0.        ]",[-1.85933801  3.35840294],-1.91227,-0.178836968843,"[[ -1.13886324e+01   3.00460385e+00  -1.95091568e-01   1.68897640e-02]
 [ -5.98833236e+01  -2.69035720e-02   0.00000000e+00   0.00000000e+00]]",[-2.60020614  2.20236468]
19,[-0.33742759 -0.28244248],"[ 1.21122637 -0.50468432  0.0137283  -0.34825528 -1.69421846  0.14005871
 -0.17261053 -0.36734913  1.15554689  0.00568178  0.        ]",[-1.78196189  2.7462219 ],-2.27722,-0.186861964887,"[[ -1.26141294e+01   3.00424573e+00  -1.95091568e-01   1.68897640e-02]
 [ -6.26571341e+01  -1.11623714e-02   0.00000000e+00   0.00000000e+00]]",[-2.66057611  2.76065636]
20,[-0.33742759 -0.28244248],"[ 0.16853118 -0.50465345 -1.3567272  -0.34772121 -1.69421448  0.14005862
 -0.24587795 -0.36647707  1.30859426 -0.02165963  0.        ]",[-2.44668744  2.47632003],-2.51481,-0.207624083732,"[[ -1.38945517e+01   3.00409789e+00  -1.95091568e-01   1.68897640e-02]
 [ -6.53760342e+01  -4.58031911e-03   0.00000000e+00   0.00000000e+00]]",[-2.8512516   2.61562896]
