timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.30736452 -0.25862965],"[ 1.21089713  2.45928355 -0.00988622 -0.75704167  0.81816803 -1.62636013
  1.49209338 -0.36052116  0.62665009  1.53208279  0.        ]",[-2.51144105  1.75020446],-2.31585,-0.209709220988,"[[-0.06826374  0.01765598  0.09305898 -0.1867129 ]
 [-0.00203422  0.00349896  0.          0.        ]]",[-2.96395802  2.014153  ]
1,[-0.30736452 -0.25862965],"[ 1.20608789  2.45704159 -0.06870452 -0.61383018  0.81816706 -1.62635593
  1.38402585  0.16026828  0.62407883  1.49804664  0.        ]",[-3.27542569  2.0968357 ],-2.2659,-0.206240304276,"[[-0.10800997  0.05746855  0.09305898 -0.1867129 ]
 [-3.95940819  3.96455045  0.          0.        ]]",[-3.02770853  1.77393019]
2,[-0.30736452 -0.25862965],"[ 1.17911393  2.4365263  -0.24163555 -0.1912906   0.81816609 -1.62635173
  1.27809651  0.67073988  0.60963924  1.3978886   0.        ]",[-4.18100584  1.89012922],-2.1455,-0.19559375775,"[[-0.22611818  0.17571486  0.09305898 -0.1867129 ]
 [-7.83850066  7.84712756  0.          0.        ]]",[-3.00794554  1.60368705]
3,[-0.30736452 -0.25862965],"[ 1.09408284  2.35809766 -0.51576825  0.4840038   0.81816513 -1.62634753
  1.17426031  1.17108431  0.56410791  1.23910523  0.        ]",[-2.68402206  0.41661646],-2.07456,-0.177115292083,"[[ -0.42103907   0.37084024   0.09305898  -0.1867129 ]
 [-11.64095778  11.65268722   0.           0.        ]]",[-2.93830872  1.46964109]
4,[-0.30736452 -0.25862965],"[ 0.89866279  2.18349284 -0.8556848   1.26562328  0.81816416 -1.62634333
  1.0724928   1.35776602  0.45830269  1.02031817  0.        ]",[-3.48212631  2.19938747],-1.8276,-0.148281682136,"[[ -0.6912486    0.61814109   0.09305898  -0.1867129 ]
 [-15.36767205  13.07258144   0.           0.        ]]",[-2.78155875  1.4176681 ]
5,[-0.30736452 -0.25862965],"[ 0.54117986  1.87545163 -1.18625267  2.03633502  0.81816319 -1.62633913
  0.97269905  1.84436932  0.26331999  0.78574672  0.        ]",[-2.00109957  1.10864772],-1.56313,-0.110489891985,"[[ -1.03526687   0.91672826   0.09305898  -0.1867129 ]
 [-19.02211766  16.77366007   0.           0.        ]]",[-2.57760262  1.032897  ]
6,[-0.30736452 -0.25862965],"[ 0.00329565  1.38335829 -1.3837203   2.63688704  0.81816222 -1.62633493
  0.87485348  2.32120021 -0.029825    0.62944608  0.        ]",[-0.89524294  1.01901836],-1.40565,-0.0747543593522,"[[ -1.45165779   1.28859223   0.09305898  -0.1867129 ]
 [-22.60522876  20.40045344   0.           0.        ]]",[-2.41137433  0.40170869]
7,[-0.30736452 -0.25862965],"[-0.64930517  0.72827162 -1.29687669  2.73244471  0.81816125 -1.62633073
  0.79023444  2.78842136 -0.38517423  0.64296427  0.        ]",[-2.29295018  0.45076292],-1.26064,-0.0741439270764,"[[ -1.93485153   1.7322591    0.09305898  -0.1867129 ]
 [-25.70398453  23.95421946   0.           0.        ]]",[-2.3353157  -0.22566026]
8,[-0.30736452 -0.25862965],"[-1.24723339  0.06109433 -0.81712745  2.03717186  0.81816029 -1.62632653
  0.69595353  2.96036305 -0.71588821  0.86904963  0.        ]",[-2.45442321 -1.47702737],-1.29705,-0.117549524169,"[[ -2.48357106   2.22446716   0.09305898  -0.1867129 ]
 [-29.15656764  25.2621516    0.           0.        ]]",[-2.36793566 -0.50396276]
9,[-0.30736452 -0.25862965],"[-1.53298964 -0.37056537  0.030663    0.76674867  0.81815932 -1.62632233
  0.60354195  2.37367402 -0.91086632  1.22079227  0.        ]",[-2.06697974  0.21057449],-1.56541,-0.166211277358,"[[ -3.10065721   2.68493776   0.09305898  -0.1867129 ]
 [-32.54069969  20.79989649   0.           0.        ]]",[-2.64345813 -0.72098053]
10,[-0.30736452 -0.25862965],"[-1.25960252 -0.52239747  0.98247663 -0.68945673  0.81815835 -1.62631813
  0.5129841   1.90203063 -0.87536053  1.55985315  0.        ]",[-2.27413503  0.10180666],-2.09343,-0.197950651479,"[[ -3.78474483   3.10515349   0.09305898  -0.1867129 ]
 [-35.85695013  17.2126259    0.           0.        ]]",[-2.99721003 -1.01092196]
11,[-0.30736452 -0.25862965],"[-0.4031769  -0.52052693  1.55372728 -1.04343776  0.81815738 -1.62631393
  0.42422695 -0.60988317 -0.84717824  1.5681533   0.        ]",[-3.77897667 -0.86270622],-1.98752,-0.197159998013,"[[ -4.53449776   3.20353336   0.09305898  -0.1867129 ]
 [-39.10726034  -1.89302142   0.           0.        ]]",[-3.48417759 -0.41485316]
12,[-0.30736452 -0.25862965],"[ 0.65641671 -0.523184    1.286493   -0.76126933  0.81815642 -1.62630973
  0.33724459 -1.10066044 -0.97051923  1.57884243  0.        ]",[-2.54295137 -0.12335877],-1.97662,-0.205919175139,"[[ -5.34860257   3.12511016   0.09305898  -0.1867129 ]
 [-42.29257844  -5.62588994   0.           0.        ]]",[-3.45904541 -0.14560735]
13,[-0.30736452 -0.25862965],"[ 1.21183135 -0.51025623  0.17670312 -0.34398046  0.81815545 -1.62630553
  0.25199418 -1.15033478 -0.98864423  1.75957003  0.        ]",[-3.22726606  0.89560881],-1.94838,-0.22557720955,"[[ -6.22577764   3.00880316   0.09305898  -0.1867129 ]
 [-45.41447261  -6.00372779   0.           0.        ]]",[-3.15612221  0.45120752]
14,[-0.30736452 -0.25862965],"[ 0.7138212  -0.48869425 -1.05513192 -0.04868332  0.81815448 -1.62630133
  0.16844008 -0.66870848 -0.816978    1.81748146  0.        ]",[-2.4963937   1.63943192],-2.01542,-0.222198652348,"[[ -7.16476661   2.92548485   0.09305898  -0.1867129 ]
 [-48.47424756  -2.34047856   0.           0.        ]]",[-2.91918015  0.78917849]
15,[-0.30736452 -0.25862965],"[-0.57968662 -0.48653762 -1.32326643 -0.02534706  0.81815351 -1.62629713
  0.086533   -0.14236443 -0.7294514   1.63455208  0.        ]",[-3.12193102  0.53466438],-1.87802,-0.198147180327,"[[ -8.16434547   2.91884305   0.09305898  -0.1867129 ]
 [-51.47370845   1.66289724   0.           0.        ]]",[-2.79228878  0.62087965]
16,[-0.30736452 -0.25862965],"[-1.50634954 -0.50223566 -0.20582343 -0.21651107  0.81815254 -1.62629293
  0.0062379   0.13131546 -0.82808332  1.49747176  0.        ]",[-2.97591695 -1.22587766],-1.92017,-0.188636687989,"[[ -9.2233217    2.97298584   0.09305898  -0.1867129 ]
 [-54.4141384    3.74450764   0.           0.        ]]",[-2.92192984  0.17663711]
17,[-0.30736452 -0.25862965],"[-0.99713056 -0.50997261  1.26965676 -0.33891418  0.81815158 -1.62628873
 -0.07247193 -0.39929064 -0.96161912  1.49993346  0.        ]",[-3.53817526 -2.01865285],-1.94573,-0.197366186431,"[[-10.34052478   3.00738316   0.09305898  -0.1867129 ]
 [-57.29651503  -0.29128297   0.           0.        ]]",[-3.43738413 -0.24117655]
18,[-0.30736452 -0.25862965],"[ 0.52182807 -0.4993607   1.38135856 -0.17708376  0.81815061 -1.62628453
 -0.14961502 -0.91943025 -1.07181184  1.66124824  0.        ]",[-3.00575434  0.75615608],-2.0483,-0.221107464984,"[[-11.51479992   2.96186527   0.09305898  -0.1867129 ]
 [-60.12151721  -4.24746977   0.           0.        ]]",[-3.49658632 -0.22799903]
19,[-0.30736452 -0.25862965],"[ 1.19222925 -0.48279711 -0.17253663  0.01349454  0.81814964 -1.62628033
 -0.22521941 -0.51519737 -0.93353846  1.86557134  0.        ]",[-2.84715665 -0.3514121 ],-2.06811,-0.233435852524,"[[-12.74500864   2.90776619   0.09305898  -0.1867129 ]
 [-62.89017234  -1.17288158   0.           0.        ]]",[-2.97211933  0.25759751]
20,[-0.30736452 -0.25862965],"[-0.01310335 -0.46892909 -1.38573432  0.14326043  0.81814867 -1.62627613
 -0.2993327  -0.69568158 -0.70531972  1.71712594  0.        ]",[-2.61979421 -0.03979531],-1.97264,-0.206135081572,"[[-14.03004348   2.87053685   0.09305898  -0.1867129 ]
 [-65.60422344  -2.54564774   0.           0.        ]]",[-2.8871901   0.90741229]
21,[-0.30736452 -0.25862965],"[-1.45586767 -0.44620975 -0.40280786  0.32238535  0.81814771 -1.62627193
 -0.37197196 -0.71053214 -0.80070666  1.36730792  0.        ]",[-3.64640188  0.80886394],-1.67202,-0.173428009542,"[[-15.36881754   2.81849291   0.09305898  -0.1867129 ]
 [-68.26429594  -2.65860661   0.           0.        ]]",[-3.03553391  0.68489933]
22,[-0.30736452 -0.25862965],"[-0.84099579 -0.43616563  1.38189768  0.39238653  0.81814674 -1.62626773
 -0.44317652 -0.28345483 -1.14005367  1.4537684   0.        ]",[-2.80251913  0.21281   ],-1.98523,-0.206288053926,"[[-16.76026463   2.79791399   0.09305898  -0.1867129 ]
 [-70.8718311    0.58973391   0.           0.        ]]",[-3.47358942 -0.27534831]
23,[-0.30736452 -0.25862965],"[ 0.9370407  -0.44596163  0.98609606  0.32416647  0.81814577 -1.62626353
 -0.51298482 -0.17518939 -1.09635341  1.8570791   0.        ]",[-2.59245268 -0.45974857],-2.13329,-0.242457792395,"[[-18.20335021   2.81797092   0.09305898  -0.1867129 ]
 [-73.42823611   1.41319734   0.           0.        ]]",[-3.20796251 -0.42390299]
24,[-0.30736452 -0.25862965],"[ 0.74945096 -0.45046879 -1.02227264  0.29120271  0.8181448  -1.62625933
 -0.58141083 -0.41920577 -0.75121203  1.86229457  0.        ]",[-3.50430698  0.77716509],-1.95787,-0.224092303057,"[[-19.69705694   2.82761364   0.09305898  -0.1867129 ]
 [-75.93402392  -0.44278692   0.           0.        ]]",[-2.85123324  0.67995965]
25,[-0.30736452 -0.25862965],"[-1.1647267  -0.46027    -0.92209352  0.21551761  0.81814383 -1.62625513
 -0.64848093 -0.01450889 -0.72838827  1.47067621  0.        ]",[-1.67811013  0.62785959],-1.88382,-0.180339060873,"[[-21.24037961   2.84964152   0.09305898  -0.1867129 ]
 [-78.39016078   2.63532414   0.           0.        ]]",[-2.76660872  0.5626353 ]
