timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.24232426 -0.14665569],"[ 1.21374986  2.2879511   0.23518119 -0.90884706  0.34165439 -1.69948397
  1.38069816 -0.3402179   1.00107795  1.77077386  0.        ]",[-2.03621395  1.70670706],-2.26355,-0.268165049337,"[[ 0.08476747 -0.05503661  0.03877756 -0.19498748]
 [-0.00139543 -0.00267343  0.          0.        ]]",[-2.51147652  2.18996692]
1,[-0.24232426 -0.14665569],"[ 1.21729059  2.28992658  0.17627843 -0.77951517  0.34165391 -1.69947571
  1.26345266  0.17309501  1.00294593  1.73764931  0.        ]",[-2.12158859  1.13403369],-2.26426,-0.265284493848,"[[ 0.04503389 -0.01534627  0.03877756 -0.19498748]
 [-3.95878076  3.95850159  0.          0.        ]]",[-2.49667788  2.06929445]
2,[-0.24232426 -0.14665569],"[  1.21501168e+00   2.28254367e+00   9.47113027e-04  -3.94928614e-01
   3.41653436e-01  -1.69946745e+00   1.14852762e+00   6.76239914e-01
   1.00174377e+00   1.63917364e+00   0.00000000e+00]",[-2.51367609  2.34560975],-2.16666,-0.256269825142,"[[-0.07306178  0.1027804   0.03877756 -0.19498748]
 [-7.83786982  7.84121435  0.          0.        ]]",[-2.46152544  1.92305684]
3,[-0.24232426 -0.14665569],"[ 1.16958457  2.22723285 -0.28396971  0.22724198  0.34165296 -1.69945919
  1.03587448  1.16940571  0.97777664  1.47920131  0.        ]",[-1.73450444  3.57415465],-2.06973,-0.240007616325,"[[ -0.2679698    0.29778906   0.03877756  -0.19498748]
 [-11.6402963   11.6469343    0.           0.        ]]",[-2.38973093  1.72684669]
4,[-0.24232426 -0.14665569],"[ 1.02423347  2.0657829  -0.65210922  1.02503782  0.34165248 -1.69945093
  0.92544171  1.65275932  0.90109073  1.27253217  0.        ]",[-3.66400958  1.29193054],-1.84625,-0.215124656546,"[[ -0.53817408   0.56815324   0.03877756  -0.19498748]
 [-15.36779382  15.37696941   0.           0.        ]]",[-2.26379728  1.48408675]
5,[-0.24232426 -0.14665569],"[ 0.71722259  1.73599225 -1.0377357   1.84960071  0.34165201 -1.69944267
  0.81717481  2.12644556  0.73911552  1.05607326  0.        ]",[-2.16679305  0.83613355],-1.67996,-0.181143644431,"[[ -0.88219427   0.91237092   0.03877756  -0.19498748]
 [-19.02219899  19.0324644    0.           0.        ]]",[-2.0730691   1.15920377]
6,[-0.24232426 -0.14665569],"[ 0.21294386  1.21342833 -1.3215587   2.4311741   0.34165153 -1.69943441
  0.71102466  2.50652356  0.47320601  0.89083313  0.        ]",[-2.67650503  1.35272483],-1.36007,-0.140997097606,"[[ -1.29858517   1.32245208   0.03877756  -0.19498748]
 [-22.60516547  21.96567119   0.           0.        ]]",[-1.85837722  0.76408386]
7,[-0.24232426 -0.14665569],"[-0.45055807  0.54224503 -1.34200781  2.44803945  0.34165105 -1.69942615
  0.60693505  2.96298422  0.12333351  0.86768213  0.        ]",[-2.49043223 -0.87777863],-1.21312,-0.110423640567,"[[ -1.7859379    1.79711251   0.03877756  -0.19498748]
 [-26.11858816  25.48844332   0.           0.        ]]",[-1.74896801  0.45254195]
8,[-0.24232426 -0.14665569],"[-1.11651247 -0.05281066 -0.95502561  1.77253035  0.34165057 -1.6994179
  0.50490228  2.44683722 -0.23026338  1.00518348  0.        ]",[-2.84936178  0.95271326],-1.13391,-0.115002778411,"[[ -2.34286309   2.26691957   0.03877756  -0.19498748]
 [-29.56258963  21.50547922   0.           0.        ]]",[-1.71081948  0.4710924 ]
9,[-0.24232426 -0.14665569],"[-1.5117782  -0.44603594 -0.14721247  0.57326925  0.3416501  -1.69940964
  0.40488128  2.88013811 -0.4588984   1.31269113  0.        ]",[-0.62956308  0.58989884],-1.47943,-0.154847805953,"[[ -2.96798957   2.73058003   0.03877756  -0.19498748]
 [-32.93868917  24.84956026   0.           0.        ]]",[-1.79305339  0.20794433]
