timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.30344662 -0.26104498],"[[  2.43434520e-02  -6.05592459e-02  -1.17469187e-01  -9.56697483e-02]
 [  4.81721059e-03  -5.98283878e-06   0.00000000e+00   0.00000000e+00]]",[-2.14592463  2.28056931],"[ 1.21398959  2.4621153   0.12533463 -1.04633189 -1.02265833 -0.81787312
  1.50314136 -0.36246677  2.18477989  0.81972355  0.        ]",-3.13014,-0.340629114773,[-2.67030239  3.69078875]
1,[-0.30344662 -0.26104498],"[[-0.01526711 -0.02081608 -0.11746919 -0.09566975]
 [-3.95269106  3.96111619  0.          0.        ]]",[-1.94308157  3.4812944 ],"[ 1.2142345   2.46451779  0.06649517 -0.9027138  -1.02265691 -0.81787219
  1.39553406  0.15969116  2.18490744  0.7855725   0.        ]",-3.1103,-0.339578206074,[-2.76314592  3.3921299 ]
2,[-0.30344662 -0.26104498],"[[-0.13324218  0.09736236 -0.11746919 -0.09566975]
 [-7.83189954  7.84377825  0.          0.        ]]",[-3.01496999  3.60941891],"[ 1.20221498  2.45775619 -0.10817962 -0.47584014 -1.02265549 -0.81787126
  1.29005625  0.6715062   2.17847945  0.68396722  0.        ]",-3.03519,-0.335802280423,[-2.78585863  3.16351008]
3,[-0.30344662 -0.26104498],"[[ -0.32803196   0.29242182  -0.11746919  -0.09566975]
 [-11.63444095  11.64945062   0.           0.        ]]",[-3.27769016  2.75762666],"[ 1.14113263  2.40141533 -0.38944413  0.21520974 -1.02265407 -0.81787033
  1.18666346  1.17317136  2.14581629  0.52030587  0.        ]",-3.00065,-0.327524503539,[-2.68436003  3.00712562]
4,[-0.30344662 -0.26104498],"[[ -0.59812023   0.56283588  -0.11746919  -0.09566975]
 [-15.3620484   15.37944185   0.           0.        ]]",[-3.21542294  2.98405139],"[ 0.97587628  2.23442355 -0.7473295   1.10247784 -1.02265265 -0.81786941
  1.08530848  1.66485767  2.05744529  0.31204339  0.        ]",-2.87685,-0.312064819523,[-2.55208993  2.80616307]
5,[-0.30344662 -0.26104498],"[[ -0.94202658   0.9071026   -0.11746919  -0.09566975]
 [-19.01655887  19.03489627   0.           0.        ]]",[-2.75038979  3.19169108],"[ 0.64855303  1.89133037 -1.11227372  2.02164371 -1.02265122 -0.81786848
  0.9859413   2.14671397  1.88240596  0.09969811  0.        ]",-2.70079,-0.286427913106,[-2.42255688  2.44908524]
6,[-0.30344662 -0.26104498],"[[ -1.35830755   1.32374205  -0.11746919  -0.09566975]
 [-22.59980455  22.61690416   0.           0.        ]]",[-1.50494007  1.51517212],"[ 0.13024364  1.33650684 -1.36297079  2.67958846 -1.0226498  -0.81786755
  0.88851205  2.61888154  1.60523175 -0.0460697   0.        ]",-2.57505,-0.248563869121,[-2.27388763  1.91598678]
7,[-0.30344662 -0.26104498],"[[ -1.84555416   1.81129774  -0.11746919  -0.09566975]
 [-26.11333623  26.12677981   0.           0.        ]]",[-0.77007681  0.87987457],"[-0.53225579  0.61552033 -1.34065785  2.6852941  -1.02264838 -0.81786662
  0.7929785   3.08153077  1.25094606 -0.03277935  0.        ]",-2.27482,-0.200321833571,[-2.1189661   1.15303802]
8,[-0.30344662 -0.26104498],"[[ -2.39324989   2.36357262  -0.11746919  -0.09566975]
 [-28.64776705  29.09084684   0.           0.        ]]",[-1.06931042  3.02637055],"[-1.16630968 -0.09258649 -0.92163083  1.71110423 -1.02264696 -0.81786569
  0.72406674  3.47222051  0.91197816  0.21577699  0.        ]",-1.82247,-0.156053106021,[-2.05814743  0.62515318]
9,[-0.30344662 -0.26104498],"[[ -3.00025787   2.9793179   -0.11746919  -0.09566975]
 [-32.04145814  32.47267505   0.           0.        ]]",[-0.84999848  1.70166342],"[-1.51968658 -0.50264763 -0.12008043 -0.24308871 -1.02264553 -0.81786477
  0.63179187  3.91796306  0.72317167  0.69122365  0.        ]",-1.88964,-0.150938926022,[-2.13105631  0.08489087]
