timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.16278121 -0.07789482],"[ 1.19918906  2.05091088  0.12377922 -0.49788558  0.94890654 -1.55797415
  1.24195559 -0.31241957  0.47611403  1.53390307  0.        ]",[-2.57768516  0.82731664],-1.55962,-0.211660996393,"[[ 0.00558046  0.04904783  0.10742084 -0.17867042]
 [-0.00101038  0.00066437  0.          0.        ]]",[-1.7581898   1.77158964]
1,[-0.16278121 -0.07789482],"[ 1.1984026   2.04798678  0.06449982 -0.40497927  0.94890262 -1.55796255
  1.09976047  0.11241681  0.47598298  1.49607337  0.        ]",[-2.07766066  2.4644894 ],-1.5319,-0.207534121919,"[[-0.03414285  0.08194392  0.10742084 -0.17867042]
 [-3.95814163  3.27801532  0.          0.        ]]",[-1.74532795  1.6913377 ]
2,[-0.16278121 -0.07789482],"[ 1.18329409  2.02909566 -0.11087936 -0.11157156  0.9488987  -1.55795096
  0.96036959  0.61746832  0.46860027  1.39007787  0.        ]",[-3.23864534  3.05277929],-1.38053,-0.195598430511,"[[-0.15222607  0.18659586  0.10742084 -0.17867042]
 [-7.83726831  7.17418026  0.          0.        ]]",[-1.71551037  1.59912407]
3,[-0.16278121 -0.07789482],"[ 1.11716417  1.96205905 -0.39230765  0.38263018  0.94889479 -1.55793936
  0.82373351  1.11249869  0.43466992  1.2274424   0.        ]",[-1.37038928  1.49300292],-1.41864,-0.175887665457,"[[ -0.34712264   0.36839594   0.10742084  -0.17867042]
 [-11.63975644  10.99306082   0.           0.        ]]",[-1.6657083   1.48887563]
4,[-0.16278121 -0.07789482],"[ 0.94535826  1.79709045 -0.7485142   1.02126971  0.94889087 -1.55792776
  0.68978979  1.59767431  0.34592027  1.02493939  0.        ]",[-1.2116599   0.25902265],-1.27281,-0.147959906702,"[[ -0.61731692   0.62581188   0.10742084  -0.17867042]
 [-15.36733605  14.73597365   0.           0.        ]]",[-1.57465935  1.36377001]
5,[-0.16278121 -0.07789482],"[ 0.61116829  1.5128093  -1.10836309  1.62868277  0.94888695 -1.55791617
  0.55850813  1.69282793  0.1725853   0.79481319  0.        ]",[-2.5544758  -0.26773263],-1.0247,-0.11054882616,"[[ -0.96131885   0.92789886   0.10742084  -0.17867042]
 [-19.02084378  15.47013471   0.           0.        ]]",[-1.45577502  1.22897553]
6,[-0.16278121 -0.07789482],"[ 0.08785673  1.1634915  -1.34934669  2.02481523  0.94888304 -1.55790457
  0.42981009  1.51560725 -0.10703995  0.55961108  0.        ]",[-2.99899688  1.03811037],-0.886549,-0.0668607673583,"[[ -1.37766935   1.22358706   0.10742084  -0.17867042]
 [-22.6024577   14.1030648    0.           0.        ]]",[-1.33665156  1.05388391]
7,[-0.16278121 -0.07789482],"[-0.57485603  0.74303399 -1.31297247  2.19255981  0.94887912 -1.55789298
  0.303576    1.99243207 -0.48102898  0.43510533  0.        ]",[-1.68003969  0.31631627],-0.905876,-0.0578273147381,"[[ -1.86496416   1.54255886   0.10742084  -0.17867042]
 [-26.11550479  17.78166505   0.           0.        ]]",[-1.26531672  0.91762102]
8,[-0.16278121 -0.07789482],"[-1.2102589   0.26020957 -0.86843099  2.03501778  0.9488752  -1.55788138
  0.17982034  2.10876166 -0.87088323  0.51919401  0.        ]",[-1.24785054 -0.19372023],-0.963657,-0.104785031178,"[[ -2.42182822   1.90719975   0.10742084  -0.17867042]
 [-29.55957981  18.67928035   0.           0.        ]]",[-1.28648067  0.85225832]
9,[-0.16278121 -0.07789482],"[-1.54521143 -0.16155525 -0.02565485  1.53071974  0.94887129 -1.55786979
  0.05849959  1.9609305  -1.16776874  0.78714409  0.        ]",[-2.39340574  0.85180761],-1.06733,-0.15813171743,"[[ -3.046895     2.26934489   0.10742084  -0.17867042]
 [-32.93589279  17.53898975   0.           0.        ]]",[-1.34142864  0.77633357]
