timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.01011458  0.08176847],"[ 1.07829927  1.19050294  0.09012603 -0.13207828  0.00601576 -0.06954141
  0.48452882 -0.05357324  1.04488444  0.11095633  0.        ]",[-0.38749467 -1.42972054],-1.46714,-0.207066202374,"[[ 0.01812527 -0.00946394  0.00316737 -0.00749032]
 [ 0.00060795  0.00153777  0.          0.        ]]",[-0.25742006  0.18616405]
1,[-0.01011458  0.08176847],"[ 1.07848769  1.18899473  0.06668029 -0.19795577  0.00601567 -0.06954039
  0.35966361 -0.56709209  1.04423642  0.05958309  0.        ]",[-0.81760767 -0.12946501],-1.44912,-0.206731311984,"[[  2.77288865e-03  -4.91553463e-02   3.16736644e-03  -7.49032476e-03]
 [ -1.53075347e+00  -3.95748607e+00   0.00000000e+00   0.00000000e+00]]",[-0.2531521   0.16829292]
2,[-0.01011458  0.08176847],"[ 1.07596476  1.17940094 -0.02911489 -0.33599388  0.00601558 -0.06953938
  0.09842652 -0.62324932  1.03103186 -0.09099232  0.        ]",[-1.4048033  -0.36371741],-1.43951,-0.205551337369,"[[ -5.99881415e-02  -1.32649805e-01   3.16736644e-03  -7.49032476e-03]
 [ -4.73468902e+00  -4.39051960e+00   0.00000000e+00   0.00000000e+00]]",[-0.25077236  0.16047744]
3,[-0.01011458  0.08176847],"[ 1.05256557  1.15607205 -0.23112456 -0.50144061  0.00601549 -0.06953836
 -0.21645106 -0.79856759  0.97099214 -0.34679325  0.        ]",[-0.83564698 -0.95830367],-1.43073,-0.203321539864,"[[ -1.93428405e-01  -2.34022535e-01   3.16736644e-03  -7.49032476e-03]
 [ -8.59650311e+00  -5.74224582e+00   0.00000000e+00   0.00000000e+00]]",[-0.24661165  0.14552777]
4,[-0.01011458  0.08176847],"[ 0.97064909  1.09774452 -0.52779111 -0.74121986  0.0060154  -0.06953734
 -0.472036   -1.27579998  0.79491478 -0.69484093  0.        ]",[-0.49893806 -0.50478534],-1.39811,-0.199324102252,"[[ -3.96808474e-01  -3.85785036e-01   3.16736644e-03  -7.49032476e-03]
 [ -1.17311498e+01  -9.42172566e+00   0.00000000e+00   0.00000000e+00]]",[-0.24063155  0.1188183 ]
5,[-0.01011458  0.08176847],"[ 0.7965197   0.97556048 -0.86047304 -1.04353931  0.00601532 -0.06953632
 -0.61405558 -1.51067122  0.4493919  -1.02199698  0.        ]",[-1.21659944  0.27882182],-1.36602,-0.192932310275,"[[ -6.48907240e-01  -5.92392741e-01   3.16736644e-03  -7.49032476e-03]
 [ -1.34730371e+01  -1.12329805e+01   0.00000000e+00   0.00000000e+00]]",[-0.23561801  0.10036722]
6,[-0.01011458  0.08176847],"[ 0.49216872  0.80461937 -1.1845711  -1.31185657  0.00601523 -0.0695353
 -0.91502936 -1.33831982 -0.04177809 -1.19261305  0.        ]",[ 0.66400425 -0.2399863 ],-1.28702,-0.18535772924,"[[ -9.55404328e-01  -8.03725499e-01   3.16736644e-03  -7.49032476e-03]
 [ -1.71644635e+01  -9.90466380e+00   0.00000000e+00   0.00000000e+00]]",[-0.23403823  0.093375  ]
7,[-0.01011458  0.08176847],"[ 0.10389606  0.60081693 -1.3956417  -1.52195781  0.00601514 -0.06953428
 -0.67320887 -1.43608553 -0.5377914  -1.12054997  0.        ]",[-1.44376332  1.33791793],-1.29981,-0.177371071213,"[[ -1.26893996e+00  -1.00938606e+00   3.16736644e-03  -7.49032476e-03]
 [ -1.41989725e+01  -1.06588882e+01   0.00000000e+00   0.00000000e+00]]",[-0.23325987  0.08929437]
8,[-0.01011458  0.08176847],"[-0.33476545  0.40905278 -1.4643514  -1.65200913  0.00601505 -0.06953326
 -0.97311723 -0.89484529 -0.93159509 -0.85497733  0.        ]",[-1.03939186 -1.80124877],-1.23146,-0.170581403343,"[[ -1.58982610e+00  -1.18069940e+00   3.16736644e-03  -7.49032476e-03]
 [ -1.78773327e+01  -6.48628510e+00   0.00000000e+00   0.00000000e+00]]",[-0.23631418  0.09564786]
9,[-0.01011458  0.08176847],"[-0.86461942  0.20715651 -1.33632705 -1.73592924  0.00601497 -0.06953224
 -1.26695183 -1.39139865 -1.20627393 -0.38679989  0.        ]",[-3.35790428 -0.50837849],-1.19737,-0.163975400028,"[[ -1.98353127e+00  -1.34884071e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.14814542e+01  -1.03149965e+01   0.00000000e+00   0.00000000e+00]]",[-0.23696442  0.09356217]
10,[-0.01011458  0.08176847],"[-1.37523101 -0.0734845  -0.91295205 -1.7765523   0.00601488 -0.06953122
 -1.55510061 -1.6255262  -1.19920998  0.23406832  0.        ]",[ 0.44923321  0.02452021],-1.28354,-0.152828867186,"[[ -2.44862361e+00  -1.57325911e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.50162374e+01  -1.21207281e+01   0.00000000e+00   0.00000000e+00]]",[-0.24028595  0.09942129]
11,[-0.01011458  0.08176847],"[-1.66294418 -0.37186401 -0.26377216 -1.72827961  0.00601479 -0.0695302
 -1.36995828 -1.58145355 -0.87118489  0.69241933  0.        ]",[-1.10245699 -0.17460989],-1.2208,-0.137233158617,"[[ -2.92617476e+00  -1.81226992e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.27463254e+01  -1.17815532e+01   0.00000000e+00   0.00000000e+00]]",[-0.24557213  0.11340668]
12,[-0.01011458  0.08176847],"[-1.64290063 -0.65442805  0.47700521 -1.58744663  0.0060147  -0.06952918
 -1.65614048 -1.64042676 -0.40557255  0.81801046  0.        ]",[-0.548962    0.95699182],-1.24017,-0.1170930677,"[[ -3.41632668e+00  -2.05247037e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.62572661e+01  -1.22369239e+01   0.00000000e+00   0.00000000e+00]]",[-0.24974431  0.12357557]
13,[-0.01011458  0.08176847],"[-1.25773813 -0.86890815  1.17562678 -1.400764    0.00601461 -0.06952816
 -1.79104997 -1.11715793 -0.0156713   0.63684214  0.        ]",[-0.08473558 -0.90658515],-1.18721,-0.095780882614,"[[ -3.95808903e+00  -2.25673147e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.79132302e+01  -8.20264780e+00   0.00000000e+00   0.00000000e+00]]",[-0.25293517  0.1363472 ]
14,[-0.01011458  0.08176847],"[-0.58118617 -1.04552176  1.55991694 -1.16820772  0.00601453 -0.06952715
 -1.77340201 -1.56128047  0.13616051  0.28436431  0.        ]",[-1.21210324  0.60384382],-1.06986,-0.0718301862603,"[[ -4.51419428e+00  -2.45514706e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.76980921e+01  -1.16275807e+01   0.00000000e+00   0.00000000e+00]]",[-0.24988647  0.12964603]
15,[-0.01011458  0.08176847],"[ 0.21907279 -1.18844433  1.47506188 -0.8828892   0.00601444 -0.06952613
 -2.05145953 -1.22102707  0.02621302 -0.02324327  0.        ]",[-1.33436656 -0.25374131],-1.03617,-0.0457723159568,"[[ -5.10239513e+00  -2.66137905e+00   3.16736644e-03  -7.49032476e-03]
 [ -3.11104949e+01  -9.00440322e+00   0.00000000e+00   0.00000000e+00]]",[-0.2484808   0.13149647]
16,[-0.01011458  0.08176847],"[ 0.89177725 -1.27767978  0.8280088  -0.59356275  0.00601435 -0.06952511
 -2.32390604 -1.32794338 -0.20445435 -0.11134324  0.        ]",[ 0.80266228 -0.84182867],-1.05644,-0.0239761714877,"[[ -5.75816170e+00  -2.84974170e+00   3.16736644e-03  -7.49032476e-03]
 [ -3.44549819e+01  -9.82919857e+00   0.00000000e+00   0.00000000e+00]]",[-0.24676991  0.12920706]
17,[-0.01011458  0.08176847],"[  1.06763914e+00  -1.32477602e+00  -1.28416022e-01  -2.79813130e-01
   6.01426412e-03  -6.95240894e-02  -2.00911498e+00  -6.60195820e-01
  -3.42870382e-01   1.35893240e-03   0.00000000e+00]",[ 0.19999764  1.72179033],-1.08646,-0.0151603034725,"[[ -6.40853973e+00  -3.04266095e+00   3.16736644e-03  -7.49032476e-03]
 [ -3.05953201e+01  -4.68055196e+00   0.00000000e+00   0.00000000e+00]]",[-0.25215694  0.14909762]
18,[-0.01011458  0.08176847],"[ 0.73136048 -1.32700442 -0.94818619 -0.2460245   0.00601418 -0.06952307
 -1.8950452   0.12265141 -0.35616948  0.09232843  0.        ]",[ 0.34339454  0.41878984],-1.12389,-0.0177248336354,"[[ -7.00642147e+00  -3.06308849e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.91975458e+01   1.35565629e+00   0.00000000e+00   0.00000000e+00]]",[-0.25739178  0.1651098 ]
19,[-0.01011458  0.08176847],"[ 0.07906229 -1.32146519 -1.4038406  -0.31785752  0.00601409 -0.06952205
 -1.73699047  0.33428287 -0.37200397  0.12673559  0.        ]",[-1.08322576  0.55918387],-1.12938,-0.0224357386031,"[[ -7.57093056e+00  -3.01960298e+00   3.16736644e-03  -7.49032476e-03]
 [ -2.72598126e+01   2.98747278e+00   0.00000000e+00   0.00000000e+00]]",[-0.25902271  0.16755521]
