timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.0157572   0.06891206],"[ 1.06697746  1.16428991  0.06989293 -0.2165534  -0.99549582 -0.49730292
  0.32936399 -0.02796292  1.73620454  0.37367456  0.        ]",[-0.2446201   1.55843194],-1.77689,-0.323725911989,"[[ 0.0182294  -0.08590857 -0.11013254 -0.05547023]
 [-0.00220562 -0.0026284   0.          0.        ]]",[-0.20688419  0.09498415]
1,[-0.0157572   0.06891206],"[ 1.06711416  1.16755818  0.05494694 -0.15143818 -0.99545727 -0.49729085
  0.2469405   0.48688003  1.7372418   0.38924265  0.        ]",[-1.59225693  2.20078575],-1.75265,-0.324273284276,"[[ 0.0084612  -0.046229   -0.11013254 -0.05547023]
 [-0.97138322  3.95738638  0.          0.        ]]",[-0.20830975  0.10153437]
2,[-0.0157572   0.06891206],"[ 1.06535008  1.16558526 -0.03520598  0.04267655 -0.99541872 -0.49727879
 -0.08796404  0.99166041  1.73666304  0.39340266  0.        ]",[-1.26149395  0.97359215],-1.78193,-0.324303749447,"[[-0.05047934  0.07187584 -0.11013254 -0.05547023]
 [-4.90955388  7.84015124  0.          0.        ]]",[-0.21012522  0.10857093]
3,[-0.0157572   0.06891206],"[ 1.04275508  1.12427139 -0.24307046  0.35661374 -0.99538018 -0.49726672
 -0.41624058  1.47278894  1.72434465  0.34397637  0.        ]",[-0.25118448  0.19690241],-1.7992,-0.321276218906,"[[ -0.18740132   0.26581497  -0.11013254  -0.05547023]
 [ -8.76980267  11.5414029    0.           0.        ]]",[-0.21207985  0.11598669]
4,[-0.0157572   0.06891206],"[ 0.97251284  1.01220355 -0.51278243  0.71619366 -0.99534164 -0.49725466
 -0.48601193  1.54436613  1.68859367  0.26391683  0.        ]",[-0.55657025  0.80443878],-1.76093,-0.314185069807,"[[ -0.37103001   0.50217485  -0.11013254  -0.05547023]
 [ -9.5903541   12.09272653   0.           0.        ]]",[-0.21311912  0.11890949]
5,[-0.0157572   0.06891206],"[ 0.83751105  0.807842   -0.80041688  1.07367752 -0.9953031  -0.4972426
 -0.65723145  1.92722641  1.62075044  0.18055511  0.        ]",[ 0.37483331 -0.05856179],-1.74347,-0.302368935353,"[[ -0.58303867   0.77359045  -0.11013254  -0.05547023]
 [-11.60384252  15.03896473   0.           0.        ]]",[-0.21414471  0.12303853]
6,[-0.0157572   0.06891206],"[ 0.64772059  0.51051883 -1.05339894  1.36642233 -0.99526457 -0.49723053
 -0.51158323  1.85809516  1.52192333  0.12714421  0.        ]",[-0.21253714  0.35110999],-1.69017,-0.286243797832,"[[ -0.79793459   1.06904651  -0.11013254  -0.05547023]
 [ -9.89141418  14.50843166   0.           0.        ]]",[-0.21443787  0.12345959]
7,[-0.0157572   0.06891206],"[ 0.42575247  0.15316811 -1.24731518  1.53609246 -0.99522605 -0.49721847
 -0.56650143  2.00125306  1.40023252  0.1098773   0.        ]",[ 1.69075267 -0.43433196],-1.65419,-0.266825874355,"[[ -1.00224332   1.37027963  -0.11013254  -0.05547023]
 [-10.53732094  15.61118058   0.           0.        ]]",[-0.21440396  0.12426879]
8,[-0.0157572   0.06891206],"[ 0.21825644 -0.21509237 -1.36741035  1.56208518 -0.99518753 -0.49720641
 -0.21216473  1.73725213  1.27076559  0.13977557  0.        ]",[-1.29560509  0.87404956],-1.52877,-0.246514145509,"[[ -1.17118999   1.66213545  -0.11013254  -0.05547023]
 [ -6.37108814  13.58126378   0.           0.        ]]",[-0.21358335  0.12148826]
9,[-0.0157572   0.06891206],"[ -4.73314377e-04  -5.87409369e-01  -1.44627130e+00   1.44221651e+00
  -9.95149012e-01  -4.97194356e-01  -5.38096542e-01   2.15194369e+00
   1.12104937e+00   1.91580353e-01   0.00000000e+00]",[ 0.16843682 -1.18147116],-1.5295,-0.223435361831,"[[ -1.33706233   1.96578958  -0.11013254  -0.05547023]
 [-10.20347498  16.77342718   0.           0.        ]]",[-0.21272695  0.12142137]
10,[-0.0157572   0.06891206],"[-0.26893269 -0.90408562 -1.48665867  1.19530722 -0.9951105  -0.4971823
 -0.46420172  1.59397689  0.95731422  0.22986007  0.        ]",[-0.93532112 -0.42038708],-1.42322,-0.198312818051,"[[ -1.53241565   2.25819409  -0.11013254  -0.05547023]
 [ -9.33477832  12.48135715   0.           0.        ]]",[-0.21083695  0.11374158]
11,[-0.0157572   0.06891206],"[-0.57589295 -1.10665505 -1.46197549  0.92331911 -0.99507199 -0.49717024
 -0.76342155  1.34540355  0.81435399  0.24538357  0.        ]",[ 0.61562206  0.963115  ],-1.32533,-0.17625384396,"[[ -1.75441095   2.48863818  -0.11013254  -0.05547023]
 [-12.85310751  10.56937881   0.           0.        ]]",[-0.20917074  0.10688426]
12,[-0.0157572   0.06891206],"[-0.88066721 -1.26467442 -1.35855992  0.57277217 -0.99503349 -0.49715818
 -0.53448866  1.81366045  0.66809593  0.30051458  0.        ]",[-1.43076692 -1.18167836],-1.32299,-0.155276098594,"[[ -1.98446948   2.73618559  -0.11013254  -0.05547023]
 [-10.16162653  14.17340704   0.           0.        ]]",[-0.20846412  0.10543646]
13,[-0.0157572   0.06891206],"[-1.16803547 -1.35028141 -1.17127762  0.19344188 -0.99499499 -0.49714613
 -0.85412807  1.26249286  0.53789285  0.38312815  0.        ]",[-0.58045213 -0.11781173],-1.24221,-0.139373317109,"[[ -2.22541092   2.97710748  -0.11013254  -0.05547023]
 [-13.92001594   9.93291195   0.           0.        ]]",[-0.20699228  0.09547352]
14,[-0.0157572   0.06891206],"[-1.45482117 -1.36384728 -0.84336585  0.04581244 -0.9949565  -0.49713408
 -1.02616068  0.02152488  0.49312252  0.4075463   0.        ]",[ 1.39396213  0.885559  ],-1.17497,-0.134223430618,"[[ -2.52411026   3.06754398  -0.11013254  -0.05547023]
 [-15.94310181   0.3841185    0.           0.        ]]",[-0.2068025   0.08652404]
15,[-0.0157572   0.06891206],"[-1.63102117 -1.36231677 -0.46991263  0.06901746 -0.99491801 -0.49712202
 -0.6625447  -0.18072796  0.49233733  0.3722694   0.        ]",[ 0.92538944  0.31723698],-1.15417,-0.132059643488,"[[ -2.80008159   3.05338727  -0.11013254  -0.05547023]
 [-11.66824645  -1.1721412    0.           0.        ]]",[-0.20723866  0.0867271 ]
16,[-0.0157572   0.06891206],"[-1.69609379 -1.35942083 -0.18192365  0.10569315 -0.99487952 -0.49710997
 -0.33125343 -0.15273355  0.48458948  0.33981554  0.        ]",[-0.46771565 -0.13592742],-1.1313,-0.129175149578,"[[-2.99436774  3.03097562 -0.11013254 -0.05547023]
 [-7.77334488 -0.956766    0.          0.        ]]",[-0.20739482  0.0872073 ]
17,[-0.0157572   0.06891206],"[-1.71054777 -1.3555646   0.08120359  0.14543129 -0.99484104 -0.49709792
 -0.47566509 -0.220233    0.46957368  0.31009051  0.        ]",[ 0.41698916  2.56994318],-1.07095,-0.125454335547,"[[-3.16687074  3.00662914 -0.11013254 -0.05547023]
 [-9.47129411 -1.47615455  0.          0.        ]]",[-0.20772034  0.08708566]
18,[-0.0157572   0.06891206],"[-1.68419911 -1.35460363  0.34089488  0.15373523 -0.99480256 -0.49708587
 -0.31927168  0.05936692  0.45254862  0.30123666  0.        ]",[ 0.00501826 -0.78973071],-1.12889,-0.122473177536,"[[-3.33784944  3.00153044 -0.11013254 -0.05547023]
 [-7.63271941  0.67511109  0.          0.        ]]",[-0.20776124  0.0882663 ]
19,[-0.0157572   0.06891206],"[-1.62786254 -1.35113835  0.56315643  0.18301968 -0.99476409 -0.49707382
 -0.30473324 -0.34879295  0.42927492  0.28176617  0.        ]",[ 0.51859591  0.7572408 ],-1.08172,-0.118059376777,"[[-3.48878977  2.98352399 -0.11013254 -0.05547023]
 [-7.46187585 -2.46529041  0.          0.        ]]",[-0.2079349   0.08727833]
20,[-0.0157572   0.06891206],"[-1.55727816 -1.34710615  0.74139402  0.21339488 -0.99472563 -0.49706177
 -0.11749984  0.04727078  0.40604162  0.26974578  0.        ]",[ 1.22850983 -0.99623163],-1.15593,-0.114002421148,"[[-3.61594262  2.96479203 -0.11013254 -0.05547023]
 [-5.26075181  0.58194112  0.          0.        ]]",[-0.20775455  0.08901626]
21,[-0.0157572   0.06891206],"[-1.51375637 -1.34028639  0.82758285  0.25869415 -0.99468716 -0.49704972
  0.22812969 -0.46691367  0.38460871  0.2551588   0.        ]",[-0.13924966  0.36665437],-1.07446,-0.110109384057,"[[-3.68038965  2.93673872 -0.11013254 -0.05547023]
 [-1.19748857 -3.37408561  0.          0.        ]]",[-0.20745513  0.08723954]
22,[-0.0157572   0.06891206],"[-1.49231504 -1.32505106  0.86561991  0.34233274 -0.9946487  -0.49703767
  0.1832505  -0.26952382  0.35442567  0.22911087  0.        ]",[-2.47244128  0.64762641],-1.07818,-0.104418908934,"[[-3.70963244  2.88449339 -0.11013254 -0.05547023]
 [-1.72503381 -1.85550872  0.          0.        ]]",[-0.20765813  0.08851576]
