timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.33451071 -0.36593774],"[ 1.21081944  2.52213321  0.06972753 -1.22220425  0.63186731  1.32628566
  1.54230974 -0.37158881  0.79827649 -1.43365087  0.        ]",[ 1.47345364  3.7434891 ],-3.08332,-0.214658763698,"[[-0.00401625 -0.09303253  0.07240813  0.15413436]
 [-0.00206012  0.0035056   0.          0.        ]]",[ 1.97753882  3.29915285]
1,[-0.33451071 -0.36593774],"[ 1.20995685  2.52654671  0.12851866 -1.07554018  0.63186688  1.32628385
  1.64747316  0.15786504  0.8015269  -1.32262389  0.        ]",[-0.07120556  3.28561381],-2.96237,-0.205356108767,"[[ 0.03561808 -0.05325068  0.07240813  0.15413436]
 [ 3.95232852  3.96149418  0.          0.        ]]",[ 1.50434518  2.74694967]
2,[-0.33451071 -0.36593774],"[ 1.20235866  2.52548896  0.24008754 -0.6389415   0.63186644  1.32628204
  1.63785998  0.67705998  0.78494319 -1.0710896   0.        ]",[ 0.51961443  2.85612369],-2.88808,-0.183374506071,"[[ 0.11103894  0.06492156  0.07240813  0.15413436]
 [ 3.59097271  7.84279235  0.          0.        ]]",[ 0.9215399   2.22681904]
3,[-0.33451071 -0.36593774],"[ 1.18265648  2.47757356  0.37444208  0.07138575  0.631866    1.32628024
  1.69059933  1.18585218  0.70105231 -0.73040782  0.        ]",[-0.65651702  1.28696419],-2.50595,-0.150262535261,"[[  0.20275575   0.25993955   0.07240813   0.15413436]
 [  5.57416231  11.64632962   0.           0.        ]]",[ 0.15061963  1.66674471]
4,[-0.33451071 -0.36593774],"[ 1.1545519   2.31972488  0.49575617  0.99100961  0.63186557  1.32627843
  1.61856874  1.68480431  0.51379272 -0.38613188  0.        ]",[ 0.07886225  0.82744286],-2.15544,-0.108772847217,"[[  0.28706476   0.53029047   0.07240813   0.15413436]
 [  2.86582462  15.37632058   0.           0.        ]]",[-0.80865735  1.04086447]
5,[-0.33451071 -0.36593774],"[ 1.12888707  1.9910505   0.58015226  1.94114836  0.63186513  1.32627662
  1.62535782  2.08233196  0.22601474 -0.13604403  0.        ]",[-2.22690653 -0.94604464],-1.76516,-0.0623681735662,"[[  0.34694202   0.86763394   0.07240813   0.15413436]
 [  3.12121318  18.34812248   0.           0.        ]]",[-1.8028357   0.34365851]
6,[-0.33451071 -0.36593774],"[ 1.11822175  1.56792043  0.61090366  2.5578338   0.63186469  1.32627481
  1.5185454   1.5327988  -0.0577783  -0.05742301  0.        ]",[-2.05522642  0.54487448],-1.78943,-0.0232162044532,"[[  0.3690731    1.19337905   0.07240813   0.15413436]
 [ -0.89499026  14.24004025   0.           0.        ]]",[-2.08498383  0.67423999]
7,[-0.33451071 -0.36593774],"[ 1.14457791  1.119406    0.53060726  2.80794383  0.63186426  1.32627301
  1.41377832  1.783795   -0.24277274 -0.13191858  0.        ]",[-1.5322598   0.15222591],-1.80965,-0.0168631048791,"[[  0.31165004   1.49700682   0.07240813   0.15413436]
 [ -4.83430292  16.11642131   0.           0.        ]]",[-2.34234738  0.21311843]
8,[-0.33451071 -0.36593774],"[ 1.18952352  0.62878737  0.33577362  2.70179386  0.63186382  1.3262712
  1.31106957  1.82178996 -0.36475406 -0.30655907  0.        ]",[-1.26725637 -0.06739976],-1.88921,-0.0414239820698,"[[  0.17621777   1.82218621   0.07240813   0.15413436]
 [ -8.6962339   16.40048672   0.           0.        ]]",[-2.47882628 -0.02243233]
9,[-0.33451071 -0.36593774],"[ 1.2099421   0.18180094  0.02273515  2.22660136  0.63186338  1.32626939
  1.21036899  1.74263664 -0.43337638 -0.54059585  0.        ]",[-2.99744171 -0.74699133],-1.99384,-0.0694861589953,"[[ -0.03569574   2.1442601    0.07240813   0.15413436]
 [-12.48266702  15.80879084   0.           0.        ]]",[-2.54187298 -0.22457153]
