timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.23415935 -0.14009415],"[ 1.2180013   2.28144599  0.06373925 -0.83608985  0.35296217  0.54706901
  1.37573667 -0.33931307  0.99138261 -0.57552385  0.        ]",[ 0.53371728  3.12247513],-1.96663,-0.185320626355,"[[-0.03102654 -0.03393183  0.04001928  0.06422517]
 [ 0.0014308  -0.00334441  0.          0.        ]]",[-0.17510426  3.17845201]
1,[-0.23415935 -0.14009415],"[ 1.21859304  2.28222467  0.09522267 -0.70741885  0.35296166  0.54706811
  1.43852253  0.17350506  0.99336979 -0.50216363  0.        ]",[-1.58615495  2.67085784],-1.80128,-0.182217490709,"[[-0.00983014  0.00572154  0.04001928  0.06422517]
 [ 2.11118895  3.95549107  0.          0.        ]]",[-0.26807112  2.97830963]
2,[-0.23415935 -0.14009415],"[ 1.21861453  2.27132829  0.09834116 -0.32526748  0.35296115  0.5470672
  1.31949418  0.67647663  0.98802077 -0.3904647   0.        ]",[ 0.32884552  2.58333213],-1.87269,-0.177122542977,"[[ -7.73092559e-03   1.23789088e-01   4.00192762e-02   6.42251653e-02]
 [ -1.88794483e+00   7.83831659e+00   0.00000000e+00   0.00000000e+00]]",[-0.39989501  2.77444506]
3,[-0.23415935 -0.14009415],"[ 1.21794411  2.21046226  0.06217867  0.29096597  0.35296065  0.54706629
  1.35927703  1.16922141  0.96048757 -0.2577727   0.        ]",[-0.95693012  2.26623653],-1.68158,-0.169384622759,"[[ -0.03207721   0.31872108   0.04001928   0.06422517]
 [ -0.55109513  11.64220877   0.           0.        ]]",[-0.57301742  2.5484724 ]
4,[-0.23415935 -0.14009415],"[ 1.21413939  2.04214194 -0.01035731  1.07691207  0.35296014  0.54706538
  1.24689302  1.65244966  0.89028022 -0.11170536  0.        ]",[-0.57565487  1.31961978],-1.52593,-0.156892664299,"[[ -0.080984     0.58899448   0.04001928   0.06422517]
 [ -4.32700892  15.37267093   0.           0.        ]]",[-0.84171617  2.22165823]
5,[-0.23415935 -0.14009415],"[ 1.19401173  1.7056604  -0.17006229  1.88163577  0.35295963  0.54706448
  1.18162748  2.12600715  0.76983417 -0.02667406  0.        ]",[-0.73742329  1.86177104],-1.34414,-0.139419960538,"[[ -0.18952514   0.93312882   0.04001928   0.06422517]
 [ -6.5197806   19.02854026   0.           0.        ]]",[-1.19950008  1.7672863 ]
6,[-0.23415935 -0.14009415],"[  1.13622362e+00   1.17001515e+00  -3.96684857e-01   2.44034370e+00
   3.52959125e-01   5.47063567e-01   1.09860435e+00   2.59015700e+00
   5.82045534e-01  -2.10900968e-03   0.00000000e+00]",[-2.5006792  2.3887827],-1.16106,-0.113402785904,"[[ -0.34790777   1.34965324   0.04001928   0.06422517]
 [ -9.3092184   22.6118821    0.           0.        ]]",[-1.53988218  1.1756568 ]
7,[-0.23415935 -0.14009415],"[ 0.99969786  0.4825573  -0.6943306   2.40493262  0.35295862  0.54706266
  0.98628513  3.04504866  0.32023888 -0.06707695  0.        ]",[-1.33309494  0.38800014],-1.11746,-0.0783266466218,"[[ -0.57195445   1.83712929   0.04001928   0.06422517]
 [-13.08301415  26.12388969   0.           0.        ]]",[-1.66923642  0.57661092]
8,[-0.23415935 -0.14009415],"[ 0.72927315 -0.16350615 -1.02641503  1.5373102   0.35295811  0.54706175
  0.87616644  3.17693937 -0.00522438 -0.21321578  0.        ]",[-1.87302979  0.99795425],-1.07323,-0.0447515295453,"[[ -0.87073481   2.36982725   0.04001928   0.06422517]
 [-16.78288982  27.14242554   0.           0.        ]]",[-1.66415477  0.19172108]
9,[-0.23415935 -0.14009415],"[ 0.28617218 -0.54023092 -1.29662915 -0.0982118   0.3529576   0.54706084
  0.76820934  3.61902129 -0.40204014 -0.37055767  0.        ]",[-2.65816887  0.66638015],-1.16371,-0.054680036129,"[[ -1.24278613   2.94692292   0.04001928   0.06422517]
 [-20.41014974  30.5558141    0.           0.        ]]",[-1.76361966 -0.15173429]
10,[-0.23415935 -0.14009415],"[-0.31605679 -0.56222199 -1.36586874 -0.99541417  0.3529571   0.54705994
  0.66235502 -0.21868437 -0.59879878 -0.40141849  0.        ]",[-1.36763629 -0.08328681],-1.18346,-0.072978446831,"[[ -1.68667596   3.22470426   0.04001928   0.06422517]
 [-23.96676685   0.92815292   0.           0.        ]]",[-1.70567966  0.59677452]
11,[-0.23415935 -0.14009415],"[-0.9676588  -0.56648736 -1.09046103 -0.8241184   0.35295659  0.54705903
  0.55862922 -0.87552857 -0.50885659 -0.405095    0.        ]",[-2.13483612  0.1468757 ],-1.12654,-0.0655592777106,"[[ -2.20097936   3.17183188   0.04001928   0.06422517]
 [-27.45187391  -4.1427911    0.           0.        ]]",[-1.74220216  0.90454853]
12,[-0.23415935 -0.14009415],"[-1.44575917 -0.56549216 -0.4097699  -0.57005762  0.35295608  0.54705812
  0.45696574 -0.8043022  -0.4491444  -0.50266388  0.        ]",[-2.57818074  0.59285391],-1.11349,-0.0718057379474,"[[ -2.78428904   3.09352457   0.04001928   0.06422517]
 [-30.86769222  -3.59292684   0.           0.        ]]",[-1.80839467  0.88119727]
13,[-0.23415935 -0.14009415],"[-1.47375114 -0.56020361  0.539857   -0.40621071  0.35295558  0.54705721
  0.35731817 -0.55590602 -0.4867766  -0.59971998  0.        ]",[-2.14932611  0.51627242],-1.16907,-0.0845568964685,"[[ -3.43523525   3.04289653   0.04001928   0.06422517]
 [-34.21578024  -1.67528232   0.           0.        ]]",[-1.85767484  0.69909984]
14,[-0.23415935 -0.14009415],"[-0.8876083  -0.55658079  1.36865332 -0.33167813  0.35295507  0.5470563
  0.25964168 -0.43614819 -0.57650294 -0.61423673  0.        ]",[-1.44077059  0.7375874 ],-1.19836,-0.0917582101689,"[[ -4.15247876   3.01978998   0.04001928   0.06422517]
 [-37.49764275  -0.75074179   0.           0.        ]]",[-1.83118308  0.58621091]
