timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.27326822 -0.18716551],"[[-0.07391826 -0.0543333  -0.10766984  0.17228685]
 [ 0.00098016  0.00273473  0.          0.        ]]",[ 1.56004976  6.30192362],"[ 1.21498079  2.36807169 -0.00805662 -0.95441839 -0.92917492  1.50662892
  1.44088156 -0.34953504  2.06892641 -1.62665323  0.        ]",-3.21829,-0.371084358892,[ 1.20652795  4.59460115]
1,[-0.27326822 -0.18716551],"[[-0.03422378 -0.01456673 -0.10766984  0.17228685]
 [ 3.95530531  3.96073572  0.          0.        ]]",[ 1.06509247  5.57204835],"[ 1.2179258   2.37005089  0.05083073 -0.81776684 -0.92917324  1.50662415
  1.55272707  0.16560693  2.07609088 -1.51913853  0.        ]",-3.20901,-0.365490260177,[ 0.89120078  4.3385148 ]
2,[-0.27326822 -0.18716551],"[[ 0.08377286  0.1035739  -0.10766984  0.17228685]
 [ 7.83147356  7.84039845  0.          0.        ]]",[-0.66517025  4.85792192],"[ 1.21390827  2.36238661  0.22599284 -0.41216883 -0.92917156  1.50661937
  1.66236079  0.67055272  2.06092023 -1.19953494  0.        ]",-3.03915,-0.3464797027,[ 0.46583796  4.10174799]
3,[-0.27326822 -0.18716551],"[[  0.21243382   0.29856277  -0.10766984   0.17228685]
 [  5.04394615  11.64579813   0.           0.        ]]",[ 0.74864171  3.87877034],"[ 1.18783265  2.30575494  0.41493213  0.24376782 -0.92916988  1.50661459
  1.58350862  1.16583155  1.95893471 -0.80871724  0.        ]",-2.89591,-0.316720908381,[-0.08529097  3.78847885]
4,[-0.27326822 -0.18716551],"[[  0.34201806   0.56888193  -0.10766984   0.17228685]
 [  7.90512732  15.37369061   0.           0.        ]]",[-0.44013002  2.11913105],"[ 1.13912552  2.1408219   0.59998533  1.08464896 -0.9291682   1.50660981
  1.66443253  1.65101917  1.72584874 -0.42186903  0.        ]",-2.53545,-0.274259263546,[-0.68871421  3.31519532]
5,[-0.27326822 -0.18716551],"[[  0.48108261   0.91303483  -0.10766984   0.17228685]
 [  6.00780162  19.0294007    0.           0.        ]]",[-0.32768166  2.74127109],"[ 1.06273541  1.80421026  0.78919975  1.95347451 -0.92916652  1.50660504
  1.61076017  2.12680586  1.33567384 -0.13217135  0.        ]",-2.08689,-0.216380597731,[-1.28235531  2.68220782]
6,[-0.27326822 -0.18716551],"[[  0.58705113   1.32957352  -0.10766984   0.17228685]
 [  4.59394294  22.61251295   0.           0.        ]]",[-2.00076167  0.96776622],"[ 0.98863853  1.26184718  0.92465626  2.57131175 -0.92916484  1.50660026
  1.57076329  2.59313418  0.88477669 -0.09551749  0.        ]",-1.64646,-0.154224736233,[-1.59047794  1.99463224]
7,[-0.27326822 -0.18716551],"[[  0.63833605   1.81578654  -0.10766984   0.17228685]
 [  0.54793499  25.99744881   0.           0.        ]]",[ 0.04168581  0.57314778],"[ 0.94811113  0.56079321  0.98698581  2.56817446 -0.92916316  1.50659548
  1.45631598  3.03365648  0.51629998 -0.34588462  0.        ]",-1.58192,-0.111541553221,[-1.79264569  1.29319429]
8,[-0.27326822 -0.18716551],"[[  0.65086903   2.35334118  -0.10766984   0.17228685]
 [  0.70479664  27.75216975   0.           0.        ]]",[-1.51095108  0.00755955],"[ 0.93776027 -0.11274236  1.00186855  1.67064776 -0.92916149  1.50659071
  1.46074843  3.26199629  0.33669503 -0.80215073  0.        ]",-1.71073,-0.124350449463,[-1.99708152  0.49087447]
9,[-0.27326822 -0.18716551],"[[  0.62512118   2.90317199  -0.10766984   0.17228685]
 [ -3.26675305  27.23260173   0.           0.        ]]",[-4.22589994  0.04322933],"[ 0.95883208 -0.50099446  0.97113693  0.04438373 -0.92915981  1.50658593
  1.34840817  3.19434053  0.39936552 -1.29985599  0.        ]",-1.7441,-0.177909450704,[-2.23666692 -0.19819063]
10,[-0.27326822 -0.18716551],"[[ 0.52069889  3.16033798 -0.10766984  0.17228685]
 [-7.16242878  1.7048579   0.          0.        ]]",[-2.93984456  0.87667356],"[ 1.03658422 -0.54192988  0.84081829 -0.83214006 -0.92915813  1.50658115
  1.23821476 -0.12803008  0.50000367 -1.51140575  0.        ]",-1.69734,-0.206412007746,[-1.54039788  1.62826753]
11,[-0.27326822 -0.18716551],"[[  0.33914507   3.13124487  -0.10766984   0.17228685]
 [-10.98015093  -2.87106807   0.           0.        ]]",[-0.09904121  3.70764584],"[ 1.14043044 -0.54210707  0.5959509  -0.73210571 -0.92915645  1.50657637
  1.13022689 -0.72357467  0.47997226 -1.46610132  0.        ]",-1.71182,-0.200410806952,[-1.27127862  2.16207671]
12,[-0.27326822 -0.18716551],"[[  0.11778878   3.07645916  -0.10766984   0.17228685]
 [-11.15488101  -2.33593083   0.           0.        ]]",[ 0.64882917  0.72666305],"[ 1.20918318 -0.53909663  0.27626109 -0.5438801  -0.92915477  1.5065716
  1.12528213 -0.65392692  0.47389753 -1.39430185  0.        ]",-1.87652,-0.192655765195,[-1.29356432  2.23924088]
13,[-0.27326822 -0.18716551],"[[-0.0773179   3.03983378 -0.10766984  0.17228685]
 [-8.36508633 -1.35129129  0.          0.        ]]",[-1.57039094  1.35400604],"[ 1.21459691 -0.53465095 -0.01310827 -0.41838707 -0.92915309  1.50656682
  1.20418937 -0.52577769  0.48842641 -1.3436837   0.        ]",-1.75967,-0.18857442241,[-1.34688306  2.2383194 ]
