timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.25103125 -0.15774558],"[ 1.21279179  2.32921154  0.24801387 -0.52301986  0.54065376 -1.68349623
  1.40858429 -0.34484962  0.83034986  1.898136    0.        ]",[-2.24493421  1.56878888],-2.1924,-0.264842807297,"[[ 0.09532014  0.06744417  0.06164062 -0.19332367]
 [-0.00151331 -0.00131695  0.          0.        ]]",[-2.4982667   1.91553617]
1,[-0.25103125 -0.15774558],"[ 1.21690734  2.32419885  0.18915782 -0.39066073  0.54065299 -1.68348908
  1.29408156  0.16910705  0.83253072  1.86479017  0.        ]",[-2.58281299  2.80693196],-2.13706,-0.261718471669,"[[ 0.0555842   0.10716135  0.06164062 -0.19332367]
 [-3.95890113  3.95982638  0.          0.        ]]",[-2.50796437  1.7787832 ]
2,[-0.25103125 -0.15774558],"[  1.21634159e+00   2.29599065e+00   1.38259270e-02  -1.05782989e-03
   5.40652214e-01  -1.68348192e+00   1.18184426e+00   6.72879856e-01
   8.32225755e-01   1.76553171e+00   0.00000000e+00]",[-3.08328169  1.53007719],-2.05409,-0.252013041827,"[[-0.06251408  0.22531401  0.06164062 -0.19332367]
 [-7.83801694  7.84248373  0.          0.        ]]",[-2.49684668  1.63475204]
3,[-0.25103125 -0.15774558],"[ 1.17370996  2.20684424 -0.27156594  0.61673709  0.54065144 -1.68347477
  1.07182437  1.16665544  0.80964197  1.60400338  0.        ]",[-2.93471012 -0.69113309],-1.96675,-0.234756855979,"[[ -0.25742567   0.42034716   0.06164062  -0.19332367]
 [-11.64051502  11.64810394   0.           0.        ]]",[-2.44090176  1.47429466]
4,[-0.25103125 -0.15774558],"[ 1.03201221  2.06091319 -0.64127464  1.20501289  0.54065066 -1.68346762
  0.96404243  0.78177949  0.74154648  1.33317839  0.        ]",[-2.88323789  0.37834579],-1.74322,-0.20394174516,"[[ -0.52761084   0.62354834   0.06164062  -0.19332367]
 [-15.36568103   8.68182138   0.           0.        ]]",[-2.30549335  1.60543835]
5,[-0.25103125 -0.15774558],"[ 0.72892492  1.88391191 -1.03029011  1.67574933  0.54064989 -1.68346046
  0.85833564  0.95390156  0.5832778   0.96769349  0.        ]",[-2.45809553  1.34764471],-1.44014,-0.157406661139,"[[ -0.87157977   0.81049593   0.06164062  -0.19332367]
 [-19.01913797  10.00840549   0.           0.        ]]",[-2.13858032  1.46274638]
6,[-0.25103125 -0.15774558],"[ 0.22768165  1.609512   -1.31982002  2.15078724  0.54064912 -1.68345331
  0.75467715  1.44188788  0.29653923  0.64065894  0.        ]",[-0.63648498 -0.23250282],-1.18677,-0.102071592074,"[[ -1.28790711   1.04840114   0.06164062  -0.19332367]
 [-22.60181081  13.76942098   0.           0.        ]]",[-1.96958113  1.03508329]
7,[-0.25103125 -0.15774558],"[-0.41582272  1.25912848 -1.35214313  2.48538657  0.54064834 -1.68344615
  0.69470218  1.2868413  -0.10064927  0.44024204  0.        ]",[-1.54956111  3.13738751],-0.940518,-0.0508951557195,"[[ -1.76073993   1.31180163   0.06164062  -0.19332367]
 [-24.67466786  12.57448347   0.           0.        ]]",[-1.87031651  0.82868731]
8,[-0.25103125 -0.15774558],"[-1.06117873  0.84676508 -1.0118546   2.59546647  0.54064757 -1.683439
  0.59423848  1.76798682 -0.54543874  0.44653692  0.        ]",[-0.88951856  1.95969262],-0.927853,-0.0642164245076,"[[ -2.28906976   1.6005       0.06164062  -0.19332367]
 [-28.14693091  16.2828075    0.           0.        ]]",[-1.84383178  0.56447536]
9,[-0.25103125 -0.15774558],"[-1.4852203   0.33865248 -0.27498357  2.34339213  0.54064679 -1.68343184
  0.50838656  2.23946718 -0.90262672  0.71610413  0.        ]",[-2.00709117 -0.20912447],-0.953245,-0.121707597778,"[[ -2.88177845   1.96261737   0.06164062  -0.19332367]
 [-31.11417599  19.916702     0.           0.        ]]",[-1.9258306   0.26122582]
10,[-0.25103125 -0.15774558],"[-1.42492466 -0.12286842  0.67969976  1.63484555  0.54064602 -1.68342469
  0.41158117  2.0803798  -1.05800585  1.13380622  0.        ]",[-0.90779391  1.8357939 ],-1.31379,-0.172054228295,"[[ -3.53763163   2.34865035   0.06164062  -0.19332367]
 [-34.46000549  18.69067768   0.           0.        ]]",[-2.00420833  0.08154684]
11,[-0.25103125 -0.15774558],"[-0.76214214 -0.44856532  1.4401462   0.50215451  0.54064524 -1.68341754
  0.32726122  2.5456941  -0.94699276  1.50031689  0.        ]",[-3.11750402 -0.19079812],-1.50037,-0.199000063984,"[[ -4.25607336   2.7584458    0.06164062  -0.19332367]
 [-37.37430743  22.2771261    0.           0.        ]]",[-2.21287179 -0.25115919]
12,[-0.25103125 -0.15774558],"[ 0.28097198 -0.55314239  1.51508536 -0.72510791  0.54064447 -1.68341038
  0.23407041  0.66394927 -0.75625824  1.60906578  0.        ]",[-2.67908166 -0.19320082],-1.69152,-0.199549513653,"[[ -5.03587561   3.13460097   0.06164062  -0.19332367]
 [-40.59521034   7.77400033   0.           0.        ]]",[-2.33006072 -0.09944862]
13,[-0.25103125 -0.15774558],"[ 1.10846243 -0.55303368  0.69022432 -0.79562517  0.54064369 -1.68340323
  0.14275376 -0.66500432 -0.7454731   1.61869477  0.        ]",[-2.53879213 -0.69417863],-1.64625,-0.200096398855,"[[ -5.87944769   3.15568068   0.06164062  -0.19332367]
 [-43.75133788  -2.4686187    0.           0.        ]]",[-2.2710371   0.43624178]
14,[-0.25103125 -0.15774558],"[ 1.04914258 -0.55033217 -0.60858122 -0.53855101  0.54064292 -1.68339608
  0.05325595 -1.01805104 -0.72294232  1.75855829  0.        ]",[-3.30638338  0.45258225],-1.59778,-0.21476625023,"[[ -6.78551044   3.07879554   0.06164062  -0.19332367]
 [-46.84460215  -5.1896629    0.           0.        ]]",[-2.22030807  0.87676454]
15,[-0.25103125 -0.15774558],"[-0.01729395 -0.53748964 -1.37126682 -0.25653471  0.54064215 -1.68338892
 -0.03445942 -0.77236696 -0.57400097  1.75546562  0.        ]",[-1.3456705   0.85369328],-1.74182,-0.208941836674,"[[ -7.75282024   2.99400247   0.06164062  -0.19332367]
 [-49.87626075  -3.29611977   0.           0.        ]]",[-2.21345377  0.94841444]
16,[-0.25103125 -0.15774558],"[-1.25541143 -0.53013155 -0.78598623 -0.15298223  0.54064137 -1.68338177
 -0.12043855 -0.3255836  -0.55105916  1.57800763  0.        ]",[-2.45554369  1.98051562],-1.49436,-0.187683608027,"[[ -8.7801606    2.96263055   0.06164062  -0.19332367]
 [-52.84791112   0.14735587   0.           0.        ]]",[-2.17355394  0.88467413]
17,[-0.25103125 -0.15774558],"[-1.39946319 -0.5397849   0.74147841 -0.29379509  0.5406406  -1.68337462
 -0.20472407  0.05575007 -0.67212315  1.52200363  0.        ]",[-2.84176326  0.54458726],-1.65426,-0.185887816619,"[[ -9.86634616   3.00525354   0.06164062  -0.19332367]
 [-55.76102623   3.08639394   0.           0.        ]]",[-2.22338676  0.48329115]
18,[-0.25103125 -0.15774558],"[-0.13602954 -0.54371998  1.59197331 -0.36616724  0.54063982 -1.68336746
 -0.28734619 -0.3514079  -0.77612767  1.59133891  0.        ]",[-2.49600934 -1.04919149],-1.76173,-0.198591786102,"[[ -1.10102188e+01   3.02705855e+00   6.16406236e-02  -1.93323668e-01]
 [ -5.86166510e+01  -5.16781282e-02   0.00000000e+00   0.00000000e+00]]",[-2.30003047  0.31042117]
19,[-0.25103125 -0.15774558],"[ 1.13293068 -0.53580721  0.62400306 -0.23101884  0.54063905 -1.68336031
 -0.36832747 -0.86529817 -0.78705758  1.77675025  0.        ]",[-2.45415655  1.34279096],-1.7638,-0.21970279413,"[[-12.21063481   2.98628746   0.06164062  -0.19332367]
 [-61.4155657   -4.01236853   0.           0.        ]]",[-2.23604059  0.65450484]
20,[-0.25103125 -0.15774558],"[ 0.69856261 -0.52581069 -1.05708584 -0.10007096  0.54063827 -1.68335316
 -0.44769413 -0.3416588  -0.5988957   1.83164621  0.        ]",[-3.03132974  2.29246529],-1.55822,-0.21853869755,"[[ -1.34664681e+01   2.94653427e+00   6.16406236e-02  -1.93323668e-01]
 [ -6.41586773e+01   2.34432555e-02   0.00000000e+00   0.00000000e+00]]",[-2.16458607  0.87200141]
21,[-0.25103125 -0.15774558],"[-0.97683415 -0.53589561 -1.08535707 -0.23235167  0.5406375  -1.683346
 -0.52550081  0.17158072 -0.54781321  1.64139145  0.        ]",[-4.16805165  1.72430407],-1.35414,-0.194928005123,"[[ -1.47766226e+01   2.98669078e+00   6.16406236e-02  -1.93323668e-01]
 [ -6.68478754e+01   3.97910175e+00   0.00000000e+00   0.00000000e+00]]",[-2.13225865  0.83371663]
22,[-0.25103125 -0.15774558],"[-1.40498925 -0.54379993  0.72868857 -0.36784289  0.54063673 -1.68333885
 -0.60177564 -0.30607791 -0.66069783  1.54110502  0.        ]",[-2.77576773  0.17006924],-1.72028,-0.187548526003,"[[ -1.61400312e+01   3.02756288e+00   6.16406236e-02  -1.93323668e-01]
 [ -6.94841331e+01   2.97676101e-01   0.00000000e+00   0.00000000e+00]]",[-2.23692799  0.61988533]
23,[-0.25103125 -0.15774558],"[ 0.21975013 -0.54296937  1.53555247 -0.35140254  0.54063595 -1.6833317
 -0.67653171 -0.40855919 -0.79413093  1.62319439  0.        ]",[-3.36650029 -1.26314843],-1.63823,-0.203033929373,"[[ -1.75556379e+01   3.02261522e+00   6.16406236e-02  -1.93323668e-01]
 [ -7.20679036e+01  -4.92173520e-01   0.00000000e+00   0.00000000e+00]]",[-2.27968097  0.33892778]
