timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.31964988 -0.2512852 ],"[[ 0.03928643  0.04883748  0.13246534 -0.10496548]
 [ 0.00281556  0.00127734  0.          0.        ]]",[-0.78529164  2.89519431],"[ 1.21352369  2.45119613  0.15104209 -0.64275989  1.14319381 -0.88954016
  1.49046751 -0.36064154  0.34013023  1.02195501  0.        ]",-2.10027,-0.141398594132,[-1.55940175  2.31806111]
1,[-0.31964988 -0.2512852 ],"[[ 0.0081581   0.08860273  0.13246534 -0.10496548]
 [-3.10529464  3.96204249  0.          0.        ]]",[-1.11186248  0.99908123],"[ 1.21453597  2.44712018  0.10480355 -0.49968896  1.1431919  -0.889539
  1.40545375  0.1598914   0.3400289   1.00332086  0.        ]",-1.97408,-0.139580478678,[-1.82604456  1.94364357]
2,[-0.31964988 -0.2512852 ],"[[-0.09303734  0.20676293  0.13246534 -0.10496548]
 [-7.00128138  7.84103566  0.          0.        ]]",[-1.8380522   2.11689162],"[ 1.2086373   2.42124631 -0.04536262 -0.07841299  1.14319    -0.88953785
  1.29889114  0.66967745  0.33546469  0.93231799  0.        ]",-1.90717,-0.132416803315,[-2.04630971  1.63016415]
3,[-0.31964988 -0.2512852 ],"[[ -0.27137999   0.40176773   0.13246534  -0.10496548]
 [-10.82029707  11.6467228    0.           0.        ]]",[-2.48705424  2.29224653],"[ 1.16429269  2.33442392 -0.30562877  0.59152925  1.14318809 -0.8895367
  1.19443428  1.16982834  0.3102727   0.79722096  0.        ]",-1.74557,-0.117770386746,[-2.18787956  1.3353647 ]
4,[-0.31964988 -0.2512852 ],"[[ -0.52534763   0.67212716   0.13246534  -0.10496548]
 [-14.56407738  15.37670364   0.           0.        ]]",[-1.84358567  0.3433462 ],"[ 1.02929514  2.12922123 -0.65251436  1.42684389  1.14318619 -0.88953555
  1.09203558  1.66002708  0.23671723  0.61166383  0.        ]",-1.4717,-0.0947607944238,[-2.16523266  1.04971409]
5,[-0.31964988 -0.2512852 ],"[[ -0.85344511   0.99025158   0.13246534  -0.10496548]
 [-18.23360792  16.43207834   0.           0.        ]]",[-1.75811758  0.11578418],"[ 0.74383931  1.78092739 -1.02701205  2.19689381  1.14318428 -0.8895344
  0.99166803  1.79872134  0.08615474  0.38540499  0.        ]",-1.31277,-0.0614431214393,[-2.03054953  0.91921651]
6,[-0.31964988 -0.2512852 ],"[[ -1.25421249   1.32022402   0.13246534  -0.10496548]
 [-21.83134239  16.56454708   0.           0.        ]]",[-2.24627868  0.57593766],"[ 0.26834914  1.33366329 -1.31936674  2.67514     1.14318238 -0.88953325
  0.89326445  1.81612502 -0.16077161  0.14939788  0.        ]",-1.2706,-0.019147878313,[-1.923352    0.65998918]
7,[-0.31964988 -0.2512852 ],"[[ -1.72623588   1.67108969   0.13246534  -0.10496548]
 [-25.3594247   18.51534107   0.           0.        ]]",[-2.9200726  0.2779116],"[ -3.72110422e-01   8.15614314e-01  -1.37529163e+00   2.76963070e+00
   1.14318047e+00  -8.89532097e-01   7.96766151e-01   2.07249406e+00
  -5.00593475e-01   2.35766163e-03   0.00000000e+00]",-1.22651,-0.0381126791051,[-1.90889895  0.16024294]
8,[-0.31964988 -0.2512852 ],"[[ -2.26812865   2.04873408   0.13246534  -0.10496548]
 [-28.81845645  19.2465419    0.           0.        ]]",[-1.65389446  0.98342042],"[-1.04173083  0.2800936  -1.04633443  2.38360802  1.14317856 -0.88953095
  0.70215662  2.16858067 -0.87447382  0.03903172  0.        ]",-1.21768,-0.0894250746594,[-1.98456061 -0.16857594]
9,[-0.31964988 -0.2512852 ],"[[ -2.87852251   2.46888091   0.13246534  -0.10496548]
 [-32.20962237  22.75646727   0.           0.        ]]",[-2.50599027 -0.55278615],"[-1.48610026 -0.19941119 -0.29371116  1.42845366  1.14317666 -0.88952979
  0.60940343  2.62984422 -1.15782601  0.30393532  0.        ]",-1.26456,-0.132859299769,[-2.18395591 -0.74080235]
10,[-0.31964988 -0.2512852 ],"[[ -3.55606183   2.89750453   0.13246534  -0.10496548]
 [-35.53304682  20.11492572   0.           0.        ]]",[-1.83842421 -1.18642896],"[-1.41703304 -0.47954118  0.69106599  0.05277129  1.14317475 -0.88952864
  0.51850314  2.28268092 -1.22262694  0.6720496   0.        ]",-1.52595,-0.157609229146,[-2.51539636 -1.09940934]
11,[-0.31964988 -0.2512852 ],"[[ -4.29940112   3.16943021   0.13246534  -0.10496548]
 [-38.79001717   3.15814675   0.           0.        ]]",[-1.82356112 -0.73624664],"[-0.71083381 -0.52307978  1.45365675 -0.91921932  1.14317285 -0.88952749
  0.42942051  0.05421701 -1.12893843  0.84309635  0.        ]",-1.7867,-0.158055862342,[-3.09842587 -0.79008216]
12,[-0.31964988 -0.2512852 ],"[[ -5.10722572   3.14664043   0.13246534  -0.10496548]
 [-41.98171886  -3.37138296   0.           0.        ]]",[-2.44886906 -1.50367784],"[ 0.36911702 -0.52363696  1.46425326 -0.83703813  1.14317094 -0.88952634
  0.3421231  -0.80389498 -1.21196196  0.82264361  0.        ]",-1.66296,-0.165757949533,[-3.13215232 -0.54544026]
13,[-0.31964988 -0.2512852 ],"[[ -5.97824771   3.0401512    0.13246534  -0.10496548]
 [-45.11000038  -7.26471978   0.           0.        ]]",[-3.90393263  0.2789972 ],"[ 1.15119307 -0.51600448  0.53879994 -0.45360347  1.14316904 -0.88952519
  0.25656034 -1.31555612 -1.27963037  0.97187857  0.        ]",-1.5807,-0.183530980804,[-2.92521453  0.34005809]
14,[-0.31964988 -0.2512852 ],"[[ -6.91120774   2.90736877   0.13246534  -0.10496548]
 [-48.17573055  -6.0179185    0.           0.        ]]",[-1.55642372  0.52824238],"[ 0.95241237 -0.48301688 -0.78034555  0.01821107  1.14316713 -0.88952404
  0.17270845 -1.1516992  -1.12131645  1.11800606  0.        ]",-1.84493,-0.178861411881,[-2.59465694  0.99870491]
15,[-0.31964988 -0.2512852 ],"[[ -7.90487083   2.80916239   0.13246534  -0.10496548]
 [-51.18057014  -3.81030389   0.           0.        ]]",[-3.39608505  2.3880096 ],"[-0.22928601 -0.44217372 -1.39128276  0.35814204  1.14316523 -0.88952289
  0.090522   -0.86157282 -0.92624875  0.92329564  0.        ]",-1.55506,-0.144111361281,[-2.45100999  1.02036154]
16,[-0.31964988 -0.2512852 ],"[[ -8.95803553   2.77339934   0.13246534  -0.10496548]
 [-54.12618685   0.22042079   0.           0.        ]]",[-2.68565837 -0.98173422],"[-1.38640667 -0.4239077  -0.57593378  0.47928391  1.14316332 -0.88952174
  0.00995538 -0.33185356 -1.04227859  0.61067131  0.        ]",-1.46188,-0.132751148144,[-2.59992027  0.7260505 ]
17,[-0.31964988 -0.2512852 ],"[[-10.0695318    2.73871276   0.13246534  -0.10496548]
 [-57.01368474  -3.67625049   0.           0.        ]]",[-3.77366497 -1.41738614],"[-1.25753765 -0.40449487  0.98571219  0.59519486  1.14316142 -0.88952059
 -0.06902161 -0.84395451 -1.37177509  0.60198394  0.        ]",-1.65773,-0.172201290113,[-3.23414969  0.37034863]
18,[-0.31964988 -0.2512852 ],"[[-11.23819484   2.62612796   0.13246534  -0.10496548]
 [-59.84295147  -7.56960661   0.           0.        ]]",[-3.90918904  0.38532915],"[ 0.1707018  -0.33027046  1.53505859  0.95898967  1.14315951 -0.88951943
 -0.1464059  -1.35561814 -1.56627257  1.05278776  0.        ]",-1.88878,-0.220915421281,[-3.45158744  0.4664529 ]
19,[-0.31964988 -0.2512852 ],"[[-12.46286965   2.49146162   0.13246534  -0.10496548]
 [-62.61528568  -5.90301747   0.           0.        ]]",[-1.98109803  0.79938491],"[ 1.20722854 -0.22004824  0.24620142  1.36419226  1.14315761 -0.88951828
 -0.22223299 -1.13659258 -1.14937982  1.48586656  0.        ]",-2.11061,-0.21417326481,[-2.95133877  0.93479109]
20,[-0.31964988 -0.2512852 ],"[[-13.74244352   2.40622085   0.13246534  -0.10496548]
 [-65.3332119   -2.63231279   0.           0.        ]]",[-3.12026198  0.36687822],"[ 0.36897205 -0.1390504  -1.27894651  1.60067986  1.1431557  -0.88951713
 -0.29657194 -0.70675485 -0.64036129  1.0026648   0.        ]",-1.45654,-0.129661989437,[-2.34438467  1.36289978]
21,[-0.31964988 -0.2512852 ],"[[-15.07584454   2.36854302   0.13246534  -0.10496548]
 [-67.9980987   -1.14070517   0.           0.        ]]",[-2.86441039  0.69615576],"[-1.2678847  -0.10065672 -0.78526114  1.69970613  1.1431538  -0.88951598
 -0.36946016 -0.51072681 -0.98334977  0.26329571  0.        ]",-1.32617,-0.108583581549,[-2.5079658   1.16134596]
