timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.24656764 -0.15242304],"[ 1.21724022  2.31144449  0.03892486 -0.85460722 -0.92395629 -0.11834151
  1.39500016 -0.34280981  2.05820874  0.03476896  0.        ]",[-1.99862872  2.7872563 ],-2.71044,-0.315873148673,"[[-0.04650443 -0.03488584 -0.10634303 -0.01236891]
 [ 0.0023156  -0.00334459  0.          0.        ]]",[-1.39735889  3.64319777]
1,[-0.24656764 -0.15242304],"[  1.21362126e+00   2.31228420e+00  -1.98624664e-02  -7.23522121e-01
  -9.23954279e-01  -1.18341373e-01   1.27921759e+00   1.70837020e-01
   2.05628806e+00   1.63536642e-03   0.00000000e+00]",[-1.71802276  3.07234193],-2.70404,-0.315650649858,"[[-0.08616452  0.00479121 -0.10634303 -0.01236891]
 [-3.95514304  3.95784383  0.          0.        ]]",[-1.47432017  3.50346136]
2,[-0.24656764 -0.15242304],"[ 1.19014859  2.30145516 -0.19325841 -0.33425333 -0.92395227 -0.11834123
  1.16572637  0.67430872  2.04388307 -0.09609822  0.        ]",[-0.28428014  4.01548274],-2.67273,-0.314354052091,"[[-0.20418818  0.12290482 -0.10634303 -0.01236891]
 [-7.83430799  7.8405657   0.          0.        ]]",[-1.52517629  3.34889841]
3,[-0.24656764 -0.15242304],"[ 1.12533594  2.24034483 -0.43009883  0.29346681 -0.92395025 -0.11834109
  1.13731169  1.16765725  2.01115614 -0.20346065  0.        ]",[-3.3336476   3.46798685],-2.59076,-0.310817905158,"[[ -0.37061811   0.31788976  -0.10634303  -0.01236891]
 [ -8.80545395  11.6452326    0.           0.        ]]",[-1.56827104  3.15016246]
4,[-0.24656764 -0.15242304],"[ 0.99024833  2.07098888 -0.71199479  1.09417658 -0.92394824 -0.11834095
  1.02662155  1.65134503  1.94088655 -0.31061926  0.        ]",[-2.16364039  2.9545939 ],-2.56993,-0.302720677531,"[[ -5.84687097e-01   5.88221364e-01  -1.06343035e-01  -1.23689099e-02]
 [ -1.25889033e+01   1.53754294e+01   0.00000000e+00   0.00000000e+00]]",[-1.73531675  2.83192778]
5,[-0.24656764 -0.15242304],"[ 0.72635247  1.73216262 -1.03104664  1.91423285 -0.92394623 -0.11834081
  0.91810632  2.12537476  1.80008219 -0.43975064  0.        ]",[-2.48561976  2.38287022],-2.44654,-0.286260471094,"[[ -8.73678739e-01   9.32410794e-01  -1.06343035e-01  -1.23689099e-02]
 [ -1.62980280e+01   1.90312024e+01   0.00000000e+00   0.00000000e+00]]",[-1.96793699  2.3592124 ]
6,[-0.24656764 -0.15242304],"[ 0.29510845  1.19256097 -1.29522439  2.48401767 -0.92394421 -0.11834067
  0.81171239  2.58988737  1.5685311  -0.53907738  0.        ]",[-1.84366757  1.11975014],-2.30936,-0.258079269699,"[[ -1.23612496e+00   1.34898072e+00  -1.06343035e-01  -1.23689099e-02]
 [ -1.99346576e+01   2.26136697e+01   0.00000000e+00   0.00000000e+00]]",[-2.05933762  1.81198335]
7,[-0.24656764 -0.15242304],"[-0.29366516  0.4998402  -1.37025419  2.44901878 -0.9239422  -0.11834053
  0.70739278  3.04504545  1.25157268 -0.53300294  0.        ]",[-2.77402637  1.23362207],-1.95504,-0.216169274852,"[[ -1.67059256e+00   1.83647736e+00  -1.06343035e-01  -1.23689099e-02]
 [ -2.35003940e+01   2.61241218e+01   0.00000000e+00   0.00000000e+00]]",[-2.0132041   1.22505832]
8,[-0.24656764 -0.15242304],"[-0.93874769 -0.17542229 -1.11404638  1.50842093 -0.92394019 -0.11834039
  0.60511809  3.49108163  0.90283986 -0.34149825  0.        ]",[-2.50821451 -0.37609357],-1.63683,-0.163517936168,"[[ -2.17567500e+00   2.39347752e+00  -1.06343035e-01  -1.23689099e-02]
 [ -2.69962397e+01   2.95643933e+01   0.00000000e+00   0.00000000e+00]]",[-1.99126554  0.67484939]
9,[-0.24656764 -0.15242304],"[-1.42786233 -0.53614266 -0.45903896 -0.15540608 -0.92393818 -0.11834024
  0.50487916  3.22184195  0.64507233  0.02455702  0.        ]",[-2.75376942 -0.9390918 ],-1.46417,-0.121430062146,"[[ -2.74997823e+00   2.96393323e+00  -1.06343035e-01  -1.23689099e-02]
 [ -3.04225058e+01   2.74883079e+01   0.00000000e+00   0.00000000e+00]]",[-1.96314847  0.4673596 ]
