timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.194221418368,"[[  6.67718088e-02  -9.89282854e-02   1.55906751e-02   9.10648387e-03]
 [  2.10460967e-05   1.15826668e-03   0.00000000e+00   0.00000000e+00]]",[ 0.27157632 -0.95257235],-1.23439,"[ 1.08335139  1.80705388  0.05863938  0.399257    0.11087305  0.09885991
 -0.51094975  0.33253958  1.11048957 -0.0295039   0.        ]",[ 0.01772528 -0.20184518],[ 0.56222391 -1.42783323]
1,-0.193960257327,"[[ 0.08910263 -0.13864184  0.01559068  0.00910648]
 [ 2.22564544 -3.95931125  0.          0.        ]]",[ 0.27470857 -0.94587338],-1.43607,"[ 1.08093041  1.80102768  0.0925186   0.29396404  0.11087249  0.09885942
 -0.36330017 -0.21854643  1.10872758 -0.02703988  0.        ]",[ 0.01772528 -0.20184518],[ 0.00498782 -2.78927722]
2,-0.192911435072,"[[ 0.13338679 -0.25676931  0.01559068  0.00910648]
 [ 2.20283314 -7.8404996   0.          0.        ]]",[ 0.28873581 -0.93360418],-1.38883,"[ 1.07410637  1.77148217  0.15948872 -0.01514401  0.11087194  0.09885893
 -0.36481151 -0.7585985   1.10042738 -0.05582768  0.        ]",[ 0.01772528 -0.20184518],[-0.49981413 -2.19004235]
3,-0.190141592171,"[[  1.57181591e-01  -4.51742009e-01   1.55906751e-02   9.10648387e-03]
 [  1.83311553e-01  -1.16441026e+01   0.00000000e+00   0.00000000e+00]]",[ 0.33923459 -0.90830708],-1.02868,"[ 1.06932111  1.68551855  0.19531721 -0.50267207  0.11087139  0.09885844
 -0.49878433 -1.28784492  1.07091436 -0.18104599  0.        ]",[ 0.01772528 -0.20184518],[ 0.95065936 -0.32535778]
4,-0.183964332615,"[[  1.98547311e-01  -6.95250307e-01   1.55906751e-02   9.10648387e-03]
 [  3.94079156e+00  -1.27031681e+01   0.00000000e+00   0.00000000e+00]]",[ 0.40281919 -0.88103414],-1.25026,"[ 1.05916797  1.5177806   0.25727049 -1.04751976  0.11087084  0.09885795
 -0.24950938 -1.43518962  1.00636627 -0.30920399  0.        ]",[ 0.01772528 -0.20184518],[-1.64695338 -0.17786697]
5,-0.174432093212,"[[  2.36883882e-01  -9.53843175e-01   1.55906751e-02   9.10648387e-03]
 [ -9.38340806e-02  -1.31546536e+01   0.00000000e+00   0.00000000e+00]]",[ 0.47272459 -0.84411097],-1.36435,"[ 1.04768195  1.27682293  0.31423061 -1.51497667  0.11087029  0.09885746
 -0.51716707 -1.49798849  0.90479778 -0.43498435  0.        ]",[ 0.01772528 -0.20184518],[-1.44556965 -1.45809478]
6,-0.161035138739,"[[  1.95327585e-01  -1.25403982e+00   1.55906751e-02   9.10648387e-03]
 [ -4.04892724e+00  -1.68527174e+01   0.00000000e+00   0.00000000e+00]]",[ 0.58251894 -0.78139609],-1.23047,"[ 1.06001923  0.93696575  0.25246198 -1.87436986  0.11086974  0.09885697
 -0.77954651 -2.01250884  0.70934513 -0.65095633  0.        ]",[ 0.01772528 -0.20184518],[-0.54561205 -1.16503984]
7,-0.140646530495,"[[  9.34762245e-02  -1.62746895e+00   1.55906751e-02   9.10648387e-03]
 [ -6.12958375e+00  -2.04781259e+01   0.00000000e+00   0.00000000e+00]]",[ 0.6822499 -0.7155233],-1.03548,"[ 1.08031089  0.4685107   0.09913699 -2.00287642  0.11086919  0.09885648
 -0.91757172 -2.51687127  0.37310663 -0.83917638  0.        ]",[ 0.01772528 -0.20184518],[-0.70577461 -0.20596701]
8,-0.113576539655,"[[ -5.59552116e-02  -2.04114074e+00   1.55906751e-02   9.10648387e-03]
 [ -8.80476665e+00  -2.08877041e+01   0.00000000e+00   0.00000000e+00]]",[ 0.70250392 -0.68081111],-0.944455,"[ 1.08418064 -0.03611184 -0.12802647 -1.71717849  0.11086864  0.09885599
 -1.0950352  -2.57376379 -0.03705737 -0.8400712   0.        ]",[ 0.01772528 -0.20184518],[-1.47214089 -1.2369789 ]
9,-0.0792560478957,"[[ -2.70050713e-01  -2.49446819e+00   1.55906751e-02   9.10648387e-03]
 [ -1.25923184e+01  -2.44332530e+01   0.00000000e+00   0.00000000e+00]]",[ 0.66665971 -0.66759515],-0.701294,"[ 1.03611171 -0.47465954 -0.44891876 -0.94677597  0.11086809  0.0988555
 -1.34628776 -3.06692176 -0.38785393 -0.57837317  0.        ]",[ 0.01772528 -0.20184518],[-0.19966531 -0.72830981]
10,-0.0353238447201,"[[ -5.27353152e-01  -3.00721089e+00   1.55906751e-02   9.10648387e-03]
 [ -1.31355391e+01  -2.21427840e+01   0.00000000e+00   0.00000000e+00]]",[ 0.61190796 -0.66083813],-0.63788,"[ 0.89805053 -0.72046262 -0.80878883  0.30531601  0.11086754  0.09885502
 -1.38230586 -2.74813231 -0.45252385 -0.11797648  0.        ]",[ 0.01772528 -0.20184518],[ 1.06587646 -1.46815437]
