timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.151330219487,[-0.22992627 -0.51060969],[-1.12748981 -1.95705891],-1.88924,"[ 1.18279768  2.37824025 -0.02322499  0.8097442   1.48200728 -1.24887092
 -1.06332768  0.39460461  0.08333243  1.31045901  0.        ]","[[ 0.01867005 -0.01503557  0.1698298  -0.14363961]
 [ 0.00094788 -0.00499598  0.          0.        ]]",[-0.2553849  -2.54075684]
1,-0.145047456589,[-0.22992627 -0.51060969],[-0.92948431 -1.88982439],-1.92374,"[ 1.18298547  2.37621069 -0.03824301  0.65586952  1.4820042  -1.24886885
 -1.0926369  -0.15542212  0.08256128  1.25214736  0.        ]","[[ 0.0085679  -0.05485839  0.1698298  -0.14363961]
 [-1.00781021 -3.9640932   0.          0.        ]]",[-1.32389561 -1.86556812]
2,-0.120031414188,[-0.22992627 -0.51060969],[-0.29395884 -1.60495901],-1.71752,"[ 1.18123753  2.35670296 -0.12686837  0.20204142  1.48200112 -1.24886677
 -1.20695688 -0.69440152  0.06195311  1.02494435  0.        ]","[[-0.05106401 -0.17306531  0.1698298  -0.14363961]
 [-4.9423066  -7.84367334  0.          0.        ]]",[-0.31034883 -0.79809369]
3,-0.0767411497143,[-0.22992627 -0.51060969],[ 0.57442141 -1.18619227],-1.54539,"[ 1.16515398  2.28529611 -0.28966603 -0.49451951  1.48199805 -1.24886469
 -1.23976068 -1.11178929 -0.03534043  0.65441608  0.        ]","[[ -0.16123758  -0.36008262   0.1698298   -0.14363961]
 [ -6.07135111 -10.84804229   0.           0.        ]]",[ 0.07938267 -1.16503637]
4,-0.0308473636844,[-0.22992627 -0.51060969],[ 1.38676071 -0.80318844],-1.45735,"[ 1.12999592  2.11276154 -0.45942757 -1.36177137  1.48199497 -1.24886261
 -1.22712325 -1.63205593 -0.25157033  0.27465361  0.        ]","[[ -0.27830041  -0.61461742   0.1698298   -0.14363961]
 [ -5.63649072 -14.59295034   0.           0.        ]]",[ 3.39308886 -0.4636438 ]
5,-0.0437469642391,[-0.22992627 -0.51060969],[ 1.56218696 -0.71892035],-1.82588,"[ 1.09935704  1.80394694 -0.56109843 -2.21307689  1.48199189 -1.24886054
 -1.10893999 -1.84714018 -0.54175297  0.03867096  0.        ]","[[ -0.35022167  -0.92201043   0.1698298   -0.14363961]
 [ -1.56915328 -16.14116688   0.           0.        ]]",[ 0.75661018 -0.51142056]
6,-0.080604556443,[-0.22992627 -0.51060969],[ 1.39797616 -0.83345079],-2.1448,"[ 1.09886235  1.36815934 -0.56255172 -2.81573626  1.48198881 -1.24885846
 -1.02106792 -2.08417998 -0.81850289 -0.00498467  0.        ]","[[ -0.35126287  -1.26195369   0.1698298   -0.14363961]
 [  1.45500383 -17.84743634   0.           0.        ]]",[ 0.10779714 -0.20388616]
7,-0.115134114141,[-0.22992627 -0.51060969],[ 1.15302515 -0.98607099],-2.1484,"[ 1.1138393   0.85061902 -0.51609943 -2.99329909  1.48198573 -1.24885638
 -1.00953842 -2.14724905 -1.07326108  0.089282    0.        ]","[[ -0.31818199  -1.62345791   0.1698298   -0.14363961]
 [  1.85175736 -18.3014661    0.           0.        ]]",[ 0.41345861 -1.94237529]
8,-0.149924078501,[-0.22992627 -0.51060969],[ 0.91912848 -1.163234  ],-2.20006,"[ 1.13487129  0.28948297 -0.44052441 -2.60563318  1.48198266 -1.24885431
 -0.96307588 -2.64701145 -1.30576771  0.31272412  0.        ]","[[ -0.26510316  -2.02558156   0.1698298   -0.14363961]
 [  3.45077011 -21.89888153   0.           0.        ]]",[ 0.98177045 -1.79658041]
9,-0.185019835127,[-0.22992627 -0.51060969],[ 0.67184746 -1.38610888],-2.26983,"[ 1.16589905 -0.23479781 -0.28460107 -1.44941224  1.48197958 -1.24885223
 -0.85215825 -3.13685241 -1.47415981  0.68896684  0.        ]","[[ -0.157789    -2.49893812   0.1698298   -0.14363961]
 [  7.26807629 -25.42495561   0.           0.        ]]",[ 1.50172632 -1.27698085]
