timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-2.65162,[-0.02349126  0.88897129],[-0.68020868  2.14493895],-0.215366612248,[-0.44283196 -0.43321791],"[[-0.06893243 -0.07991205 -0.00407465 -0.05748049]
 [-0.00242751  0.00240318  0.          0.        ]]","[ 1.08473682  2.19113054  0.0451763  -1.16571851 -0.02325157 -0.49891374
 -0.38981959 -0.37024591  1.46773613  0.20946244  0.        ]"
1,-2.68163,[-0.43014234  2.12512785],[-0.73311698  1.81827748],-0.216458805785,[-0.44283196 -0.43321791],"[[-0.06992659 -0.04454719 -0.00407465 -0.05748049]
 [-0.09667125  3.52235157  0.          0.        ]]","[ 1.08463756  2.19426425  0.04368175 -1.06289733 -0.02325155 -0.49891342
 -0.39239926  0.12951067  1.47195544  0.24243159  0.        ]"
2,-2.83668,[-1.62825749  0.46916018],[-0.73840547  1.49917567],-0.218535421046,[-0.44283196 -0.43321791],"[[ -8.89285749e-02   6.49346408e-02  -4.07464597e-03  -5.74804856e-02]
 [ -1.79785620e+00   7.41286307e+00   0.00000000e+00   0.00000000e+00]]","[ 1.08249307  2.19266492  0.01513769 -0.74413047 -0.02325154 -0.4989131
 -0.4389686   0.68187904  1.47659321  0.31504372  0.        ]"
3,-2.72332,[-0.38604862  0.947567  ],[-0.44749224  1.43072677],-0.217932432383,[-0.44283196 -0.43321791],"[[ -1.64226135e-01   2.30373317e-01  -4.07464597e-03  -5.74804856e-02]
 [ -5.71885224e+00   9.12528385e+00   0.00000000e+00   0.00000000e+00]]","[ 1.06898217  2.15794427 -0.09739649 -0.26796249 -0.02325153 -0.49891278
 -0.54630477  0.92500511  1.46658907  0.33714685  0.        ]"
4,-2.70208,[-0.93736125  0.96417783],[-0.11702102  1.10859346],-0.213433866762,[-0.44283196 -0.43321791],"[[ -2.92804848e-01   4.48716031e-01  -4.07464597e-03  -5.74804856e-02]
 [ -7.13430253e+00   1.26970676e+01   0.00000000e+00   0.00000000e+00]]","[ 1.02760292  2.05430626 -0.2859893   0.33060651 -0.02325152 -0.49891246
 -0.58505207  1.43211945  1.43203335  0.31266637  0.        ]"
5,-2.4069,[ 1.63937736  0.37393763],[ 0.43901849  0.72182512],-0.203468900525,[-0.44283196 -0.43321791],"[[ -4.71295352e-01   7.38451164e-01  -4.07464597e-03  -5.74804856e-02]
 [ -1.07029162e+01   1.62644912e+01   0.00000000e+00   0.00000000e+00]]","[ 0.93312767  1.82370547 -0.53523935  1.02783409 -0.02325151 -0.49891214
 -0.68274176  1.93861196  1.35252861  0.27125988  0.        ]"
6,-2.28792,[ 0.38601344 -0.42864341],[ 0.55028963  0.35820341],-0.189050646744,[-0.44283196 -0.43321791],"[[ -6.43537578e-01   1.07534997e+00  -4.07464597e-03  -5.74804856e-02]
 [ -6.53500369e+00   1.74216071e+01   0.00000000e+00   0.00000000e+00]]","[ 0.80375901  1.446611   -0.75523415  1.62973672 -0.02325149 -0.49891181
 -0.56864543  2.10289136  1.2205372   0.29290443  0.        ]"
7,-1.9815,[ 0.86857201 -0.09529524],[ 0.58797008  0.2223054 ],-0.173510458238,[-0.44283196 -0.43321791],"[[ -7.57606782e-01   1.40328679e+00  -4.07464597e-03  -5.74804856e-02]
 [ -4.87741119e+00   1.53789123e+01   0.00000000e+00   0.00000000e+00]]","[ 0.6992786   1.00581996 -0.88657146  1.93924887 -0.02325148 -0.49891149
 -0.52326874  1.81286964  1.05315605  0.3963395   0.        ]"
8,-1.75501,[ 0.03810323  0.54076826],[  2.56898701e-01   2.11358070e-04],-0.158116514972,[-0.44283196 -0.43321791],"[[ -8.19692282e-01   1.70401708e+00  -4.07464597e-03  -5.74804856e-02]
 [ -1.34277767e+00   1.46964485e+01   0.00000000e+00   0.00000000e+00]]","[ 0.63667657  0.57808461 -0.9525007   1.9542067  -0.02325147 -0.49891117
 -0.42650838  1.71597143  0.85865626  0.52755473  0.        ]"
9,-1.58868,[-0.41378974 -0.63386634],[-0.10212053 -0.05796045],-0.141000109659,[-0.44283196 -0.43321791],"[[ -8.44762091e-01   2.01651003e+00  -4.07464597e-03  -5.74804856e-02]
 [ -1.16474419e+00   1.65466821e+01   0.00000000e+00   0.00000000e+00]]","[ 0.61032431  0.15217628 -0.9779328   1.69540722 -0.02325146 -0.49891085
 -0.42163448  1.97865831  0.60985598  0.65942136  0.        ]"
10,-1.39504,[-0.24317536  0.05303311],[-0.41515148 -0.10895735],-0.121363890566,[-0.44283196 -0.43321791],"[[ -8.84251302e-01   2.31897555e+00  -4.07464597e-03  -5.74804856e-02]
 [ -2.77894922e+00   1.37093077e+01   0.00000000e+00   0.00000000e+00]]","[ 0.56761888 -0.2036626  -1.01655071  1.20198641 -0.02325145 -0.49891053
 -0.46582286  1.57581224  0.34386999  0.70519925  0.        ]"
11,-1.33755,[-0.71036025 -0.6379019 ],[-0.64051545 -0.11537826],-0.101645900607,[-0.44283196 -0.43321791],"[[ -9.48934438e-01   2.59254521e+00  -4.07464597e-03  -5.74804856e-02]
 [ -3.68637973e+00   1.36478563e+01   0.00000000e+00   0.00000000e+00]]","[ 0.49466389 -0.45028552 -1.07585447  0.58714698 -0.02325143 -0.49891021
 -0.49066336  1.56708473  0.10178069  0.67617529  0.        ]"
12,-1.31163,[-0.98816305 -0.42369782],[-0.74150801 -0.14942539],-0.0837897508351,[-0.44283196 -0.43321791],"[[ -1.05014729e+00   2.83744785e+00  -4.07464597e-03  -5.74804856e-02]
 [ -6.42584370e+00   1.08517132e+01   0.00000000e+00   0.00000000e+00]]","[ 0.37367791 -0.59461993 -1.15828453 -0.0607386  -0.02325142 -0.49890989
 -0.56565555  1.17009458 -0.10652087  0.60614552  0.        ]"
