timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-1.29703,[-0.01195178  0.48048629],[ 0.11969681  0.6409089 ],-0.215832037421,[ 0.02011188 -0.07877217],"[[ 0.05849522 -0.05585059  0.02088113  0.1104555 ]
 [-0.00295053 -0.00323869  0.          0.        ]]","[ 1.05438386  1.53158697  0.01848279 -0.7696013   0.17972688  1.00359401
 -0.50312437 -0.30736372  0.9715394  -0.87631728  0.        ]"
1,-1.25909,[ 1.37477336  0.76231901],[ 0.11976311  0.64164627],-0.214864340397,[ 0.02011188 -0.07877217],"[[ 0.05795501 -0.03682585  0.02088113  0.1104555 ]
 [-0.05090893  1.89937144  0.          0.        ]]","[ 1.05439558  1.53258909  0.01765046 -0.72554528  0.17972423  1.00356523
 -0.50733466 -0.04348997  0.97137507 -0.86164052  0.        ]"
2,-1.13949,[ 2.98199813 -1.51446899],[ 0.12112971  0.64093232],-0.206853096505,[ 0.02011188 -0.07877217],"[[ 0.09662581  0.03105413  0.02088113  0.1104555 ]
 [ 3.90482259  4.87870226  0.          0.        ]]","[ 1.05022928  1.53275474  0.07713301 -0.56825832  0.17972157  1.00353644
 -0.15930083  0.36971353  0.96370641 -0.74655117  0.        ]"
3,-1.17152,[-0.614861    0.84829965],[ 0.12203354  0.63702869],-0.190479125307,[ 0.02011188 -0.07877217],"[[ 0.21365378  0.08791603  0.02088113  0.1104555 ]
 [ 7.78505018  0.82101259  0.          0.        ]]","[ 1.02517161  1.5285571   0.25542475 -0.43672698  0.17971892  1.00350766
  0.18208978 -0.19305985  0.92526278 -0.52264294  0.        ]"
4,-1.07335,[ 0.4404032  -1.23933153],[ 0.12083511  0.63771993],-0.172732614039,[ 0.02011188 -0.07877217],"[[ 0.34339276  0.13788417  0.02088113  0.1104555 ]
 [ 5.19747222  4.1646559   0.          0.        ]]","[ 0.9757821   1.521616    0.44774851 -0.321671    0.17971627  1.00347888
 -0.04557507  0.27068484  0.85269327 -0.29509956  0.        ]"
5,-0.97509,[ 0.88188652  2.18992631],[ 0.12144928  0.6332233 ],-0.15649371013,[ 0.02011188 -0.07877217],"[[ 0.46380659  0.1806156   0.02088113  0.1104555 ]
 [ 6.83843578  0.12195901  0.          0.        ]]","[ 0.91030864  1.51327643  0.61849984 -0.22389772  0.17971362  1.0034501
  0.09880413 -0.29002264  0.75923646 -0.10080337  0.        ]"
6,-0.934783,[-0.3402339   0.56037568],[ 0.12225776  0.63012707],-0.135515859692,[ 0.02011188 -0.07877217],"[[  0.63420593   0.22274491   0.02088113   0.1104555 ]
 [ 10.19036071   4.07778288   0.           0.        ]]","[ 0.78729794  1.50290908  0.84249288 -0.12824554  0.17971097  1.00342133
  0.39372184  0.2586435   0.59711377  0.13312228  0.        ]"
7,-0.866481,[-0.63611978 -0.14776742],[ 0.12220225  0.62453687],-0.111812402834,[ 0.02011188 -0.07877217],"[[ 0.82247965  0.32575799  0.02088113  0.1104555 ]
 [ 8.64218602  6.21639393  0.          0.        ]]","[ 0.61399133  1.46881435  1.05893777  0.10146951  0.17970832  1.00339255
  0.25749777  0.55526098  0.33931709  0.36436208  0.        ]"
8,-0.790234,[ 0.64460924 -0.62870114],[ 0.12183392  0.61847883],-0.096554537623,[ 0.02011188 -0.07877217],"[[ 0.96836426  0.44298975  0.02088113  0.1104555 ]
 [ 5.95520702  5.50913721  0.          0.        ]]","[ 0.45644469  1.41514349  1.19950007  0.35319174  0.17970567  1.00336378
  0.02107353  0.45715477  0.08416681  0.49320732  0.        ]"
9,-0.754499,[ 0.37186753  1.17845098],[ 0.12348416  0.61031544],-0.0903560692559,[ 0.02011188 -0.07877217],"[[ 1.11188378  0.52709139  0.02088113  0.1104555 ]
 [ 8.38863372  2.90968186  0.          0.        ]]","[ 0.28516652  1.36725444  1.31143032  0.5255657   0.17970302  1.00333502
  0.23518723  0.09659824 -0.15985769  0.55539676  0.        ]"
