timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-4.80261,[-3.26727501  0.24872782],[-3.12196422  0.02033833],-0.282867703056,[-0.7640903 -0.6023497],"[[-0.04046228 -0.0289918  -0.03549811 -0.15279979]
 [ 0.00323776 -0.00185095  0.          0.        ]]","[ 1.0551408   1.96712518  0.17686385 -1.20460387 -0.30645643 -1.32131734
 -0.4640941  -0.36919805  1.86783187  1.34053975  0.        ]"
1,-4.77135,[-2.9613333 -0.4112158],[-2.94427943  0.10180059],-0.278886692808,[-0.7640903 -0.6023497],"[[-0.08009251 -0.01913159 -0.03549811 -0.15279979]
 [-3.95308671  0.98457992  0.          0.        ]]","[ 1.05164687  1.96745542  0.11662139 -1.17872898 -0.30645634 -1.32131635
 -0.57337389 -0.21822501  1.86279769  1.2664081   0.        ]"
2,-4.53134,[-2.99677274  0.58403258],[-2.62823439  0.54928339],-0.264851356477,[-0.7640903 -0.6023497],"[[-0.19805382 -0.01595713 -0.03549811 -0.15279979]
 [-7.83013729 -0.66165172  0.          0.        ]]","[ 1.02773077  1.96753096 -0.06119347 -1.17039698 -0.30645625 -1.32131537
 -0.68046397 -0.47018022  1.82755272  1.01840198  0.        ]"
3,-4.08767,[-0.84705812  0.23976647],[-2.09590816  0.73434031],-0.240245686949,[-0.7640903 -0.6023497],"[[ -3.92802223e-01  -5.84147766e-03  -3.54981124e-02  -1.52799789e-01]
 [ -1.16320412e+01   1.66545595e+00   0.00000000e+00   0.00000000e+00]]","[ 0.94488782  1.96768305 -0.34449363 -1.14384575 -0.30645615 -1.32131439
 -0.78547831 -0.11401684  1.71232512  0.6286095   0.        ]"
4,-3.6391,[-0.17435034  2.19292696],[-0.97851974  1.2592541 ],-0.206105187205,[-0.7640903 -0.6023497],"[[ -0.65675839   0.03667435  -0.03549811  -0.15279979]
 [-14.7531845    2.58305818   0.           0.        ]]","[ 0.75192289  1.96676097 -0.69138861 -1.03226858 -0.30645606 -1.32131341
 -0.87168889  0.02642203  1.46733868  0.17655645  0.        ]"
5,-3.29489,[ 0.04702509  2.39100123],[-0.08707994  1.262151  ],-0.167859798049,[-0.7640903 -0.6023497],"[[ -0.95582984   0.12755123  -0.03549811  -0.15279979]
 [-15.15263674   6.49158724   0.           0.        ]]","[ 0.43723633  1.95630431 -1.00548741 -0.79461432 -0.30645597 -1.32131242
 -0.88272198  0.6246217   1.10873346 -0.21128041  0.        ]"
6,-3.03304,[ 0.25693294  0.74217098],[ 0.83323359  0.92314845],-0.133832237673,[-0.7640903 -0.6023497],"[[ -1.25402515   0.29581773  -0.03549811  -0.15279979]
 [-14.66852274  10.32227357   0.           0.        ]]","[ 0.04881612  1.90675849 -1.20873339 -0.36330567 -0.30645588 -1.32131144
 -0.86934956  1.21090707  0.74015857 -0.44037473  0.        ]"
7,-2.71985,[ 1.93559203  1.25296957],[ 1.42390227  0.2337164 ],-0.105977016743,[-0.7640903 -0.6023497],"[[ -1.53429968   0.52968959  -0.03549811  -0.15279979]
 [-13.36327894  13.05578763   0.           0.        ]]","[-0.35362352  1.77543489 -1.28349237  0.19774162 -0.30645579 -1.32131046
 -0.83329624  1.62926947  0.42957393 -0.51995131  0.        ]"
8,-2.64828,[ 0.60189195 -0.68743328],[ 0.88356376 -1.00008249],-0.0890298271327,[-0.7640903 -0.6023497],"[[ -1.75923553   0.82792147  -0.03549811  -0.15279979]
 [ -9.14421754  16.75512666   0.           0.        ]]","[-0.68114367  1.51369457 -1.25754562  0.8047717  -0.3064557  -1.32130948
 -0.71675865  2.19544917  0.27553425 -0.45550242  0.        ]"
9,-2.61913,[ 0.57500839 -1.4652864 ],[ 0.71806633 -1.14919305],-0.0817386724897,[-0.7640903 -0.6023497],"[[ -1.9164025    1.13237543  -0.03549811  -0.15279979]
 [ -6.58098093  13.70049156   0.           0.        ]]","[-0.9027556   1.16027973 -1.19445156  1.24810043 -0.30645561 -1.32130849
 -0.64595766  1.72793645  0.24718191 -0.3041213   0.        ]"
10,-2.62574,[ 0.45092331 -1.333136  ],[ 0.47834837 -0.78397429],-0.0787581682059,[-0.7640903 -0.6023497],"[[-2.02387605  1.36392864 -0.03549811 -0.15279979]
 [-4.17438485  9.46896948  0.          0.        ]]","[-1.04758273  0.85286    -1.13084059  1.44038621 -0.30645552 -1.32130751
 -0.57948336  1.08030315  0.23855111 -0.15603394  0.        ]"
11,-2.61362,[ 0.53200855 -0.49107681],[ 0.2780045  -0.26111636],-0.0784176227903,[-0.7640903 -0.6023497],"[[-2.0886222   1.5116949  -0.03549811 -0.15279979]
 [-2.30646183  5.32149937  0.          0.        ]]","[-1.13136744  0.64756025 -1.08483707  1.49176648 -0.30645543 -1.32130653
 -0.5278881   0.44553449  0.23432154 -0.04857572  0.        ]"
12,-2.61058,[ 0.13405406  0.24779182],[-0.06897724 -0.08647445],-0.0806208419549,[-0.7640903 -0.6023497],"[[-2.11316497  1.59755446 -0.03549811 -0.15279979]
 [-0.15497219  3.27130071  0.          0.        ]]","[-1.16235173  0.52715137 -1.06593791  1.49540849 -0.30645534 -1.32130555
 -0.46846029  0.13175237  0.24787562  0.02336591  0.        ]"
13,-2.62067,[-0.40694193  0.61175179],[-0.34732816 -0.48012415],-0.0860852835729,[-0.7640903 -0.6023497],"[[-2.11091146  1.67217403 -0.03549811 -0.15279979]
 [ 0.3785601   4.18760476  0.          0.        ]]","[-1.15952464  0.42269855 -1.06770548  1.48286996 -0.30645525 -1.32130457
 -0.4537231   0.27199229  0.28775626  0.09931634  0.        ]"
14,-2.72924,[-0.24301876 -1.80570258],[-0.45056176 -1.18334079],-0.0923133223582,[-0.7640903 -0.6023497],"[[-2.11957746  1.77940019 -0.03549811 -0.15279979]
 [-1.23976778  6.52720603  0.          0.        ]]","[-1.17037174  0.274134   -1.06086897  1.43944126 -0.30645516 -1.32130358
 -0.49842381  0.63006729  0.32077121  0.20692824  0.        ]"
15,-2.76199,[-1.48175884 -0.8052655 ],[-0.38197601 -0.52764881],-0.0942007317653,[-0.7640903 -0.6023497],"[[-2.15377201  1.86892094 -0.03549811 -0.15279979]
 [-2.17660824  2.43848915  0.          0.        ]]","[-1.21260752  0.15258613 -1.03294798  1.38055935 -0.30645507 -1.3213026
 -0.52430071  0.00429036  0.31084133  0.28527972  0.        ]"
16,-2.65142,[ 0.30446113 -0.02776882],[ 0.43321314  0.30570912],-0.0851382402686,[-0.7640903 -0.6023497],"[[-2.23658176  1.88521849 -0.03549811 -0.15279979]
 [-6.09132237 -0.79797297  0.          0.        ]]","[-1.31089501  0.13078483 -0.95924092  1.3676603  -0.30645497 -1.32130162
 -0.63243136 -0.49104918  0.22275483  0.26361942  0.        ]"
17,-2.57086,[ 1.12102668 -0.02250431],[ 0.78503913  0.41401145],-0.0704132881878,[-0.7640903 -0.6023497],"[[-2.34510711  1.86831162 -0.03549811 -0.15279979]
 [-4.76563113 -0.89239037  0.          0.        ]]","[-1.43022538  0.1534033  -0.85030375  1.38102652 -0.30645488 -1.32130064
 -0.59581335 -0.50549957  0.08866008  0.20739559  0.        ]"
18,-2.55948,[ 0.32644994  0.51463879],[ 0.43631694  0.3551026 ],-0.0620898542638,[-0.7640903 -0.6023497],"[[-2.39976038  1.84974206 -0.03549811 -0.15279979]
 [-0.71320658 -0.96431128  0.          0.        ]]","[-1.48584377  0.17838139 -0.79050629  1.39488055 -0.30645479 -1.32129965
 -0.48387847 -0.51650688  0.01276203  0.1756658   0.        ]"
19,-2.56714,[ 0.07686345 -0.29439533],[ 0.28059262 -0.10763243],-0.0620762705235,[-0.7640903 -0.6023497],"[[-2.40092106  1.85109139 -0.03549811 -0.15279979]
 [ 0.59278877  1.09239029  0.          0.        ]]","[-1.48698932  0.17656175 -0.78920205  1.39390194 -0.3064547  -1.32129867
 -0.44780455 -0.20172897  0.01211043  0.17672088  0.        ]"
20,-2.5898,[-0.37393691 -0.47629915],[ 0.14685841  0.07937461],-0.0647835042701,[-0.7640903 -0.6023497],"[[-2.38612917  1.86102617 -0.03549811 -0.15279979]
 [ 0.88542333 -0.09495523  0.          0.        ]]","[-1.47226422  0.16318647 -0.80571448  1.38656245 -0.30645461 -1.32129769
 -0.43972135 -0.38345194  0.03559144  0.18959919  0.        ]"
21,-2.56873,[ 0.10661685  0.61868183],[ 0.37627795  0.5711621 ],-0.063199058745,[-0.7640903 -0.6023497],"[[-2.38344442  1.84022524 -0.03549811 -0.15279979]
 [-0.6119528  -1.97885847  0.          0.        ]]","[-1.46956548  0.19123462 -0.80868682  1.40164098 -0.30645452 -1.32129671
 -0.48108124 -0.67178291  0.02747951  0.16997696  0.        ]"
22,-2.53727,[ 0.33460013  0.93152508],[ 0.39790049  0.09031194],-0.0608782908609,[-0.7640903 -0.6023497],"[[-2.39133075  1.82561953 -0.03549811 -0.15279979]
 [-0.17813056  0.50999257  0.          0.        ]]","[-1.47746607  0.21102635 -0.79993288  1.41157442 -0.30645443 -1.32129573
 -0.46909818 -0.29086433  0.00943153  0.15425248  0.        ]"
23,-2.58335,[-0.49922794 -1.17904601],[ 0.09270047 -0.8256067 ],-0.066402023506,[-0.7640903 -0.6023497],"[[-2.38157429  1.87272401 -0.03549811 -0.15279979]
 [ 1.14938497  4.1881991   0.          0.        ]]","[-1.46767943  0.14748833 -0.81075236  1.37760027 -0.30645434 -1.32129474
 -0.43242981  0.27208502  0.04728375  0.20214582  0.        ]"
24,-2.58168,[ 0.13312728 -0.14321699],[ 0.25803876 -0.05184397],-0.0706962583183,[-0.7640903 -0.6023497],"[[-2.37863608  1.91593026 -0.03549811 -0.15279979]
 [-0.84893907  0.14589435  0.          0.        ]]","[-1.46471144  0.09001895 -0.81399092  1.34154714 -0.30645425 -1.32129376
 -0.48762676 -0.34658968  0.07248501  0.24610862  0.        ]"
25,-2.56776,[-0.18406874  0.70198539],[ 0.21711999  0.05658132],-0.0691040696076,[-0.7640903 -0.6023497],"[[-2.39015877  1.91312891 -0.03549811 -0.15279979]
 [-0.30514092 -0.42412898  0.          0.        ]]","[-1.4762922   0.09371933 -0.80123676  1.34402416 -0.30645416 -1.32129278
 -0.47260597 -0.43383164  0.0577421   0.2402611   0.        ]"
26,-2.55708,[ 0.30978479  0.04351967],[ 0.38130218 -0.49891922],-0.0693829278646,[-0.7640903 -0.6023497],"[[-2.40351377  1.93261964 -0.03549811 -0.15279979]
 [-1.0279499   2.3639088   0.          0.        ]]","[-1.48953696  0.06805145 -0.78628191  1.32638086 -0.30645407 -1.3212918
 -0.49257103 -0.00712222  0.0518989   0.25650612  0.        ]"
27,-2.55062,[ 0.42680084  0.39604014],[ 0.16995877 -0.67615843],-0.0730203501753,[-0.7640903 -0.6023497],"[[-2.41156583  1.98115603 -0.03549811 -0.15279979]
 [ 0.21860048  2.48931528  0.          0.        ]]","[-1.49742885  0.00497332 -0.77717666  1.27840923 -0.30645398 -1.32129082
 -0.45813901  0.01207126  0.06559388  0.30383909  0.        ]"
28,-2.6381,[-0.64460388 -1.64360983],[-0.26001382 -1.20845711],-0.0812497250197,[-0.7640903 -0.6023497],"[[-2.39028754  2.04618027 -0.03549811 -0.15279979]
 [ 1.90364013  4.00804926  0.          0.        ]]","[-1.47641697 -0.07744048 -0.80109241  1.20527918 -0.30645389 -1.32128983
 -0.41159518  0.24451368  0.11470445  0.37798062  0.        ]"
29,-2.64421,[-0.47471787 -0.27146675],[-0.15370338 -0.46963057],-0.0860426820247,[-0.7640903 -0.6023497],"[[-2.37819048  2.08581899 -0.03549811 -0.15279979]
 [-0.68534081 -0.03071929  0.          0.        ]]","[-1.46425434 -0.12637009 -0.81447958  1.15583802 -0.30645379 -1.32128885
 -0.48310715 -0.37362057  0.14028117  0.42450632  0.        ]"
