timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-2.00577,[-0.04718974  1.6428763 ],[-1.22441816  1.7707119 ],-0.238035662203,[-0.22387244 -0.33398834],"[[ 0.06790861 -0.03792338  0.01084017 -0.12071312]
 [-0.00279039  0.00446665  0.          0.        ]]","[ 1.13753098  2.2007188   0.10015672 -0.85157157  0.09931422 -1.0469371
 -0.32938661 -0.35910813  1.25918768  0.99904038  0.        ]"
1,-2.05519,[-1.13039981  2.07093325],[-1.1939249   1.72824192],-0.240079576559,[-0.22387244 -0.33398834],"[[  6.59649293e-02   1.89363221e-03   1.08401650e-02  -1.20713124e-01]
 [ -1.90946317e-01   3.96403851e+00   0.00000000e+00   0.00000000e+00]]","[ 1.13770677  2.20169689  0.0972547  -0.72214714  0.09931407 -1.04693369
 -0.33610927  0.18134148  1.25776324  1.03142647  0.        ]"
2,-1.98239,[ 0.14517904  3.0693005 ],[-1.07760751  1.69176912],-0.241702306566,[-0.22387244 -0.33398834],"[[ 0.02247826  0.12013025  0.01084017 -0.12071312]
 [-4.14455262  7.8466755   0.          0.        ]]","[ 1.14036179  2.19165013  0.0322529  -0.33867649  0.09931391 -1.04693027
 -0.47738004  0.71128951  1.25275839  1.06274328  0.        ]"
3,-2.08197,[-1.01214985  1.48501794],[-0.9522332  1.6257627],-0.24248617492,[-0.22387244 -0.33398834],"[[ -5.38425945e-02   3.15230285e-01   1.08401650e-02  -1.20713124e-01]
 [ -3.48968862e+00   1.16506513e+01   0.00000000e+00   0.00000000e+00]]","[ 1.13870254  2.13308862 -0.08190671  0.27967893  0.09931376 -1.04692686
 -0.45397933  1.23049817  1.23235772  1.10488226  0.        ]"
4,-2.02234,[-1.40900093  1.83970662],[-0.75127625  1.52543497],-0.240420102125,[-0.22387244 -0.33398834],"[[ -1.62648900e-01   5.85670947e-01   1.08401650e-02  -1.20713124e-01]
 [ -7.37801560e+00   1.53809426e+01   0.00000000e+00   0.00000000e+00]]","[ 1.12244603  1.96972011 -0.2436844   1.068815    0.0993136  -1.04692345
 -0.59291752  1.73964296  1.17922115  1.15325838  0.        ]"
5,-1.85458,[-0.03886054  1.02359728],[-0.52633375  1.35766447],-0.228596329459,[-0.22387244 -0.33398834],"[[ -3.48452194e-01   9.29973174e-01   1.08401650e-02  -1.20713124e-01]
 [ -1.11896918e+01   1.90370073e+01   0.00000000e+00   0.00000000e+00]]","[ 1.05756602  1.64200485 -0.5122922   1.8778452   0.09931344 -1.04692004
 -0.72911644  2.23864479  1.08185628  1.13131699  0.        ]"
6,-1.64884,[-0.92978301  0.72511283],[-0.40321025  1.10360765],-0.208986919376,[-0.22387244 -0.33398834],"[[ -5.71579143e-01   1.34665476e+00   1.08401650e-02  -1.20713124e-01]
 [ -1.11231275e+01   2.26191988e+01   0.00000000e+00   0.00000000e+00]]","[ 0.92081687  1.11933104 -0.81083607  2.44151244  0.09931329 -1.04691663
 -0.7267362   2.72754564  0.9089151   1.10352237  0.        ]"
7,-1.15111,[-0.3269809   1.86871525],[-0.28725874  0.8456226 ],-0.181662954753,[-0.22387244 -0.33398834],"[[ -8.28757578e-01   1.82335279e+00   1.08401650e-02  -1.20713124e-01]
 [ -1.45833459e+01   2.50424034e+01   0.00000000e+00   0.00000000e+00]]","[ 0.69221534  0.46228148 -1.10431181  2.41967632  0.09931313 -1.04691321
 -0.8503763   3.05823854  0.64698308  1.06801762  0.        ]"
8,-0.93345,[-0.22008528  0.07184376],[-0.19255801  0.59844279],-0.150468906143,[-0.22387244 -0.33398834],"[[ -1.13052123e+00   2.35894640e+00   1.08401650e-02  -1.20713124e-01]
 [ -1.55896074e+01   2.85054235e+01   0.00000000e+00   0.00000000e+00]]","[ 0.34693505 -0.17670493 -1.35500592  1.56423574  0.09931298 -1.0469098
 -0.88633013  3.53082455  0.2898152   1.02407622  0.        ]"
9,-0.903027,[ 1.40947188  0.61200388],[-0.01235519  0.45770442],-0.131506597078,[-0.22387244 -0.33398834],"[[ -1.44796147e+00   2.92624075e+00   1.08401650e-02  -1.20713124e-01]
 [ -1.61525330e+01   2.82250262e+01   0.00000000e+00   0.00000000e+00]]","[-0.07312475 -0.54944965 -1.48642316 -0.03358288  0.09931282 -1.04690639
 -0.90644234  3.49248278 -0.13565362  1.00063831  0.        ]"
