timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-1.5322,[-0.2883683   0.88578814],[ 0.67846131  1.1483469 ],-0.186852685846,[-0.25718573 -0.33796597],"[[ 0.0307535   0.06470522  0.10237047  0.16668511]
 [ 0.0013356  -0.0024759   0.          0.        ]]","[ 1.14328828  2.25585604  0.06587421 -0.53935198  0.88606712  1.43947839
 -0.33140786 -0.36453897  0.58430078 -1.33859567  0.        ]"
1,-1.48715,[ 0.58533335  1.13469696],[ 0.65606272  1.07915974],-0.18552193318,[-0.25718573 -0.33796597],"[[ 0.01932079  0.09985109  0.10237047  0.16668511]
 [-1.14079853  3.50537069  0.          0.        ]]","[ 1.14368189  2.25175712  0.04882676 -0.42230446  0.88606505  1.43947259
 -0.36916141  0.11313627  0.58241486 -1.32661082  0.        ]"
2,-1.43626,[ 0.43411964  1.43405338],[ 0.5089761   0.98061591],-0.174629285631,[-0.25718573 -0.33796597],"[[ 0.01994851  0.20898095  0.10237047  0.16668511]
 [ 1.19581093  7.39465814  0.          0.        ]]","[ 1.14366133  2.22803634  0.04976281 -0.06213265  0.88606297  1.43946678
 -0.29192252  0.64275326  0.56669341 -1.22791101  0.        ]"
3,-1.31666,[-0.39448665 -0.03992281],[ 0.2446046   0.85686433],-0.147777147765,[-0.25718573 -0.33796597],"[[  0.06084479   0.39512657   0.10237047   0.16668511]
 [  2.88824324  11.20720048   0.           0.        ]]","[ 1.14136663  2.14989371  0.11070898  0.53090867  0.8860609   1.43946098
 -0.23597744  1.16191759  0.50252171 -1.00017883  0.        ]"
4,-1.03764,[ 0.70240283 -0.43793082],[ 0.06447314  0.78249645],-0.116051383771,[-0.25718573 -0.33796597],"[[  0.10238314   0.61546416   0.10237047   0.16668511]
 [  1.27096924  10.8278169    0.           0.        ]]","[ 1.13666543  1.99948806  0.17245617  1.17391007  0.88605882  1.43945518
 -0.28943743  1.1102523   0.38033478 -0.76831138  0.        ]"
5,-0.912938,[-0.33939939  1.77125381],[-0.14628208  0.71175921],-0.0844346743401,[-0.25718573 -0.33796597],"[[ 0.15544242  0.81246208  0.10237047  0.16668511]
 [ 4.02581914  8.87847977  0.          0.        ]]","[ 1.12719981  1.81750737  0.25093261  1.67064394  0.88605675  1.43944938
 -0.19837309  0.8448022   0.22118618 -0.57403995  0.        ]"
6,-0.846732,[-0.69123485  1.2108638 ],[-0.37647501  0.51393819],-0.0501985566199,[-0.25718573 -0.33796597],"[[  0.22168079   1.02799991   0.10237047   0.16668511]
 [  2.60282816  12.66268538   0.           0.        ]]","[ 1.10997396  1.57564042  0.34796371  2.10601464  0.88605467  1.43944357
 -0.24541107  1.36010611  0.00388597 -0.40649283  0.        ]"
7,-0.858067,[-2.15527861  0.9831433 ],[-0.55725074  0.32472217],-0.0326884676691,[-0.25718573 -0.33796597],"[[  0.24577795   1.31847348   0.10237047   0.16668511]
 [ -0.18380254  16.37228308   0.           0.        ]]","[ 1.10222794  1.19856667  0.38292813  2.48049632  0.88605259  1.43943777
 -0.33752542  1.86524396 -0.25599843 -0.34067521  0.        ]"
8,-0.837181,[-2.33195509 -1.57887497],[-0.55016744  0.18998098],-0.056808143845,[-0.25718573 -0.33796597],"[[  0.20243672   1.68173297   0.10237047   0.16668511]
 [ -4.13722316  19.94170343   0.           0.        ]]","[ 1.11558672  0.6894123   0.31990168  2.56574477  0.88605052  1.43943197
 -0.46820907  2.3512826  -0.50918485 -0.41983036  0.        ]"
9,-0.927737,[-0.61906743  0.15516727],[-0.40077037  0.11800176],-0.0881427105897,[-0.25718573 -0.33796597],"[[  0.08081335   2.03688144   0.10237047   0.16668511]
 [ -8.0125275   15.58757535   0.           0.        ]]","[ 1.13938608  0.21089003  0.14041545  2.22982176  0.88604844  1.43942616
 -0.59631032  1.75836186 -0.6714872  -0.60758126  0.        ]"
