timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-2.78463,[ 3.72132154  2.63598337],[ 2.42891884  2.68495345],-0.270298372647,[-0.42644206 -0.39325067],"[[-0.09829213 -0.04613532 -0.05209829  0.0465795 ]
 [-0.00154352  0.00078726  0.          0.        ]]","[ 1.08730192  2.23647147 -0.02298714 -1.04544663 -0.44890447  0.40488584
 -0.36953458 -0.37068483  1.87215104 -0.75078583  0.        ]"
1,-2.92858,[ 1.17338073  2.08876088],[ 2.1979394   2.34617066],-0.268393791477,[-0.42644206 -0.39325067],"[[-0.05864763 -0.00640732 -0.05209829  0.0465795 ]
 [ 3.95283132  3.95882634  0.          0.        ]]","[ 1.0916936   2.23795961  0.03647921 -0.92525753 -0.44890415  0.40488556
 -0.25908961  0.18429747  1.88246268 -0.63832859  0.        ]"
2,-2.84123,[ 1.40242309  1.0853776 ],[ 1.84957504  2.07317281],-0.261241897656,[-0.42644206 -0.39325067],"[[ 0.05930006  0.11169549 -0.05209829  0.0465795 ]
 [ 7.82905315  7.83852587  0.          0.        ]]","[ 1.09163782  2.22904722  0.21385446 -0.56851941 -0.44890383  0.40488528
 -0.15082746  0.72829504  1.87086406 -0.30296727  0.        ]"
3,-2.64205,[ 2.64427546  1.1662185 ],[ 1.47071183  1.81466579],-0.244869902293,[-0.42644206 -0.39325067],"[[  0.25400542   0.30662145  -0.05209829   0.0465795 ]
 [ 11.62892517  11.64138196   0.           0.        ]]","[ 1.04876094  2.17110506  0.50278691  0.00765723 -0.44890351  0.40488501
 -0.04469773  1.26151676  1.71677955  0.22222936  0.        ]"
4,-2.47886,[ 1.16181645  2.81105867],[ 0.93571609  1.64467359],-0.214102786295,[-0.42644206 -0.39325067],"[[  0.52396239   0.57684776  -0.05209829   0.0465795 ]
 [ 15.35460963  15.36878288   0.           0.        ]]","[ 0.9044631   2.00597801  0.87750982  0.74475087 -0.44890319  0.40488473
  0.05935994  1.78415575  1.26504862  0.79654765  0.        ]"
5,-2.03395,[-0.78646003  2.37810924],[ 0.09474527  1.37263429],-0.165667515189,[-0.42644206 -0.39325067],"[[  0.86771204   0.92087832  -0.05209829   0.0465795 ]
 [ 19.00863288  19.02201695   0.           0.        ]]","[ 0.5944801   1.67183409  1.27255258  1.50364507 -0.44890287  0.40488445
  0.16141613  2.29639057  0.45936294  1.11345028  0.        ]"
6,-1.3772,[-0.26920929  1.17237414],[-0.59158432  1.02089536],-0.108494463459,[-0.42644206 -0.39325067],"[[  1.2129222    1.33726579  -0.05209829   0.0465795 ]
 [ 15.52417795  22.60477753   0.           0.        ]]","[ 0.17561412  1.13605663  1.53405805  2.03849152 -0.44890256  0.40488417
  0.06409577  2.79873648 -0.36043328  0.85791537  0.        ]"
7,-1.32075,[-0.10183155  2.30599211],[-0.3264699  0.6190058],-0.0592532010753,[-0.42644206 -0.39325067],"[[  1.50968296   1.82459179  -0.05209829   0.0465795 ]
 [ 14.15661456  26.11612481   0.           0.        ]]","[-0.23324103  0.44431672  1.62657911  2.02368877 -0.44890224  0.40488389
  0.02589988  3.29105873 -0.74481626  0.178922    0.        ]"
8,-1.3991,[ 0.45110018  0.96961858],[ 0.62736154  0.78685009],-0.0503548114335,[-0.42644206 -0.39325067],"[[  1.78601573   2.38144739  -0.05209829   0.0465795 ]
 [ 13.47879636  29.55800247   0.           0.        ]]","[-0.62149638 -0.23475362  1.59467033  1.17947378 -0.44890192  0.40488362
  0.00696849  3.77362649 -0.54674059 -0.4901154   0.        ]"
9,-1.2672,[ 0.13811416  0.36975253],[ 0.67830849  1.11681473],-0.0753088035106,[-0.42644206 -0.39325067],"[[  2.07087409   3.00525267  -0.05209829   0.0465795 ]
 [ 15.00114062  27.06626152   0.           0.        ]]","[-0.99744476 -0.61608892  1.44512246 -0.49451369 -0.4489016   0.40488334
  0.04948739  3.42422488  0.04003879 -0.65642288  0.        ]"
