timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-3.1898,[ 2.97755525  2.88158055],[ 2.5974257   3.23753262],-0.224945176629,[-0.66456378 -0.5808121 ],"[[-0.01888871  0.03266897  0.00461516  0.09143671]
 [ 0.00065041  0.00452159  0.          0.        ]]","[ 1.06592187  2.04310856  0.18844012 -0.9747463   0.05483663  0.78438585
 -0.45864194 -0.36900231  1.44357436 -1.00287482  0.        ]"
1,-3.12973,[ 2.31497283  3.71056653],[ 2.09326982  2.6850605 ],-0.219630621805,[-0.66456378 -0.5808121 ],"[[ 0.02079927  0.0724709   0.00461516  0.09143671]
 [ 3.95498862  3.9624854   0.          0.        ]]","[ 1.06586609  2.04015495  0.24863975 -0.86818018  0.05483661  0.78438544
 -0.35102378  0.22102814  1.4391281  -0.87813064  0.        ]"
2,-3.22873,[ 0.75905439  1.55685968],[ 1.24467123  1.95600057],-0.202908211929,[-0.66456378 -0.5808121 ],"[[  1.38790095e-01   1.90646115e-01   4.61516208e-03   9.14367050e-02]
 [  7.83122172e+00   7.84210586e+00   0.00000000e+00   0.00000000e+00]]","[ 1.05221746  2.01829534  0.42694996 -0.55424002  0.05483659  0.78438503
 -0.24553128  0.79937944  1.37896702 -0.51353846  0.        ]"
3,-3.0126,[ 0.13089468  1.76581718],[-0.07290983  1.39410281],-0.174050361872,[-0.66456378 -0.5808121 ],"[[  3.23976184e-01   3.85646547e-01   4.61516208e-03   9.14367050e-02]
 [  1.06780112e+01   1.16452491e+01   0.00000000e+00   0.00000000e+00]]","[ 0.99064332  1.94024275  0.69998644 -0.05373902  0.05483657  0.78438462
 -0.16805529  1.36632917  1.14424118  0.0180247   0.        ]"
4,-2.90831,[-2.46913629  1.17298569],[-1.22025919  0.81784314],-0.136448929173,[-0.66456378 -0.5808121 ],"[[  5.40607940e-01   6.55962754e-01   4.61516208e-03   9.14367050e-02]
 [  1.09843198e+01   1.53739242e+01   0.00000000e+00   0.00000000e+00]]","[ 0.85912195  1.75107281  0.99778721  0.57304823  0.05483656  0.78438421
 -0.15971898  1.92217581  0.65082874  0.51289154  0.        ]"
5,-2.62624,[-2.22341388 -0.30407881],[-1.69309771  0.07871792],-0.099434957328,[-0.66456378 -0.5808121 ],"[[  7.18424649e-01   1.00012621e+00   4.61516208e-03   9.14367050e-02]
 [  6.81133508e+00   1.90302187e+01   0.00000000e+00   0.00000000e+00]]","[ 0.70731496  1.39520007  1.21552917  1.19407689  0.05483654  0.7843838
 -0.27328756  2.46722913  0.01996297  0.71703165  0.        ]"
6,-2.38899,[-2.23331901 -1.16025886],[-1.39837658 -0.68682408],-0.0715577012915,[-0.66456378 -0.5808121 ],"[[  8.13624347e-01   1.36487976e+00   4.61516208e-03   9.14367050e-02]
 [  2.72203567e+00   1.74503708e+01   0.00000000e+00   0.00000000e+00]]","[ 0.61152155  0.92158147  1.31956169  1.56230841  0.05483652  0.78438338
 -0.38457861  2.23171069 -0.48212211  0.60263628  0.        ]"
7,-2.20883,[-0.86814799 -0.50276355],[-1.07595527 -1.18354774],-0.0542708878632,[-0.66456378 -0.5808121 ],"[[  8.27839961e-01   1.67070064e+00   4.61516208e-03   9.14367050e-02]
 [ -1.28744366e+00   1.31460203e+01   0.00000000e+00   0.00000000e+00]]","[ 0.59641982  0.49244126  1.33426025  1.60558167  0.0548365   0.78438297
 -0.49369731  1.59004337 -0.72990189  0.37287471  0.        ]"
8,-2.16859,[-0.39552495 -2.43811777],[-0.81170344 -1.36684871],-0.0412745523118,[-0.66456378 -0.5808121 ],"[[  7.67878814e-01   1.91104027e+00   4.61516208e-03   9.14367050e-02]
 [ -4.69747897e+00   1.08953985e+01   0.00000000e+00   0.00000000e+00]]","[ 0.6587344   0.16236616  1.27075909  1.4652409   0.05483648  0.78438256
 -0.58650198  1.25453394 -0.78757071  0.16600565  0.        ]"
9,-2.11881,[-1.14444727 -1.67349479],[-0.61285329 -1.46309352],-0.0296898613089,[-0.66456378 -0.5808121 ],"[[  6.59157277e-01   2.08705634e+00   4.61516208e-03   9.14367050e-02]
 [ -6.16984688e+00   6.72010621e+00   0.00000000e+00   0.00000000e+00]]","[ 0.76200228 -0.06322529  1.1461277   1.26950158  0.05483647  0.78438215
 -0.62657254  0.63210776 -0.74950548  0.01910343  0.        ]"
10,-2.11189,[-0.07781334 -1.9597039 ],[ 0.08670404 -0.89577281],-0.0160672287188,[-0.66456378 -0.5808121 ],"[[  4.97269323e-01   2.18039589e+00   4.61516208e-03   9.14367050e-02]
 [ -1.00062040e+01   2.62744059e+00   0.00000000e+00   0.00000000e+00]]","[ 0.89032644 -0.1745414   0.94069976  1.13598902  0.05483645  0.78438174
 -0.73097959  0.02199919 -0.63649685 -0.04663457  0.        ]"
11,-2.08714,[ 0.06010943 -0.08001818],[ 0.83867168  0.27868673],-0.00584095652511,[-0.66456378 -0.5808121 ],"[[  2.96042798e-01   2.19269143e+00   4.61516208e-03   9.14367050e-02]
 [ -1.01160397e+01  -1.38451609e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00301305 -0.18870103  0.65962849  1.11694717  0.05483643  0.78438133
 -0.73396843 -0.57607773 -0.45952176 -0.05576594  0.        ]"
12,-2.06982,[ 2.85692295  0.51807328],[ 1.41080868  0.81142777],-0.0251435993107,[-0.66456378 -0.5808121 ],"[[  9.81196007e-02   2.16209344e+00   4.61516208e-03   9.14367050e-02]
 [ -9.67773733e+00  -1.67431387e+00   0.00000000e+00   0.00000000e+00]]","[ 1.05919144 -0.15323846  0.3656858   1.1637143   0.05483641  0.78438092
 -0.72203956 -0.61927869 -0.25874617 -0.06872797  0.        ]"
13,-2.05972,[ 1.47764468  1.2833976 ],[ 1.27215755  0.59453881],-0.0401492116576,[-0.66456378 -0.5808121 ],"[[ -5.37964532e-02   2.14951699e+00   4.61516208e-03   9.14367050e-02]
 [ -5.52772288e+00   4.09760314e-01   0.00000000e+00   0.00000000e+00]]","[ 1.06407395 -0.13844714  0.13551841  1.18233419  0.05483639  0.7843805
 -0.60909557 -0.30859783 -0.1155006  -0.11650836  0.        ]"
14,-2.07065,[ 1.82279151 -0.27954736],[ 0.76757354 -0.22252107],-0.0422479269595,[-0.66456378 -0.5808121 ],"[[-0.12353821  2.19735588  0.00461516  0.09143671]
 [-1.45998152  4.36098487  0.          0.        ]]","[ 1.0551081  -0.19404014  0.03016223  1.10963479  0.05483638  0.78438009
 -0.4983907   0.28042611 -0.10152541 -0.17312415  0.        ]"
15,-2.08286,[-0.14191935 -0.11921748],[ 0.27960038 -0.31690818],-0.0354598257486,[-0.66456378 -0.5808121 ],"[[-0.11272871  2.27260189  0.00461516  0.09143671]
 [ 2.52767067  3.16759976  0.          0.        ]]","[ 1.05695716 -0.27760516  0.04644509  0.98529838  0.05483636  0.78437968
 -0.38986551  0.10252358 -0.17664686 -0.21088441  0.        ]"
16,-2.08179,[-0.02416631 -0.3946349 ],[ 0.17886153 -0.41303533],-0.0284320395471,[-0.66456378 -0.5808121 ],"[[-0.06831329  2.33058842  0.00461516  0.09143671]
 [ 1.91590056  2.63283599  0.          0.        ]]","[ 1.06278566 -0.33850972  0.11353864  0.88153641  0.05483634  0.78437927
 -0.40651486  0.02280426 -0.2580629  -0.23351553  0.        ]"
17,-2.08402,[ 0.03551811 -0.60121694],[ 0.14539954 -0.24684167],-0.0244665217417,[-0.66456378 -0.5808121 ],"[[-0.03133496  2.36704408  0.00461516  0.09143671]
 [ 1.78236978  1.01811188  0.          0.        ]]","[ 1.06545879 -0.37514018  0.16955926  0.81293357  0.05483632  0.78437886
 -0.41014878 -0.21790895 -0.31319954 -0.25004775  0.        ]"
18,-2.07794,[-0.17810029  0.36806358],[ 0.17570239  0.15619731],-0.021804711265,[-0.66456378 -0.5808121 ],"[[ 0.00536966  2.36331892  0.00461516  0.09143671]
 [ 1.88773697 -1.38262749  0.          0.        ]]","[ 1.06614989 -0.37145766  0.22522964  0.82005902  0.05483631  0.78437845
 -0.40728103 -0.57579647 -0.33705    -0.23909072  0.        ]"
19,-2.08457,[-0.45557394 -0.13909562],[ 0.10542504 -0.14108098],-0.0196834536629,[-0.66456378 -0.5808121 ],"[[ 0.03567503  2.35056343  0.00461516  0.09143671]
 [ 1.14527567  0.10213196  0.          0.        ]]","[ 1.06524621 -0.35874324  0.27118919  0.84426019  0.05483629  0.78437804
 -0.42748717 -0.35445729 -0.35023022 -0.22299796  0.        ]"
20,-2.0713,[ 0.28443518  0.39880339],[ 0.32227457  0.01933032],-0.0193727681048,[-0.66456378 -0.5808121 ],"[[ 0.04025786  2.34706015  0.00461516  0.09143671]
 [-0.68090703 -0.4506176   0.          0.        ]]","[ 1.0649929  -0.3552228   0.27813591  0.85085254  0.05483627  0.78437762
 -0.47718711 -0.43685774 -0.35117137 -0.21935294  0.        ]"
21,-2.09522,[-0.43475573 -1.16416079],[ 0.10524514 -0.33069462],-0.0194880758895,[-0.66456378 -0.5808121 ],"[[ 0.03807236  2.35398067  0.00461516  0.09143671]
 [ 0.45856198  1.13737819  0.          0.        ]]","[ 1.06511641 -0.36216509  0.27482311  0.8378058   0.05483625  0.78437721
 -0.44617592 -0.20012864 -0.35443156 -0.22523344  0.        ]"
22,-2.06883,[ 0.02022084  1.08812285],[ 0.55861342  0.54355621],-0.020307451121,[-0.66456378 -0.5808121 ],"[[ 0.02988485  2.33677479  0.00461516  0.09143671]
 [-1.27153858 -2.8446959   0.          0.        ]]","[ 1.06551953 -0.34481727  0.26241034  0.87007164  0.05483623  0.7843768
 -0.49326097 -0.79375249 -0.33599597 -0.21343516  0.        ]"
