timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.413578560748,"[[-0.07880647  0.08895687 -0.19735061  0.06652481]
 [ 0.00440948  0.00219686  0.          0.        ]]",[-2.51513863 -4.59801722],-4.33521,"[ 1.1840966   2.49413285 -0.10951222  1.11436556 -1.7035305   0.58582924
 -0.53109248  0.36788824  2.89176177 -0.58793355  0.        ]",[-0.27466947 -0.08432133],[-3.05228854 -6.04112546]
1,-0.41537335642,"[[-0.11839427  0.04928794 -0.19735061  0.06652481]
 [-3.95002508 -3.95590424  0.          0.        ]]",[-2.4325273  -4.49047232],-4.3659,"[ 1.17868785  2.49822564 -0.16759232  0.96044728 -1.70352721  0.58582885
 -0.63270478 -0.1433459   2.88682897 -0.6940799   0.        ]",[-0.27466947 -0.08432133],[-2.1304969  -3.66635158]
2,-0.417991689884,"[[-0.23628623 -0.06875706 -0.19735061  0.06652481]
 [-7.82627958 -7.83566743  0.          0.        ]]",[-2.26173258 -4.23136711],-4.2844,"[ 1.14984363  2.49649734 -0.33858462  0.50158847 -1.70352393  0.58582846
 -0.73230808 -0.64446166  2.83433225 -1.00496904  0.        ]",[-0.27466947 -0.08432133],[-1.60838926 -4.65910441]
3,-0.413350984815,"[[ -0.43093604  -0.26362652  -0.19735061   0.06652481]
 [-11.62613461 -11.63859132   0.           0.        ]]",[-1.93796492 -3.83209586],-4.35626,"[ 1.06153445  2.44830138 -0.60932161 -0.24474868 -1.70352065  0.58582807
 -0.82994812 -1.13565204  2.63051973 -1.47276034  0.        ]",[-0.27466947 -0.08432133],[-2.91238087 -5.82679977]
4,-0.388971452846,"[[ -0.70083651  -0.53379774  -0.19735061   0.06652481]
 [-15.35173893 -15.36606476   0.           0.        ]]",[-1.51052237 -3.39939785],-4.19891,"[ 0.86133556  2.29173572 -0.94420568 -1.21023363 -1.70351737  0.58582768
 -0.92568007 -1.61709545  2.15345471 -1.94408049  0.        ]",[-0.27466947 -0.08432133],[-1.85301883 -4.21133917]
5,-0.331137907045,"[[ -1.04452747  -0.87777468  -0.19735061   0.06652481]
 [-19.0056282  -19.01937149   0.           0.        ]]",[-0.80089366 -2.96011853],-3.65987,"[ 0.49778331  1.95933777 -1.26831747 -2.22351556 -1.70351409  0.58582729
 -1.01956907 -2.08895636  1.38934512 -2.12383757  0.        ]",[-0.27466947 -0.08432133],[ 0.07836053 -3.01246717]
6,-0.239323101709,"[[ -1.41778938  -1.294101    -0.19735061   0.06652481]
 [-18.32320233 -22.60128039   0.           0.        ]]",[ 0.33083662 -2.64060974],-2.73689,"[ 0.01224697  1.41184617 -1.45059302 -2.97280784 -1.70351081  0.58582691
 -1.00203252 -2.55159071  0.64989798 -1.74541706  0.        ]",[-0.27466947 -0.08432133],[ 0.34864009 -3.46179078]
7,-0.143427201073,"[[ -1.76682622  -1.78135489  -0.19735061   0.06652481]
 [-16.58643752 -26.11241488   0.           0.        ]]",[ 1.77398849 -2.5386498 ],-2.10171,"[-0.46952533  0.68994122 -1.4395777  -3.03483458 -1.70350753  0.58582652
 -0.95740386 -3.0050771   0.37768731 -0.98935725  0.        ]",[-0.27466947 -0.08432133],[ 1.86136875 -3.02104373]
8,-0.12679181287,"[[ -2.05560653  -2.33813868  -0.19735061   0.06652481]
 [-12.30550176 -29.55453209   0.           0.        ]]",[ 3.2282927  -2.73076868],-2.23927,"[-0.84594212 -0.03650625 -1.2979114  -2.03071708 -1.70350424  0.58582613
 -0.84740058 -3.44964031  0.67801248 -0.39702419  0.        ]",[-0.27466947 -0.08432133],[ 2.04810384 -1.58341597]
9,-0.193497078451,"[[ -2.25959004  -2.96308321  -0.19735061   0.06652481]
 [ -8.10615518 -32.92870232   0.           0.        ]]",[ 3.68345785 -3.08870649],-2.33119,"[-1.08123825 -0.47050837 -1.13167366  0.0781781  -1.70350096  0.58582574
 -0.73949395 -3.88541621  1.22034788 -0.37353117  0.        ]",[-0.27466947 -0.08432133],[ 2.89217035 -2.51953316]
