timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.405507131625,[ 0.01482183 -0.10146807],[ 0.03093842 -1.08824599],-2.36644,"[ 1.06315297  1.52842754 -0.12457728  0.31520596 -1.70412314 -0.34509782
 -0.34502158  0.26505854  2.43700193  0.18348522  0.        ]","[[-0.05017336 -0.06195817 -0.19549347 -0.04326064]
 [ 0.00372112  0.00025063  0.          0.        ]]",[-0.26638801 -0.91361777]
1,-0.404408818955,[ 0.01482183 -0.10146807],[ 0.02659951 -1.09346366],-2.38735,"[ 1.06233692  1.52488486 -0.14061815  0.23604273 -1.7040946  -0.34509616
 -0.43785305 -0.23215886  2.43191379  0.13857817  0.        ]","[[-0.06065868 -0.09824516 -0.19549347 -0.04326064]
 [-1.04875532 -3.616896    0.          0.        ]]",[ 0.21206578  0.31297601]
2,-0.402464819117,[ 0.01482183 -0.10146807],[ 0.02866381 -1.09226298],-2.34399,"[ 1.06118155  1.51571365 -0.15950639  0.10757109 -1.70406606 -0.3450945
 -0.36207047 -0.05201026  2.42114619  0.07309216  0.        ]","[[-0.0730138  -0.1574341  -0.19549347 -0.04326064]
 [-0.18961425 -2.30636448  0.          0.        ]]",[ 0.33373232 -0.49063007]
3,-0.400863044999,[ 0.01482183 -0.10146807],[ 0.02857299 -1.09229863],-2.2503,"[ 1.06207146  1.5007693  -0.14498509 -0.0324664  -1.70403751 -0.34509284
 -0.24522448 -0.31284965  2.41108909  0.03674615  0.        ]","[[-0.06351508 -0.22260005 -0.19549347 -0.04326064]
 [ 1.13507265 -4.20390423  0.          0.        ]]",[-0.01373245 -2.81321014]
4,-0.39727434362,[ 0.01482183 -0.10146807],[ 0.02656753 -1.0926677 ],-2.3425,"[ 1.06366196  1.45897969 -0.11140468 -0.29066286 -1.70400897 -0.34509119
 -0.25186868 -0.84569594  2.38734529 -0.02387661  0.        ]","[[-0.04156933 -0.34557061 -0.19549347 -0.04326064]
 [ 1.05973362 -8.08023293  0.          0.        ]]",[-0.94183996 -1.94335101]
5,-0.386717339128,[ 0.01482183 -0.10146807],[ 0.02220871 -1.09273589],-2.37136,"[ 1.06252054  1.35479175 -0.13648165 -0.68447128 -1.70398044 -0.34508953
 -0.58226516 -1.36779752  2.31162932 -0.18845788  0.        ]","[[ -0.05795592  -0.54528409  -0.19549347  -0.04326064]
 [ -2.68602561 -11.87846993   0.           0.        ]]",[-0.7812447  -0.28974617]
6,-0.364743419099,[ 0.01482183 -0.10146807],[ 0.01918298 -1.0875082 ],-2.3179,"[ 1.05083652  1.16978422 -0.26481755 -1.10709326 -1.7039519  -0.34508787
 -0.85023486 -1.49300807  2.13813385 -0.44015724  0.        ]","[[ -0.14215685  -0.79199397  -0.19549347  -0.04326064]
 [ -5.72407418 -12.78948874   0.           0.        ]]",[-0.99493349  0.26131679]
7,-0.330663174795,[ 0.01482183 -0.10146807],[ 0.01531123 -1.07961965],-2.1875,"[ 1.00485034  0.9372224  -0.49323967 -1.43107175 -1.70392336 -0.34508622
 -1.1875954  -1.31576569  1.8551995  -0.68349521  0.        ]","[[ -0.29501265  -1.03484809  -0.19549347  -0.04326064]
 [ -9.54887128 -11.50021023   0.           0.        ]]",[-1.24383499 -0.61218833]
8,-0.280034128529,[ 0.01482183 -0.10146807],[ 0.01583141 -1.05919194],-1.93799,"[ 0.87866643  0.6576578  -0.81413888 -1.65031033 -1.70389483 -0.34508456
 -1.52004222 -1.61744616  1.445636   -0.83683066  0.        ]","[[ -0.52380513  -1.2868741   -0.19549347  -0.04326064]
 [-13.31807372 -13.69504402   0.           0.        ]]",[-0.92299275 -2.06348685]
9,-0.207805856325,[ 0.01482183 -0.10146807],[ 0.02367945 -1.01865613],-1.64428,"[ 0.619341    0.2852579  -1.17240895 -1.73711129 -1.7038663  -0.3450829
 -1.81915122 -2.1241867   0.94414234 -0.7566579   0.        ]","[[ -0.82418985  -1.59776629  -0.19549347  -0.04326064]
 [-16.70948012 -17.38184784   0.           0.        ]]",[-0.02609897 -0.51154543]
10,-0.135686158803,[ 0.01482183 -0.10146807],[ 0.04351529 -0.954786  ],-1.37021,"[ 0.23574842 -0.14472765 -1.45012711 -1.57231165 -1.70383776 -0.34508125
 -1.79939211 -2.35508557  0.57851703 -0.37770397  0.        ]","[[ -1.15613516  -1.96226158  -0.19549347  -0.04326064]
 [-16.48583803 -19.06209848   0.           0.        ]]",[-0.3063132  -0.77826928]
11,-0.121774256213,[ 0.01482183 -0.10146807],[ 0.06531204 -0.8831172 ],-1.17474,"[-0.21819244 -0.55181337 -1.57553632 -1.07433137 -1.70380923 -0.34507959
 -1.87786261 -2.72655345  0.54423103  0.11375076  0.        ]","[[ -1.49478201  -2.37062491  -0.19549347  -0.04326064]
 [-17.37589573 -21.76526595   0.           0.        ]]",[ 1.98895872 -0.26267866]
12,-0.170933299406,[ 0.01482183 -0.10146807],[ 0.08200965 -0.82634526],-1.50917,"[-0.6379535  -0.82945035 -1.54015878 -0.25750425 -1.70378071 -0.34507793
 -1.49853464 -2.81009951  0.81791264  0.3981808   0.        ]","[[ -1.79915731  -2.81203573  -0.19549347  -0.04326064]
 [-13.0755272  -22.37386529   0.           0.        ]]",[-0.6571812   0.19193227]
13,-0.208098440882,[ 0.01482183 -0.10146807],[ 0.0747342  -0.84155566],-1.63168,"[-1.00553745 -0.8946991  -1.3823919   0.44517572 -1.70375218 -0.34507628
 -1.70515752 -0.42290222  1.08408199  0.36848558  0.        ]","[[ -2.08418026  -3.1390214   -0.19549347  -0.04326064]
 [-15.41843665  -5.00589344   0.           0.        ]]",[-0.38687644  0.27570668]
14,-0.209016443704,[ 0.01482183 -0.10146807],[ 0.07310151 -0.84810048],-1.42169,"[-1.35199126 -0.8946906  -1.07713983  0.44414863 -1.70372365 -0.34507462
 -1.81327672  0.61699983  1.09259838  0.3587261   0.        ]","[[ -2.40485059  -3.13855317  -0.19549347  -0.04326064]
 [-16.6446255    2.55988492   0.           0.        ]]",[ 1.81967301 -1.6370648 ]
15,-0.20853736141,[ 0.01482183 -0.10146807],[ 0.0831951 -0.8324486],-1.55362,"[-1.57570238 -0.89268636 -0.70981412  0.32505706 -1.70369513 -0.34507296
 -1.43497865  0.60455527  1.08380688  0.38237452  0.        ]","[[ -2.69471185  -3.08411016  -0.19549347  -0.04326064]
 [-12.35581026   2.46937121   0.           0.        ]]",[ 0.50274019 -0.92935169]
16,-0.209932060085,[ 0.01482183 -0.10146807],[ 0.08878566 -0.82275414],-1.50347,"[-1.67789002 -0.88899362 -0.38529443  0.23904536 -1.70366661 -0.3450713
 -1.23782991  0.46812965  1.08876262  0.40134666  0.        ]","[[ -2.91940287  -3.04469277  -0.19549347  -0.04326064]
 [-10.12073997   1.4768371    0.           0.        ]]",[ 0.75457481 -1.80758706]
17,-0.211776571387,[ 0.01482183 -0.10146807],[ 0.09551189 -0.81056064],-1.67279,"[-1.71013357 -0.88616905 -0.12690768  0.19200994 -1.70363808 -0.34506965
 -0.95664555  0.36793453  1.09964642  0.40871021  0.        ]","[[-3.08983228 -3.02307752 -0.19549347 -0.04326064]
 [-6.93282429  0.74789221  0.          0.        ]]",[ 0.04584472  0.50840322]
