timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.06777833  1.30957711  0.06556321 -0.51422781 -1.06118022 -1.14149742
 -0.23106058 -0.17806895  1.86306965  0.91653336  0.        ]",[-1.23579082  0.65320505],-0.352891864194,-0.352891864194,[ 0.04777443  0.40360466],"[[ 0.05337668 -0.06480319 -0.11564994 -0.13223829]
 [-0.00485546 -0.00306984  0.          0.        ]]",[ 0.06277378 -0.00621342]
1,"[ 1.06960207  1.3111847   0.0047131  -0.46560352 -1.06115795 -1.14147147
 -0.59147297  0.16206042  1.86365851  0.87745051  0.        ]",[ 1.56710956 -0.6944506 ],-0.350900513412,-0.350900513412,[ 0.05210327  0.40921891],"[[ 0.01357993 -0.03889811 -0.11564994 -0.13223829]
 [-3.96164104  2.58494777  0.          0.        ]]",[ 0.06277378 -0.00621342]
2,"[ 1.06926835  1.3119315  -0.05456157 -0.42129845 -1.06113567 -1.14144551
 -0.22389405 -0.20625762  1.86308228  0.83806207  0.        ]",[ 2.61032637 -0.43578673],-0.348798770498,-0.348798770498,[ 0.04990535  0.40576524],"[[-0.02516526 -0.01531739 -0.11564994 -0.13223829]
 [ 0.07368253 -0.21753087  0.          0.        ]]",[ 0.06277378 -0.00621342]
3,"[ 1.06950739  1.3112045   0.00840268 -0.4619406  -1.0611134  -1.14141956
  0.136376   -0.43267139  1.86354206  0.88249845  0.        ]",[-0.61230948 -0.04774527],-0.351174732051,-0.351174732051,[ 0.04566014  0.40078181],"[[ 0.01599099 -0.0369531  -0.11564994 -0.13223829]
 [ 4.02877152 -1.94029287  0.          0.        ]]",[ 0.06277378 -0.00621342]
4,"[ 1.06612391  1.30835466  0.09318577 -0.53756    -1.06109113 -1.14139361
 -0.09152036 -0.45233652  1.86205399  0.93370156  0.        ]",[-0.67763252  0.21821805],-0.353737448876,-0.353737448876,[ 0.04570514  0.39965692],"[[ 0.07146462 -0.07726057 -0.11564994 -0.13223829]
 [ 1.52692103 -2.0899594   0.          0.        ]]",[ 0.06277378 -0.00621342]
5,"[ 1.06576352  1.30457943  0.09827574 -0.59874553 -1.06106886 -1.14136767
 -0.33848533 -0.33319436  1.86139406  0.91311533  0.        ]",[ 0.86407417 -1.17394729],-0.352527630406,-0.352527630406,[ 0.04746422  0.40089262],"[[ 0.07480087 -0.10996472 -0.11564994 -0.13223829]
 [-1.18426859 -1.18347998  0.          0.        ]]",[ 0.06277378 -0.00621342]
6,"[ 1.06453456  1.29364144  0.1148383  -0.71626331 -1.06104659 -1.14134172
 -0.02483996 -0.85068763  1.85850679  0.87998802  0.        ]",[ 2.15740457  0.38872225],-0.350349304866,-0.350349304866,[ 0.04355023  0.39161184],"[[ 0.08566143 -0.17314045 -0.11564994 -0.13223829]
 [ 2.25885587 -5.1209645   0.          0.        ]]",[ 0.06277378 -0.00621342]
7,"[ 1.04959593  1.27105643  0.24290175 -0.87402472 -1.06102433 -1.14131578
  0.33139162 -0.63525132  1.85145889  0.93816049  0.        ]",[ 2.10468183 -0.41364103],-0.352497196044,-0.352497196044,[ 0.0387275   0.38783213],"[[ 0.17007491 -0.25911438 -0.11564994 -0.13223829]
 [ 6.16948597 -3.48187754  0.          0.        ]]",[ 0.06277378 -0.00621342]
8,"[ 0.99390864  1.23997686  0.48253704 -1.02719583 -1.06100206 -1.14128984
  0.68069273 -0.84162202  1.82847307  1.1089737   0.        ]",[-0.11278821 -0.22610291],-0.359485797002,-0.359485797002,[ 0.03256118  0.37807932],"[[  0.33193799  -0.34450729  -0.11564994  -0.13223829]
 [ 10.00407009  -5.05215421   0.           0.        ]]",[ 0.06277378 -0.00621342]
9,"[ 0.88248666  1.18815027  0.75155121 -1.21587223 -1.0609798  -1.1412639
  0.62205057 -0.94607435  1.77532561  1.29981937  0.        ]",[ 1.04058343  1.91340354],-0.365357556968,-0.365357556968,[ 0.02942223  0.37058312],"[[ 0.52556143 -0.45352545 -0.11564994 -0.13223829]
 [ 9.36041879 -5.84701067  0.          0.        ]]",[ 0.06277378 -0.00621342]
