timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.10293678  1.41898513 -0.05885329 -1.50361992  0.99546382  0.19478622
  0.09529386 -0.30959811  0.56528981 -0.74906382  0.        ]",[ 0.35360757  3.10354921],-0.105901736283,-0.105901736283,[ 0.93943131  3.56380868],"[[-0.09733835 -0.08267708  0.11512454  0.02192724]
 [-0.00066312  0.00168     0.          0.        ]]",[-0.67187023 -0.65944034]
1,"[ 1.10473868  1.42223266 -0.03819793 -1.40140671  0.99546311  0.19478615
  0.28522372  0.34563537  0.57561432 -0.65467929  0.        ]",[-0.21036505  2.16480651],-0.103518305789,-0.103518305789,[-0.29740012  2.4976213 ],"[[-0.08333203 -0.04292143  0.11512454  0.02192724]
 [ 1.39664567  3.96069305  0.          0.        ]]",[-0.67187023 -0.65944034]
2,"[ 1.10676408  1.41974635 -0.00971026 -1.09721778  0.99546241  0.19478608
  0.16815052  0.98804103  0.58576904 -0.43282031  0.        ]",[-0.83597753  2.2279473 ],-0.0984653141054,-0.0984653141054,[-0.86460125  1.62967873],"[[-0.06404092  0.07523688  0.11512454  0.02192724]
 [ 0.53534253  7.84220079  0.          0.        ]]",[-0.67187023 -0.65944034]
3,"[ 1.10433691  1.37615565 -0.04307144 -0.60304263  0.99546171  0.19478601
 -0.28299282  1.61788259  0.56555624 -0.21624247  0.        ]",[ 0.15253032  0.64374542],-0.0932434889209,-0.0932434889209,[-0.18755922  1.12939537],"[[ -0.08663516   0.27026385   0.11512454   0.02192724]
 [ -2.78370352  11.64780284   0.           0.        ]]",[-0.67187023 -0.65944034]
4,"[ 1.09656877  1.24707094 -0.1152839   0.00367848  0.99546101  0.19478593
 -0.19358213  2.00153611  0.49538005  0.0046418   0.        ]",[-1.34276488  0.19261104],-0.0859061185451,-0.0859061185451,[-0.9345752   0.46347743],"[[ -0.13570994   0.52647823   0.11512454   0.02192724]
 [ -2.12591302  13.96591299   0.           0.        ]]",[-0.67187023 -0.65944034]
5,"[ 1.07607195  1.01840694 -0.23447774  0.57629945  0.99546031  0.19478586
 -0.72561451  2.0822066   0.37547995  0.15526059  0.        ]",[ 0.01953666 -0.05049928],-0.0758893996907,-0.0758893996907,[-0.14152136  0.06465939],"[[ -0.21749919   0.81068768   0.11512454   0.02192724]
 [ -6.04005631  14.45335981   0.           0.        ]]",[-0.67187023 -0.65944034]
6,"[ 1.0297503   0.71777538 -0.40362606  0.99908725  0.99545961  0.19478579
 -0.69883005  2.00172091  0.22871247  0.19112073  0.        ]",[  3.94849839e-04  -8.12777896e-01],-0.0626459994707,-0.0626459994707,[-0.18669955 -0.39719918],"[[ -0.33632327   1.09487582   0.11512454   0.02192724]
 [ -5.84300682  13.96707421   0.           0.        ]]",[-0.67187023 -0.65944034]
7,"[ 0.96640372  0.42009422 -0.5616912   1.21656964  0.99545891  0.19478572
 -0.68278281  1.4232924   0.08002026  0.17730595  0.        ]",[ 0.47066158 -1.34825666],-0.0484830912058,-0.0484830912058,[ 0.0748191  -0.39781705],"[[ -0.45199833   1.33915133   0.11512454   0.02192724]
 [ -5.72495061  10.47212509   0.           0.        ]]",[-0.67187023 -0.65944034]
8,"[ 0.901752    0.20442143 -0.68470884  1.28010291  0.99545821  0.19478565
 -0.41410461  0.73357062 -0.02979028  0.13203209  0.        ]",[-0.34584645 -1.00211817],-0.0371039854901,-0.0371039854901,[-0.06767622 -0.22581312],"[[-0.54666496  1.50678059  0.11512454  0.02192724]
 [-3.74829842  6.30471572  0.          0.        ]]",[-0.67187023 -0.65944034]
9,"[ 0.83189486  0.09363271 -0.79284097  1.28480519  0.99545751  0.19478558
 -0.58997898  0.05760954 -0.07641072  0.03446893  0.        ]",[ 0.6947728   0.69579982],-0.0300317341536,-0.0300317341536,[ 0.98646295  0.38658363],"[[-0.63461274  1.59189625  0.11512454  0.02192724]
 [-5.04219995  2.2204492   0.          0.        ]]",[-0.67187023 -0.65944034]
