timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.04586939  1.89069732  0.18647399 -1.16288389  0.44244474 -0.15938814
  0.11109087 -0.33963388  0.95843197  0.07532029  0.        ]",[-1.59215407  0.73204133],-0.158254993816,-0.158254993816,[-0.59374744  1.7787199 ],"[[ 0.01401885 -0.06968537  0.05228816 -0.01983225]
 [-0.0045752   0.00113743  0.          0.        ]]",[-0.09237247 -0.14123735]
1,"[ 1.04552901  1.89280341  0.12610031 -1.07894871  0.44244435 -0.15938802
 -0.30730806  0.0681669   0.9576395   0.02531361  0.        ]",[-0.40916884  1.796358  ],-0.157751824266,-0.157751824266,[-0.33585083  1.60135436],"[[-0.02577356 -0.04056499  0.05228816 -0.01983225]
 [-3.96148726  2.9012308   0.          0.        ]]",[-0.09237247 -0.14123735]
2,"[ 1.03550915  1.8917704  -0.01715266 -0.79852369  0.44244396 -0.15938789
 -0.47033363  0.61695697  0.95201918 -0.0637635   0.        ]",[-2.10309451  2.54932919],-0.156764867647,-0.156764867647,[-0.27649593  1.27509832],"[[-0.12047247  0.05661719  0.05228816 -0.01983225]
 [-5.50326627  6.80397691  0.          0.        ]]",[-0.09237247 -0.14123735]
3,"[ 0.99385363  1.85887349 -0.23827801 -0.30069959  0.44244357 -0.15938777
 -0.87727457  1.15500043  0.92924999 -0.17777194  0.        ]",[-0.98160011  0.1496337 ],-0.15442054139,-0.15442054139,[ 0.36514747  0.91586858],"[[ -0.26915137   0.23108776   0.05228816  -0.01983225]
 [ -9.35182075  10.63030606   0.           0.        ]]",[-0.09237247 -0.14123735]
4,"[ 0.87330162  1.76419383 -0.55330495  0.28737264  0.44244318 -0.15938765
 -1.26835203  1.20888651  0.85956646 -0.38762715  0.        ]",[ 0.19029582 -0.36956507],-0.149267317066,-0.149267317066,[ 1.42147529  0.95302492],"[[ -0.49329579   0.44753947   0.05228816  -0.01983225]
 [-13.0503619   11.01353452   0.           0.        ]]",[-0.09237247 -0.14123735]
5,"[ 0.66308593  1.62462574 -0.86256959  0.78730626  0.44244279 -0.15938753
 -1.16142303  0.97235609  0.73553301 -0.63621034  0.        ]",[ 4.63484994  1.23006295],-0.143140407376,-0.143140407376,[ 2.03352857  1.180825  ],"[[ -0.7441569    0.6509333    0.05228816  -0.01983225]
 [-12.03912605   9.33144915   0.           0.        ]]",[-0.09237247 -0.14123735]
6,"[ 0.44841697  1.42074203 -1.06269986  1.25462523  0.4424424  -0.15938741
 -0.7180596   1.50292325  0.61385302 -0.7369184   0.        ]",[ 1.05548896 -0.16681167],-0.134899241689,-0.134899241689,[ 1.67496896  0.59774113],"[[ -0.94287099   0.8754192    0.05228816  -0.01983225]
 [ -7.84613109  13.10462393   0.           0.        ]]",[-0.09237247 -0.14123735]
7,"[ 0.30744327  1.14101111 -1.15736589  1.64681801  0.442442   -0.15938729
 -0.28323843  1.37337662  0.53256614 -0.65103924  0.        ]",[ 0.22472103  0.89939726],-0.122040022243,-0.122040022243,[ 0.99806935  0.34941351],"[[ -1.05853566   1.1282678    0.05228816  -0.01983225]
 [ -3.73391855  12.18336807   0.           0.        ]]",[-0.09237247 -0.14123735]
8,"[ 0.22390359  0.79415828 -1.20289193  1.88542013  0.44244161 -0.15938717
 -0.18143749  1.84018373  0.45057327 -0.4576273   0.        ]",[ 0.67679707 -0.56120415],-0.104484007685,-0.104484007685,[ 0.56350201 -0.21562123],"[[ -1.12355568   1.40524331   0.05228816  -0.01983225]
 [ -2.77116302  15.50313278   0.           0.        ]]",[-0.09237247 -0.14123735]
9,"[ 0.18710731  0.42068564 -1.22071784  1.90442333  0.44244122 -0.15938705
  0.10769984  1.48448381  0.33578468 -0.21819188  0.        ]",[-2.03016184 -0.22642388],-0.0842236029318,-0.0842236029318,[-0.20646337 -0.39105469],"[[ -1.15154382   1.68992574   0.05228816  -0.01983225]
 [ -0.03672059  12.97357548   0.           0.        ]]",[-0.09237247 -0.14123735]
10,"[ 0.13314368  0.10468036 -1.24454966  1.73260784  0.44244083 -0.15938693
 -0.31067832  1.32235832  0.19096961 -0.05622146  0.        ]",[-0.52861992  0.05289012],-0.0655090500248,-0.0655090500248,[ 0.23624703 -0.43818945],"[[ -1.19197537   1.93782982   0.05228816  -0.01983225]
 [ -3.99342355  11.82062796   0.           0.        ]]",[-0.09237247 -0.14123735]
11,"[-0.00399241 -0.16976008 -1.29355442  1.41543185  0.44244044 -0.15938681
 -0.52356904  1.31890275  0.02135728  0.01216402  0.        ]",[ 1.57237279 -0.65109889],-0.0459623860504,-0.0459623860504,[ 0.47746286 -0.49733728],"[[ -1.2920439    2.17399627   0.05228816  -0.01983225]
 [ -6.00678438  11.79607239   0.           0.        ]]",[-0.09237247 -0.14123735]
12,"[-0.11545839 -0.37731362 -1.32201771  1.02662682  0.44244005 -0.15938669
 -0.09238891  0.92351797 -0.13834575  0.07414909  0.        ]",[-1.14420255  0.55564671],-0.0300089703641,-0.0300089703641,[-0.29145551 -0.61140966],"[[-1.3712666   2.38170557  0.05228816 -0.01983225]
 [-1.92901821  8.98427212  0.          0.        ]]",[-0.09237247 -0.14123735]
13,"[-0.22684854 -0.53846038 -1.34091256  0.57130255  0.44243966 -0.15938656
 -0.50696054  1.2078722  -0.30066723  0.12446969  0.        ]",[ 0.35701822 -0.5649761 ],-0.021203501139,-0.021203501139,[ 0.36279997 -0.51533222],"[[ -1.44918407   2.58168093   0.05228816  -0.01983225]
 [ -5.84971635  11.00649455   0.           0.        ]]",[-0.09237247 -0.14123735]
