timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.09515464  1.45067746 -0.05445177 -1.45358757 -0.16820779  0.83740979
  0.09620504 -0.31097901  1.86854001 -1.65329989  0.        ]",[ 2.77434789  4.20350715],-0.259012507614,-0.259012507614,[ 2.94887018  3.97311664],"[[-0.09687938 -0.07290612 -0.0190302   0.09651115]
 [-0.00230247  0.00230614  0.          0.        ]]",[-0.61575961 -0.58034533]
1,"[ 1.09951658  1.45340507  0.00413712 -1.35092686 -0.16820772  0.83740924
  0.61946717  0.33143324  1.88269092 -1.49424512  0.        ]",[ 0.90772795  2.59517952],-0.254472030775,-0.254472030775,[ 2.04639816  2.85337448],"[[-0.05724988 -0.03314803 -0.0190302   0.09651115]
 [ 3.95208874  3.96031682  0.          0.        ]]",[-0.61575961 -0.58034533]
2,"[ 1.09953436  1.44944004  0.17349835 -1.04572387 -0.16820766  0.83740869
  1.08408438  0.9611535   1.87622887 -1.02827923  0.        ]",[ 1.46061294  1.51814717],-0.239869633177,-0.239869633177,[ 1.04742706  2.05266476],"[[ 0.05702067  0.08498575 -0.0190302   0.09651115]
 [ 7.46329292  7.84013223  0.          0.        ]]",[-0.61575961 -0.58034533]
3,"[ 1.0593312   1.40368876  0.44793375 -0.55073571 -0.16820759  0.83740814
  1.58784875  1.57837771  1.71387342 -0.29604132  0.        ]",[-0.26453329  0.99698039],-0.211977350953,-0.211977350953,[-0.31228173  1.03391635],"[[  0.24448297   0.27994359  -0.0190302    0.09651115]
 [ 11.27034901  11.64296594   0.           0.        ]]",[-0.61575961 -0.58034533]
4,"[ 0.95501142  1.26301931  0.74352989  0.08661638 -0.16820752  0.83740759
  1.41979781  2.18173257  1.28297914  0.43407441  0.        ]",[-1.43038425  1.03935709],-0.172377116287,-0.172377116287,[-0.87268221  0.14989209],"[[  0.4571465    0.550101    -0.0190302    0.09651115]
 [ 10.00036896  15.36036716   0.           0.        ]]",[-0.61575961 -0.58034533]
5,"[ 0.83943615  0.97006043  0.94514474  0.75069693 -0.16820746  0.83740705
  0.87015646  2.77522914  0.69105547  0.81776001  0.        ]",[-0.88498576 -0.78443038],-0.128773629051,-0.128773629051,[-0.78422862 -0.50641072],"[[  0.61547725   0.89399737  -0.0190302    0.09651115]
 [  5.84662869  19.01706254   0.           0.        ]]",[-0.61575961 -0.58034533]
6,"[ 0.76910838  0.58024928  1.03992543  1.17998082 -0.16820739  0.8374065
  0.39183628  2.21014021  0.18976231  0.80968324  0.        ]",[-1.0004521  -0.45959264],-0.0902636699083,-0.0902636699083,[-0.68054754 -0.53457367],"[[  0.69614429   1.23940694  -0.0190302    0.09651115]
 [  2.23187337  15.53547079   0.           0.        ]]",[-0.61575961 -0.58034533]
7,"[ 0.7649648   0.21322231  1.04504186  1.31839314 -0.16820732  0.83740595
 -0.13747093  1.86498831 -0.08967565  0.61497315  0.        ]",[-0.35862326 -0.68146633],-0.0617395149797,-0.0617395149797,[ 0.12747365 -0.55270135],"[[  0.70065003   1.5287806   -0.0190302    0.09651115]
 [ -1.76820108  13.4089396    0.           0.        ]]",[-0.61575961 -0.58034533]
8,"[ 0.80902319 -0.09398432  0.98808269  1.27094683 -0.16820726  0.8374054
 -0.32054483  1.38397578 -0.20861307  0.38709044  0.        ]",[-0.50581758 -0.5798925 ],-0.0402424252241,-0.0402424252241,[ 0.7070381 -0.6653899],"[[  0.65140584   1.7672247   -0.0190302    0.09651115]
 [ -3.1517254   10.44533033   0.           0.        ]]",[-0.61575961 -0.58034533]
9,"[ 0.87659967 -0.32190552  0.88785514  1.13599195 -0.16820719  0.83740485
 -0.57717199  0.9777576  -0.2303937   0.19180013  0.        ]",[ 1.45355942 -0.56680724],-0.0255128681778,-0.0255128681778,[ 1.37381828 -0.53641975],"[[ 0.56891377  1.95102022 -0.0190302   0.09651115]
 [-5.09110594  7.9425388   0.          0.        ]]",[-0.61575961 -0.58034533]
10,"[ 0.92138923 -0.47913459  0.81008415  0.9852938  -0.16820712  0.83740431
 -0.04002773  0.58791152 -0.24356129  0.0403671   0.        ]",[-0.33196714 -0.04702602],-0.0156698518102,-0.0156698518102,[ 0.3748877  -0.83535016],"[[ 0.50781936  2.08577137 -0.0190302   0.09651115]
 [-1.03180995  5.54061664  0.          0.        ]]",[-0.61575961 -0.58034533]
11,"[ 0.94405438 -0.5967657   0.76612641  0.83513552 -0.16820706  0.83740376
 -0.21120507  0.53989524 -0.26727922 -0.08690997  0.        ]",[ 0.33821116 -1.01669877],-0.0101330083819,-0.0101330083819,[ 0.78210694 -0.9765451 ],"[[ 0.47420408  2.19361554 -0.0190302   0.09651115]
 [-2.32542813  5.24477994  0.          0.        ]]",[-0.61575961 -0.58034533]
12,"[ 0.96466943 -0.66263162  0.72274906  0.73415616 -0.16820699  0.83740321
 -0.02793007 -0.11963213 -0.26817347 -0.16308591  0.        ]",[-0.33946551 -0.56950212],-0.0120523362972,-0.0120523362972,[ 0.51535362 -0.48364243],"[[ 0.44159213  2.25774081 -0.0190302   0.09651115]
 [-0.94038699  1.18129432  0.          0.        ]]",[-0.61575961 -0.58034533]
