timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.163552713062,[-1.14013802 -0.22720813],-0.163552713062,[-1.69330168  0.73854882],"[[ 0.09201758  0.03283609  0.06700204 -0.05875435]
 [ 0.00246935  0.00139078  0.          0.        ]]","[ 1.11105559  2.1504204   0.29248665 -0.70442476  0.58434242 -0.52160755
  0.10091285 -0.3622311   0.80009008  0.65961001  0.        ]",[ 0.05814439 -0.07949322]
1,-0.159861035943,[ 0.25753731 -0.09138974],-0.159861035943,[-1.07974994  0.9758786 ],"[[ 0.05237948  0.02385257  0.06700204 -0.05875435]
 [-3.95310995 -0.89675403  0.          0.        ]]","[ 1.11507682  2.1507576   0.23302893 -0.73289707  0.58434149 -0.52160676
 -0.2586258  -0.485889    0.80626447  0.58027312  0.        ]",[ 0.05814439 -0.07949322]
2,-0.153454460623,[ 1.17010665  1.17445382],-0.153454460623,[-0.98809004  1.01779151],"[[ -1.56750782e-02   2.46061480e-03   6.70020391e-02  -5.87543529e-02]
 [ -2.85599966e+00  -1.24129204e+00   0.00000000e+00   0.00000000e+00]]","[ 1.11683128  2.15113185  0.13071    -0.80071866  0.58434056 -0.52160597
 -0.1589046  -0.53332501  0.80952923  0.43787593  0.        ]",[ 0.05814439 -0.07949322]
3,-0.152739654506,[-1.85804934  0.82191542],-0.152739654506,[-1.63641024  0.73271501],"[[-0.03255333  0.01759352  0.06700204 -0.05875435]
 [ 1.15482519  2.74131473  0.          0.        ]]","[ 1.11625551  2.15090794  0.10533221 -0.75273621  0.58433963 -0.52160518
  0.20565645  0.0150103   0.80920099  0.42175313  0.        ]",[ 0.05814439 -0.07949322]
4,-0.154763790165,[-1.94312595  1.36935374],-0.154763790165,[-1.40182555  0.76850879],"[[-0.04938898  0.10454373  0.06700204 -0.05875435]
 [-2.82513493  5.94302952  0.          0.        ]]","[ 1.11528196  2.14356802  0.08003237 -0.47763137  0.5843387  -0.5216044
 -0.15609965  0.45583032  0.80751922  0.47339868  0.        ]",[ 0.05814439 -0.07949322]
5,-0.152319277567,[-2.72904415  1.97334219],-0.152319277567,[-1.0749253   0.80202389],"[[-0.14503668  0.26196664  0.06700204 -0.05875435]
 [-6.72665021  9.78643572  0.          0.        ]]","[ 1.10221759  2.10398086 -0.06309081  0.01266638  0.58433776 -0.52160361
 -0.51072538  0.98499898  0.79616583  0.44988601  0.        ]",[ 0.05814439 -0.07949322]
6,-0.144110380172,[ 1.040927    0.42156252],-0.144110380172,[-0.56452525  0.8526212 ],"[[ -0.31794125   0.49549273   0.06700204  -0.05875435]
 [-10.55110864  13.55357158   0.           0.        ]]","[ 1.04645102  1.98500765 -0.31589252  0.69910346  0.58433683 -0.52160282
 -0.85834636  1.50366302  0.75906937  0.36247871  0.        ]",[ 0.05814439 -0.07949322]
7,-0.134005553759,[-1.31296465 -1.44336808],-0.134005553759,[-0.72270721  0.67072809],"[[ -0.48718225   0.78060294   0.06700204  -0.05875435]
 [ -6.38674425  14.95283472   0.           0.        ]]","[ 0.9532374   1.75128973 -0.54980827  1.4228204   0.5843359  -0.52160203
 -0.47982716  1.6963094   0.68701445  0.33533855  0.        ]",[ 0.05814439 -0.07949322]
8,-0.120920182461,[ 0.8364965  1.7466125],-0.120920182461,[-0.13297537  0.79722619],"[[ -0.65333366   1.03697153   0.06700204  -0.05875435]
 [-10.21582069  10.69812681   0.           0.        ]]","[ 0.82713415  1.47281446 -0.75991915  1.92113654  0.58433497 -0.52160124
 -0.82786843  1.11050848  0.59499168  0.29593768  0.        ]",[ 0.05814439 -0.07949322]
9,-0.10526467157,[ 0.89301305 -1.02717699],-0.10526467157,[-0.26823804  0.56635368],"[[ -0.82242597   1.28852422   0.06700204  -0.05875435]
 [ -6.70493368  14.44472252   0.           0.        ]]","[ 0.66721955  1.15480507 -0.94786403  2.23680154  0.58433404 -0.52160045
 -0.50874637  1.62634121  0.48160985  0.25962528  0.        ]",[ 0.05814439 -0.07949322]
