timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.07895791  1.18506111 -0.11198948 -0.08170722 -0.21833587  0.28219399
 -0.17385296 -0.08372344  1.20562129 -0.27695207  0.        ]",[-0.85287424  2.47904842],-0.228942590806,-0.228942590806,[ 0.05940657  0.18010971],"[[-0.0764334   0.08061532 -0.01619627  0.03000461]
 [-0.00457369  0.00454058  0.          0.        ]]",[ 0.04042029  0.00596472]
1,"[ 1.0745328   1.18001433 -0.16355787 -0.01371954 -0.21833139  0.28218802
 -0.48208178  0.42112273  1.20355166 -0.29561696  0.        ]",[-0.38691827 -0.18151118],-0.229086111936,-0.229086111936,[ 0.06031075  0.18364364],"[[-0.11039045  0.12044621 -0.01619627  0.03000461]
 [-3.37988874  3.96534211  0.          0.        ]]",[ 0.04042029  0.00596472]
2,"[ 1.05731851  1.16611865 -0.28759705  0.10711868 -0.2183269   0.28218204
 -0.61571341  0.31956904  1.19575082 -0.35938944  0.        ]",[ 0.2465819  -0.81507444],-0.22968850692,-0.22968850692,[ 0.06056201  0.18334365],"[[-0.19267153  0.19175991 -0.01619627  0.03000461]
 [-4.84335085  3.16867882  0.          0.        ]]",[ 0.04042029  0.00596472]
3,"[ 1.02947729  1.15827678 -0.41527159  0.15808996 -0.21832242  0.28217607
 -0.51775444 -0.0998628   1.18199553 -0.45842344  0.        ]",[ 1.56336087 -0.04879606],-0.231125108625,-0.231125108625,[ 0.06000132  0.18087119],"[[-0.27877775  0.22211861 -0.01619627  0.03000461]
 [-3.77084425 -0.12184055  0.          0.        ]]",[ 0.04042029  0.00596472]
4,"[ 1.01531695  1.1594131  -0.46629175  0.15077504 -0.21831793  0.2821701
 -0.14965563 -0.12437869  1.17347354 -0.51076251  0.        ]",[ 1.27240686 -1.2029884 ],-0.232068874822,-0.232068874822,[ 0.05951291  0.18096878],"[[-0.31375463  0.21775185 -0.01619627  0.03000461]
 [ 0.25973501 -0.31418695  0.          0.        ]]",[ 0.04042029  0.00596472]
5,"[ 1.0330868   1.17046605 -0.40075093  0.07340536 -0.21831345  0.28216412
  0.21129249 -0.62850013  1.18141408 -0.48222994  0.        ]",[ 0.34687485 -1.80609611],-0.232039639923,-0.232039639923,[ 0.05871578  0.17682594],"[[-0.2689054   0.17178741 -0.01619627  0.03000461]
 [ 4.21202016 -4.26907474  0.          0.        ]]",[ 0.04042029  0.00596472]
6,"[ 1.06239994  1.18737988 -0.25611891 -0.13839668 -0.21830896  0.28215815
  0.32913409 -1.12248511  1.19259869 -0.43766827  0.        ]",[ 1.11074995  1.06740172],-0.231965910815,-0.231965910815,[ 0.05780653  0.17152816],"[[-0.17171828  0.04752095 -0.01619627  0.03000461]
 [ 5.50239275 -8.14465295  0.          0.        ]]",[ 0.04042029  0.00596472]
7,"[ 1.08232279  1.18531251 -0.03064823 -0.34682829 -0.21830448  0.28215218
  0.68032329 -0.59736249  1.2036434  -0.31652957  0.        ]",[-1.12473517 -0.51900514],-0.22970861769,-0.22970861769,[ 0.05726124  0.17421006],"[[-0.02308793 -0.07404142 -0.01619627  0.03000461]
 [ 9.34784859 -4.02530159  0.          0.        ]]",[ 0.04042029  0.00596472]
8,"[ 1.07231228  1.16974891  0.19073749 -0.51753889 -0.2183      0.28214621
  0.30220298 -0.84893444  1.20138936 -0.18352822  0.        ]",[-0.6514921  -1.06059685],-0.226524125059,-0.226524125059,[ 0.05704429  0.1708166 ],"[[ 0.12233124 -0.17435043 -0.01619627  0.03000461]
 [ 5.20784646 -5.99903015  0.          0.        ]]",[ 0.04042029  0.00596472]
9,"[ 1.05514526  1.1200947   0.30708154 -0.78052495 -0.21829551  0.28214024
  0.05753649 -1.33833933  1.18840269 -0.19218947  0.        ]",[-0.87454243 -0.9287083 ],-0.224607492799,-0.224607492799,[ 0.05586393  0.16429654],"[[ 0.19961115 -0.33285674 -0.01619627  0.03000461]
 [ 2.52903151 -9.83881303  0.          0.        ]]",[ 0.04042029  0.00596472]
