timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.11615254  1.381333    0.17477677 -1.26266214 -0.96865481  0.21789114
  0.09348055 -0.30728437  2.95239186 -0.18785966  0.        ]",[ 2.03544585  2.66931873],-0.320852703683,-0.320852703683,[ 1.7364285   2.30767155],"[[ 0.06864166  0.024281   -0.11146307  0.02506294]
 [ 0.00036927  0.00360927  0.          0.        ]]",[-0.76979101 -0.73737121]
1,"[ 1.11116059  1.37902405  0.23315452 -1.16060056 -0.96865423  0.21789107
  0.65254365  0.36651274  2.9368237  -0.01509783  0.        ]",[ 2.17946102  2.01466396],-0.319280614773,-0.319280614773,[ 2.12600589  2.31911874],"[[ 0.10832405  0.06406487 -0.11146307  0.02506294]
 [ 3.95471155  3.96159103  0.          0.        ]]",[-0.76979101 -0.73737121]
2,"[ 1.08320685  1.35996788  0.40488562 -0.85963819 -0.96865364  0.21789099
  1.20056303  1.02697255  2.83983819  0.48440285  0.        ]",[ 2.14414405  2.05365229],-0.312572352793,-0.312572352793,[ 2.27458119  2.24427247],"[[ 0.22630934  0.18222237 -0.11146307  0.02506294]
 [ 7.83094363  7.84122965  0.          0.        ]]",[-0.76979101 -0.73737121]
3,"[ 0.99517712  1.28936442  0.67715501 -0.37914288 -0.96865306  0.21789092
  1.73779791  1.67434811  2.52615884  1.21756154  0.        ]",[ 1.15979745  1.68999674],-0.295076111244,-0.295076111244,[ 1.75701416  1.69925129],"[[  0.42105324   0.37720174  -0.11146307   0.02506294]
 [ 11.63090473  11.6440174    0.           0.        ]]",[-0.76979101 -0.73737121]
4,"[ 0.79292942  1.11583785  1.01483532  0.22398522 -0.96865247  0.21789085
  2.26455559  2.30887412  1.84763676  1.91816519  0.        ]",[ 0.63251814 -0.00172572],-0.258771859571,-0.258771859571,[ 0.48552364  0.72625005],"[[  0.69105152   0.64748     -0.11146307   0.02506294]
 [ 15.35677644  15.37134218   0.           0.        ]]",[-0.76979101 -0.73737121]
5,"[ 0.44071144  0.83029352  1.33224373  0.76652615 -0.96865189  0.21789078
  2.57573665  2.2556352   0.88632946  2.1333916   0.        ]",[-0.24302957 -0.65855175],-0.201630066322,-0.201630066322,[-1.01300251 -0.55132592],"[[  1.02026945   0.95176994  -0.11146307   0.02506294]
 [ 17.55785592  15.05863377   0.           0.        ]]",[-0.76979101 -0.73737121]
6,"[-0.00377736  0.51481582  1.51725759  1.08996758 -0.9686513   0.21789071
  2.39112813  1.76084501  0.04419967  1.71748377  0.        ]",[-3.20501873 -2.83755049],-0.136840353727,-0.136840353727,[-2.53350139 -2.00698495],"[[  1.35832702   1.22378121  -0.11146307   0.02506294]
 [ 16.25212184  12.15216978   0.           0.        ]]",[-0.76979101 -0.73737121]
7,"[-0.40303978  0.25930868  1.54688568  1.21567931 -0.96865072  0.21789064
  1.78656298  1.04583824 -0.41563944  1.06013155  0.        ]",[-2.93085686 -2.24462353],-0.0832520713681,-0.0832520713681,[-2.59798336 -2.17465258],"[[  1.64046798   1.42468355  -0.11146307   0.02506294]
 [ 11.97593321   7.9521063    0.           0.        ]]",[-0.76979101 -0.73737121]
8,"[-0.67967535  0.10531722  1.49808474  1.24200848 -0.96865013  0.21789057
  1.19376345  0.34503075 -0.58752561  0.54335901  0.        ]",[-2.17569551 -1.33548185],-0.0503439632371,-0.0503439632371,[-2.25482631 -1.13089657],"[[ 1.83791902  1.54242151 -0.11146307  0.02506294]
 [ 7.78295211  3.83544825  0.          0.        ]]",[-0.76979101 -0.73737121]
9,"[-0.83396373  0.05773517  1.44425967  1.24296211 -0.96864955  0.2178905
  0.61258631 -0.34186899 -0.64667646  0.27771093  0.        ]",[-0.7800553   1.04922025],-0.0378612591807,-0.0378612591807,[-1.1154424   0.42288601],"[[ 1.95233408  1.57864612 -0.11146307  0.02506294]
 [ 3.67217336 -0.19951368  0.          0.        ]]",[-0.76979101 -0.73737121]
10,"[-0.88861967  0.01074723  1.42011972  1.24059617 -0.96864896  0.21789043
  0.16576563  0.3329579  -0.64979318  0.14911952  0.        ]",[-0.56973799 -0.57291623],-0.0324117445223,-0.0324117445223,[-0.44825238 -0.49751839],"[[ 1.99406764  1.61442835 -0.11146307  0.02506294]
 [ 0.5117235   3.76452921  0.          0.        ]]",[-0.76979101 -0.73737121]
11,"[-0.87236841 -0.05711006  1.4275885   1.23135769 -0.96864838  0.21789035
 -0.15440137 -0.06585546 -0.61709421  0.10367041  0.        ]",[ 0.09709998  0.6259212 ],-0.028021996371,-0.028021996371,[ 0.73544914  0.4840647 ],"[[ 1.98158093  1.66621399 -0.11146307  0.02506294]
 [-1.75288009  1.42183561  0.          0.        ]]",[-0.76979101 -0.73737121]
12,"[-0.83183383 -0.12623568  1.44513958  1.21479833 -0.96864779  0.21789028
 -0.09521585  0.35125421 -0.57521769  0.09096874  0.        ]",[ 0.4852027  -0.21427249],-0.0240395687458,-0.0240395687458,[ 0.35953563 -0.35831234],"[[ 1.95072345  1.71923403 -0.11146307  0.02506294]
 [-1.33424978  3.87200454  0.          0.        ]]",[-0.76979101 -0.73737121]
13,"[-0.82236707 -0.2142656   1.4490199   1.18303541 -0.96864721  0.21789021
  0.18004181  0.19372577 -0.53157323  0.01662166  0.        ]",[-0.27684698 -0.68582834],-0.0178019532957,-0.0178019532957,[-0.53723061 -0.61735606],"[[ 1.94357269  1.78738976 -0.11146307  0.02506294]
 [ 0.61270027  2.94665819  0.          0.        ]]",[-0.76979101 -0.73737121]
14,"[-0.82388013 -0.25402662  1.44840334  1.16465919 -0.96864662  0.21789014
  0.02345975 -0.27847859 -0.51181046 -0.02393567  0.        ]",[ 0.33597132  0.90241377],-0.0150196977637,-0.0150196977637,[ 0.02801992  0.2705009 ],"[[ 1.94471461  1.81849247 -0.11146307  0.02506294]
 [-0.49483397  0.17285611  0.          0.        ]]",[-0.76979101 -0.73737121]
15,"[-0.82856678 -0.30378148  1.44648371  1.13801884 -0.96864604  0.21789007
  0.21279369  0.3292019  -0.48605109 -0.07729801  0.        ]",[-1.4737619 -1.222753 ],-0.0119936520034,-0.0119936520034,[-0.82186848 -1.07135689],"[[ 1.94825425  1.85776463 -0.11146307  0.02506294]
 [ 0.84436056  3.74246499  0.          0.        ]]",[-0.76979101 -0.73737121]
16,"[-0.79801058 -0.34687303  1.45863258  1.11157565 -0.96864545  0.21789
 -0.34910177 -0.35741191 -0.45580893 -0.07955922  0.        ]",[ 0.73462846  0.47101082],-0.0090672966849,-0.0090672966849,[ 0.8731311   0.38071859],"[[ 1.92526543  1.89214689 -0.11146307  0.02506294]
 [-3.13002974 -0.29080929  0.          0.        ]]",[-0.76979101 -0.73737121]
17,"[-0.75395689 -0.36297954  1.47470119  1.10086647 -0.96864487  0.21788993
  0.07072535 -0.03899157 -0.43778065 -0.04104359  0.        ]",[ 0.03937538 -0.13208751],-0.00781065129116,-0.00781065129116,[-0.01102097 -0.2589505 ],"[[ 1.89245886  1.90509744 -0.11146307  0.02506294]
 [-0.16051634  1.57963947  0.          0.        ]]",[-0.76979101 -0.73737121]
18,"[-0.75177619 -0.3951332   1.4754516   1.07811234 -0.96864428  0.21788986
  0.09321753 -0.13335434 -0.418999   -0.06926252  0.        ]",[-0.74858482 -0.17631134],-0.00554397790691,-0.00554397790691,[-0.06579937 -0.19937551],"[[  1.89084476e+00   1.93112874e+00  -1.11463073e-01   2.50629403e-02]
 [ -1.42490484e-03   1.02533833e+00   0.00000000e+00   0.00000000e+00]]",[-0.76979101 -0.73737121]
19,"[-0.71137709 -0.41144306  1.48865483  1.06585559 -0.9686437   0.21788979
 -0.3256838  -0.25561125 -0.40132159 -0.03762943  0.        ]",[ 0.95867411 -0.38120955],-0.0048169570027,-0.0048169570027,[ 1.00231826  0.24570191],"[[ 1.86108796  1.9444301  -0.11146307  0.02506294]
 [-2.96438889  0.30718286  0.          0.        ]]",[-0.76979101 -0.73737121]
20,"[-0.68316192 -0.40033564  1.49707114  1.07425417 -0.96864311  0.21788971
  0.21911349 -0.51367073 -0.40122687  0.00586609  0.        ]",[ 0.20603385  0.54894988],-0.00721500328829,-0.00721500328829,[-0.05306035  0.42555892],"[[ 1.84046305  1.93536438 -0.11146307  0.02506294]
 [ 0.88905812 -1.20869702  0.          0.        ]]",[-0.76979101 -0.73737121]
