timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.0364547009064,[-0.78020545  1.13555201],-0.0364547009064,[-1.4223845   0.52139854],"[[-0.02817984 -0.06311263  0.19142441 -0.0445024 ]
 [-0.00487876 -0.00241541  0.          0.        ]]","[ 1.08218541  1.60553276  0.10250654 -1.30076149  1.65612332 -0.37946585
  0.11497186 -0.31850079 -0.22223986  0.30284529  0.        ]",[-0.33678734 -0.31904203]
1,-0.0345676529216,[-1.27940081  0.27569485],-0.0345676529216,[-0.59397709  0.07896392],"[[-0.05925864 -0.02342057  0.19142441 -0.0445024 ]
 [-3.09271468  3.95841702  0.          0.        ]]","[ 1.08022842  1.6077387   0.05605782 -1.19689035  1.65612009 -0.37946562
 -0.25100603  0.27802439 -0.22272811  0.27891584  0.        ]",[-0.33678734 -0.31904203]
2,-0.0247739473014,[ 2.0378371  -0.60438377],-0.0247739473014,[ 0.96198058  0.31536147],"[[-0.16019364  0.06592943  0.19142441 -0.0445024 ]
 [-6.98781794  4.97319309  0.          0.        ]]","[ 1.06431868  1.60529307 -0.09397274 -0.9629669   1.65611685 -0.37946539
 -0.71266307  0.43085561 -0.23384425  0.15377726  0.        ]",[-0.33678734 -0.31904203]
3,-0.0156280934228,[ 1.5090473   0.76331571],-0.0156280934228,[ 0.17447361  0.50213963],"[[-0.25886309  0.14037848  0.19142441 -0.0445024 ]
 [-2.89276194  2.48003002  0.          0.        ]]","[ 1.03477815  1.59542809 -0.23829876 -0.76902768  1.65611362 -0.37946517
 -0.22730631  0.0553698  -0.25517318  0.0174962   0.        ]",[-0.33678734 -0.31904203]
4,-0.0182637944022,[-0.87436277 -0.28492325],-0.0182637944022,[-1.53272271 -0.61744195],"[[-0.276465    0.21979576  0.19142441 -0.0445024 ]
 [ 1.11922876  5.45180183  0.          0.        ]]","[ 1.02807386  1.57712633 -0.26369372 -0.56441101  1.65611038 -0.37946494
  0.24820531  0.50293693 -0.25399483  0.0736921   0.        ]",[-0.33678734 -0.31904203]
5,-0.0238522419796,[-0.67040097 -0.8607995 ],-0.0238522419796,[-0.50676799 -0.25568247],"[[-0.28900193  0.31644281  0.19142441 -0.0445024 ]
 [-2.36134845  4.21700945  0.          0.        ]]","[ 1.02303662  1.54419127 -0.2817045  -0.32038328  1.65610715 -0.37946471
 -0.16432203  0.3169692  -0.25594555  0.16290391  0.        ]",[-0.33678734 -0.31904203]
6,-0.0153277420954,[ 0.93525919 -0.56698389],-0.0153277420954,[ 0.92331064  0.78084666],"[[-0.36235641  0.36575732  0.19142441 -0.0445024 ]
 [-4.96544056  0.72606586  0.          0.        ]]","[ 0.9892486   1.52296359 -0.38565345 -0.19865795  1.65610391 -0.37946449
 -0.47296593 -0.20878912 -0.27700429  0.05664043  0.        ]",[-0.33678734 -0.31904203]
7,-0.0102496160059,[-0.04357027  1.15387973],-0.0102496160059,[ 0.33655509  1.14982736],"[[-0.42354934  0.35759486  0.19142441 -0.0445024 ]
 [-1.16650107 -1.53476639  0.          0.        ]]","[ 0.95551316  1.52667731 -0.47020951 -0.21865616  1.65610068 -0.37946426
 -0.02270492 -0.54928471 -0.30059075 -0.09049931  0.        ]",[-0.33678734 -0.31904203]
8,-0.0114094534173,[ 1.38355461  0.70131907],-0.0114094534173,[ 0.21923527  0.37672162],"[[-0.44839223  0.36693278  0.19142441 -0.0445024 ]
 [-1.31728276  2.45526025  0.          0.        ]]","[ 0.94040666  1.52241651 -0.5038978  -0.1957829   1.65609744 -0.37946403
 -0.04057598  0.05163931 -0.31131405 -0.13428403  0.        ]",[-0.33678734 -0.31904203]
9,-0.00984385614288,[-1.86813172 -0.98296364],-0.00984385614288,[-1.71340823 -0.855003  ],"[[-0.43479466  0.44339725  0.19142441 -0.0445024 ]
 [ 2.66381645  5.18210652  0.          0.        ]]","[ 0.94877345  1.4836412  -0.48550652 -0.01174462  1.65609421 -0.37946381
  0.43127532  0.46232008 -0.30271684 -0.01105643  0.        ]",[-0.33678734 -0.31904203]
