timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.25456125184,[ 0.88421604  1.91237056],-0.25456125184,[ 0.79165208  1.53344929],"[[ 0.07761662 -0.01067878  0.0090846   0.17212778]
 [ 0.00060166 -0.00058478  0.          0.        ]]","[ 1.09527091  1.85631997  0.1015122  -0.6987472   0.10296231  1.44868006
 -0.05426234 -0.32773629  1.14324143 -1.26160916  0.        ]",[ 0.07736696 -0.13344648]
1,-0.246572390943,[-0.07386836  2.18161408],-0.246572390943,[ 0.68691075  1.45820236],"[[ 0.11270807  0.02902383  0.0090846   0.17212778]
 [ 3.49690775  3.95765791  0.          0.        ]]","[ 1.09065821  1.85582755  0.15452508 -0.59292816  0.10296202  1.44866749
  0.23098629  0.21752681  1.13490705 -1.1709632   0.        ]",[ 0.07736696 -0.13344648]
2,-0.227223900445,[ 2.12612037  1.84186761],-0.227223900445,[ 0.58460933  1.37735152],"[[ 0.17900545  0.14712006  0.0090846   0.17212778]
 [ 3.13405498  7.83902842  0.          0.        ]]","[ 1.07734291  1.84242516  0.25405509 -0.27954077  0.10296172  1.44865491
  0.20138195  0.75219923  1.09528447 -0.96694924  0.        ]",[ 0.07736696 -0.13344648]
3,-0.193755745993,[ 1.44188596  0.56290032],-0.193755745993,[ 0.37053686  1.22695422],"[[  2.80742359e-01   3.42056117e-01   9.08459935e-03   1.72127777e-01]
 [  7.02675968e+00   1.16419040e+01   0.00000000e+00   0.00000000e+00]]","[ 1.04532683  1.78166289  0.40433061  0.2238045   0.10296143  1.44864234
  0.51897166  1.27605317  0.97507398 -0.66540064  0.        ]",[ 0.07736696 -0.13344648]
4,-0.138615944885,[-1.07509477  1.83468774],-0.138615944885,[ 0.09308483  1.02037764],"[[  4.59574117e-01   5.94929034e-01   9.08459935e-03   1.72127777e-01]
 [  1.08438720e+01   1.36387174e+01   0.00000000e+00   0.00000000e+00]]","[ 0.95606815  1.6348805   0.65701698  0.82361465  0.10296114  1.44862976
  0.83039261  1.55110798  0.6844926  -0.29140067  0.        ]",[ 0.07736696 -0.13344648]
5,-0.0749601970112,[-0.21250319  1.84945976],-0.0749601970112,[-0.09214193  0.82964277],"[[  6.34606217e-01   9.04733757e-01   9.08459935e-03   1.72127777e-01]
 [  6.67330289e+00   1.73294408e+01   0.00000000e+00   0.00000000e+00]]","[ 0.83044015  1.36384722  0.88359271  1.42551091  0.10296085  1.44861719
  0.49012842  2.05948872  0.26484411 -0.06445693  0.        ]",[ 0.07736696 -0.13344648]
6,-0.0143109619767,[-0.51408121  0.75764593],-0.0143109619767,[-0.21165206  0.67824292],"[[  7.58322757e-01   1.28760938e+00   9.08459935e-03   1.72127777e-01]
 [  5.70178131e+00   2.09460584e+01   0.00000000e+00   0.00000000e+00]]","[ 0.72086751  0.92761911  1.02752996  1.88904793  0.10296056  1.44860462
  0.41086378  2.55763278 -0.16718711 -0.08501224  0.        ]",[ 0.07736696 -0.13344648]
7,-0.0531423876829,[ 1.044874    1.26945041],-0.0531423876829,[-0.24127835  0.60049552],"[[  8.50839081e-01   1.73247275e+00   9.08459935e-03   1.72127777e-01]
 [  3.55701480e+00   2.35316390e+01   0.00000000e+00   0.00000000e+00]]","[ 0.62880773  0.36005215  1.12485026  1.96042783  0.10296027  1.44859205
  0.23587813  2.91371997 -0.51473914 -0.34236829  0.        ]",[ 0.07736696 -0.13344648]
8,-0.114484001031,[-2.35412267  1.44866057],-0.114484001031,[-0.24479915  0.562379  ],"[[  9.61017374e-01   2.23815405e+00   9.08459935e-03   1.72127777e-01]
 [  7.44817539e+00   2.70248923e+01   0.00000000e+00   0.00000000e+00]]","[ 0.5090802  -0.23013213  1.2279537   1.4233208   0.10295998  1.44857947
  0.55334486  3.39478766 -0.69105344 -0.7913655   0.        ]",[ 0.07736696 -0.13344648]
9,-0.164166845927,[-0.93703592  1.06830951],-0.164166845927,[-0.18647027  0.56101257],"[[  1.06881284e+00   2.81301080e+00   9.08459935e-03   1.72127777e-01]
 [  3.34460332e+00   3.04493494e+01   0.00000000e+00   0.00000000e+00]]","[ 0.38264637 -0.65232072  1.31423148  0.18984238  0.10295968  1.4485669
  0.21854477  3.86631133 -0.55488859 -1.27431696  0.        ]",[ 0.07736696 -0.13344648]
