timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.04622519  1.95214224  0.30212566 -1.0070557  -0.88194329  0.19675943
  0.11285877 -0.34495868  2.19642776 -0.13028916  0.        ]",[ 3.04880283  2.43131848],-0.310189572439,-0.310189572439,[ 1.20494664  2.6265614 ],"[[ 0.08371869 -0.0275749  -0.10064989  0.02079794]
 [-0.0039754  -0.00116877  0.          0.        ]]",[-0.06960256 -0.12452877]
1,"[ 1.04031714  1.95254204  0.36197217 -0.88938909 -0.88194203  0.19675927
  0.51949807  0.20721105  2.18626573 -0.01101423  0.        ]",[ 0.72228811  2.63543797],-0.308949237944,-0.308949237944,[ 0.58898604  2.20731688],"[[ 0.12331503  0.01211436 -0.10064989  0.02079794]
 [ 3.95044767  3.95690822  0.          0.        ]]",[-0.06960256 -0.12452877]
2,"[ 1.01319844  1.94139719  0.52178309 -0.54040817 -0.88194078  0.1967591
  0.80513074  0.74851115  2.12140258  0.31483046  0.        ]",[ 0.87193428  3.33731279],-0.30370107169,-0.30370107169,[-0.02180677  1.84091914],"[[ 0.23019306  0.13018347 -0.10064989  0.02079794]
 [ 6.7281293   7.83707175  0.          0.        ]]",[-0.06960256 -0.12452877]
3,"[ 0.93843102  1.88308624  0.76405257  0.02166052 -0.88193952  0.19675894
  1.14601943  1.27905765  1.91189037  0.78714046  0.        ]",[-1.48572773  1.08316104],-0.289879209641,-0.289879209641,[-0.3319979   1.44033635],"[[  0.39801547   0.32508266  -0.10064989   0.02079794]
 [ 10.04316449  11.64016239   0.           0.        ]]",[-0.06960256 -0.12452877]
4,"[ 0.83292128  1.72421854  0.97864315  0.73734901 -0.88193827  0.19675877
  0.71871998  1.79947893  1.54331831  1.18296303  0.        ]",[ 0.16461742  0.76698878],-0.265663982239,-0.265663982239,[-0.05038493  1.2312696 ],"[[  0.5571865    0.59531574  -0.10064989   0.02079794]
 [  5.88784515  15.37069966   0.           0.        ]]",[-0.06960256 -0.12452877]
5,"[ 0.72988804  1.41850995  1.13096581  1.45170972 -0.88193702  0.19675861
  0.7737726   2.18064552  1.08425286  1.366612    0.        ]",[-0.77169849  0.89176366],-0.231074388499,-0.231074388499,[-0.31820804  0.70918441],"[[  0.68031307   0.93014447  -0.10064989   0.02079794]
 [  6.42322079  18.10306199   0.           0.        ]]",[-0.06960256 -0.12452877]
6,"[ 0.63710379  0.94921866  1.24041074  1.9498283  -0.88193576  0.19675845
  0.44685198  2.62332575  0.61284353  1.2927608   0.        ]",[ 1.11105921 -0.4820713 ],-0.185287081856,-0.185287081856,[-0.04379523  0.42661551],"[[  7.76879332e-01   1.32404537e+00  -1.00649890e-01   2.07979408e-02]
 [  3.24404612e+00   2.12764245e+01   0.00000000e+00   0.00000000e+00]]",[-0.06960256 -0.12452877]
7,"[ 0.52650526  0.4194422   1.34712486  2.00390074 -0.88193451  0.19675828
  0.84752278  2.29815185  0.23129366  0.99163859  0.        ]",[-0.869389    0.43210902],-0.132202930911,-0.132202930911,[-0.5186829  -0.09970963],"[[  0.88085271   1.72618731  -0.10064989   0.02079794]
 [  7.14042625  18.94556753   0.           0.        ]]",[-0.06960256 -0.12452877]
8,"[ 0.40247245 -0.06644694  1.44362367  1.60590984 -0.88193325  0.19675812
  0.47936008  2.48452988  0.03622802  0.55847652  0.        ]",[ 0.01177986  0.07563316],-0.0807873891925,-0.0807873891925,[-0.29424214 -0.06951496],"[[  0.98774146   2.11850457  -0.10064989   0.02079794]
 [  3.56019154  20.28168554   0.           0.        ]]",[-0.06960256 -0.12452877]
9,"[ 0.31499893 -0.45682674  1.49976612  0.79374314 -0.881932    0.19675796
  0.47708766  2.47027286  0.07187382  0.11332333  0.        ]",[-1.17660844  0.87411402],-0.0537948141891,-0.0537948141891,[-0.47245604 -0.12459144],"[[  1.05872477   2.52311387  -0.10064989   0.02079794]
 [  3.53809772  20.17958702   0.           0.        ]]",[-0.06960256 -0.12452877]
