timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.126071744355,[-4.2114428  -0.73790412],-0.126071744355,[-3.59878993 -0.71101654],"[[-0.08249974  0.03590601  0.152325   -0.12570494]
 [ 0.00350364 -0.00149913  0.          0.        ]]","[ 1.07258234  1.63419055  0.02293804 -1.02045803  1.31903622 -1.08175622
  0.11676569 -0.31988326  0.12910603  1.1752813   0.        ]",[-0.27970126 -0.27396274]
1,-0.115449727519,[-0.371991   -0.64187804],-0.115449727519,[-2.1387496   0.34212846],"[[-0.12210947  0.00657643  0.152325   -0.12570494]
 [-3.9513121  -2.92173212  0.          0.        ]]","[ 1.06675488  1.63498923 -0.03612739 -1.09764263  1.31903425 -1.08175495
 -0.34530351 -0.75540864  0.11991118  1.05012589  0.        ]",[-0.27970126 -0.27396274]
2,-0.0886510726818,[-1.0845364   1.38353312],-0.0886510726818,[-0.81428295  1.36387026],"[[-0.21510643 -0.07677282  0.152325   -0.12570494]
 [-5.34375662 -5.40491684  0.          0.        ]]","[ 1.0442835   1.63122171 -0.17351457 -1.31684748  1.31903229 -1.08175367
 -0.50799249 -1.12575162  0.07041602  0.74367543  0.        ]",[-0.27970126 -0.27396274]
3,-0.0528645192548,[ 1.00080899  0.48605061],-0.0528645192548,[ 1.04908013  1.33358705],"[[-0.3606278  -0.14405448  0.152325   -0.12570494]
 [-9.1955486  -1.33680643  0.          0.        ]]","[ 0.98482629  1.62167595 -0.38250749 -1.49284281  1.31903032 -1.08175239
 -0.95802429 -0.51902976 -0.04872929  0.3573123   0.        ]",[-0.27970126 -0.27396274]
4,-0.0249136603559,[ 0.63587984  1.6056129 ],-0.0249136603559,[ 0.62940902  1.15115643],"[[-0.50303083 -0.15123098  0.152325   -0.12570494]
 [-5.05852293  0.6126588   0.          0.        ]]","[ 0.89905095  1.62031365 -0.57622591 -1.51152567  1.31902836 -1.08175112
 -0.47466523 -0.22828459 -0.18386444  0.06673223  0.        ]",[-0.27970126 -0.27396274]
5,-0.017276769655,[ 0.07201582  0.33997634],-0.017276769655,[-0.21168391  0.30380642],"[[-0.57797416 -0.09938171  0.152325   -0.12570494]
 [-2.4445115   4.55911656  0.          0.        ]]","[ 0.84351739  1.62865182 -0.67253681 -1.37612297  1.31902639 -1.08174984
 -0.16925108  0.36029383 -0.23286633 -0.02498445  0.        ]",[-0.27970126 -0.27396274]
6,-0.0187647009131,[-1.0134431  -0.21531244],-0.0187647009131,[-0.47278965 -0.06331506],"[[ -6.23525819e-01   4.40024608e-03   1.52324999e-01  -1.25704944e-01]
 [ -2.11176100e+00   5.81489369e+00   0.00000000e+00   0.00000000e+00]]","[ 0.80643219  1.63498843 -0.72886258 -1.10336102  1.31902443 -1.08174856
 -0.13037331  0.54758139 -0.2211747  -0.0102764   0.        ]",[-0.27970126 -0.27396274]
7,-0.0150077795137,[ 2.18089294  0.86996465],-0.0150077795137,[ 1.07272208  0.39024028],"[[-0.70502873  0.1110044   0.152325   -0.12570494]
 [-6.02550487  4.8487326   0.          0.        ]]","[ 0.73407876  1.62707425 -0.82503754 -0.82333987  1.31902246 -1.08174729
 -0.58764466  0.40348678 -0.25230746 -0.05539697  0.        ]",[-0.27970126 -0.27396274]
8,-0.0127351232069,[-0.09936299 -0.90327943],-0.0127351232069,[-0.46846032 -0.70871854],"[[-0.78466542  0.24156178  0.152325   -0.12570494]
 [-1.95170633  8.195861    0.          0.        ]]","[ 0.65634363  1.59761611 -0.91278455 -0.48523238  1.3190205  -1.08174601
 -0.11167227  0.90268061 -0.27386633 -0.06782249  0.        ]",[-0.27970126 -0.27396274]
9,-0.0143611221204,[-0.06771614  0.83735867],-0.0143611221204,[-0.22554113 -0.21982765],"[[-0.82724158  0.36796693  0.152325   -0.12570494]
 [-2.30475123  4.4571132   0.          0.        ]]","[ 0.61210051  1.5488151  -0.95697553 -0.16803359  1.31901853 -1.08174473
 -0.15292108  0.34507904 -0.26156709 -0.01181527  0.        ]",[-0.27970126 -0.27396274]
