timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.227498354907,[ 0.685815    2.67438652],-0.227498354907,[ 0.66628194  3.29472852],"[[ 0.04098831  0.0086101  -0.01733363  0.02276363]
 [ 0.00017722  0.0046026   0.          0.        ]]","[ 1.10226729  1.48018062  0.17975106 -1.2167534  -0.14849858  0.20085356
  0.11004618 -0.31093562  1.82185858 -0.2088196   0.        ]",[-0.5560348 -0.5248394]
1,-0.226376493452,[ 0.24727528  2.64342561],-0.226376493452,[ 0.73520947  3.06958699],"[[ 0.06819672  0.04841849 -0.01733363  0.02276363]
 [ 2.71164272  3.96304701  0.          0.        ]]","[ 1.10014808  1.47870861  0.2202015  -1.11447914 -0.14849851  0.20085347
  0.45924297  0.32300531  1.81447832 -0.08562733  0.        ]",[-0.5560348 -0.5248394]
2,-0.222769322463,[ 1.4045143   2.56690155],-0.222769322463,[ 0.98724562  2.86149788],"[[ 0.13169106  0.16661642 -0.01733363  0.02276363]
 [ 3.63473823  7.84381261  0.          0.        ]]","[ 1.09110938  1.462286    0.31425411 -0.81259841 -0.14849845  0.20085339
  0.57812386  0.9445057   1.76841648  0.23099089  0.        ]",[-0.5560348 -0.5248394]
3,-0.214596913121,[ 0.15818721  2.7999548 ],-0.214596913121,[ 0.14330028  1.80594814],"[[  0.24334261   0.36164722  -0.01733363   0.02276363]
 [  7.51757886  11.64659293   0.           0.        ]]","[ 1.06142634  1.39643257  0.47749919 -0.32945216 -0.14849839  0.2008533
  1.07817616  1.55351541  1.60584868  0.73558144  0.        ]",[-0.5560348 -0.5248394]
4,-0.19941281177,[-0.01656169  0.42574552],-0.19941281177,[-0.17865103  1.05066431],"[[  0.39847423   0.63199058  -0.01733363   0.02276363]
 [  7.99414932  15.37530612   0.           0.        ]]","[ 0.99167788  1.23002553  0.69647153  0.27955868 -0.14849833  0.20085322
  1.13955042  2.15066022  1.22936448  1.30485297  0.        ]",[-0.5560348 -0.5248394]
5,-0.177289893719,[-0.65725508  0.08475658],-0.177289893719,[-0.70151359  0.19536759],"[[  0.5561232    0.95335543  -0.01733363   0.02276363]
 [  7.77161237  16.75656491   0.           0.        ]]","[ 0.88845377  0.93480689  0.90475378  0.85688717 -0.14849827  0.20085313
  1.1108899   2.37186072  0.67518989  1.665622    0.        ]",[-0.5560348 -0.5248394]
6,-0.150852066266,[-0.6166485   0.18907889],-0.150852066266,[-0.78404838 -0.48602638],"[[  0.68393945   1.28853127  -0.01733363   0.02276363]
 [  5.01911271  16.76099085   0.           0.        ]]","[ 0.78255822  0.54565375  1.05953568  1.22975262 -0.14849821  0.20085305
  0.75640769  2.37256311  0.12015017  1.68824621  0.        ]",[-0.5560348 -0.5248394]
7,-0.121803618204,[-0.67297374 -1.4531699 ],-0.121803618204,[-0.56440061 -1.1096679 ],"[[  0.75885869   1.62793795  -0.01733363   0.02276363]
 [  2.48116995  17.17826651   0.           0.        ]]","[ 0.71197705  0.11087315  1.14327716  1.32727255 -0.14849814  0.20085296
  0.4295575   2.43938213 -0.28824678  1.44014021  0.        ]",[-0.5560348 -0.5248394]
8,-0.0944142156966,[ 0.69835485 -0.27376786],-0.0944142156966,[-0.05214535 -0.83041668],"[[  0.781284     1.92836675  -0.01733363   0.02276363]
 [ -0.22988178  12.87891653   0.           0.        ]]","[ 0.68970159 -0.26852591  1.16724515  1.16889157 -0.14849808  0.20085288
  0.08041346  1.75084757 -0.49536454  1.10075281  0.        ]",[-0.5560348 -0.5248394]
9,-0.0707596504262,[ 0.21363088 -0.50014316],-0.0707596504262,[-1.1628629  -1.51486206],"[[  0.80447502   2.17250839  -0.01733363   0.02276363]
 [  2.53979548  11.53972866   0.           0.        ]]","[ 0.66612986 -0.54839712  1.1914768   0.88002892 -0.14849802  0.20085279
  0.43710751  1.53637758 -0.59502268  0.77744695  0.        ]",[-0.5560348 -0.5248394]
10,-0.0499302747114,[-1.14178804 -2.49285137],-0.0499302747114,[-1.57022905 -1.62674165],"[[ 0.86325847  2.38114056 -0.01733363  0.02276363]
 [ 3.33585289  9.33085292  0.          0.        ]]","[ 0.60402798 -0.75367368  1.25028605  0.53272601 -0.14849796  0.20085271
  0.53962791  1.18263022 -0.64608177  0.4667573   0.        ]",[-0.5560348 -0.5248394]
11,-0.0358641468922,[-0.09426236  0.36299869],-0.0358641468922,[-0.49638993 -0.52812481],"[[ 0.88959519  2.52617642 -0.01733363  0.02276363]
 [-0.68887697  5.18653736  0.          0.        ]]","[ 0.57515194 -0.87285846  1.27537719  0.24497314 -0.1484979   0.20085262
  0.02130074  0.51892776 -0.63148433  0.26084535  0.        ]",[-0.5560348 -0.5248394]
12,-0.0248300599108,[-0.01686841 -0.68728134],-0.0248300599108,[-0.5224067  -0.83942521],"[[ 0.87221083  2.64329802 -0.01733363  0.02276363]
 [-1.04835761  6.52117347  0.          0.        ]]","[ 0.59428309 -0.95299666  1.25890172 -0.01044354 -0.14849783  0.20085254
 -0.02499519  0.73266613 -0.58456583  0.11999551  0.        ]",[-0.5560348 -0.5248394]
13,-0.016109819088,[-0.53663482  0.74486569],-0.016109819088,[-0.51832563 -0.52781212],"[[ 0.85078156  2.7451219  -0.01733363  0.02276363]
 [-1.09442895  3.67071396  0.          0.        ]]","[ 0.61748344 -1.01003193  1.23811956 -0.24630694 -0.14849777  0.20085245
 -0.03092851  0.27617154 -0.5342332   0.00374174  0.        ]",[-0.5560348 -0.5248394]
