timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.08708329  2.11913249  0.03873138 -0.85866501 -0.50519419 -0.52900825
  0.10500325 -0.35554339  1.77997483  0.31931912  0.        ]",[-0.21501656  2.58447938],-0.270211810759,-0.270211810759,[-0.34500834  1.86286962],"[[-0.08593555 -0.00443116 -0.05744331 -0.0623879 ]
 [-0.00054117  0.00146224  0.          0.        ]]",[ 0.02240537 -0.09281838]
1,"[ 1.08598359  2.11827758  0.02587284 -0.73355037 -0.50519353 -0.52900755
  0.02428337  0.18713388  1.78134683  0.3420719   0.        ]",[-0.58365808  1.74836471],-0.270817304433,-0.270817304433,[-0.58564323  1.65146554],"[[-0.09449583  0.03532896 -0.05744331 -0.0623879 ]
 [-0.85264381  3.96135107  0.          0.        ]]",[ 0.02240537 -0.09281838]
2,"[ 1.07946759  2.10298431 -0.03415465 -0.36348473 -0.50519288 -0.52900685
 -0.19298187  0.71914289  1.77914557  0.38290546  0.        ]",[-2.5659992   0.97255856],-0.271366080497,-0.271366080497,[-0.78460181  1.45002341],"[[-0.13456029  0.15350587 -0.05744331 -0.0623879 ]
 [-3.14615975  7.84339705  0.          0.        ]]",[ 0.02240537 -0.09281838]
3,"[ 1.05270128  2.03709423 -0.18529586  0.22699398 -0.50519222 -0.52900615
 -0.56196719  1.22580449  1.75960331  0.38353454  0.        ]",[-0.52461783  0.70054337],-0.26888834712,-0.26888834712,[-0.78966957  1.32657003],"[[ -0.23656425   0.34746826  -0.05744331  -0.0623879 ]
 [ -7.04127812  11.54049754   0.           0.        ]]",[ 0.02240537 -0.09281838]
4,"[ 0.98176614  1.87642449 -0.41474463  0.94229467 -0.50519157 -0.52900546
 -0.74547346  1.5747067   1.70832884  0.34118296  0.        ]",[-0.10111939  1.01840683],-0.26146510791,-0.26146510791,[-0.65523404  1.27867603],"[[ -0.39682568   0.60382297  -0.05744331  -0.0623879 ]
 [ -8.97843201  14.08645731   0.           0.        ]]",[ 0.02240537 -0.09281838]
5,"[ 0.86070976  1.57541953 -0.65665794  1.66398954 -0.50519091 -0.52900476
 -0.76666913  2.07908848  1.61131245  0.3273015   0.        ]",[-1.992938    2.71824772],-0.24878909771,-0.24878909771,[-0.52277756  1.13240266],"[[ -0.57863983   0.92248029  -0.05744331  -0.0623879 ]
 [ -9.20219235  17.76698987   0.           0.        ]]",[ 0.02240537 -0.09281838]
6,"[ 0.66023211  1.09524008 -0.91436636  2.1993724  -0.50519026 -0.52900406
 -1.12436415  2.57356868  1.44317035  0.32610936  0.        ]",[-1.31724066  1.65039347],-0.227317236462,-0.227317236462,[-0.05088842  0.92613053],"[[ -0.80056782   1.31402514  -0.05744331  -0.0623879 ]
 [-12.97814089  21.37534791   0.           0.        ]]",[ 0.02240537 -0.09281838]
7,"[ 0.31838178  0.46570566 -1.17410903  2.23585973 -0.5051896  -0.52900336
 -1.47505294  3.05813217  1.17911982  0.30743572  0.        ]",[ 0.49180542  1.16847168],-0.193335589617,-0.193335589617,[ 0.36987519  0.6498158 ],"[[ -1.09727264   1.77701247  -0.05744331  -0.0623879 ]
 [-16.6801542   24.91145517   0.           0.        ]]",[ 0.02240537 -0.09281838]
8,"[-0.09988912 -0.17787038 -1.32013147  1.48109837 -0.50518895 -0.52900266
 -1.25942875  3.53297034  0.81920065  0.37361522  0.        ]",[ 0.46332417 -0.31669921],-0.150412160643,-0.150412160643,[ 0.24970375  0.38140413],"[[ -1.40804121   2.31000871  -0.05744331  -0.0623879 ]
 [-14.40400179  28.37674671   0.           0.        ]]",[ 0.02240537 -0.09281838]
9,"[-0.47821245 -0.57135777 -1.33190118  0.03190778 -0.50518829 -0.52900196
 -1.05864911  3.28404117  0.40838161  0.50483501  0.        ]",[ 0.21567868 -1.17298226],-0.1097020976,-0.1097020976,[ 0.02326717  0.2664614 ],"[[ -1.67485643   2.85932021  -0.05744331  -0.0623879 ]
 [-12.28454013  26.56056023   0.           0.        ]]",[ 0.02240537 -0.09281838]
