timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.413623857262,[ 2.9095548   2.76988326],-0.413623857262,[ 4.00693274  2.77268052],"[[ 0.07798049 -0.03108496 -0.16500463  0.18837386]
 [-0.00420957  0.00026004  0.          0.        ]]","[ 1.06609669  1.68420052  0.26914964 -1.16083837 -1.4254155   1.62485087
  0.11772549 -0.32287698  2.9328147  -1.90200828  0.        ]",[-0.21514772 -0.24171884]
1,-0.407384805982,[ 2.76213905  3.12003846],-0.407384805982,[ 3.4312396   2.06234646],"[[ 0.11757219  0.00863259 -0.16500463  0.18837386]
 [ 3.95021805  3.95830887  0.          0.        ]]","[ 1.06052334  1.68477164  0.3283875  -1.05503011 -1.42541298  1.62484741
  0.56831102  0.25805266  2.92269558 -1.76856678  0.        ]",[-0.21514772 -0.24171884]
2,-0.386264002848,[ 3.47986356  1.23608678],-0.386264002848,[ 2.77864408  1.42154217],"[[ 0.2354682   0.12672514 -0.16500463  0.18837386]
 [ 7.82650063  7.83801696  0.          0.        ]]","[ 1.03069025  1.67447576  0.50278876 -0.74129488 -1.42541045  1.62484396
  1.00999177  0.82748374  2.84884391 -1.38031715  0.        ]",[-0.21514772 -0.24171884]
3,-0.343782185629,[ 0.17396213 -0.40133221],-0.343782185629,[ 1.85074496  0.62166059],"[[  0.43012324   0.32164099  -0.16500463   0.18837386]
 [ 11.62644908  11.64087964   0.           0.        ]]","[ 0.93915003  1.61868535  0.77895858 -0.23577147 -1.42540793  1.6248405
  1.44297323  1.38563464  2.59303608 -0.80407271  0.        ]",[-0.21514772 -0.24171884]
4,-0.284061462006,[ 0.01745086  1.2791914 ],-0.284061462006,[ 1.18211401  0.38779837],"[[  0.66726287   0.53619814  -0.16500463   0.18837386]
 [ 12.08600876   9.82087982   0.           0.        ]]","[ 0.7612408   1.50384049  1.08244784  0.28310012 -1.4254054   1.62483705
  1.49533477  1.11850854  2.12153304 -0.29956426  0.        ]",[-0.21514772 -0.24171884]
5,-0.2148628853,[ 1.66421465 -0.91157517],-0.2148628853,[ 0.22356561 -0.99590099],"[[  0.90727358   0.77038978  -0.16500463   0.18837386]
 [ 11.91578525  13.58571729   0.           0.        ]]","[ 0.51668378  1.32070949  1.33652182  0.77744904 -1.42540288  1.62483359
  1.47593598  1.67107669  1.51702777 -0.0500016   0.        ]",[-0.21514772 -0.24171884]
6,-0.139459255592,[-0.95836541 -2.97814504],-0.139459255592,[-1.21760178 -1.96734428],"[[  1.18294832   1.00317308  -0.16500463   0.18837386]
 [ 15.6392947    9.70549458   0.           0.        ]]","[ 0.17397639  1.08858964  1.54384839  1.16848118 -1.42540035  1.62483014
  1.90020424  1.10156871  0.84751503 -0.11087692  0.        ]",[-0.21514772 -0.24171884]
7,-0.0882870641486,[-0.91768996 -2.12319379],-0.0882870641486,[-1.44159698 -1.80508018],"[[  1.45460664   1.15563094  -0.16500463   0.18837386]
 [ 11.53998537   5.55416489   0.           0.        ]]","[-0.20415508  0.91542703  1.64538012  1.3599603  -1.42539783  1.62482668
  1.4331087   0.49227107  0.33721016 -0.3998296   0.        ]",[-0.21514772 -0.24171884]
8,-0.0785581585103,[-0.08247577 -0.82181498],-0.0785581585103,[-1.18896782 -1.38438547],"[[ 1.64669673  1.22588868 -0.16500463  0.18837386]
 [ 7.68175344  1.48520589  0.          0.        ]]","[-0.48062325  0.83131166  1.65118512  1.42938236 -1.4253953   1.62482322
  0.99348423 -0.10493674  0.06787673 -0.6758849   0.        ]",[-0.21514772 -0.24171884]
9,-0.0843150945455,[-1.63323778 -2.21554744],-0.0843150945455,[-1.36978805 -1.13165224],"[[ 1.79554077  1.2226477  -0.16500463  0.18837386]
 [ 7.20420543 -1.79835612  0.          0.        ]]","[-0.69260611  0.83524159  1.61769897  1.42644707 -1.42539278  1.62481977
  0.93906935 -0.58687041 -0.09008345 -0.86530623  0.        ]",[-0.21514772 -0.24171884]
