timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.308273561261,[-0.0346015  -1.20802183],-0.308273561261,[ 0.  0.],"[[-0.0692863  -0.07743295 -0.09044638  0.05194142]
 [ 0.00431624 -0.00305773  0.          0.        ]]",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[ 0.00945405 -0.00562502]
1,-0.308683725589,[-0.48386523  0.66786542],-0.308683725589,[-0.00028082 -0.00030883],"[[-0.07055879 -0.1172208  -0.09044638  0.05194142]
 [-0.13112052 -3.96253212  0.          0.        ]]","[-0.04442939 -1.14136933 -0.57904559 -1.41061943  0.          0.
 -1.41390527 -1.4142132  -0.36714932 -1.2031355   0.        ]",[ 0.00945405 -0.00562502]
2,-0.30953327112,[-0.8548396   0.77457769],-0.30953327112,[-0.00114596  0.00257336],"[[-0.09237075 -0.16914405 -0.09044638  0.05194142]
 [-2.04370439 -1.23887243  0.          0.        ]]","[-0.99330486 -1.5987535  -1.71895528 -1.59761129  0.          0.
 -1.72977523  0.42089378 -1.15072898 -1.63577971  0.        ]",[ 0.00945405 -0.00562502]
3,-0.311088227766,[-1.44655776  2.11884055],-0.311088227766,[-0.00220561  0.00449573],"[[-0.16678046 -0.16289009 -0.09044638  0.05194142]
 [-5.38612976  1.85395933  0.          0.        ]]","[-1.92180891 -0.99191667 -1.95060699 -1.03120852  0.          0.
 -1.87079186  1.59366149 -1.61752601 -1.77868605  0.        ]",[ 0.00945405 -0.00562502]
4,-0.313180668221,[-1.08935902  0.44900074],-0.313180668221,[-0.00317749  0.00595643],"[[-0.31313985 -0.08643612 -0.09044638  0.05194142]
 [-9.23697864  5.77835777  0.          0.        ]]","[-2.17028532  1.1023971  -2.06979618  1.14717247  0.          0.
 -1.88680651  1.88491396 -1.93822302 -1.89598414  0.        ]",[ 0.00945405 -0.00562502]
5,-0.314241654705,[ 0.14934394 -0.80507336],-0.314241654705,[-0.00402171  0.00716918],"[[ -0.53574317   0.04583597  -0.09044638   0.05194142]
 [-13.01079396   7.44328709   0.           0.        ]]","[-2.32103249  1.33866743 -2.11360503  2.19111384  0.          0.
 -1.85157404  1.66179063 -2.18012626 -1.98173606  0.        ]",[ 0.00945405 -0.00562502]
6,-0.312471457269,[-1.12201931  0.81818815],-0.312471457269,[-0.00245063  0.00576298],"[[ -0.78743695   0.16123543  -0.09044638   0.05194142]
 [-12.16142212   4.10776492   0.           0.        ]]","[ -2.36811998e+00  -1.11394158e+00  -2.04325765e+00   2.15021781e+00
  -1.38777878e-14   6.93889390e-15  -1.32655935e+00   6.34380114e-01
  -2.30289180e+00  -1.99224347e+00   0.00000000e+00]",[ 0.00945405 -0.00562502]
7,-0.306718833618,[-1.43556449 -1.97747009],-0.306718833618,[-0.00245571  0.00596049],"[[ -1.06795589   0.27509243  -0.09044638   0.05194142]
 [-15.87812168   7.26736441   0.           0.        ]]","[ -2.38665457e+00  -2.56281972e+00  -1.93402155e+00   2.06906444e+00
   0.00000000e+00   6.93889390e-15  -1.62688869e+00   1.31249139e+00
  -2.35519732e+00  -1.94206289e+00   0.00000000e+00]",[ 0.00945405 -0.00562502]
8,-0.293710755554,[ 1.36501859 -0.06639682],-0.293710755554,[-0.00182588  0.00553186],"[[ -1.42204521   0.37927811  -0.09044638   0.05194142]
 [-19.51870299   3.16481457   0.           0.        ]]","[ -2.43631303e+00  -2.63609032e+00  -1.78150556e+00   1.97253611e+00
  -1.38777878e-14   6.93889390e-15  -1.76333156e+00   1.36447219e-01
  -2.44784828e+00  -1.87761084e+00   0.00000000e+00]",[ 0.00945405 -0.00562502]
9,-0.274526349794,[-0.11777683  0.43175503],-0.274526349794,[-0.00108392  0.00452793],"[[ -1.76885423   0.43928622  -0.09044638   0.05194142]
 [-15.17664358   2.83712924   0.           0.        ]]","[ -2.36147311e+00  -2.38432237e+00  -1.47310244e+00   1.78970359e+00
  -1.38777878e-14   6.93889390e-15  -9.60262545e-01   3.56971886e-02
  -2.41914225e+00  -1.67166245e+00   0.00000000e+00]",[ 0.00945405 -0.00562502]
10,-0.253257707494,[-0.26347839  0.94737145],-0.253257707494,[-0.0009977   0.00424255],"[[ -2.0740578    0.51261406  -0.09044638   0.05194142]
 [-15.34317363   4.49013228   0.           0.        ]]","[ -2.21432158e+00  -2.36685664e+00  -1.05529613e+00   1.72277809e+00
  -1.38777878e-14   6.93889390e-15  -9.05551802e-01   5.28167006e-01
  -2.27773562e+00  -1.35278260e+00   0.00000000e+00]",[ 0.00945405 -0.00562502]
11,-0.228605320189,[-1.52256763 -0.70334572],-0.228605320189,[-0.00173983  0.00426308],"[[ -2.38835086   0.63915894  -0.09044638   0.05194142]
 [-16.08370001   8.15212056   0.           0.        ]]","[ -2.08488299e+00  -2.60102715e+00  -4.71049087e-01   1.79770660e+00
  -1.38777878e-14   6.93889390e-15  -9.45646201e-01   1.49668241e+00
  -2.13614587e+00  -9.46620200e-01   0.00000000e+00]",[ 0.00945405 -0.00562502]
12,-0.196827522518,[-0.11256811 -0.98148682],-0.196827522518,[-0.00077572  0.00253574],"[[ -2.74652247   0.77264369  -0.09044638   0.05194142]
 [-19.72138896   5.20607141   0.           0.        ]]","[-1.95370033 -2.66398893  0.41007627  1.82503707  0.          0.
 -1.37152816  0.55385027 -2.03748852 -0.35387481  0.        ]",[ 0.00945405 -0.00562502]
13,-0.157431152778,[ 0.55629456 -0.2244222 ],-0.157431152778,[-0.00032776  0.00082193],"[[ -3.14149578   0.83672666  -0.09044638   0.05194142]
 [-19.77570582   1.21551104   0.           0.        ]]","[-1.76033966 -2.39304659  1.43165871  1.70251853  0.          0.
 -1.25311657 -0.68078774 -1.94896011  0.5550412   0.        ]",[ 0.00945405 -0.00562502]
14,-0.120506802619,[-0.49968781 -0.43396122],-0.120506802619,[-0.00051365  0.00067709],"[[ -3.51100016   0.85185978  -0.09044638   0.05194142]
 [-17.18334475   0.30090287   0.           0.        ]]","[ -1.48696245e+00  -2.05160920e+00   2.05514936e+00   1.53886433e+00
   0.00000000e+00  -6.93889390e-15  -8.05174743e-01  -9.18230861e-01
  -1.78354538e+00   1.48273377e+00   0.00000000e+00]",[ 0.00945405 -0.00562502]
15,-0.0934609416657,[-0.20030566  1.89213144],-0.0934609416657,[-0.00034549  0.0013004 ],"[[ -3.87108647   0.84057262  -0.09044638   0.05194142]
 [-18.81980182  -1.42390261   0.           0.        ]]","[-1.14939813 -1.7280912   2.27415947  1.37748844  0.          0.
 -0.99546742 -1.35108662 -1.54910796  2.12006903  0.        ]",[ 0.00945405 -0.00562502]
16,-0.0892257737771,[ 1.14259913 -1.68892123],-0.0892257737771,[ -6.48874848e-05   2.95804022e-03],"[[ -4.25171106   0.85209497  -0.09044638   0.05194142]
 [-19.24132849   2.56283971   0.           0.        ]]","[-0.72141035 -1.60582642  2.25947063  1.29063949  0.          0.
 -0.99912821 -0.08066043 -1.22865263  2.37614278  0.        ]",[ 0.00945405 -0.00562502]
17,-0.109166790975,[-1.13398235  1.26353613],-0.109166790975,[ 0.0019293   0.00266747],"[[ -4.59301085   0.86309074  -0.09044638   0.05194142]
 [-14.90302464  -1.4498032    0.           0.        ]]","[-0.28009368 -1.51504764  2.07365889  1.22116885  0.          0.
 -0.30950386 -1.29208354 -0.8702624   2.33355964  0.        ]",[ 0.00945405 -0.00562502]
