timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.221779520385,[ 1.88504874  1.756394  ],-0.221779520385,[ 2.84153557  3.30286598],"[[ 0.04911225 -0.04851439  0.03356382  0.13950743]
 [-0.00471909  0.00402692  0.          0.        ]]","[ 1.06968461  1.67246703  0.22462541 -1.213854    0.29269909  1.20465917
  0.11724364 -0.32152311  1.18131902 -1.47870105  0.        ]",[-0.22198988 -0.24676338]
1,-0.213820824371,[ 1.68919445  1.57592058],-0.213820824371,[ 1.83557189  1.92882884],"[[ 0.08869387 -0.00872224  0.03356382  0.13950743]
 [ 3.94971863  3.96200196  0.          0.        ]]","[ 1.06575544  1.67393079  0.28396755 -1.10822311  0.29269891  1.20465747
  0.57018533  0.26125747  1.17576825 -1.34400208  0.        ]",[-0.22198988 -0.24676338]
2,-0.188967022636,[ 0.34479688  1.10061013],-0.188967022636,[ 0.45460659  0.70918763],"[[ 0.20657991  0.10944345  0.03356382  0.13950743]
 [ 7.82600074  7.84163887  0.          0.        ]]","[ 1.04077245  1.66626505  0.45910981 -0.79497894  0.29269872  1.20465577
  1.01417448  0.83250304  1.11500855 -0.94992613  0.        ]",[-0.22198988 -0.24676338]
3,-0.148906135657,[-0.98530886 -2.99746143],-0.148906135657,[-0.88874167 -0.37476385],"[[  0.37521914   0.30444123   0.03356382   0.13950743]
 [  9.03397367  11.64545216   0.           0.        ]]","[ 0.97113436  1.61470457  0.70162195 -0.28895703  0.29269854  1.20465407
  1.15253446  1.39258272  0.90298096 -0.40656096  0.        ]",[-0.22198988 -0.24676338]
4,-0.111971672213,[-1.43157343  1.07210662],-0.111971672213,[-0.64434981  0.29647556],"[[ 0.51501695  0.49532356  0.03356382  0.13950743]
 [ 4.95930427  7.45673366  0.          0.        ]]","[ 0.88444115  1.5190696   0.89109705  0.17728411  0.29269836  1.20465237
  0.68582031  0.77582599  0.60840708 -0.01681375  0.        ]",[-0.22198988 -0.24676338]
5,-0.0866582297728,[-0.0437343   1.14099032],-0.0866582297728,[-0.41911778 -0.22008562],"[[  0.57351524   0.68271908   0.03356382   0.13950743]
 [  0.90403926  11.27009761   0.           0.        ]]","[ 0.84078562  1.38508533  0.96629923  0.59049536  0.29269817  1.20465067
  0.22132905  1.33731197  0.36401239  0.15795666  0.        ]",[-0.22198988 -0.24676338]
6,-0.0594572265129,[-0.11150778 -1.85734088],-0.0594572265129,[-0.75039476 -1.22383618],"[[  0.58967364   0.94561079   0.03356382   0.13950743]
 [  0.71254414  15.00661961   0.           0.        ]]","[ 0.8279897   1.13941368  0.98658977  1.06840364  0.29269799  1.20464897
  0.19939501  1.88748051  0.08803588  0.22896744  0.        ]",[-0.22198988 -0.24676338]
7,-0.0337433967534,[-0.14550455 -2.59597263],-0.0337433967534,[-0.5939399  -1.20417297],"[[  0.59937584   1.20303572   0.03356382   0.13950743]
 [  0.25907458  10.75005492   0.           0.        ]]","[ 0.82015567  0.84849308  0.99866808  1.39315283  0.29269781  1.20464727
  0.14745435  1.26073386 -0.17627978  0.20700928  0.        ]",[-0.22198988 -0.24676338]
8,-0.0188989243769,[-0.3548814  -0.30191283],-0.0188989243769,[-0.35367662 -0.9327848 ],"[[ 0.5987426   1.37617497  0.03356382  0.13950743]
 [-0.32055779  6.57777176  0.          0.        ]]","[ 0.82066956  0.63437436  0.99788096  1.52059137  0.29269763  1.20464557
  0.08106294  0.64639854 -0.33615978  0.14345249  0.        ]",[-0.22198988 -0.24676338]
9,-0.0119067458686,[ 1.29116713 -0.82501283],-0.0119067458686,[ 0.00403395 -0.83755755],"[[ 0.57830841  1.4944323   0.03356382  0.13950743]
 [-1.71824503  5.25236951  0.          0.        ]]","[ 0.83701976  0.48344329  0.97233642  1.56298727  0.29269744  1.20464387
 -0.07902883  0.45124346 -0.41211896  0.07531131  0.        ]",[-0.22198988 -0.24676338]
10,-0.0128753080575,[-0.81710489 -1.49881197],-0.0128753080575,[-0.88454121 -0.82302547],"[[ 0.58399829  1.56565306  0.03356382  0.13950743]
 [ 2.27394652  1.8809531   0.          0.        ]]","[ 0.83251636  0.39174592  0.97948278  1.57068882  0.29269726  1.20464217
  0.37823888 -0.04517058 -0.47941536  0.03407723  0.        ]",[-0.22198988 -0.24676338]
11,-0.0144568251118,[ 0.37914958 -0.68499898],-0.0144568251118,[ 0.00062494  0.08933446],"[[ 0.5965874   1.56317621  0.03356382  0.13950743]
 [-1.00411951 -2.11531777  0.          0.        ]]","[ 0.82241525  0.39493787  0.99520006  1.57064371  0.29269708  1.20464047
  0.00276709 -0.63358928 -0.49395054  0.03868399  0.        ]",[-0.22198988 -0.24676338]
