timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.298733574523,[-3.01275157  2.69688779],-0.298733574523,[-1.18490756  1.43501759],"[[  8.04333989e-02  -7.16953424e-02  -6.13910950e-02  -1.16567992e-01]
 [ -8.78237003e-05   2.57119203e-03   0.00000000e+00   0.00000000e+00]]","[ 1.11560513  2.1479347   0.2589041  -1.0249383  -0.51771621 -1.01994996
  0.09253703 -0.36359555  1.75603307  1.02551645  0.        ]",[ 0.0598843  -0.08442052]
1,-0.297313286895,[-1.03390485  1.90739835],-0.297313286895,[-1.11004627  1.41868401],"[[ 0.0407257  -0.03190115 -0.0613911  -0.11656799]
 [-3.95749931  3.96364206  0.          0.        ]]","[ 1.11897473  2.15076182  0.19935107 -0.89855864 -0.51771538 -1.01994733
 -0.26219768  0.18286342  1.7578125   0.99201776  0.        ]",[ 0.0598843  -0.08442052]
2,-0.292491785658,[ 0.62573149  1.19650182],-0.292491785658,[-0.97756672  1.42635632],"[[-0.07734456  0.08632732 -0.0613911  -0.11656799]
 [-7.83661069  7.84625604  0.          0.        ]]","[ 1.11594031  2.14631083  0.02206719 -0.52291904 -0.51771455 -1.01994469
 -0.60991341  0.71849819  1.75619528  0.8921658   0.        ]",[ 0.0598843  -0.08442052]
3,-0.288366977033,[-0.34087352  1.42283033],-0.288366977033,[-1.0892483   1.32060921],"[[ -0.20770083   0.28141121  -0.0613911   -0.11656799]
 [ -5.20774661  11.64946339   0.           0.        ]]","[ 1.08997642  2.09716441 -0.17168753  0.08607342 -0.51771372 -1.01994206
 -0.37426588  1.24317592  1.74021957  0.84311341  0.        ]",[ 0.0598843  -0.08442052]
4,-0.285202392259,[-2.15902522  1.27816234],-0.285202392259,[-0.99044353  1.26070225],"[[ -0.32436573   0.55181846  -0.0613911   -0.11656799]
 [ -6.45457067  15.37881551   0.           0.        ]]","[ 1.04696289  1.94664311 -0.34072943  0.87008592 -0.51771289 -1.01993943
 -0.48602847  1.7576593   1.69852362  0.88936745  0.        ]",[ 0.0598843  -0.08442052]
5,-0.274801381091,[-0.71646456  1.450581  ],-0.274801381091,[-0.77309078  1.18049288],"[[ -0.49188239   0.8960793   -0.0613911   -0.11656799]
 [-10.28440242  19.03500274   0.           0.        ]]","[ 0.95378539  1.63359728 -0.57150155  1.68628329 -0.51771206 -1.01993679
 -0.82932713  2.26203928  1.6041805   0.91564383  0.        ]",[ 0.0598843  -0.08442052]
6,-0.25357761171,[-3.17673181  0.59600994],-0.25357761171,[-0.47490764  1.03165758],"[[ -0.72398367   1.31272891  -0.0613911   -0.11656799]
 [-12.9170123   22.61792182   0.           0.        ]]","[ 0.76819524  1.12386288 -0.85713462  2.27779719 -0.51771123 -1.01993416
 -1.06530758  2.75629634  1.43381557  0.90559179  0.        ]",[ 0.0598843  -0.08442052]
7,-0.221065938857,[ 2.11444178  1.30845241],-0.221065938857,[-0.15741366  0.85282421],"[[ -1.01947428   1.78427128  -0.0613911   -0.11656799]
 [-16.61990856  24.52979832   0.           0.        ]]","[ 0.45199772  0.4794693  -1.1418196   2.31090282 -0.5177104  -1.01993153
 -1.39722455  3.02001129  1.17585703  0.87281513  0.        ]",[ 0.0598843  -0.08442052]
8,-0.184878434609,[-0.1821656   0.28459221],-0.184878434609,[-0.11869336  0.61217129],"[[ -1.30886613   2.30970925  -0.0613911   -0.11656799]
 [-12.33314754  28.00261377   0.           0.        ]]","[ 0.08036572 -0.15741562 -1.31320527  1.55368676 -0.51770957 -1.0199289
 -1.01296345  3.49904127  0.82967996  0.91552439  0.        ]",[ 0.0598843  -0.08442052]
9,-0.152558825381,[ 0.64279571  0.65615988],-0.152558825381,[-0.01708227  0.51328802],"[[ -1.56031315   2.87550132  -0.0613911   -0.11656799]
 [-12.81000426  28.57473156   0.           0.        ]]","[-0.26824726 -0.55933717 -1.36436991  0.03914422 -0.51770874 -1.01992626
 -1.05570531  3.57790359  0.40985915  1.0037635   0.        ]",[ 0.0598843  -0.08442052]
