timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.0650306665848,[-2.89341187  0.09413728],-0.0650306665848,[-2.65254378  0.59368181],"[[ 0.05512393 -0.03950895  0.1769945  -0.04890222]
 [ 0.00065232  0.00292164  0.          0.        ]]","[ 1.10043407  1.48380969  0.20188693 -1.33684142  1.53348159 -0.41787567
  0.11028551 -0.31138774 -0.06533591  0.63747709  0.        ]",[-0.54499847 -0.51876557]
1,-0.0584165886529,[-1.62271894  1.13837187],-0.0584165886529,[-0.66232997  1.03590906],"[[ 0.01544488 -0.03569579  0.1769945  -0.04890222]
 [-3.95538456  0.37714313  0.          0.        ]]","[ 1.10243055  1.48399333  0.14283082 -1.32704011  1.53347947 -0.41787547
 -0.39742748 -0.25161594 -0.06406906  0.54104254  0.        ]",[-0.54499847 -0.51876557]
2,-0.0429758402444,[ 1.48068885  0.41695607],-0.0429758402444,[ 0.96550149  0.75991333],"[[-0.10258376  0.01151517  0.1769945  -0.04890222]
 [-7.8345585   4.33077023  0.          0.        ]]","[ 1.09509727  1.4847303  -0.03268857 -1.20564146  1.53347735 -0.41787526
 -0.89527567  0.37986837 -0.07323787  0.30245014  0.        ]",[-0.54499847 -0.51876557]
3,-0.0339531318171,[-0.18406474  0.21916025],-0.0339531318171,[-0.4743017   0.14103261],"[[-0.21803578  0.11381897  0.1769945  -0.04890222]
 [-3.72432566  5.89440444  0.          0.        ]]","[ 1.06881072  1.47643687 -0.20234014 -0.94316587  1.53347523 -0.41787506
 -0.36777276  0.62961617 -0.09244572  0.14589811  0.        ]",[-0.54499847 -0.51876557]
4,-0.0311469701625,[ 0.33213659  0.36624815],-0.0311469701625,[-0.20239429 -0.08455777],"[[-0.29909184  0.2392454   0.1769945  -0.04890222]
 [-4.3791004   6.64573054  0.          0.        ]]","[ 1.03924035  1.44793497 -0.31901745 -0.62581405  1.53347311 -0.41787486
 -0.45180563  0.74961969 -0.10862947  0.10972897  0.        ]",[-0.54499847 -0.51876557]
5,-0.0295991777584,[-0.76988526  0.52670435],-0.0295991777584,[-0.85351211 -0.71396667],"[[-0.37262696  0.38538462  0.1769945  -0.04890222]
 [-2.9790584   7.96380449  0.          0.        ]]","[ 1.00466006  1.38984815 -0.42239576 -0.26847129  1.53347099 -0.41787466
 -0.27212555  0.96014559 -0.13027412  0.12240554  0.        ]",[-0.54499847 -0.51876557]
6,-0.0268639226495,[ 0.33360503 -0.93861729],-0.0268639226495,[ 0.03649431 -1.16679072],"[[-0.46218234  0.56401434  0.1769945  -0.04890222]
 [-5.96655447  9.89271426  0.          0.        ]]","[ 0.95286545  1.28427808 -0.54428435  0.13959139  1.53346888 -0.41787445
 -0.65553751  1.2682354  -0.17084063  0.14189912  0.        ]",[-0.54499847 -0.51876557]
7,-0.0201561767429,[ 0.37603341 -0.45948719],-0.0201561767429,[ 0.18972372 -0.75306398],"[[-0.56707408  0.72260852  0.1769945  -0.04890222]
 [-4.52742065  5.97975567  0.          0.        ]]","[ 0.87921812  1.16123638 -0.68020972  0.46559515  1.53346676 -0.41787425
 -0.47084019  0.64324586 -0.22815929  0.10202174  0.        ]",[-0.54499847 -0.51876557]
8,-0.0143536408718,[ 0.15873202 -0.50083477],-0.0143536408718,[ 0.07509376 -0.60807645],"[[-0.6417912   0.82275569  0.1769945  -0.04890222]
 [-2.94953984  4.04143253  0.          0.        ]]","[ 0.81863429  1.07076145 -0.77175312  0.64994104  1.53346464 -0.41787405
 -0.26833626  0.33365101 -0.27380004  0.06067975  0.        ]",[-0.54499847 -0.51876557]
9,-0.00971098015536,[ 0.77478263  0.50985921],-0.00971098015536,[ 0.25128025 -0.22501546],"[[-0.69388919  0.88288206  0.1769945  -0.04890222]
 [-2.26254841  1.9780841   0.          0.        ]]","[ 0.77259471  1.01214019 -0.83266887  0.75165303  1.53346252 -0.41787385
 -0.18016829  0.00408678 -0.30660917  0.02139254  0.        ]",[-0.54499847 -0.51876557]
