timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.03841621  1.86224083  0.01801858 -1.10562902  0.23946266 -1.15895291
  0.11109256 -0.33683667  1.15312721  1.01405242  0.        ]",[-2.09696371 -0.78516277],-0.210824171891,-0.210824171891,[-2.91753721  0.53885782],"[[-0.09434718 -0.04316905  0.02882236 -0.13475748]
 [ 0.00348577  0.00289561  0.          0.        ]]",[-0.10941524 -0.15383923]
1,"[ 1.0318714   1.8598385  -0.04162914 -1.19409249  0.23946248 -1.15895097
 -0.31281883 -0.77597777  1.13805635  0.89987167  0.        ]",[-1.55259257  1.63488828],-0.203433866531,-0.203433866531,[-2.46772027  1.0888449 ],"[[-0.13395657 -0.0742891   0.02882236 -0.13475748]
 [-3.95126362 -3.1045483   0.          0.        ]]",[-0.10941524 -0.15383923]
2,"[ 0.99908869  1.85740769 -0.21700237 -1.25574965  0.2394623  -1.15894904
 -0.72864154 -0.20751091  1.08349391  0.64049273  0.        ]",[-1.04558511  0.28521454],-0.186065116202,-0.186065116202,[-2.05753684  0.88951051],"[[-0.251904   -0.09602032  0.02882236 -0.13475748]
 [-7.83055476  0.91801839  0.          0.        ]]",[-0.10941524 -0.15383923]
3,"[ 0.90257385  1.86054581 -0.49395601 -1.17195115  0.23946212 -1.1589471
 -1.13611637 -0.05027     0.963584    0.29806424  0.        ]",[-0.27974066  1.70865683],-0.161626267603,-0.161626267603,[-1.03036654  1.07739437],"[[ -0.44665591  -0.06649622   0.02882236  -0.13475748]
 [-11.63197568   2.03068069   0.           0.        ]]",[-0.10941524 -0.15383923]
4,"[ 0.71482523  1.86332089 -0.80186202 -0.94443709  0.23946194 -1.15894517
 -1.23023347  0.50366627  0.77081057 -0.04688788  0.        ]",[-0.57601938  1.49518723],-0.134347229799,-0.134347229799,[-0.11557722  0.83132493],"[[ -0.68810523   0.01344556   0.02882236  -0.13475748]
 [-12.51003127   5.95042532   0.           0.        ]]",[-0.10941524 -0.15383923]
5,"[ 0.42783901  1.84429661 -1.07982664 -0.49811035  0.23946176 -1.15894323
 -1.44812417  1.04668499  0.53416506 -0.31859908  0.        ]",[-0.38550368 -0.48802738],-0.109151778926,-0.109151778926,[ 1.02001512  0.47451299],"[[ -0.95870108   0.17100737   0.02882236  -0.13475748]
 [-14.54280253   9.79292143   0.           0.        ]]",[-0.10941524 -0.15383923]
6,"[ 0.03530507  1.78588183 -1.28331981 -0.01819522  0.23946158 -1.1589413
 -1.58069116  0.74623054  0.21638307 -0.5425791   0.        ]",[ 4.59255635  1.21758717],-0.0835435038427,-0.0835435038427,[ 2.34058762  0.77183449],"[[ -1.26196578   0.34553477   0.02882236  -0.13475748]
 [-15.7795815    7.66686467   0.           0.        ]]",[-0.10941524 -0.15383923]
7,"[-0.3532669   1.67871755 -1.35404853  0.47420825  0.2394614  -1.15893937
 -1.12336513  1.28407641 -0.07097779 -0.63925812  0.        ]",[ 2.20606077  0.71055769],-0.067105763774,-0.067105763774,[ 2.03585386  0.0972666 ],"[[ -1.53475104   0.53705758   0.02882236  -0.13475748]
 [-11.51311389  11.472762     0.           0.        ]]",[-0.10941524 -0.15383923]
8,"[-0.62550575  1.47258402 -1.33749559  1.04507282  0.23946122 -1.15893743
 -0.67499655  1.6493431  -0.17805134 -0.58706523  0.        ]",[ 1.88578938 -1.97547645],-0.0566339035241,-0.0566339035241,[ 1.40236187 -0.5209626 ],"[[ -1.723046     0.79244561   0.02882236  -0.13475748]
 [ -7.3302009   14.05747749   0.           0.        ]]",[-0.10941524 -0.15383923]
9,"[-0.77516284  1.22566816 -1.30497664  1.46019185  0.23946104 -1.1589355
 -0.23520485  1.05025514 -0.17117379 -0.47228807  0.        ]",[-0.06621818  0.18104329],-0.046478582879,-0.046478582879,[ 0.72344881 -0.38335726],"[[-1.82848486  1.03106099  0.02882236 -0.13475748]
 [-3.22730014  9.81824282  0.          0.        ]]",[-0.10941524 -0.15383923]
10,"[-0.8675902   0.98663811 -1.27604696  1.70376177  0.23946086 -1.15893356
 -0.25644643  1.12409057 -0.14144104 -0.34452133  0.        ]",[-0.38469345 -0.45739616],-0.0380173266166,-0.0380173266166,[ 0.55426651 -0.7175982 ],"[[ -1.8950192    1.23266813   0.02882236  -0.13475748]
 [ -3.42546866  10.34072739   0.           0.        ]]",[-0.10941524 -0.15383923]
11,"[-0.98010815  0.74947471 -1.23100406  1.83236878  0.23946068 -1.15893163
 -0.41230483  0.83924971 -0.15182168 -0.22341817  0.        ]",[ 0.71229089 -1.31056291],-0.0292084401471,-0.0292084401471,[ 0.80786997 -0.70179665],"[[-1.97811668  1.41925996  0.02882236 -0.13475748]
 [-4.87950324  8.32515289  0.          0.        ]]",[-0.10941524 -0.15383923]
12,"[-1.06969429  0.58607958 -1.1867522   1.86400305  0.2394605  -1.15892969
 -0.09971886  0.25630499 -0.17726242 -0.14160843  0.        ]",[ 0.61061127 -0.70182681],-0.0229292895054,-0.0229292895054,[ 0.45793968 -0.39600882],"[[-2.04644806  1.54437512  0.02882236 -0.13475748]
 [-1.96333418  4.20014046  0.          0.        ]]",[-0.10941524 -0.15383923]
13,"[-1.08847943  0.51355847 -1.17645404  1.86380509  0.23946032 -1.15892776
  0.16353123 -0.14822501 -0.17071804 -0.09589036  0.        ]",[ 1.19771893  1.45700618],-0.0227172130983,-0.0227172130983,[ 0.08144334 -0.15628257],"[[-2.06107392  1.59965724  0.02882236 -0.13475748]
 [ 0.49257189  1.33762007  0.          0.        ]]",[-0.10941524 -0.15383923]
14,"[-1.02438666  0.42687604 -1.21010324  1.85212588  0.23946014 -1.15892582
  0.58666059  0.40750635 -0.09141961 -0.0026068   0.        ]",[-0.94545684 -0.38974267],-0.0327612767922,-0.0327612767922,[-1.00540161 -0.85392141],"[[-2.01161733  1.66586517  0.02882236 -0.13475748]
 [ 4.44002026  5.27006465  0.          0.        ]]",[-0.10941524 -0.15383923]
15,"[-0.95754311  0.31144167 -1.24093276  1.81693803  0.23945996 -1.15892389
  0.17618314  0.17474542 -0.01738558  0.12244514  0.        ]",[-1.21898881 -1.39205707],-0.0453055535845,-0.0453055535845,[-0.45954299 -0.6300863 ],"[[-1.96123785  1.75474106  0.02882236 -0.13475748]
 [ 0.61061187  3.62301372  0.          0.        ]]",[-0.10941524 -0.15383923]
16,"[-0.99436476  0.27027285 -1.2244663   1.79882332  0.23945977 -1.15892195
 -0.24931155 -0.39488993 -0.03794833  0.13782445  0.        ]",[-0.24631734 -0.41373435],-0.0438584311774,-0.0438584311774,[ 0.2551195  -0.17618829],"[[-1.98885266  1.78675888  0.02882236 -0.13475748]
 [-3.35889501 -0.40781239  0.          0.        ]]",[-0.10941524 -0.15383923]
17,"[-1.09367419  0.30176587 -1.17353022  1.81293833  0.23945959 -1.15892002
 -0.34666032 -0.62525354 -0.11898956  0.06519592  0.        ]",[ 1.19090718  0.02007856],-0.031919840562,-0.031919840562,[ 0.72218221  0.09047534],"[[-2.06514281  1.76224745  0.02882236 -0.13475748]
 [-4.26707854 -2.03790275  0.          0.        ]]",[-0.10941524 -0.15383923]
18,"[ -1.15014026e+00   3.52903844e-01  -1.13999293e+00   1.83217678e+00
   2.39459414e-01  -1.15891808e+00   8.66448117e-02  -6.08396385e-01
  -1.78256600e-01   9.98754005e-04   0.00000000e+00]",[-0.35047232 -1.15973099],-0.0229194969336,-0.0229194969336,[ 0.25122672  0.09365836],"[[-2.10992583  1.72268607  0.02882236 -0.13475748]
 [-0.22471329 -1.91862334  0.          0.        ]]",[-0.10941524 -0.15383923]
19,"[-1.17286434  0.4541924  -1.12548398  1.85712691  0.23945923 -1.15891615
 -0.06149061 -1.1625677  -0.22896401 -0.08389842  0.        ]",[ 0.32044966  2.06950273],-0.0157211429246,-0.0157211429246,[ 0.80518371  0.71150398],"[[-2.12828641  1.64496884  0.02882236 -0.13475748]
 [-1.60668896 -5.84002934  0.          0.        ]]",[-0.10941524 -0.15383923]
20,"[-1.19622343  0.55370315 -1.1099345   1.86494644  0.23945905 -1.15891421
  0.0777989  -0.58668964 -0.28713063 -0.16257033  0.        ]",[-0.9201425   0.21907401],-0.0127152457391,-0.0127152457391,[ 0.64210427  0.31710935],"[[-2.14738188  1.56905396  0.02882236 -0.13475748]
 [-0.30723879 -1.7650402   0.          0.        ]]",[-0.10941524 -0.15383923]
