timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.381349470669,[ 3.09387859  1.67506511],-0.381349470669,[ 2.36282372  1.95546877],"[[-0.08785866 -0.03070318 -0.16739143  0.04046988]
 [ 0.00210777 -0.0017371   0.          0.        ]]","[ 1.10713865  1.43565785 -0.0245224  -1.34597865 -1.44372878  0.35143586
  0.10643021 -0.30977171  3.35739288 -0.84040151  0.        ]",[-0.6425131  -0.61960149]
1,-0.380437487622,[ 1.87824773  1.15877242],-0.380437487622,[ 2.43579006  1.67177498],"[[-0.04814187  0.00897483 -0.16739143  0.04046988]
 [ 3.95641043  3.9563513   0.          0.        ]]","[ 1.11098112  1.4362168   0.03427713 -1.24443832 -1.44372714  0.35143571
  0.63218154  0.33963085  3.36688968 -0.679172    0.        ]",[-0.6425131  -0.61960149]
2,-0.375213719509,[ 2.36678904  1.30991725],-0.375213719509,[ 2.62776589  1.53406751],"[[ 0.06987676  0.12702862 -0.16739143  0.04046988]
 [ 7.83257072  7.83609815  0.          0.        ]]","[ 1.10915458  1.42578873  0.20930448 -0.94316445 -1.44372549  0.35143557
  1.14754276  0.97617957  3.34533332 -0.20008369  0.        ]",[-0.6425131  -0.61960149]
3,-0.358562513121,[ 2.91695929  1.2481171 ],-0.358562513121,[ 2.86412692  1.39154708],"[[  0.264652     0.32190647  -0.16739143   0.04046988]
 [ 11.63239962  11.63899868   0.           0.        ]]","[ 1.0630415   1.36946247  0.49386612 -0.45767618 -1.44372385  0.35143542
  1.65275384  1.60011874  3.15163032  0.545398    0.        ]",[-0.6425131  -0.61960149]
4,-0.320118557001,[ 2.81464968  0.67698466],-0.320118557001,[ 2.23709035  0.59294856],"[[  0.53467823   0.59208553  -0.16739143   0.04046988]
 [ 15.35806366  15.36644101   0.           0.        ]]","[ 0.91384712  1.21488497  0.86188362  0.16097408 -1.4437222   0.35143527
  2.1481017   2.21167443  2.60689389  1.35083175  0.        ]",[-0.6425131  -0.61960149]
5,-0.251143451607,[ 0.43418738 -0.00374917],-0.251143451607,[ 0.40712202 -0.97288311],"[[  0.87850028   0.92323697  -0.16739143   0.04046988]
 [ 19.01234324  17.74070918   0.           0.        ]]","[ 0.59747869  0.92026378  1.24804606  0.77386196 -1.44372056  0.35143513
  2.63395459  2.60121197  1.66665405  1.78088162  0.        ]",[-0.6425131  -0.61960149]
6,-0.157503693658,[-2.56357127 -3.01344596],-0.157503693658,[-2.12690187 -3.32430553],"[[  1.27224837   1.27436022  -0.16739143   0.04046988]
 [ 20.35813854  17.37277941   0.           0.        ]]","[ 0.10728193  0.51562873  1.52404142  1.18035795 -1.44371891  0.35143498
  2.81287731  2.54083905  0.66984916  1.43926268  0.        ]",[-0.6425131  -0.61960149]
7,-0.0724884979109,[-2.92475861 -3.02799391],-0.0724884979109,[-2.46388578 -3.70618248],"[[  1.63571073   1.5786311   -0.16739143   0.04046988]
 [ 16.0021847   13.06870569   0.           0.        ]]","[-0.40403378  0.12553345  1.58655901  1.29190986 -1.44371727  0.35143484
  2.23372227  1.83467176  0.12828793  0.60591089  0.        ]",[-0.6425131  -0.61960149]
8,-0.0415460015684,[-2.13242679 -3.49283875],-0.0415460015684,[-2.45699549 -3.2491231 ],"[[  1.91289516   1.79767874  -0.16739143   0.04046988]
 [ 11.73015903   8.85017076   0.           0.        ]]","[-0.78943607 -0.15682227  1.50368911  1.22639604 -1.44371562  0.35143469
  1.66572944  1.14254131  0.02876389 -0.11808485  0.        ]",[-0.6425131  -0.61960149]
9,-0.0625889059531,[-2.05195143 -2.70452402],-0.0625889059531,[-2.04428267 -2.62978768],"[[ 2.10547023  1.93319653 -0.16739143  0.04046988]
 [ 7.54110364  4.71542622  0.          0.        ]]","[-1.03739467 -0.32534465  1.38256708  1.12574982 -1.44371397  0.35143454
  1.10876976  0.46415909  0.09464958 -0.56202458  0.        ]",[-0.6425131  -0.61960149]
10,-0.0778682710018,[-1.28292134 -1.54598692],-0.0778682710018,[-1.78584242 -2.1692121 ],"[[ 2.21508648  1.98684268 -0.16739143  0.04046988]
 [ 3.43412144  0.66271743  0.          0.        ]]","[-1.16710299 -0.38988742  1.29217781  1.0736533  -1.44371233  0.3514344
  0.56272287 -0.20076355  0.15205647 -0.76707445  0.        ]",[-0.6425131  -0.61960149]
11,-0.0778104881033,[-1.74804312 -2.00319732],-0.0778104881033,[-1.24146199 -1.5388937 ],"[[ 2.24337568  1.96024075 -0.16739143  0.04046988]
 [-0.59177247 -3.30966145  0.          0.        ]]","[-1.19896947 -0.3580594   1.2664901   1.1003372  -1.44371068  0.35143425
  0.02745725 -0.85250633  0.13143817 -0.79026878  0.        ]",[-0.6425131  -0.61960149]
12,-0.0615697154014,[ 1.42789235  0.51195403],-0.0615697154014,[ 0.5801754   0.44570363],"[[ 2.19194932  1.85498069 -0.16739143  0.04046988]
 [-4.53760509 -7.20336905  0.          0.        ]]","[-1.14052704 -0.22891548  1.31247879  1.1893277  -1.44370904  0.35143411
 -0.49716372 -1.49134044  0.02979232 -0.62934725  0.        ]",[-0.6425131  -0.61960149]
13,-0.0435101377494,[-0.38394764 -0.03518059],-0.0435101377494,[-0.51860303 -0.22477806],"[[ 2.14181097  1.73267766 -0.16739143  0.04046988]
 [-0.48981785 -5.03416475  0.          0.        ]]","[-1.08143716 -0.07389138  1.35424443  1.25852019 -1.44370739  0.35143396
  0.04101307 -1.13544092 -0.06650574 -0.42868232  0.        ]",[-0.6425131  -0.61960149]
