timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.288238959841,"[[ 0.04185835  0.02289491 -0.04878036  0.13889157]
 [-0.0028959  -0.00441209  0.          0.        ]]",[ 1.35407782  3.92763948],-2.39854,"[ 1.16252579  2.30979112  0.15763577 -0.71760198 -0.42155214  1.18476564
  1.22008844 -0.380633    1.66061907 -1.08969171  0.        ]",[-0.20030141 -0.14458659],[ 1.04344875  4.0486761 ]
1,-0.281829266,"[[ 0.08147608  0.06251994 -0.04878036  0.13889157]
 [ 3.95151065  3.95372844  0.          0.        ]]",[ 1.07581961  3.66009617],-2.29582,"[ 1.15916979  2.30736044  0.2170584  -0.57851029 -0.42155175  1.18476345
  1.4034961   0.16644694  1.65217358 -0.98083655  0.        ]",[-0.20030141 -0.14458659],[-0.70001188  3.06291075]
2,-0.268791132912,"[[ 0.13192338  0.18054804 -0.04878036  0.13889157]
 [ 1.10271665  7.83613767  0.          0.        ]]",[ 0.67856884  3.2844677 ],-2.26056,"[ 1.15178798  2.28689615  0.29243422 -0.16710236 -0.42155137  1.18476125
  1.27136262  0.70305929  1.61752365 -0.78193479  0.        ]",[-0.20030141 -0.14458659],[-0.03411599  2.86409886]
3,-0.252083068933,"[[  0.15239127   0.37544266  -0.04878036   0.13889157]
 [  0.94464176  11.64064445   0.           0.        ]]",[ 0.21177197  2.80839968],-1.93205,"[ 1.14780228  2.21051264  0.32288351  0.49035059 -0.42155099  1.18475906
  1.26402836  1.22890288  1.5446981  -0.57820262  0.        ]",[-0.20030141 -0.14458659],[-1.23132732  3.17089505]
4,-0.231514852073,"[[  0.1313936    0.64568568  -0.04878036   0.13889157]
 [ -3.03116449  15.37119771   0.           0.        ]]",[-0.20505358  2.30306482],-1.94396,"[ 1.15187941  2.02220604  0.29164439  1.31626638 -0.42155061  1.18475687
  1.07962345  1.7445216   1.42515008 -0.40862352  0.        ]",[-0.20030141 -0.14458659],[-0.44187951  2.37458088]
5,-0.207569022617,"[[  0.053824     0.98978934  -0.04878036   0.13889157]
 [ -4.72011686  19.02695782   0.           0.        ]]",[-0.56203699  1.78735745],-1.68161,"[ 1.16172932  1.66490498  0.1755964   2.13902116 -0.42155022  1.18475468
  1.00128609  2.24979682  1.26118006 -0.32052886  0.        ]",[-0.20030141 -0.14458659],[-2.30593363  1.25725301]
6,-0.179553147377,"[[ -0.07934482   1.40628567  -0.04878036   0.13889157]
 [ -8.58397415  22.61063406   0.           0.        ]]",[-0.800713    1.44882989],-1.751,"[ 1.1593946   1.11413642 -0.0243741   2.66811297 -0.42154984  1.18475249
  0.82207429  2.74509978  1.04893202 -0.33454175  0.        ]",[-0.20030141 -0.14458659],[-1.2972137   0.20102593]
7,-0.15538018554,"[[ -0.28902522   1.86199572  -0.04878036   0.13889157]
 [-12.37168585  22.95909128   0.           0.        ]]",[-0.89093596  1.37046003],-1.67781,"[ 1.10673421  0.46929831 -0.333598    2.5676148  -0.42154946  1.1847503
  0.64639452  2.79324294  0.82436936 -0.48399966  0.        ]",[-0.20030141 -0.14458659],[-0.23051988 -0.25719976]
8,-0.140256795049,"[[ -0.54315852   2.30639332  -0.04878036   0.13889157]
 [-13.03948393  21.48558506   0.           0.        ]]",[-1.02516437  1.37620473],-1.0536,"[ 0.96600267 -0.07979834 -0.68199847  1.80702461 -0.42154908  1.18474811
  0.6154205   2.58956771  0.59680092 -0.70155752  0.        ]",[-0.20030141 -0.14458659],[-3.18646356  1.52553775]
9,-0.134499885856,"[[ -0.84108325   2.77155964  -0.04878036   0.13889157]
 [-16.74069631  25.01925163   0.           0.        ]]",[-1.2235173   1.33448243],-1.139,"[ 0.70577807 -0.45349014 -1.02543681  0.47262507 -0.4215487   1.18474591
  0.44375282  3.0779446   0.32834562 -0.94194282  0.        ]",[-0.20030141 -0.14458659],[-2.27182253  2.25640203]
