timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.292867907767,[-0.34988308 -0.23246062],[ 2.09665108  4.58879948],-2.92559,"[ 1.10024045  1.95294707  0.01534735 -0.84021556  0.05220222  1.68061673
  1.06673931 -0.37428326  1.27991094 -1.94100625  0.        ]","[[-0.07375664  0.00518627  0.00556049  0.19531474]
 [-0.00488832  0.0022358   0.          0.        ]]",[ 2.20505904  6.28560056]
1,-0.284246832277,[-0.34988308 -0.23246062],[ 1.82793856  4.32489729],-3.27519,"[ 1.10320609  1.95164345  0.07540767 -0.71129704  0.05220219  1.6806139
  1.2207458   0.19472693  1.28363131 -1.82399286  0.        ]","[[-0.03417837  0.04494293  0.00556049  0.19531474]
 [ 3.94955525  3.9602447   0.          0.        ]]",[ 2.43006224  3.41671141]
2,-0.256772169606,[-0.34988308 -0.23246062],[ 1.38699532  3.72759175],-2.57526,"[ 1.09915098  1.93565222  0.25441008 -0.33038333  0.05220217  1.68061107
  1.37170929  0.75247429  1.25471729 -1.4779246   0.        ]","[[  8.37047015e-02   1.63073789e-01   5.56049122e-03   1.95314739e-01]
 [  7.82587520e+00   7.83991122e+00   0.00000000e+00   0.00000000e+00]]",[ 1.21979432  5.09132497]
3,-0.206308560625,[-0.34988308 -0.23246062],[ 0.69460404  2.38635659],-2.27082,"[ 1.05052635  1.87024742  0.54493966  0.27971569  0.05220215  1.68060824
  1.51970093  1.29917278  1.08127506 -0.94571139  0.        ]","[[  2.78347926e-01   3.58027080e-01   5.56049122e-03   1.95314739e-01]
 [  1.16259010e+01   1.16427287e+01   0.00000000e+00   0.00000000e+00]]",[ 0.45675702  2.59604297]
4,-0.132964167572,[-0.34988308 -0.23246062],[-0.32668006  0.46609667],-1.76732,"[ 0.91567865  1.70387516  0.89130888  1.0496044   0.05220212  1.68060541
  1.58110486  1.83514176  0.6517039  -0.40951912  0.        ]","[[  5.26683645e-01   6.28288202e-01   5.56049122e-03   1.95314739e-01]
 [  1.32026281e+01   1.53709273e+01   0.00000000e+00   0.00000000e+00]]",[ 1.01890693  1.16705363]
5,-0.0398328211887,[-0.34988308 -0.23246062],[-0.99433827 -1.07019663],-1.11917,"[ 0.65441572  1.38342723  1.24662637  1.82313929  0.0522021   1.68060258
  1.72506724  2.36034969 -0.05370637 -0.13358305  0.        ]","[[  8.27820892e-01   9.72362831e-01   5.56049122e-03   1.95314739e-01]
 [  1.68992203e+01   1.90242993e+01   0.00000000e+00   0.00000000e+00]]",[-0.77159505 -0.60651649]
6,-0.0597536571018,[-0.34988308 -0.23246062],[-1.00307548 -1.62777138],-1.39579,"[ 0.30489299  0.96605998  1.50308726  2.28934253  0.05220208  1.68059975
  1.59329601  1.96094332 -0.73597683 -0.32453156  0.        ]","[[  1.13186063e+00   1.32497391e+00   5.56049122e-03   1.95314739e-01]
 [  1.35157980e+01   1.62460687e+01   0.00000000e+00   0.00000000e+00]]",[-1.94462582 -1.0003623 ]
7,-0.121596153508,[-0.34988308 -0.23246062],[-0.83060992 -1.50201106],-2.28887,"[ 0.00532044  0.60151993  1.61345834  2.38473638  0.05220205  1.68059692
  1.42887479  1.34550332 -1.09311068 -0.72338503  0.        ]","[[  1.35982169e+00   1.60694263e+00   5.56049122e-03   1.95314739e-01]
 [  9.29400545e+00   1.19650913e+01   0.00000000e+00   0.00000000e+00]]",[-0.7091369  -2.42207027]
8,-0.157958448563,[-0.34988308 -0.23246062],[-0.80490243 -1.18009198],-2.44851,"[-0.20919698  0.34705932  1.6448493   2.29893403  0.05220203  1.68059409
  1.31246997  0.74223591 -1.21595898 -1.06120942  0.        ]","[[  1.51571566e+00   1.80414133e+00   5.56049122e-03   1.95314739e-01]
 [  6.30511932e+00   7.76877672e+00   0.00000000e+00   0.00000000e+00]]",[-0.11806696 -1.33474624]
9,-0.179524158462,[-0.34988308 -0.23246062],[-0.84363198 -0.85829222],-2.38195,"[-0.37609887  0.20454333  1.64393307  2.1930029   0.05220201  1.68059126
  1.28944274  0.15087737 -1.25211625 -1.28896278  0.        ]","[[  1.63588700e+00   1.91824495e+00   5.56049122e-03   1.95314739e-01]
 [  5.71388779e+00   3.65529772e+00   0.00000000e+00   0.00000000e+00]]",[-1.24287697  0.14753829]
