timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.281679782307,"[[  8.64149426e-02  -9.43646580e-02  -4.07828027e-02  -1.21240785e-01]
 [ -1.25368491e-03  -1.11917384e-04   0.00000000e+00   0.00000000e+00]]",[-1.71533334 -3.12810588],-1.8599,"[ 1.14153415  2.4926702   0.13567232  0.40119093 -0.35326523 -1.04345011
 -0.38006493  0.36720205  1.65853397  1.15319882  0.        ]",[-0.27371177 -0.25263408],[-0.29344528 -2.47735464]
1,-0.278541690556,"[[ 0.07475848 -0.1340902  -0.0407828  -0.12124079]
 [-1.16054074 -3.95924865  0.          0.        ]]",[-1.57831609 -3.10677814],-1.92536,"[ 1.14283438  2.48588329  0.11835786  0.24766078 -0.35326501 -1.04344888
 -0.40888115 -0.14403514  1.65781323  1.09359687  0.        ]",[-0.27371177 -0.25263408],[-2.62388002 -2.76516878]
2,-0.265686731656,"[[ 0.01210182 -0.25220126 -0.0407828  -0.12124079]
 [-5.0920721  -7.83893147  0.          0.        ]]",[-1.11304927 -3.04731393],-1.80064,"[ 1.14660611  2.45195956  0.02508797 -0.20302946 -0.35326479 -1.04344765
 -0.50660722 -0.6450124   1.63774878  0.86690146  0.        ]",[-0.27371177 -0.25263408],[-1.8149055  -3.12280142]
3,-0.237264254984,"[[ -0.12840873  -0.44713539  -0.0407828   -0.12124079]
 [ -8.94626454 -11.6418018    0.           0.        ]]",[-0.25214878 -2.98124671],-1.57845,"[ 1.13528472  2.35215132 -0.18377997 -0.91437724 -0.35326456 -1.04344643
 -0.60241081 -1.1360702   1.523006    0.44899705  0.        ]",[-0.27371177 -0.25263408],[-0.59138927 -3.72092352]
4,-0.190600318706,"[[ -0.32902833  -0.71737688  -0.0407828   -0.12124079]
 [-11.10871087 -15.36990202   0.           0.        ]]",[ 0.89972043 -2.83325005],-1.36234,"[ 1.07228726  2.13038693 -0.47447649 -1.78980969 -0.35326434 -1.0434452
 -0.65616245 -1.61747113  1.211597   -0.03129667  0.        ]",[-0.27371177 -0.25263408],[ 0.35058845 -2.40155661]
5,-0.130180207789,"[[ -0.53508905  -1.06145128  -0.0407828   -0.12124079]
 [ -9.50290042 -19.02533978   0.           0.        ]]",[ 1.80452073 -2.59487486],-1.11187,"[ 0.95279577  1.73234947 -0.75284331 -2.62877192 -0.35326412 -1.04344397
 -0.61624615 -2.0894858   0.71534002 -0.32396283  0.        ]",[-0.27371177 -0.25263408],[ 1.44587642 -1.90755497]
6,-0.0660463296488,"[[ -0.68357984  -1.47791452  -0.0407828   -0.12124079]
 [ -5.35999954 -22.60901454   0.           0.        ]]",[ 1.84753776 -2.43171024],-0.938793,"[ 0.83500678  1.14133581 -0.93413715 -3.10581107 -0.35326389 -1.04344274
 -0.51326517 -2.55222848  0.21608369 -0.26760572  0.        ]",[-0.27371177 -0.25263408],[ 1.59852618 -3.07924914]
7,-0.0157429952403,"[[ -0.75003377  -1.96533732  -0.0407828   -0.12124079]
 [ -1.29880259 -26.12150634   0.           0.        ]]",[ 1.3452518  -2.32626987],-0.992091,"[ 0.77445046  0.42717546 -1.00878338 -2.82368276 -0.35326367 -1.04344152
 -0.41231517 -3.00577183 -0.106638    0.09026836  0.        ]",[-0.27371177 -0.25263408],[-0.08387092 -1.60435615]
8,-0.0685617269823,"[[ -0.77911067  -2.52230628  -0.0407828   -0.12124079]
 [ -1.60782898 -29.56392271   0.           0.        ]]",[ 0.49101415 -2.29171848],-1.02081,"[ 0.74652801 -0.21630051 -1.04005247 -1.49039108 -0.35326344 -1.04344029
 -0.41999641 -3.45025639 -0.184602    0.62334454  0.        ]",[-0.27371177 -0.25263408],[-0.62480747 -3.3022868 ]
9,-0.133632592454,"[[ -0.83578669  -3.14744054  -0.0407828   -0.12124079]
 [ -4.05097954 -26.56980534   0.           0.        ]]",[-0.62634647 -2.48405933],-1.2146,"[ 0.68972646 -0.49423645 -1.09843475  0.79051405 -0.35326322 -1.04343906
 -0.48072586 -3.06361881  0.04826691  1.1539932   0.        ]",[-0.27371177 -0.25263408],[-1.36805355 -1.87076886]
