timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.294264641073,"[[-0.06241091 -0.0247774  -0.08460099 -0.0030696 ]
 [-0.00277882  0.00414169  0.          0.        ]]",[-0.65159464 -4.66779137],-1.88234,"[ 1.12080809  2.64576558 -0.02063107  0.71305971 -0.72933183 -0.02441557
 -0.43374312  0.37083254  2.0320736  -0.0876841   0.        ]",[-0.375449   -0.26257032],[-0.80349942 -4.07802377]
1,-0.293734286575,"[[ -9.43418067e-02  -6.44108254e-02  -8.46009934e-02  -3.06959898e-03]
 [ -3.17974031e+00  -3.95429529e+00   0.00000000e+00   0.00000000e+00]]",[ 0.00633696 -4.65284586],-1.84216,"[ 1.11729429  2.64301411 -0.06802616  0.54497157 -0.72933154 -0.02441556
 -0.50334407 -0.13102639  2.02286036 -0.18565304  0.        ]",[-0.375449   -0.26257032],[ 0.21028347 -4.20568405]
2,-0.29141615018,"[[ -1.48944473e-01  -1.82442545e-01  -8.46009934e-02  -3.06959898e-03]
 [ -2.28352720e+00  -7.83593830e+00   0.00000000e+00   0.00000000e+00]]",[ 1.35659492 -4.58032417],-1.77104,"[ 1.10798386  2.62043524 -0.14871524  0.04796097 -0.72933126 -0.02441556
 -0.48370961 -0.62314916  1.98294126 -0.39802341  0.        ]",[-0.375449   -0.26257032],[ 1.52291343 -4.43717213]
3,-0.286430840222,"[[ -1.54457262e-01  -3.77347974e-01  -8.46009934e-02  -3.06959898e-03]
 [  1.71891184e+00  -1.16419075e+01   0.00000000e+00   0.00000000e+00]]",[ 2.84422398 -4.41944504],-1.67775,"[ 1.10681251  2.53687118 -0.15682912 -0.7460624  -0.72933097 -0.02441555
 -0.39602372 -1.10567751  1.91249212 -0.58111847  0.        ]",[-0.375449   -0.26257032],[ 3.41505875 -5.33273849]
4,-0.2776123245,"[[ -8.07158145e-02  -6.47615622e-01  -8.46009934e-02  -3.06959898e-03]
 [  5.64218219e+00  -1.53723881e+01   0.00000000e+00   0.00000000e+00]]",[ 4.15959311 -4.18711185],-1.61437,"[ 1.11896628  2.33150639 -0.0478156  -1.74304789 -0.72933069 -0.02441554
 -0.31007227 -1.57863444  1.82262594 -0.67131115  0.        ]",[-0.375449   -0.26257032],[ 5.93580434 -4.53473582]
5,-0.262583204621,"[[  7.07140060e-02  -9.91748886e-01  -8.46009934e-02  -3.06959898e-03]
 [  9.48805259e+00  -1.90286729e+01   0.00000000e+00   0.00000000e+00]]",[ 4.46238708 -4.06599045],-1.65356,"[ 1.12002882  1.94245546  0.17743575 -2.73522098 -0.72933041 -0.02441554
 -0.22581651 -2.04218323  1.70535589 -0.66451719  0.        ]",[-0.375449   -0.26257032],[ 3.53988458 -3.56496895]
6,-0.238436504794,"[[  2.98302590e-01  -1.40827579e+00  -8.46009934e-02  -3.06959898e-03]
 [  1.32583658e+01  -2.26119475e+01   0.00000000e+00   0.00000000e+00]]",[ 3.59240866 -3.9583602 ],-1.58531,"[ 1.06147836  1.34337835  0.50983074 -3.37135744 -0.72933012 -0.02441553
 -0.14321607 -2.49647335  1.54005733 -0.56303167  0.        ]",[-0.375449   -0.26257032],[ 2.48098092 -3.63224998]
7,-0.202397989408,"[[  6.00556723e-01  -1.89574827e+00  -8.46009934e-02  -3.06959898e-03]
 [  1.69548784e+01  -2.61234570e+01   0.00000000e+00   0.00000000e+00]]",[ 2.71992326 -3.67695141],-1.42514,"[ 0.87764482  0.59563173  0.91363589 -3.20510747 -0.72932984 -0.02441552
 -0.06223246 -2.94166171  1.29694831 -0.38654208  0.        ]",[-0.375449   -0.26257032],[ 2.4637073 -3.8138968]
8,-0.152803122336,"[[  9.76014996e-01  -2.45274617e+00  -8.46009934e-02  -3.06959898e-03]
 [  2.05789565e+01  -2.95648035e+01   0.00000000e+00   0.00000000e+00]]",[ 2.63765717 -3.39491844],-1.22995,"[ 0.50567495 -0.10804485  1.30547769 -1.88041747 -0.72932955 -0.02441552
  0.01716424 -3.3779504   0.94761958 -0.18460219  0.        ]",[-0.375449   -0.26257032],[ 2.4959032  -3.38240554]
9,-0.0904142501576,"[[  1.42323679e+00  -3.07788737e+00  -8.46009934e-02  -3.06959898e-03]
 [  2.41315584e+01  -2.68595935e+01   0.00000000e+00   0.00000000e+00]]",[ 2.78045106 -2.85708046],-1.01836,"[-0.07513356 -0.45931342  1.54498962  0.54796352 -0.72932927 -0.02441551
  0.09499503 -3.03497262  0.48604252 -0.04208172  0.        ]",[-0.375449   -0.26257032],[ 2.38721945 -3.35183622]
