timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.122990545964,"[[-0.07588775  0.03184579  0.08663747 -0.01007233]
 [ 0.00430439 -0.00105482  0.          0.        ]]",[ 0.56768745 -1.61374784],-1.24069,"[  1.12220717e+00   2.04168779e+00  -1.17064582e-01   7.20906700e-01
   7.77858559e-01  -5.78468604e-02  -1.59445182e-01   3.40699153e-01
   6.27668455e-01  -5.41298153e-04   0.00000000e+00]",[-0.19509348 -0.22928682],[ 0.5959248  -1.56902774]
1,-0.123040707069,"[[-0.05213452 -0.00791214  0.08663747 -0.01007233]
 [ 2.36315966 -3.96153609  0.          0.        ]]",[ 0.53619713 -1.6118207 ],-1.19657,"[ 1.12429013  2.04230187 -0.0812424   0.60297638  0.77785607 -0.05784674
 -0.05120055 -0.19356284  0.62809754  0.00439815  0.        ]",[-0.19509348 -0.22928682],[ 1.00741238 -2.23963412]
2,-0.122888911676,"[[ 0.03436538 -0.12609901  0.08663747 -0.01007233]
 [ 6.27380833 -7.84420115  0.          0.        ]]",[ 0.48241457 -1.606148  ],-1.24212,"[ 1.12534083  2.03172272  0.04943231  0.25335553  0.77785358 -0.05784663
  0.12825369 -0.71732679  0.62675822  0.04612393  0.        ]",[-0.19509348 -0.22928682],[ 1.29865431 -0.40586673]
3,-0.122325428341,"[[  1.98293357e-01  -2.97563415e-01   8.66374740e-02  -1.00723323e-02]
 [  1.01062532e+01  -9.29736865e+00   0.00000000e+00   0.00000000e+00]]",[ 0.39527568 -1.59307623],-1.19834,"[ 1.09921792  1.98363348  0.29521429 -0.24332875  0.77785109 -0.05784651
  0.3041192  -0.91335391  0.61262572  0.17071265  0.        ]",[-0.19509348 -0.22928682],[ 1.58110766 -1.58714479]
4,-0.121529285087,"[[  4.38120636e-01  -5.21403860e-01   8.66374740e-02  -1.00723323e-02]
 [  1.38640173e+01  -1.30740248e+01   0.00000000e+00   0.00000000e+00]]",[ 0.18604881 -1.56269789],-1.26345,"[ 0.99634654  1.86488895  0.63862725 -0.85119901  0.77784861 -0.0578464
  0.47655751 -1.42281166  0.56033508  0.36825168  0.        ]",[-0.19509348 -0.22928682],[ 1.06497044 -0.55614324]
5,-0.120731685045,"[[  7.52355576e-01  -8.02388858e-01   8.66374740e-02  -1.00723323e-02]
 [  1.75473318e+01  -1.50178777e+01   0.00000000e+00   0.00000000e+00]]",[-0.07240582 -1.49404943],-1.3507,"[ 0.75520587  1.63508025  1.03021641 -1.50656988  0.77784612 -0.05784628
  0.64557901 -1.68502162  0.43681083  0.60682296  0.        ]",[-0.19509348 -0.22928682],[-0.69350399 -0.64162363]
6,-0.116290096274,"[[  1.07230526e+00  -1.12523485e+00   8.66374740e-02  -1.00723323e-02]
 [  1.44578169e+01  -1.72593079e+01   0.00000000e+00   0.00000000e+00]]",[-0.2584008  -1.38885331],-1.37366,"[ 0.40892123  1.2825939   1.32481546 -2.05047315  0.77784363 -0.05784617
  0.50380308 -1.9873665   0.25679398  0.76162363  0.        ]",[-0.19509348 -0.22928682],[-1.43010435  0.39292708]
7,-0.103802496999,"[[  1.31889127e+00  -1.45136518e+00   8.66374740e-02  -1.00723323e-02]
 [  1.02147657e+01  -1.53601689e+01   0.00000000e+00   0.00000000e+00]]",[-0.27547079 -1.27487707],-1.2694,"[ 0.09442179  0.86631042  1.46101998 -2.3189408   0.77784114 -0.05784605
  0.30909285 -1.73116413  0.08763514  0.76405739  0.        ]",[-0.19509348 -0.22928682],[-0.8670067  -1.09518915]
8,-0.0808145671241,"[[  1.48673915e+00  -1.79523537e+00   8.66374740e-02  -1.00723323e-02]
 [  6.58184981e+00  -1.90147629e+01   0.00000000e+00   0.00000000e+00]]",[-0.28114152 -1.18546844],-1.18479,"[-0.13272983  0.41012553  1.50336976 -2.26564157  0.77783865 -0.05784593
  0.14238123 -2.22413039 -0.06054772  0.63440556  0.        ]",[-0.19509348 -0.22928682],[-0.34386674 -1.4208675 ]
9,-0.0471814366187,"[[  1.60340983e+00  -2.21147844e+00   8.66374740e-02  -1.00723323e-02]
 [  5.09001053e+00  -2.25976396e+01   0.00000000e+00   0.00000000e+00]]",[-0.2492255  -1.12805057],-1.15691,"[-0.29292066 -0.09074999  1.507892   -1.75173537  0.77783616 -0.05784582
  0.07392175 -2.70739983 -0.2474406   0.39919721  0.        ]",[-0.19509348 -0.22928682],[-0.91234321 -1.52783341]
10,-0.0426004903541,"[[  1.66795017e+00  -2.69866915e+00   8.66374740e-02  -1.00723323e-02]
 [  1.37624527e+00  -2.61097830e+01   0.00000000e+00   0.00000000e+00]]",[-0.24760425 -1.07886791],-1.20856,"[-0.38141291 -0.49894465  1.5015594  -0.64491501  0.77783368 -0.0578457
 -0.09650017 -3.18109613 -0.53413271  0.14157425  0.        ]",[-0.19509348 -0.22928682],[-0.93570876  0.04752701]
11,-0.0786880039063,"[[ 1.65802743 -3.14529979  0.08663747 -0.01007233]
 [-2.35547452 -9.48900929  0.          0.        ]]",[-0.2586562 -1.0642519],-1.19077,"[-0.36783362 -0.62775993  1.50293014  0.63747354  0.77783119 -0.05784559
 -0.26774597 -0.93909201 -0.81189156  0.02619328  0.        ]",[-0.19509348 -0.22928682],[-2.52340151 -1.2211877 ]
12,-0.091218953803,"[[ 1.571668   -3.17737768  0.08663747 -0.01007233]
 [-6.26760291  2.57459833  0.          0.        ]]",[-0.24652576 -1.07231772],-1.20628,"[-0.24930446 -0.62691266  1.50866567  0.73260803  0.7778287  -0.05784547
 -0.44727044  0.68818412 -0.90138669  0.019751    0.        ]",[-0.19509348 -0.22928682],[ 0.21244802 -1.55513843]
13,-0.0847375318017,"[[ 1.45600093 -3.11253145  0.08663747 -0.01007233]
 [-5.30235294  3.18078069  0.          0.        ]]",[-0.22872901 -1.07556033],-1.16477,"[-0.09069323 -0.62720192  1.49871015  0.54027429  0.77782621 -0.05784536
 -0.40297461  0.76995061 -0.85511321  0.01705361  0.        ]",[-0.19509348 -0.22928682],[ 0.05665041 -2.23870132]
14,-0.0800314856897,"[[ 1.35325701 -3.06043817  0.08663747 -0.01007233]
 [-4.97313745  1.99351304  0.          0.        ]]",[-0.21806717 -1.07702041],-1.2424,"[ 0.04849831 -0.62337004  1.47303042  0.38598989  0.77782372 -0.05784524
 -0.38786615  0.60979632 -0.82144459  0.00824512  0.        ]",[-0.19509348 -0.22928682],[-0.06221285  0.23942216]
15,-0.075980381727,"[[ 1.25231113 -3.01145214  0.08663747 -0.01007233]
 [-5.12095721  2.90206351  0.          0.        ]]",[-0.19851866 -1.07970381],-1.22189,"[ 0.18221551 -0.61647277  1.43264148  0.24149592  0.77782123 -0.05784513
 -0.39464864  0.7323502  -0.79216632 -0.00587566  0.        ]",[-0.19509348 -0.22928682],[ 0.14726398 -0.09589493]
16,-0.0717190628623,"[[ 1.1567591  -2.95779658  0.08663747 -0.01007233]
 [-4.43652684  2.46494896  0.          0.        ]]",[-0.18006396 -1.08129811],-1.17432,"[ 0.30477315 -0.60527466  1.38094036  0.08430083  0.77781875 -0.05784501
 -0.36323946  0.67338498 -0.76067494 -0.02575693  0.        ]",[-0.19509348 -0.22928682],[-0.7276357  -0.83315682]
