timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-1.66116714 -0.03911936],"[ 1.20243884  1.81039046 -0.02775951 -0.82854346  1.07742248 -1.02453147
  1.2014469  -0.35565846  0.39414862  0.84202241  0.        ]","[[-0.08795184 -0.00769423  0.12729077 -0.11649181]
 [-0.00062026  0.00199764  0.          0.        ]]",-0.127054753808,[-1.48537031 -0.86461792],0.0221213,[ 0.0068343  -0.29755038]
1,[-1.55798697  0.24286105],"[ 1.19656626  1.80929021 -0.08649942 -0.92257302  1.07741971 -1.02452897
  1.07971543 -0.83624325  0.38362603  0.74912151  0.        ]","[[-0.12764128 -0.04198863  0.12729077 -0.11649181]
 [-3.95516212 -3.42003787  0.          0.        ]]",-0.117087679547,[-1.13520298  0.44438731],-0.0683817,[ 0.0068343  -0.29755038]
2,[-1.5124867   0.34978774],"[ 1.16647775  1.80498839 -0.25904158 -1.05953327  1.07741694 -1.02452648
  0.96032929 -0.57940585  0.33583654  0.52110213  0.        ]","[[-0.24565736 -0.09204028  0.12729077 -0.11649181]
 [-7.83353167 -1.59122395  0.          0.        ]]",-0.0922352959057,[-1.62805337  0.41230983],-0.0325433,[ 0.0068343  -0.29755038]
3,[-1.40797937  0.64788228],"[ 1.07654258  1.80305447 -0.53173364 -1.10077776  1.07741418 -1.02452398
  0.84330694 -0.34549131  0.22085819  0.21819446  0.        ]","[[ -0.44047055  -0.10715333   0.12729077  -0.11649181]
 [-11.63512549   0.07436889   0.           0.        ]]",-0.0594402205943,[-1.53739278  2.00998038],-0.803854,[ 0.0068343  -0.29755038]
4,[-1.32368779  1.0222317 ],"[ 0.87508473  1.80760823 -0.86803786 -0.98815717  1.07741141 -1.02452148
  0.72857307  0.21059517  0.0100267  -0.10994388  0.        ]","[[ -0.71056987  -0.06593766   0.12729077  -0.11649181]
 [-15.36238574   4.03399839   0.           0.        ]]",-0.0373443781705,[-2.47902425  1.44475034],-0.93487,[ 0.0068343  -0.29755038]
5,[-1.2222054   1.47041368],"[ 0.51178148  1.80853728 -1.19164808 -0.66025224  1.07740864 -1.02451899
  0.61610932  0.75565945 -0.30895304 -0.39826024  0.        ]","[[ -1.05447435   0.05368344   0.12729077  -0.11649181]
 [-19.01590592   7.91514785   0.           0.        ]]",-0.0657544238489,[-1.44046714  0.27140749],-1.3611,[ 0.0068343  -0.29755038]
6,[-1.05726314  1.91587663],"[-0.02947746  1.77916255 -1.37826371 -0.20561716  1.07740587 -1.02451649
  0.5058998   0.88473176 -0.75721917 -0.58627936  0.        ]","[[ -1.47071416   0.22120853   0.12729077  -0.11649181]
 [-22.5961998    8.83422224   0.           0.        ]]",-0.120212591499,[-0.92627496  2.38997988],-1.67624,[ 0.0068343  -0.29755038]
7,[-1.07631052  1.9457972 ],"[-0.68194984  1.69060728 -1.27721131  0.35061486  1.0774031  -1.02451399
  0.40680075  1.41630126 -1.29317952 -0.57618183  0.        ]","[[ -1.9549379    0.4358713    0.12729077  -0.11649181]
 [-25.81555687  12.619305     0.           0.        ]]",-0.18087181998,[-0.42616488  2.37549249],-2.13796,[ 0.0068343  -0.29755038]
8,[-1.25946212  1.53947473],"[-1.25394354  1.48782236 -0.80800864  1.01242878  1.07740034 -1.0245115
  0.37054073  1.93711226 -1.76758631 -0.31862906  0.        ]","[[ -2.48306634   0.72546778   0.12729077  -0.11649181]
 [-26.9934986   16.327828     0.           0.        ]]",-0.232872485616,[-3.18806436 -0.32225443],-2.12252,[ 0.0068343  -0.29755038]
9,[-1.30772042  1.09587336],"[-1.53648305  1.18234123 -0.02233156  1.55240955  1.07739757 -1.024509
  0.26513666  1.71226665 -2.10393473  0.15985775  0.        ]","[[ -3.05729015   1.03596395   0.12729077  -0.11649181]
 [-30.41768396  14.72686212   0.           0.        ]]",-0.274980990294,[-1.23969049  1.68022566],-1.83793,[ 0.0068343  -0.29755038]
10,[-1.67449117  0.19375347],"[-1.33304136  0.78837503  0.89098036  1.87881953  1.0773948  -1.0245065
  0.16173133  2.22691762 -2.19628631  0.78461826  0.        ]","[[ -3.69934574   1.36727324   0.12729077  -0.11649181]
 [-33.77693824  18.39157736   0.           0.        ]]",-0.301689015185,[-0.27566507 -0.89611404],-2.12026,[ 0.0068343  -0.29755038]
11,[-1.73653626 -0.20899701],"[-0.61642299  0.36978442  1.50985305  1.91401746  1.07739203 -1.02450401
  0.14863239  1.6767785  -1.99057636  1.34597001  0.        ]","[[ -4.37915421   1.69580197   0.12729077  -0.11649181]
 [-34.20246855  14.47431463   0.           0.        ]]",-0.305370501167,[-3.01353537 -0.64839585],-0.589399,[ 0.0068343  -0.29755038]
12,[-1.90555    -0.54605162],"[ 0.34784804  0.04748089  1.48345629  1.73379632  1.07738926 -1.02450151
  0.04754309  1.2752741  -1.57871182  1.70704268  0.        ]","[[ -5.09615291   1.95660505   0.12729077  -0.11649181]
 [-37.48648047  11.61538741   0.           0.        ]]",-0.289166664354,[-4.5396114  -0.05310474],-0.304189,[ 0.0068343  -0.29755038]
13,[-2.09117317 -0.79763645],"[ 1.09655043 -0.20810691  0.68960366  1.43498624  1.0773865  -1.02449901
 -0.05155516  1.21266218 -1.08270806  1.74262948  0.        ]","[[ -5.87818287   2.18444047   0.12729077  -0.11649181]
 [-40.7058108   11.16957747   0.           0.        ]]",-0.249542154083,[-2.79822276 -0.51032884],-0.689364,[ 0.0068343  -0.29755038]
14,[-2.2645309  -0.94834846],"[ 1.07636993 -0.40218686 -0.53213692  1.07481437  1.07738373 -1.02449652
 -0.14868468  0.89702026 -0.71829473  1.45356924  0.        ]","[[ -6.72395865   2.38528152   0.12729077  -0.11649181]
 [-43.86118455   8.92202575   0.           0.        ]]",-0.192326211167,[-1.38475637 -1.20652063],-0.891716,[ 0.0068343  -0.29755038]
15,[-2.17912197 -0.71613485],"[ 0.13553614 -0.51341578 -1.34925265  0.78496473  1.07738096 -1.02449402
 -0.2438714   0.31535276 -0.61806309  1.02119149  0.        ]","[[ -7.63220938   2.52216551   0.12729077  -0.11649181]
 [-46.95344477   4.7801977    0.           0.        ]]",-0.135710967359,[-2.58840036 -1.30411147],-0.572261,[ 0.0068343  -0.29755038]
