timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.55630869 -0.04783821],"[ 1.16525384  1.70168135  0.04455001  0.15737545  1.31648811  1.17128426
  1.29479071 -0.05739968  0.23814708 -0.84645378  0.        ]","[[-0.06198656  0.06000745  0.15287433  0.13500028]
 [ 0.00421412  0.00446142  0.          0.        ]]",-0.152443284031,[-0.42908157  0.19580813],-5.82777,[-0.06397444 -0.58547288]
1,[-0.58105856  0.12427526],"[ 1.16360243  1.70098259  0.01919693  0.16943992  1.31648719  1.17128355
  1.25018526  0.05498504  0.2372713  -0.86508972  0.        ]","[[-0.07893661  0.06788145  0.15287433  0.13500028]
 [-1.69356548  0.78034999  0.          0.        ]]",-0.154893851756,[ 1.29969386 -0.51986457],-6.30964,[-0.06397444 -0.58547288]
2,[-0.4647038  -0.22649202],"[ 1.16424783  1.70145231  0.0284123   0.16144759  1.31648628  1.17128284
  1.35501567 -0.2456358   0.23760278 -0.86013193  0.        ]","[[-0.07277321  0.06266479  0.15287433  0.13500028]
 [ 2.29661705 -1.29509444  0.          0.        ]]",-0.154246418638,[-0.25921551 -0.05913926],-5.93505,[-0.06397444 -0.58547288]
3,[-0.49820644 -0.30428916],"[ 1.16693153  1.70333708  0.08109483  0.11852577  1.31648536  1.17128214
  1.32688309 -0.27578012  0.23899076 -0.83025775  0.        ]","[[-0.03758423  0.03467485  0.15287433  0.13500028]
 [ 1.22584579 -1.503207    0.          0.        ]]",-0.150324941684,[ 0.38424834 -1.45780848],-6.14311,[-0.06397444 -0.58547288]
4,[-0.40768921 -0.26387408],"[ 1.16790507  1.70332819  0.14037141  0.01184224  1.31648444  1.17128143
  1.36622005 -0.84508589  0.23907077 -0.82569742  0.        ]","[[  1.95574865e-03  -3.48243807e-02   1.52874332e-01   1.35000281e-01]
 [  2.72316171e+00  -5.43361455e+00   0.00000000e+00   0.00000000e+00]]",-0.149721041986,[ 0.50028179 -0.99036666],-6.07668,[-0.06397444 -0.58547288]
5,[-0.26330233  0.26057675],"[ 1.16394023  1.68134263  0.25091648 -0.21224579  1.31648353  1.17128072
  1.41683702 -1.39761767  0.23318969 -0.83022951  0.        ]","[[ 0.07574988 -0.18176993  0.15287433  0.13500028]
 [ 4.64983122 -9.2482213   0.          0.        ]]",-0.150007014483,[-0.06458632  0.43762099],-5.52098,[-0.06397444 -0.58547288]
6,[-0.52853245  0.03034671],"[ 1.14906152  1.6213515   0.38410784 -0.45757342  1.31648261  1.17128001
  1.40768813 -1.12008386  0.21731426 -0.82617528  0.        ]","[[ 0.16525292 -0.34751002  0.15287433  0.13500028]
 [ 4.30163868 -7.332172    0.          0.        ]]",-0.148622424671,[ 0.12130347  0.35274819],-5.14648,[-0.06397444 -0.58547288]
7,[-0.8078143  -0.16420922],"[ 1.12309055  1.54844848  0.5160286  -0.64189706  1.31648169  1.17127931
  1.41804495 -0.89676059  0.19788845 -0.79594628  0.        ]","[[ 0.25524122 -0.47868422  0.15287433  0.13500028]
 [ 4.69589046 -5.79038283  0.          0.        ]]",-0.143550695507,[-0.18938742 -0.43536305],-4.62317,[-0.06397444 -0.58547288]
8,[-0.87010252  0.09736626],"[ 1.08838779  1.45380149  0.63851163 -0.81504572  1.31648078  1.1712786
  1.39593504 -1.12980062  0.17173353 -0.77366503  0.        ]","[[ 0.3407159  -0.61063425  0.15287433  0.13500028]
 [ 3.85436286 -7.39926243  0.          0.        ]]",-0.139229485531,[-0.67381763  1.3317075 ],-4.85652,[-0.06397444 -0.58547288]
9,[-1.10512877 -0.2872963 ],"[ 1.06388626  1.36267679  0.70791254 -0.94409033  1.31647986  1.17127789
  1.32385773 -0.53491127  0.14650954 -0.78328281  0.        ]","[[ 0.39027743 -0.71741217  0.15287433  0.13500028]
 [ 1.11092493 -3.29223222  0.          0.        ]]",-0.139354633979,[-0.66433836  1.2740007 ],-4.89909,[-0.06397444 -0.58547288]
10,[-1.22807932 -0.74972761],"[ 1.06618176  1.33915661  0.70182405 -0.97320726  1.31647895  1.17127718
  1.25419198  0.04819007  0.13999977 -0.80753621  0.        ]","[[ 0.38589106 -0.74286612  0.15287433  0.13500028]
 [-1.54072661  0.73341577  0.          0.        ]]",-0.142395971247,[-0.47554256 -0.09017911],-4.73955,[-0.06397444 -0.58547288]
11,[-1.12821591 -0.69074428],"[ 1.09032002  1.34935186  0.63255795 -0.96076638  1.31647803  1.17127648
  1.20556671 -0.00554219  0.14134041 -0.86681652  0.        ]","[[ 0.33650696 -0.7319198   0.15287433  0.13500028]
 [-3.39151854  0.36245603  0.          0.        ]]",-0.150627051567,[-1.64359903 -1.52947523],-3.85465,[-0.06397444 -0.58547288]
12,[-0.67064506 -0.02122709],"[ 1.13158047  1.31868628  0.47880252 -0.99737779  1.31647711  1.17127577
  1.10341955 -0.57991528  0.11428014 -1.03281424  0.        ]","[[ 0.22966763 -0.76445686  0.15287433  0.13500028]
 [-7.27951609 -3.60293268  0.          0.        ]]",-0.172784868416,[-1.00869667  0.0777318 ],-4.32833,[-0.06397444 -0.58547288]
13,[-0.15076369  0.19666566],"[ 1.16644991  1.25097435  0.20612418 -1.07046523  1.3164762   1.17127506
  1.00324954 -0.52478461  0.01364442 -1.31028328  0.        ]","[[  0.04582311  -0.83269699   0.15287433   0.13500028]
 [-11.09226244  -3.22231985   0.           0.        ]]",-0.209771218315,[-1.13762634  0.76501347],-4.53933,[-0.06397444 -0.58547288]
14,[ 0.36575726  0.0097826 ],"[ 1.13648583  1.21623347 -0.18032062 -1.10432764  1.31647528  1.17127435
  0.90503941 -0.07653338 -0.18096056 -1.62138807  0.        ]","[[ -0.21352854  -0.86609414   0.15287433   0.13500028]
 [-14.83041287  -0.12766056   0.           0.        ]]",-0.253206366877,[ 0.9588344 -0.5928139],-5.12834,[-0.06397444 -0.58547288]
15,[ 1.04733717  0.39825693],"[ 1.01845686  1.18839976 -0.54049269 -1.1298712   1.31647436  1.17127365
  1.01242988 -0.41627007 -0.44234023 -1.86142797  0.        ]","[[ -0.46912421  -0.89217994   0.15287433   0.13500028]
 [-10.74279572  -2.47315211   0.           0.        ]]",-0.290685575449,[ 0.31702336 -0.11162378],-5.28526,[-0.06397444 -0.58547288]
16,[ 1.34522617  0.40377417],"[ 0.86949602  1.12958994 -0.79286264 -1.17961364  1.31647345  1.17127294
  1.05096423 -0.47321209 -0.71031243 -1.99403881  0.        ]","[[-0.66926377 -0.94558718  0.15287433  0.13500028]
 [-9.27604382 -2.86627212  0.          0.        ]]",-0.31701137524,[ 1.60363964  0.56117592],-6.51461,[-0.06397444 -0.58547288]
17,[ 1.39304125  0.09597984],"[ 0.73512263  1.09039215 -0.95198571 -1.20984302  1.31647253  1.17127223
  1.15971369 -0.14328835 -0.91325454 -2.04954711  0.        ]","[[-0.81325374 -0.98005902  0.15287433  0.13500028]
 [-5.13669248 -0.58852972  0.          0.        ]]",-0.33308760626,[ 1.25075587  1.12897333],-6.95006,[-0.06397444 -0.58547288]
18,[ 1.28608799 -0.13142174],"[ 0.67099686  1.12237258 -1.0137601  -1.18534566  1.31647161  1.17127152
  1.26630189  0.43176634 -0.97080436 -2.07195992  0.        ]","[[-0.8752815  -0.95199626  0.15287433  0.13500028]
 [-1.07959968  3.3815591   0.          0.        ]]",-0.338903073319,[ 1.19599833 -0.6409532 ],-6.65199,[-0.06397444 -0.58547288]
19,[ 1.43198192 -0.04062564],"[ 0.69031002  1.16848156 -0.9959574  -1.14733466  1.3164707   1.17127082
  1.37082983  0.05428826 -0.91643198 -2.07397715  0.        ]","[[-0.85695409 -0.91051246  0.15287433  0.13500028]
 [ 2.89908086  0.77550995  0.          0.        ]]",-0.336569432402,[ 0.00468294  0.75222915],-6.43104,[-0.06397444 -0.58547288]
20,[ 1.21357584 -0.12559113],"[ 0.74898129  1.21709727 -0.9375761  -1.10350489  1.31646978  1.17127011
  1.3697833   0.483499   -0.80901128 -2.05831931  0.        ]","[[-0.79937158 -0.86527147  0.15287433  0.13500028]
 [ 2.85928505  3.73871364  0.          0.        ]]",-0.329732768572,[ 0.34974803 -1.08421154],-5.8594,[-0.06397444 -0.58547288]
21,[ 1.37079     0.07707968],"[ 0.8164554   1.25273552 -0.8612511  -1.06867565  1.31646887  1.1712694
  1.4046828  -0.1008113  -0.6948659  -2.02634057  0.        ]","[[-0.72885763 -0.83097153  0.15287433  0.13500028]
 [ 4.18770418 -0.29527111  0.          0.        ]]",-0.320986457598,[ 1.4957472  -0.46070889],-6.17507,[-0.06397444 -0.58547288]
22,[ 1.25129497  0.2631461 ],"[ 0.92139773  1.22774229 -0.71693545 -1.09334989  1.31646795  1.17126869
  1.50646617 -0.36435576 -0.56682073 -1.95510293  0.        ]","[[-0.60623245 -0.85513261  0.15287433  0.13500028]
 [ 8.06192993 -2.11474004  0.          0.        ]]",-0.306982355677,[ 1.019087    0.11655129],-5.79568,[-0.06397444 -0.58547288]
23,[ 0.80641627  0.13401195],"[ 1.05495687  1.18817183 -0.45600364 -1.13006441  1.31646703  1.17126799
  1.60621941 -0.29156712 -0.37784657 -1.81108256  0.        ]","[[ -0.40689791  -0.89238598   0.15287433   0.13500028]
 [ 11.8588925   -1.61221979   0.           0.        ]]",-0.282316235927,[ 1.97835533  1.09088054],-6.22943,[-0.06397444 -0.58547288]
24,[-0.14198479 -0.6457361 ],"[ 1.15579287  1.19655573 -0.06049685 -1.12251396  1.31646612  1.17126728
  1.70396739  0.2865182  -0.12969432 -1.54216265  0.        ]","[[ -0.13238905  -0.88458791   0.15287433   0.13500028]
 [ 15.57953932   2.3787863    0.           0.        ]]",-0.241796157769,[-0.1783885  0.0078401],-4.9019,[-0.06397444 -0.58547288]
25,[-0.97216749 -0.95871925],"[ 1.14818384  1.24637998  0.38968864 -1.07505927  1.3164652   1.17126657
  1.67731948  0.28434716  0.06488927 -1.15781406  0.        ]","[[  0.16902551  -0.83716235   0.15287433   0.13500028]
 [ 14.56530106   2.36379837   0.           0.        ]]",-0.189061107493,[-0.82835416 -1.43877734],-4.03532,[-0.06397444 -0.58547288]
26,[-1.24454236 -0.4479579 ],"[ 1.04508247  1.25365718  0.75512651 -1.06773546  1.31646428  1.17126586
  1.58367795 -0.29572615  0.11557198 -0.81718931  0.        ]","[[  0.42457     -0.83006661   0.15287433   0.13500028]
 [ 11.00107333  -1.64093063   0.           0.        ]]",-0.142720571964,[-2.26473467 -0.74512518],-3.70425,[-0.06397444 -0.58547288]
27,[-1.4291625  -0.14864892],"[ 0.92415445  1.1884284   0.98748531 -1.12982993  1.31646337  1.17126516
  1.47404178 -0.71814814  0.08495364 -0.62656842  0.        ]","[[ 0.60272224 -0.89214523  0.15287433  0.13500028]
 [ 6.82803084 -4.55726211  0.          0.        ]]",-0.115127784453,[-2.22696615 -0.61607124],-3.73303,[-0.06397444 -0.58547288]
28,[-1.58564234 -0.12901434],"[ 0.84417307  1.05928877  1.10141967 -1.23228313  1.31646245  1.17126445
  1.36656389 -1.05822854  0.04036766 -0.5878742   0.        ]","[[ 0.6982383  -1.00684693  0.15287433  0.13500028]
 [ 2.73713047 -6.90512295  0.          0.        ]]",-0.107956965219,[-1.79287779  0.05724913],-4.07245,[-0.06397444 -0.58547288]
29,[-1.65060902 -0.17142692],"[  8.31169082e-01   8.95663476e-01   1.11796929e+00  -1.33057720e+00
   1.31646154e+00   1.17126374e+00   1.26118108e+00  -1.00543165e+00
   7.43107837e-04  -6.65513165e-01   0.00000000e+00]","[[ 0.71273636 -1.14129202  0.15287433  0.13500028]
 [-1.27403198 -6.54062583  0.          0.        ]]",-0.117557339058,[ 1.13574428  0.69107282],-5.17795,[-0.06397444 -0.58547288]
30,[-1.68218529 -0.20149818],"[ 0.81797568  0.76432307  1.13427559 -1.38845526  1.31646062  1.17126303
  1.36577938 -0.59046388 -0.03641437 -0.71749556  0.        ]","[[ 0.7272012  -1.24336062  0.15287433  0.13500028]
 [ 2.70733958 -3.67576057  0.          0.        ]]",-0.124056178356,[-1.68029774 -1.41082643],-3.63474,[-0.06397444 -0.58547288]
31,[-1.76508188 -0.21733874],"[ 0.80507949  0.61423779  1.14976548 -1.43469957  1.3164597   1.17126233
  1.26042953 -1.15332235 -0.08333484 -0.77373522  0.        ]","[[ 0.74111643 -1.35586394  0.15287433  0.13500028]
 [-1.30256974 -7.56164343  0.          0.        ]]",-0.13136899386,[-1.84078175  0.23602225],-4.10143,[-0.06397444 -0.58547288]
32,[-1.75830805 -0.28558183],"[ 0.8640191   0.42199658  1.07518527 -1.4657566   1.31645879  1.17126162
  1.15712148 -0.9961479  -0.15717142 -0.92628974  0.        ]","[[ 0.67561266 -1.49620959  0.15287433  0.13500028]
 [-5.23476804 -6.47654146  0.          0.        ]]",-0.152931465128,[-1.93970159  0.08441942],-4.14577,[-0.06397444 -0.58547288]
33,[-1.59517789 -0.26460493],"[ 0.97654475  0.2491125   0.8983823  -1.46808265  1.31645787  1.17126091
  1.05585164 -0.92902732 -0.26770239 -1.12589645  0.        ]","[[ 0.53224327 -1.62109132  0.15287433  0.13500028]
 [-9.08939049 -6.01315555  0.          0.        ]]",-0.182400464794,[-0.00727695 -0.77545329],-4.57307,[-0.06397444 -0.58547288]
