timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.4307003  -2.46100569],"[ 1.19196768  1.72482103 -0.00591405 -0.17466565 -0.18746681 -0.25581677
  1.33662365 -0.0959063   1.44753003  0.1292456   0.        ]","[[-0.08314663 -0.08312102 -0.02167184 -0.02972925]
 [ 0.00171583 -0.00402297  0.          0.        ]]",-0.229831941992,[-2.8752523 -2.7657158],-2.31373,[ 0.00274644 -0.48488528]
1,[-1.87363696 -2.05292416],"[ 1.18634254  1.71931194 -0.06460958 -0.24007765 -0.18746675 -0.25581668
  1.2296085  -0.64899154  1.43224703  0.03945815  0.        ]","[[-0.12278785 -0.1229131  -0.02167184 -0.02972925]
 [-3.95268183 -3.96199856  0.          0.        ]]",-0.227805078989,[-1.60328889 -2.84804659],-2.3676,[ 0.00274644 -0.48488528]
2,[-1.14413428 -1.34053421],"[ 1.15692841  1.69054331 -0.23719685 -0.4320347  -0.18746668 -0.25581658
  1.12470647 -1.19112804  1.35316245 -0.21800684  0.        ]","[[-0.24073335 -0.24107866 -0.02167184 -0.02972925]
 [-7.82900291 -7.84162719  0.          0.        ]]",-0.220915849487,[-1.89563416 -1.73385312],-1.30067,[ 0.00274644 -0.48488528]
3,[-0.26805303 -0.29845786],"[ 1.06792074  1.60352016 -0.510207   -0.73551718 -0.18746661 -0.25581649
  1.02186696 -1.72252305  1.12237352 -0.58864108  0.        ]","[[ -0.43543983  -0.43606582  -0.02167184  -0.02972925]
 [-11.62911547 -11.64439822   0.           0.        ]]",-0.207076493875,[ 0.14866121  0.91734459],-1.22898,[ 0.00274644 -0.48488528]
4,[-0.26435494 -0.33515179],"[ 0.90697737  1.47094401 -0.79480259 -1.01140002 -0.18746654 -0.2558164
  1.04395127 -1.18273261  0.76009692 -0.8807725   0.        ]","[[ -0.65983459  -0.63019689  -0.02167184  -0.02972925]
 [-10.81302513  -7.78156942   0.           0.        ]]",-0.189852049178,[ 0.38699825 -1.07217862],-0.306524,[ 0.00274644 -0.48488528]
5,[ 0.51636279  0.75496656],"[ 0.71843839  1.29783068 -1.00906417 -1.25033932 -0.18746648 -0.2558163
  1.09118522 -1.71455466  0.36702859 -1.01028099  0.        ]","[[ -0.85858179  -0.82401345  -0.02167184  -0.02972925]
 [ -9.06759906 -11.58739941   0.           0.        ]]",-0.172332357222,[ 1.39498578  0.32234964],-0.307793,[ 0.00274644 -0.48488528]
6,[ 0.48858953  1.02001464],"[ 0.56396114  1.0641512  -1.13368856 -1.46331076 -0.18746641 -0.25581621
  1.20307424 -1.50428562  0.02854105 -0.9902476   0.        ]","[[ -0.99845153  -1.04066419  -0.02167184  -0.02972925]
 [ -4.93302268 -10.08268795   0.           0.        ]]",-0.154720272871,[ 0.65312775  1.1268747 ],-0.402193,[ 0.00274644 -0.48488528]
7,[-0.00734448  0.67137271],"[ 0.47882584  0.87056473 -1.18828102 -1.57819565 -0.18746634 -0.25581611
  1.27560877 -0.92317265 -0.16225109 -0.9157714   0.        ]","[[-1.07022061 -1.20059392 -0.02167184 -0.02972925]
 [-2.25267305 -5.92413976  0.          0.        ]]",-0.142136349104,[-1.58269505  0.48617208],-0.125014,[ 0.00274644 -0.48488528]
8,[-0.35460234  0.56946743],"[ 0.37448315  0.74549426 -1.24380856 -1.62929883 -0.18746628 -0.25581602
  1.16970767 -0.63763749 -0.31298503 -0.8402102   0.        ]","[[-1.15453659 -1.29857528 -0.02167184 -0.02972925]
 [-6.16591143 -3.88079947  0.          0.        ]]",-0.133587808942,[ 0.5147071 -0.1448189],-0.781537,[ 0.00274644 -0.48488528]
9,[-0.34239399  0.7877993 ],"[ 0.24347354  0.63730863 -1.29786418 -1.66053303 -0.18746621 -0.25581592
  1.22812424 -0.70708167 -0.45835349 -0.74591247  0.        ]","[[-1.2561965  -1.38117734 -0.02167184 -0.02972925]
 [-4.00725332 -4.3777574   0.          0.        ]]",-0.126305399865,[ 0.46975144  0.51942929],-1.17448,[ 0.00274644 -0.48488528]
