timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.45229915  0.43169314],"[ 1.21624452  1.79279619 -0.03270341 -0.67956839  1.50670054  0.32936347
  1.29103329 -0.33351711  0.06765598 -0.34407616  0.        ]","[[-0.09304708  0.00786076  0.17666688  0.03861911]
 [-0.00089297 -0.00356692  0.          0.        ]]",-0.0658495384502,[-1.44736471  0.09663585],-0.741118,[ 0.0222992  -0.34738597]
1,[-0.4216145   0.55501997],"[ 1.21008678  1.79274206 -0.09124252 -0.67007315  1.50669614  0.32936315
  1.17407143 -0.28083587  0.06166337 -0.40406812  0.        ]","[[-0.13275675  0.01164471  0.17666688  0.03861911]
 [-3.95690224  0.38067584  0.          0.        ]]",-0.0724231360825,[-0.62411006  0.93341556],-1.17812,[ 0.0222992  -0.34738597]
2,[-0.38084167  0.73029423],"[ 1.18408627  1.79078975 -0.24161227 -0.55815949  1.50669175  0.32936282
  1.10334773  0.22498352  0.04163385 -0.52980107  0.        ]","[[-0.23589519  0.0562745   0.17666688  0.03861911]
 [-6.34897275  4.07000351  0.          0.        ]]",-0.0865711252378,[-0.01835234  0.84661959],-1.5558,[ 0.0222992  -0.34738597]
3,[-0.36364844  0.95505822],"[ 1.13284374  1.77419712 -0.42079348 -0.27353488  1.50668735  0.32936249
  1.10487399  0.67353729  0.0137484  -0.63191991  0.        ]","[[-0.36235596  0.17050012  0.17666688  0.03861911]
 [-6.29727481  7.3416514   0.          0.        ]]",-0.0982309640047,[-1.74388478  0.26079258],-1.45929,[ 0.0222992  -0.34738597]
4,[-0.33385623  1.38799191],"[ 1.03567977  1.72507725 -0.64074837  0.10490307  1.50668296  0.32936217
  0.99158557  0.79537537 -0.03710549 -0.75195771  0.        ]","[[ -0.52674665   0.32624971   0.17666688   0.03861911]
 [-10.12906195   8.23031662   0.           0.        ]]",-0.112181288371,[-1.45933315  2.86554293],-1.49231,[ 0.0222992  -0.34738597]
5,[-0.55092257  1.76343989],"[ 0.83690331  1.61731598 -0.92454419  0.56696419  1.50667857  0.32936184
  0.88049878  1.31605977 -0.14481114 -0.9284582   0.        ]","[[ -0.76702579   0.52896089   0.17666688   0.03861911]
 [-13.88639379  12.02808162   0.           0.        ]]",-0.133976748711,[-0.01584172  2.03134413],-1.60039,[ 0.0222992  -0.34738597]
6,[-0.90624315  1.92090094],"[ 0.53965342  1.39702208 -1.17639375  1.1126706   1.50667417  0.32936152
  0.8867133   1.82619883 -0.296039   -1.05597195  0.        ]","[[ -1.04264423   0.8068556    0.17666688   0.03861911]
 [-13.67614748  15.7489621    0.           0.        ]]",-0.151925075894,[-0.66050521  2.52086913],-1.27613,[ 0.0222992  -0.34738597]
7,[-1.26752782  1.81393826],"[ 0.16143938  1.02336581 -1.33911672  1.59961288  1.50666978  0.32936119
  0.81739248  2.3262945  -0.48024506 -1.09481908  0.        ]","[[ -1.33969103   1.15843421   0.17666688   0.03861911]
 [-16.02079977  19.39664165   0.           0.        ]]",-0.162316140664,[-3.17841352  2.10918876],-0.57955,[ 0.0222992  -0.34738597]
8,[-1.58117008  1.42773306],"[-0.32642112  0.49406148 -1.36682487  1.80977478  1.50666539  0.32936087
  0.70970628  2.8164155  -0.72150158 -1.05363834  0.        ]","[[ -1.69664994   1.58223795   0.17666688   0.03861911]
 [-19.66312332  22.97164897   0.           0.        ]]",-0.170311227645,[-0.7949585  0.3091054],-0.837466,[ 0.0222992  -0.34738597]
9,[-1.65867949  0.81022596],"[-0.86912273 -0.08257186 -1.1622204   1.52802404  1.50666099  0.32936054
  0.62812902  2.92163335 -0.99508901 -0.9099983   0.        ]","[[ -2.11759528   2.04937366   0.17666688   0.03861911]
 [-22.4223478   23.73927273   0.           0.        ]]",-0.177322377244,[-1.17331819  1.60029581],-0.36842,[ 0.0222992  -0.34738597]
