timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[ 0.18186495 -0.11943518],"[ 1.20800999  1.76125204 -0.02105856 -0.05530016  1.21874007  1.48491157
  1.33631663 -0.16595741  0.32254415 -1.23165717  0.        ]","[[-0.08773852  0.08992447  0.14162636  0.17137938]
 [-0.00328994  0.00151757  0.          0.        ]]",-0.192320106682,[ 0.5754741  -1.21688684],-3.33099,[ 0.03421866 -0.4316515 ]
1,[ 0.27582684 -0.14096203],"[ 1.21040552  1.76491472  0.01265629 -0.12816467  1.2187386   1.48490927
  1.39961188 -0.70692013  0.32367934 -1.22861596  0.        ]","[[-0.06494736  0.0502178   0.14162636  0.17137938]
 [ 2.27481524 -3.95898237  0.          0.        ]]",-0.191992615983,[ 1.15746316 -0.38796148],-3.65312,[ 0.03421866 -0.4316515 ]
2,[ 0.2794005  -0.23540688],"[ 1.21304131  1.76532026  0.13831258 -0.30070418  1.21873713  1.48490697
  1.50828927 -0.90624515  0.32488424 -1.17346185  0.        ]","[[ 0.01979369 -0.04360358  0.14162636  0.17137938]
 [ 6.18626546 -5.4182861   0.          0.        ]]",-0.185093204248,[ 0.19818804  0.18720037],-2.9042,[ 0.03421866 -0.4316515 ]
3,[ 0.17588159 -0.43122074],"[ 1.19779367  1.75302241  0.33088771 -0.4835287   1.21873567  1.48490466
  1.52666208 -0.79037972  0.31734175 -1.05281133  0.        ]","[[ 0.15015434 -0.14345839  0.14162636  0.17137938]
 [ 6.84760279 -4.57001701  0.          0.        ]]",-0.169587024501,[-0.44772051 -0.72528463],-2.03229,[ 0.03421866 -0.4316515 ]
4,[ 0.19470224 -0.4069756 ],"[ 1.16408656  1.72130069  0.5018057  -0.69836454  1.2187342   1.48490236
  1.47371569 -1.17017851  0.30022694 -0.96889541  0.        ]","[[ 0.26798812 -0.26275727  0.14162636  0.17137938]
 [ 4.94210962 -7.35060827  0.          0.        ]]",-0.158202916743,[-0.80249331 -0.12662104],-1.66587,[ 0.03421866 -0.4316515 ]
5,[ 0.18127081 -0.43790361],"[ 1.13710323  1.65550296  0.5953222  -0.95944469  1.21873273  1.48490005
  1.38279353 -1.21861119  0.2841093  -0.99096954  0.        ]","[[ 0.33399883 -0.41332707  0.14162636  0.17137938]
 [ 1.6698309  -7.70520416  0.          0.        ]]",-0.160021725763,[-0.55672854  0.0093953 ],-1.38016,[ 0.03421866 -0.4316515 ]
6,[ 0.17765352 -0.44861099],"[ 1.13206651  1.56123028  0.6106626  -1.20632444  1.21873127  1.48489775
  1.3206739  -1.1925813   0.26531298 -1.09668505  0.        ]","[[ 0.34496463 -0.56551911  0.14162636  0.17137938]
 [-0.56583339 -7.51464443  0.          0.        ]]",-0.172340142404,[-0.37891997  0.49681254],-1.2922,[ 0.03421866 -0.4316515 ]
7,[ 0.12896231 -0.54049897],"[ 1.14385944  1.46101417  0.57383648 -1.39803142  1.2187298   1.48489544
  1.27930672 -0.90349312  0.23618034 -1.23550302  0.        ]","[[ 0.31871063 -0.69457676  0.14162636  0.17137938]
 [-2.0546082  -5.39817765  0.          0.        ]]",-0.188813287431,[-2.16473433 -1.0262926 ],0.0874295,[ 0.03421866 -0.4316515 ]
8,[ 0.29316756 -0.24279407],"[ 1.17432081  1.32682909  0.45922234 -1.59188155  1.21872833  1.48489314
  1.17053283 -1.42954925  0.16964338 -1.45491502  0.        ]","[[ 0.23834139 -0.84118243  0.14162636  0.17137938]
 [-5.96940848 -9.24955521  0.          0.        ]]",-0.215144002626,[-0.02879021  0.12209175],-0.623048,[ 0.03421866 -0.4316515 ]
9,[ 0.32560089 -0.21858034],"[ 1.20355187  1.13852698  0.28506341 -1.78763437  1.21872687  1.48489083
  1.1706242  -1.33848622  0.0284567  -1.71763299  0.        ]","[[ 0.11898669 -1.01948456  0.14162636  0.17137938]
 [-5.96607151 -8.58287747  0.          0.        ]]",-0.247080786447,[-0.00983599 -0.78195749],-0.0015552,[ 0.03421866 -0.4316515 ]
10,[ 0.41812852  0.02534238],"[ 1.21330048  0.90030222  0.1096258  -1.94848161  1.2187254   1.48488853
  1.17281877 -1.73816974 -0.18046665 -1.9312524   0.        ]","[[  4.59167348e-04  -1.22050156e+00   1.41626360e-01   1.71379376e-01]
 [ -5.88703890e+00  -1.15090678e+01   0.00000000e+00   0.00000000e+00]]",-0.274662273538,[ 0.48004889  0.19002597],-0.467844,[ 0.03421866 -0.4316515 ]
11,[ 0.35779563 -0.02308878],"[ 1.20680804  0.61860288 -0.03484164 -2.0446881   1.21872393  1.48488623
  1.22880241 -1.60431851 -0.42318376 -2.05218829  0.        ]","[[ -0.09706589  -1.44085097   0.14162636   0.17137938]
 [ -3.87209355 -10.52913466   0.           0.        ]]",-0.293545514791,[ 0.04261046  0.19987012],-0.583096,[ 0.03421866 -0.4316515 ]
12,[ 0.27104977 -0.06884133],"[ 1.19293667  0.35466614 -0.14507064 -2.05560981  1.21872247  1.48488392
  1.23558919 -1.46774396 -0.64067724 -2.08368209  0.        ]","[[-0.17205681 -1.64140159  0.14162636  0.17137938]
 [-3.62777789 -9.52925884  0.          0.        ]]",-0.303354408252,[ 0.43097478  0.30050877],-1.15725,[ 0.03421866 -0.4316515 ]
