timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.01603361  0.19152194],"[ 1.08046754  1.19656993  0.02342328 -0.17496866  0.70937852 -1.09999214
 -0.07619787 -0.09312064  0.52750452  0.88563102  0.        ]","[[ 0.01826514  0.02557277  0.07969002 -0.11571996]
 [-0.00376101  0.0017361   0.          0.        ]]",-0.17866868463,[-0.85041833 -0.44406574],-0.615172,[ 0.02480835 -0.06305562]
1,[-0.01657133  0.19123845],"[ 1.08048527  1.19688566 -0.02801108 -0.20455139  0.70935762 -1.09994447
 -0.39033997 -0.32674466  0.52814967  0.8230802   0.        ]","[[-0.015556    0.0079785   0.07969002 -0.11571996]
 [-3.36715695 -1.75531129  0.          0.        ]]",-0.172688946074,[ 1.1587929 -0.252585 ],-0.813247,[ 0.02480835 -0.06305562]
2,[-0.01633997  0.19091034],"[ 1.07935081  1.19601227 -0.06902591 -0.27989432  0.70933671 -1.09989682
 -0.01458734 -0.45530836  0.52554524  0.74974166  0.        ]","[[-0.04253666 -0.03682941  0.07969002 -0.11571996]
 [ 0.65569582 -2.72225222  0.          0.        ]]",-0.16559958116,[-0.36522628  1.75152783],-0.546776,[ 0.02480835 -0.06305562]
3,[-0.01576135  0.19134714],"[ 1.07921312  1.19516954 -0.07134611 -0.30369906  0.70931581 -1.09984917
 -0.15089351  0.07844775  0.52456775  0.73677191  0.        ]","[[-0.04406453 -0.05100018  0.07969002 -0.11571996]
 [-0.8036193   1.29179571  0.          0.        ]]",-0.164321760204,[ 0.46427197 -0.7138385 ],-0.859965,[ 0.02480835 -0.06305562]
4,[-0.01606937  0.19100025],"[ 1.07931744  1.19492829 -0.06750727 -0.30837396  0.7092949  -1.09980153
  0.02224762 -0.30089681  0.52460481  0.7382994   0.        ]","[[-0.04153913 -0.05378736  0.07969002 -0.11571996]
 [ 1.04998473 -1.56100347  0.          0.        ]]",-0.164465735891,[ 0.85200037  1.18497362],-0.73327,[ 0.02480835 -0.06305562]
5,[-0.01508332  0.1917854 ],"[ 1.08035167  1.19542039  0.01550743 -0.29357613  0.709274   -1.09975389
  0.33498581  0.22957135  0.52779325  0.82419296  0.        ]","[[ 0.01305299 -0.04498256  0.07969002 -0.11571996]
 [ 4.39808269  2.42819308  0.          0.        ]]",-0.172765982886,[ 2.01052099 -0.00431901],-1.09893,[ 0.02480835 -0.06305562]
6,[-0.01461322  0.19210333],"[ 1.06686444  1.19663571  0.20764479 -0.21303653  0.7092531  -1.09970626
  0.69636631  0.22070077  0.51530703  1.04424532  0.        ]","[[  1.39832552e-01   2.91231493e-03   7.96900231e-02  -1.15719964e-01]
 [  8.26699263e+00   2.36152098e+00   0.00000000e+00   0.00000000e+00]]",-0.193783926766,[ 2.35915513 -0.9018424 ],-1.17136,[ 0.02480835 -0.06305562]
7,[-0.015639    0.19177464],"[ 0.9993467   1.19646323  0.50751977 -0.19466816  0.70923221 -1.09965863
  1.05070789 -0.26057745  0.44968557  1.33849535  0.        ]","[[  0.34323642   0.01383053   0.07969002  -0.11571996]
 [ 12.06075731  -1.25763415   0.           0.        ]]",-0.221566936571,[ 0.65646546  1.49740198],-0.766682,[ 0.02480835 -0.06305562]
8,[-0.01504869  0.19210882],"[ 0.8313007   1.19600883  0.86459192 -0.16974919  0.70921131 -1.09961102
  1.27079695  0.2691697   0.28553166  1.68747241  0.        ]","[[  0.60809798   0.02864621   0.07969002  -0.11571996]
 [ 14.41755889   2.72592624   0.           0.        ]]",-0.254978055287,[ 0.22910814 -0.76939702],-0.876754,[ 0.02480835 -0.06305562]
9,[-0.01680605  0.19230761],"[ 0.55169706  1.19475932  1.18957497 -0.1304047   0.70919042 -1.0995634
  1.32886034 -0.14318697  0.00890374  2.00394367  0.        ]","[[  0.90269356   0.05205396   0.07969002  -0.11571996]
 [ 15.03991959  -0.37482037   0.           0.        ]]",-0.287671080054,[-0.51670566  1.01106468],-0.595766,[ 0.02480835 -0.06305562]
10,[-0.01696683  0.19260348],"[ 0.22024899  1.19192089  1.40183546 -0.07617375  0.70916953 -1.0995158
  1.10995005  0.38448969 -0.32438708  2.20481207  0.        ]","[[  1.17998353   0.08436849   0.07969002  -0.11571996]
 [ 12.69689082   3.59304472   0.           0.        ]]",-0.313168442735,[ 0.07984264  1.35366925],-0.603736,[ 0.02480835 -0.06305562]
11,[-0.01878833  0.19224797],"[-0.12031739  1.1723611   1.50233131  0.10842116  0.70914864 -1.0994682
  1.11581545  0.90157485 -0.71881714  2.28444965  0.        ]","[[  1.43455628   0.19524245   0.07969002  -0.11571996]
 [ 12.76020883   7.48137929   0.           0.        ]]",-0.332620181016,[ 1.44719238  2.00064618],-0.64297,[ 0.02480835 -0.06305562]
12,[-0.02074213  0.19212566],"[-0.52503793  1.10475238  1.49783373  0.41085727  0.70912775 -1.0994206
  1.46157868  1.40816732 -1.20503894  2.17552832  0.        ]","[[  1.72690819   0.38309541   0.07969002  -0.11571996]
 [ 16.46278063  11.2911808    0.           0.        ]]",-0.344144421566,[-0.35846221  1.39054652],-0.389474,[ 0.02480835 -0.06305562]
13,[-0.02217541  0.19162063],"[-0.93559177  0.94145447  1.35279937  0.79527328  0.70910687 -1.09937302
  1.29862243  1.9048667  -1.64626483  1.79177171  0.        ]","[[  2.03866556   0.64640552   0.07969002  -0.11571996]
 [ 14.71892594  15.02734627   0.           0.        ]]",-0.337945685825,[ 0.4638813   0.92135934],-0.428695,[ 0.02480835 -0.06305562]
14,[-0.02299357  0.19052318],"[-1.283849    0.63615546  1.07892767  1.1795948   0.70908598 -1.09932544
  1.44290065  2.34998545 -1.85755346  1.18970101  0.        ]","[[  2.34854797   0.98055901   0.07969002  -0.11571996]
 [ 16.26450213  18.37679002   0.           0.        ]]",-0.306983131593,[ 1.22240467  0.92279473],-0.502295,[ 0.02480835 -0.06305562]
15,[-0.02289235  0.18857698],"[-1.57102535  0.17135628  0.63101917  1.43394923  0.7090651  -1.09927786
  1.7826332   2.78669305 -1.71365817  0.50873593  0.        ]","[[  2.71034204   1.38108337   0.07969002  -0.11571996]
 [ 19.9033196   21.66461656   0.           0.        ]]",-0.244211671492,[-0.44482368  0.61222079],-0.340579,[ 0.02480835 -0.06305562]
16,[-0.02191238  0.18768789],"[-1.69602186 -0.39592929  0.07847191  1.40594818  0.70904422 -1.09923029
  1.58183053  3.05119346 -1.23548202  0.1317538   0.        ]","[[  3.0868492    1.83438247   0.07969002  -0.11571996]
 [ 17.7545505   23.65867281   0.           0.        ]]",-0.157321412716,[ 2.45908163  1.08958199],-0.771398,[ 0.02480835 -0.06305562]
17,[-0.02160427  0.18706113],"[-1.62002541 -0.94771111 -0.50707724  0.98740745  0.70902334 -1.09918273
  1.91908639  3.51414438 -0.73708171  0.27039978  0.        ]","[[  3.47818759   2.34256714   0.07969002  -0.11571996]
 [ 21.36743547  27.14820557   0.           0.        ]]",-0.0827681608199,[ 1.16197042  0.96479315],-1.07065,[ 0.02480835 -0.06305562]
18,[-0.02144254  0.18627612],"[-1.2770839  -1.29854736 -1.09521984  0.15407177  0.70900247 -1.09913517
  2.24948258  3.94899947 -0.6235808   0.75718737  0.        ]","[[  3.94106517   2.91845543   0.07969002  -0.11571996]
 [ 24.90803462  30.42985951   0.           0.        ]]",-0.118645104698,[-0.68997034  1.21281544],-1.22758,[ 0.02480835 -0.06305562]
19,[-0.02142706  0.18610519],"[-0.72651018 -1.32741371 -1.45514931 -0.32133843  0.70898159 -1.09908762
  1.94805779  0.10192303 -0.79252157  0.91965796  0.        ]","[[  4.40686149   3.20295421   0.07969002  -0.11571996]
 [ 21.68221218   1.47496271   0.           0.        ]]",-0.153004600514,[ 0.95428908  0.94668145],-0.62512,[ 0.02480835 -0.06305562]
20,[-0.02114046  0.18722178],"[-0.08492601 -1.3294822  -1.50564605 -0.25073374  0.70896072 -1.09904008
  2.26050299 -0.57862109 -0.78693014  0.9037996   0.        ]","[[  4.87410511   3.16094958   0.07969002  -0.11571996]
 [ 25.03108711  -3.64714787   0.           0.        ]]",-0.150599309695,[ 0.53674768  0.56658256],-0.381054,[ 0.02480835 -0.06305562]
21,[-0.01956785  0.18900014],"[ 0.56353439 -1.32810268 -1.18839342 -0.13500853  0.70893985 -1.09899254
  2.41234329 -0.48108574 -0.77428186  0.91494529  0.        ]","[[  5.39107751   3.09213908   0.07969002  -0.11571996]
 [ 26.66072863  -2.91316198   0.           0.        ]]",-0.150821857493,[-1.37351967  1.46395575],-0.211162,[ 0.02480835 -0.06305562]
22,[-0.01993095  0.18968511],"[ 0.96884424 -1.32397823 -0.6022549  -0.05996736  0.70891898 -1.09894501
  1.99322313 -0.30918369 -0.79064632  0.9301392   0.        ]","[[  5.87927192   3.04741478   0.07969002  -0.11571996]
 [ 22.17366407  -1.61945749   0.           0.        ]]",-0.154119800979,[ 1.60884024  0.04021552],-0.657101,[ 0.02480835 -0.06305562]
23,[-0.02096267  0.18978915],"[ 1.07670486 -1.31970503  0.10927811 -0.00901347  0.70889811 -1.09889748
  2.32158016 -0.28377507 -0.82420522  0.92801126  0.        ]","[[  6.35806564   3.01694407   0.07969002  -0.11571996]
 [ 25.69397398  -1.42827787   0.           0.        ]]",-0.156929882032,[-0.47766753 -1.17657321],-0.506938,[ 0.02480835 -0.06305562]
24,[-0.02336231  0.19024742],"[ 0.86489043 -1.30606626  0.80939938  0.10395158  0.70887725 -1.09884996
  2.09730598 -0.80618927 -0.87244968  0.93195436  0.        ]","[[  6.8478639    2.94892958   0.07969002  -0.11571996]
 [ 23.29383051  -5.36008252   0.           0.        ]]",-0.162013126522,[-1.23484269  0.65344254],-0.404778,[ 0.02480835 -0.06305562]
25,[-0.02372541  0.19084121],"[ 0.45794317 -1.28264656  1.26378821  0.23517524  0.70885638 -1.09880245
  1.68456102 -0.44836145 -0.93383813  0.91728147  0.        ]","[[  7.26938868   2.86874616   0.07969002  -0.11571996]
 [ 18.8733944   -2.66722351   0.           0.        ]]",-0.16660884014,[-0.83572621  0.22955544],-0.51993,[ 0.02480835 -0.06305562]
26,[-0.02451241  0.19114971],"[ 0.02696071 -1.26655238  1.47119233  0.3055164   0.70883552 -1.09875494
  1.34076238 -0.32062491 -0.97269826  0.86508158  0.        ]","[[  7.60990867   2.82504605   0.07969002  -0.11571996]
 [ 15.19088732  -1.70597177   0.           0.        ]]",-0.165232216656,[-0.08575128  1.00863948],-0.512188,[ 0.02480835 -0.06305562]
27,[-0.02426326  0.19098018],"[-0.38283424 -1.26880318  1.5140102   0.29599721  0.70881466 -1.09870744
  1.28095223  0.20996878 -0.9665047   0.79311786  0.        ]","[[  7.90730404   2.83099002   0.07969002  -0.11571996]
 [ 14.55080992   2.28706663   0.           0.        ]]",-0.157149270352,[-0.88791718  0.84622549],-0.409958,[ 0.02480835 -0.06305562]
