timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-4.45084429 -1.01835251],"[ 1.12896366  1.66900562  0.19610843  0.23239928  0.06997067 -0.83109993
  1.2392266  -0.04296513  1.22066957  0.89475503  0.        ]","[[ 0.02460572  0.07914696  0.00878299 -0.09560375]
 [ 0.0004362  -0.00044138  0.          0.        ]]",-0.228515087107,[-3.84251608 -1.22250594],-8.13721,[-0.19681387 -0.71712828]
1,[-3.69569087 -1.22166169],"[ 1.12922582  1.67237876  0.13596642  0.17510725  0.06997065 -0.83109968
  1.13904255 -0.63741614  1.22468557  0.81025796  0.        ]","[[-0.01506074  0.0394258   0.00878299 -0.09560375]
 [-3.95391866 -3.95848946  0.          0.        ]]",-0.223243120732,[-3.42985242 -0.99678812],-7.81804,[-0.19681387 -0.71712828]
2,[-2.31675911 -0.97392958],"[ 1.11712437  1.66907156 -0.04231767  0.00477544  0.06997064 -0.83109943
  1.04083896 -1.21819142  1.20180314  0.55998657  0.        ]","[[-0.13302988 -0.07854278  0.00878299 -0.09560375]
 [-7.83010589 -7.82548229  0.          0.        ]]",-0.20656027441,[-1.89523074 -0.86154266],-7.54792,[-0.19681387 -0.71712828]
3,[-0.77925944 -0.20072126],"[ 1.05552586  1.6224178  -0.32932917 -0.26408137  0.06997063 -0.83109917
  0.94456585 -1.70703543  1.05637577  0.17643504  0.        ]","[[ -3.27757651e-01  -2.67709930e-01   8.78298862e-03  -9.56037465e-02]
 [ -1.16300977e+01  -1.10803717e+01   0.00000000e+00   0.00000000e+00]]",-0.176971822068,[-1.39378001 -0.73477171],-6.21759,[-0.19681387 -0.71712828]
4,[ 0.80161929  0.90579122],"[ 0.88881905  1.48660365 -0.69453925 -0.59517742  0.06997062 -0.83109892
  0.85017266 -2.1107884   0.67701714 -0.23100988  0.        ]","[[ -5.97739735e-01  -5.16290697e-01   8.78298862e-03  -9.56037465e-02]
 [ -1.53558897e+01  -1.37687043e+01   0.00000000e+00   0.00000000e+00]]",-0.136046547636,[ 0.70779713  0.83682802],-6.09509,[-0.19681387 -0.71712828]
5,[ 1.01476645  1.01370764],"[ 0.63263904  1.28320777 -1.00380506 -0.87280796  0.0699706  -0.83109866
  0.92874914 -1.57228799  0.1664933  -0.44094009  0.        ]","[[ -8.73740137e-01  -7.55690315e-01   8.78298862e-03  -9.56037465e-02]
 [ -1.22543779e+01  -1.01831976e+01   0.00000000e+00   0.00000000e+00]]",-0.103231912932,[ 1.24706958  0.71230657],-5.73984,[-0.19681387 -0.71712828]
6,[ 0.82999527  0.87723273],"[ 0.39991088  1.09796488 -1.17616485 -1.03935138  0.06997059 -0.83109841
  1.03508265 -1.118561   -0.22755944 -0.44968908  0.        ]","[[-1.07671816 -0.92904283  0.00878299 -0.09560375]
 [-8.05726357 -7.16213597  0.          0.        ]]",-0.0925160692231,[ 0.57310499  1.58608954],-6.36516,[-0.19681387 -0.71712828]
7,[ 0.12827066  0.29133487],"[ 0.22717129  0.97643598 -1.26175975 -1.12148142  0.06997058 -0.83109816
  1.09653043 -0.50266366 -0.46907554 -0.39529684  0.        ]","[[-1.21352939 -1.03114032  0.00878299 -0.09560375]
 [-5.63183556 -3.06128789  0.          0.        ]]",-0.0941516552099,[ 1.51481087  0.83686734],-7.068,[-0.19681387 -0.71712828]
8,[-0.48643446  0.04706713],"[ 0.13263552  0.94248361 -1.29615298 -1.14134432  0.06997056 -0.8310979
  1.19957145  0.00394612 -0.57329476 -0.36226927  0.        ]","[[-1.28535945 -1.05852179  0.00878299 -0.09560375]
 [-1.56467359  0.31188759  0.          0.        ]]",-0.0977453171363,[-1.32783802 -0.36843615],-5.95163,[-0.19681387 -0.71712828]
9,[-0.35843015  0.14504045],"[ 0.0376466   0.93189794 -1.32267123 -1.14728379  0.06997055 -0.83109765
  1.10012076 -0.21591228 -0.66243823 -0.33182562  0.        ]","[[-1.35603761 -1.06697186  0.00878299 -0.09560375]
 [-5.49008339 -1.1520024   0.          0.        ]]",-0.102422834529,[-1.4208333  -0.18193508],-6.01908,[-0.19681387 -0.71712828]
10,[-0.56646043  0.30896696],"[-0.16604161  0.89388871 -1.35416717 -1.16765662  0.06997054 -0.83109739
  1.00262943 -0.32049005 -0.84472548 -0.24002487  0.        ]","[[ -1.50444794e+00  -1.09699855e+00   8.78298862e-03  -9.56037465e-02]
 [ -9.33815855e+00  -1.84831597e+00   0.00000000e+00   0.00000000e+00]]",-0.114019657732,[ 0.08422724 -0.11414939],-6.94528,[-0.19681387 -0.71712828]
11,[-0.85454547  0.48448753],"[-0.41752711  0.84087137 -1.34744926 -1.19367951  0.06997053 -0.83109714
  1.01575183 -0.38284927 -1.04142616 -0.08882702  0.        ]","[[ -1.68601411e+00  -1.13813075e+00   8.78298862e-03  -9.56037465e-02]
 [ -8.82018821e+00  -2.26352459e+00   0.00000000e+00   0.00000000e+00]]",-0.130461236075,[-0.00770719  0.49474894],-7.72361,[-0.19681387 -0.71712828]
12,[-1.70484853  0.33533168],"[-0.65500242  0.80793043 -1.29410751 -1.20850758  0.06997051 -0.83109689
  1.01938433 -0.08186058 -1.1933756   0.07771288  0.        ]","[[-1.86097947 -1.16329364  0.00878299 -0.09560375]
 [-8.67679488 -0.25944374  0.          0.        ]]",-0.147222870979,[-2.47947453 -0.13487303],-7.36098,[-0.19681387 -0.71712828]
13,[-2.19760585  0.58819735],"[-0.9252501   0.79410114 -1.17064375 -1.2144367   0.0699705  -0.83109663
  0.92348691 -0.1610823  -1.32985571  0.29444761  0.        ]","[[ -2.07249293e+00  -1.17377543e+00   8.78298862e-03  -9.56037465e-02]
 [ -1.24619586e+01  -7.86927917e-01   0.00000000e+00   0.00000000e+00]]",-0.167401072911,[-2.21723017  0.44726225],-8.26789,[-0.19681387 -0.71712828]
14,[-3.07964015  0.67798781],"[-1.24178533  0.79701331 -0.91041111 -1.21320169  0.06997049 -0.83109638
  0.82947318  0.10750239 -1.43553882  0.61036009  0.        ]","[[ -2.35896421e+00  -1.17157183e+00   8.78298862e-03  -9.56037465e-02]
 [ -1.61727732e+01   1.00139610e+00   0.00000000e+00   0.00000000e+00]]",-0.193376861531,[-3.65678661  0.23912211],-8.51358,[-0.19681387 -0.71712828]
15,[-3.45414543  0.91827744],"[-1.5233308   0.83554057 -0.46319426 -1.19614486  0.06997048 -0.83109612
  0.73733034  0.24706124 -1.44417125  1.01222288  0.        ]","[[ -2.71891084e+00  -1.14222151e+00   8.78298862e-03  -9.56037465e-02]
 [ -1.98097436e+01   1.93062428e+00   0.00000000e+00   0.00000000e+00]]",-0.22255916297,[-2.05950179  1.16516052],-9.04904,[-0.19681387 -0.71712828]
16,[-3.95164919  0.55662727],"[-1.6453728   0.93532644  0.17288829 -1.14536818  0.06997046 -0.83109587
  0.64700172  0.83641847 -1.29495856  1.45315018  0.        ]","[[ -3.15087924e+00  -1.06423787e+00   8.78298862e-03  -9.56037465e-02]
 [ -2.33751059e+01   5.85475604e+00   0.00000000e+00   0.00000000e+00]]",-0.251657890389,[-4.62419935  0.52486661],-8.71002,[-0.19681387 -0.71712828]
17,[-4.27499151  1.14835179],"[-1.46762611  1.09982266  0.90147196 -1.03794218  0.06997045 -0.83109562
  0.55848837  1.13163494 -0.94139577  1.8559967   0.        ]","[[ -3.65343564e+00  -9.27421588e-01   8.78298862e-03  -9.56037465e-02]
 [ -2.68688187e+01   7.82040525e+00   0.00000000e+00   0.00000000e+00]]",-0.276614733362,[-3.35500091  1.88262003],-8.83291,[-0.19681387 -0.71712828]
18,[-4.8507328   1.10208952],"[-0.9075623   1.30543368  1.49867689 -0.84847429  0.06997044 -0.83109536
  0.47172479  1.7036188  -0.37452401  2.10292022  0.        ]","[[ -4.22517342e+00  -7.32802367e-01   8.78298862e-03  -9.56037465e-02]
 [ -3.02934664e+01   1.16288658e+01   0.00000000e+00   0.00000000e+00]]",-0.292095382391,[-5.83982229  0.93646653],-7.85062,[-0.19681387 -0.71712828]
19,[-5.59057236  0.4120428 ],"[-0.04749454  1.5210571   1.65755491 -0.53018682  0.06997042 -0.83109511
  0.38668721  2.22648988  0.3133813   2.0592992   0.        ]","[[ -4.86471976e+00  -4.65293797e-01   8.78298862e-03  -9.56037465e-02]
 [ -3.36499878e+01   1.51103268e+01   0.00000000e+00   0.00000000e+00]]",-0.292641862982,[-5.99021467 -0.16479653],-7.76167,[-0.19681387 -0.71712828]
20,[-6.49300194  0.08063085],"[ 0.79189897  1.65217789  1.15002121 -0.13001703  0.06997041 -0.83109485
  0.30336216  2.0839916   0.94710795  1.61522653  0.        ]","[[ -5.57071701e+00  -1.72604823e-01   8.78298862e-03  -9.56037465e-02]
 [ -3.69389142e+01   1.41615398e+01   0.00000000e+00   0.00000000e+00]]",-0.270766846183,[-8.09666443 -0.12216956],-6.67042,[-0.19681387 -0.71712828]
21,[-7.76777267 -0.41079506],"[ 1.1269981   1.66588647  0.06990344  0.26669572  0.0699704  -0.8310946
  0.22166075  1.96944553  1.22304779  0.79581103  0.        ]","[[ -6.34184934e+00   1.02976764e-01   8.78298862e-03  -9.56037465e-02]
 [ -4.01637538e+01   1.33988655e+01   0.00000000e+00   0.00000000e+00]]",-0.222099034991,[-7.06256382 -0.1671512 ],-7.89723,[-0.19681387 -0.71712828]
22,[-7.87218142  0.53695607],"[ 0.61127248  1.5807349  -1.02296287  0.62942119  0.06997039 -0.83109435
  0.14154967  1.83011686  0.85968895 -0.08924352  0.        ]","[[ -7.17684850e+00   3.61650029e-01   8.78298862e-03  -9.56037465e-02]
 [ -4.33258215e+01   1.24711779e+01   0.00000000e+00   0.00000000e+00]]",-0.153483634813,[-8.91030457  1.10264906],-6.38765,[-0.19681387 -0.71712828]
23,[-8.21678829  0.60295463],"[-0.56148861  1.38258143 -1.32078602  0.99068646  0.06997037 -0.83109409
  0.06294296  2.38725151 -0.06976443 -0.51549157  0.        ]","[[ -8.07449197e+00   6.48298177e-01   8.78298862e-03  -9.56037465e-02]
 [ -4.64285103e+01   1.61807886e+01   0.00000000e+00   0.00000000e+00]]",-0.103156125613,[-9.58827897 -0.12025139],-6.23311,[-0.19681387 -0.71712828]
24,[-6.72858667  0.41166785],"[-1.54061576  1.05744914 -0.41936034  1.30507443  0.06997036 -0.83109384
 -0.01411723  2.26669086 -1.04134981 -0.16823079  0.        ]","[[ -9.03357711e+00   9.63865483e-01   8.78298862e-03  -9.56037465e-02]
 [ -4.94701562e+01   1.53780710e+01   0.00000000e+00   0.00000000e+00]]",-0.134409919387,[-7.66153932  0.97453438],-5.10069,[-0.19681387 -0.71712828]
25,[-5.28065252  0.0431183 ],"[-1.38060106  0.61354482  1.04985675  1.51315849  0.06997035 -0.83109359
 -0.08973606  2.79909077 -1.39268009  0.73368492  0.        ]","[[ -1.00529232e+01   1.30699950e+00   8.78298862e-03  -9.56037465e-02]
 [ -5.24549100e+01   1.89230055e+01   0.00000000e+00   0.00000000e+00]]",-0.194958229485,[-4.50217113 -0.71302669],-5.61789,[-0.19681387 -0.71712828]
