timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-4.23899174 -2.29168081],"[ 1.20741485  1.75027035  0.20568963 -0.30356821 -0.95968872 -0.53772517
  1.34019231 -0.14445203  2.08842071  0.58862027  0.        ]","[[ 0.06446264 -0.07917892 -0.11114928 -0.06232147]
 [ 0.00348297 -0.00213742  0.          0.        ]]",-0.32787839061,[-5.02645733 -3.27731326],1.41396,[ 0.0160055  -0.44728687]
1,[-3.95707774 -1.95758724],"[ 1.20985258  1.74505793  0.14696808 -0.37381787 -0.9596879  -0.53772486
  1.23114807 -0.6878601   2.08633715  0.49574811  0.        ]","[[ 0.02485643 -0.11893366 -0.11114928 -0.06232147]
 [-3.95094839 -3.9601501   0.          0.        ]]",-0.325227613091,[-3.93620197 -1.89302988],0.805411,[ 0.0160055  -0.44728687]
2,[-3.49457598 -1.32723641],"[ 1.20430914  1.71735547 -0.02783381 -0.58016857 -0.95968709 -0.53772456
  1.12425713 -1.22051083  2.0454176   0.2236985   0.        ]","[[-0.09305472 -0.23706262 -0.11114928 -0.06232147]
 [-7.82730011 -7.83981537  0.          0.        ]]",-0.315257709544,[-4.31072474 -2.92732274],1.88984,[ 0.0160055  -0.44728687]
3,[-2.85974646 -0.30885777],"[ 1.1535676   1.63266903 -0.31110024 -0.90667158 -0.95968628 -0.53772425
  1.01946798 -1.74260762  1.87054056 -0.18648766  0.        ]","[[ -0.28772741  -0.43201391  -0.11114928  -0.06232147]
 [-11.62743822 -11.64262281   0.           0.        ]]",-0.292313344233,[-3.11073798 -0.18000498],1.65991,[ 0.0160055  -0.44728687]
4,[-2.3966713   0.53091443],"[ 1.001272    1.46821087 -0.67537875 -1.26547512 -0.95968547 -0.53772395
  0.91669529 -1.80857337  1.47411909 -0.59426074  0.        ]","[[ -0.55766898  -0.66968781  -0.11114928  -0.06232147]
 [-15.35445618 -12.12312129   0.           0.        ]]",-0.251350025631,[-2.33926386  0.80300257],1.83492,[ 0.0160055  -0.44728687]
5,[-2.3092711   0.97956073],"[ 0.68674666  1.27582437 -1.05386071 -1.52938453 -0.95968465 -0.53772364
  0.81590443 -1.3388005   0.89675476 -0.81089507  0.        ]","[[ -0.90143124  -0.87782024  -0.11114928  -0.06232147]
 [-19.00960833  -8.70145249   0.           0.        ]]",-0.194773761327,[-3.77138287  0.80983358],2.16028,[ 0.0160055  -0.44728687]
6,[-2.42572021  1.23656929],"[ 0.17639476  1.12516686 -1.32679604 -1.67442117 -0.95968384 -0.53772334
  0.71711075 -0.87454672  0.26501079 -0.73864226  0.        ]","[[ -1.31757049  -1.01792277  -0.11114928  -0.06232147]
 [-22.59233631  -5.31997489   0.           0.        ]]",-0.128728073916,[-2.66094031  0.66904217],1.24492,[ 0.0160055  -0.44728687]
7,[-2.77740026  1.41588247],"[-0.48886488  1.03431755 -1.33372825 -1.74308495 -0.95968303 -0.53772303
  0.62028582 -0.49593657 -0.28652046 -0.35200361  0.        ]","[[ -1.80464818  -1.09665471  -0.11114928  -0.06232147]
 [-26.10367066  -2.56229657   0.           0.        ]]",-0.0639790071161,[-2.5588874   0.81499753],-0.0535352,[ 0.0160055  -0.44728687]
8,[-3.37378311  1.11261833],"[-1.14956224  1.0126178  -0.93408959 -1.75767076 -0.95968222 -0.53772273
  0.52538762 -0.04537989 -0.60072066  0.30228735  0.        ]","[[ -2.36125204  -1.11497536  -0.11114928  -0.06232147]
 [-29.54513485   0.71941892   0.           0.        ]]",-0.0697261346866,[-2.8022918   1.61590696],-1.88412,[ 0.0160055  -0.44728687]
9,[-3.82614326  0.30275345],"[-1.53201411  1.07600657 -0.11992277 -1.71313305 -0.9596814  -0.53772242
  0.43238485  0.49692982 -0.54299562  1.07411318  0.        ]","[[ -2.98599597  -1.06095639  -0.11114928  -0.06232147]
 [-32.91786241   4.66943559   0.           0.        ]]",-0.144464299903,[-5.57143436 -0.17354822],-1.48892,[ 0.0160055  -0.44728687]
