timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.82744408 -0.31055591],"[ 1.22317255  1.7872823   0.12846596 -0.77203736  0.46255598 -1.60177534
  1.29997554 -0.31915473  0.92452654  1.47039072  0.        ]","[[ 0.01668228 -0.0535048   0.05276465 -0.18322683]
 [ 0.00495068  0.00460846  0.          0.        ]]",-0.2395834012,[-1.64310232 -0.97950608],-0.645223,[ 0.03314514 -0.36572754]
1,[-2.6152606   0.11406551],"[ 1.22300077  1.78363693  0.06979753 -0.86505101  0.46255551 -1.60177058
  1.18417547 -0.84884157  0.91984245  1.3753032   0.        ]","[[-0.02289513 -0.09231177  0.05276465 -0.18322683]
 [-3.9495338  -3.87238912  0.          0.        ]]",-0.229804999843,[-2.87768427 -0.00708659],0.322435,[ 0.03314514 -0.36572754]
2,[-2.53194451  0.28067127],"[ 1.2097374   1.77071526 -0.1042973  -1.04835371  0.46255505 -1.60176582
  1.07062062 -0.84199232  0.88134642  1.12778586  0.        ]","[[-0.14079311 -0.16925664  0.05276465 -0.18322683]
 [-7.82736126 -3.82226548  0.          0.        ]]",-0.202974172071,[-2.27644068 -0.92749076],0.727834,[ 0.03314514 -0.36572754]
3,[-2.18640327  0.96846604],"[ 1.14662022  1.73833478 -0.38430693 -1.31178928  0.46255458 -1.60176105
  0.95934906 -1.33318568  0.74338426  0.75652556  0.        ]","[[ -0.33546501  -0.28177449   0.05276465  -0.18322683]
 [-11.6272277   -7.41752598   0.           0.        ]]",-0.157366607953,[-2.45761597  0.46087728],1.12846,[ 0.03314514 -0.36572754]
4,[-2.04129243  1.23912501],"[ 0.97869124  1.68223296 -0.73993164 -1.60222808  0.46255411 -1.60175629
  0.85021004 -1.06357036  0.43470925  0.34875487  0.        ]","[[ -0.605404    -0.41032547   0.05276465  -0.18322683]
 [-15.35427878  -5.44411771   0.           0.        ]]",-0.0933959339783,[-2.18195741  1.78820669],0.375049,[ 0.03314514 -0.36572754]
5,[-1.9422009   1.55829453],"[ 0.64843899  1.64457173 -1.101399   -1.74987162  0.46255364 -1.60175153
  0.74320851 -0.50761292 -0.03081198  0.04736652  0.        ]","[[ -0.94915229  -0.47837994   0.05276465  -0.18322683]
 [-19.00834245  -1.37484685   0.           0.        ]]",-0.0222861915537,[-0.24844841  2.02799007],-1.51912,[ 0.03314514 -0.36572754]
6,[-1.87093306  1.96095037],"[ 0.16776856  1.65189319 -1.33785882 -1.72308103  0.46255317 -1.60174677
  0.72539524  0.03720968 -0.56307571 -0.0600048   0.        ]","[[ -1.33542284  -0.46586629   0.05276465  -0.18322683]
 [-19.61663291   2.61292533   0.           0.        ]]",-0.058514744682,[-1.57724641  2.6521078 ],-1.95979,[ 0.03314514 -0.36572754]
7,[-1.90356946  2.17218447],"[-0.41699953  1.69991186 -1.35127211 -1.52238588  0.46255271 -1.601742
  0.62088065  0.57140532 -1.10015982  0.04159546  0.        ]","[[ -1.76356622  -0.37437775   0.05276465  -0.18322683]
 [-23.18577317   6.52291574   0.           0.        ]]",-0.131242277242,[-3.13673293  1.30420041],-1.90087,[ 0.03314514 -0.36572754]
8,[-2.02072144  1.94891429],"[-1.03122174  1.76199899 -1.0381098  -1.13382864  0.46255224 -1.60173724
  0.51843879  1.09501927 -1.60243755  0.38465723  0.        ]","[[ -2.26238185  -0.20546589   0.05276465  -0.18322683]
 [-26.68413409  10.35546256   0.           0.        ]]",-0.205959449405,[-2.81610055  0.66246391],-2.11503,[ 0.03314514 -0.36572754]
9,[-2.1043148   1.47315216],"[-1.463795    1.78863971 -0.35008551 -0.5811883   0.46255177 -1.60173248
  0.41803312  1.42560372 -1.94861155  0.98076534  0.        ]","[[ -2.83046628e+00   2.59222620e-02   5.27646469e-02  -1.83226832e-01]
 [ -3.01129621e+01   1.27751642e+01   0.00000000e+00   0.00000000e+00]]",-0.277309470866,[-1.69765629  1.71452134],-2.07866,[ 0.03314514 -0.36572754]
10,[-2.27645731  0.73718864],"[-1.45787765  1.72426762  0.57692512  0.10940049  0.4625513  -1.60172771
  0.31957717  1.93208755 -1.98906332  1.73549879  0.        ]","[[ -3.46645815   0.31862369   0.05276465  -0.18322683]
 [-33.47520867  16.48237399   0.           0.        ]]",-0.336014406612,[-2.33781376  0.08559428],-1.72163,[ 0.03314514 -0.36572754]
11,[-2.40404058  0.22671518],"[-0.86499717  1.52779225  1.37270673  0.80792509  0.46255083 -1.60172295
  0.22306928  1.93362247 -1.63162248  2.44551053  0.        ]","[[ -4.16902667   0.64838807   0.05276465  -0.18322683]
 [-36.77093048  16.49366462   0.           0.        ]]",-0.372175722921,[-3.84964379  0.68487371],-0.383945,[ 0.03314514 -0.36572754]
12,[-2.82085776 -0.49934667],"[ 0.15319109  1.19489615  1.54901663  1.38169221  0.46255036 -1.60171819
  0.12839518  2.25899521 -0.93619809  2.82114564  0.        ]","[[ -4.93688061   1.00216123   0.05276465  -0.18322683]
 [-40.00402893  18.87529042   0.           0.        ]]",-0.374896297481,[-1.01374812  0.35786051],-0.837763,[ 0.03314514 -0.36572754]
13,[-3.32824492 -1.08911848],"[ 1.04520052  0.73304254  0.83315465  1.72075075  0.4625499  -1.60171343
  0.0355478   2.40067718 -0.19180539  2.64883763  0.        ]","[[ -5.76877086   1.39007694   0.05276465  -0.18322683]
 [-43.17474524  19.91242375   0.           0.        ]]",-0.336366904058,[-3.68214664 -1.2131323 ],-0.736969,[ 0.03314514 -0.36572754]
14,[-3.64881468 -1.20638108],"[ 1.12502327  0.27906069 -0.4465029   1.72369115  0.46254943 -1.60170866
 -0.05546232  1.8047386   0.26053516  2.02299303  0.        ]","[[ -6.66344855   1.74456333   0.05276465  -0.18322683]
 [-46.28271963  15.55051011   0.           0.        ]]",-0.261392471198,[-3.64258763 -2.03309598],-1.73344,[ 0.03314514 -0.36572754]
15,[-3.69605231 -1.09072495],"[ 0.16635442 -0.04889118 -1.33822257  1.52904463  0.46254896 -1.6017039
 -0.14466428  1.22047131  0.21560741  1.27298862  0.        ]","[[ -7.61966784   2.01266672   0.05276465  -0.18322683]
 [-49.32894584  11.27398787   0.           0.        ]]",-0.164705080448,[-4.18603231 -0.93161873],-1.26871,[ 0.03314514 -0.36572754]
16,[-3.25262022 -0.7790556 ],"[-1.12358123 -0.25474982 -0.94785367  1.30131623  0.46254849 -1.60169914
 -0.2320758   0.68472051 -0.28186021  0.82282422  0.        ]","[[ -8.63619874   2.19880186   0.05276465  -0.18322683]
 [-52.3140294    7.3525677    0.           0.        ]]",-0.0965015350376,[-4.45654045 -0.35989824],-0.0947253,[ 0.03314514 -0.36572754]
17,[-2.60292363 -0.80728304],"[-1.47355445 -0.38453585  0.52347271  1.0998729   0.46254802 -1.60169438
 -0.31773852  0.46884148 -0.87268202  0.96056115  0.        ]","[[ -9.71183119e+00   2.32999943e+00   5.27646469e-02  -1.83226832e-01]
 [ -5.52393928e+01   5.77244603e+00   0.00000000e+00   0.00000000e+00]]",-0.150431236589,[-3.17473766 -1.53589946],-0.38079,[ 0.03314514 -0.36572754]
18,[-2.34782195 -0.69733626],"[-0.35924061 -0.45156773  1.56952588  0.97193917  0.46254755 -1.60168961
 -0.40167957 -0.08905054 -1.08347149  1.5435496   0.        ]","[[ -1.08453823e+01   2.40447787e+00   5.27646469e-02  -1.83226832e-01]
 [ -5.81059629e+01   1.68896109e+00   0.00000000e+00   0.00000000e+00]]",-0.229874982025,[-2.84523824  0.12377956],-0.543494,[ 0.03314514 -0.36572754]
19,[-2.69598627 -1.14900923],"[ 1.03402484 -0.48397038  0.85405201  0.90268745  0.46254709 -1.60168485
 -0.48394504 -0.02803572 -0.70632968  2.01142136  0.        ]","[[ -1.20356884e+01   2.44273883e+00   5.27646469e-02  -1.83226832e-01]
 [ -6.09153141e+01   2.13555783e+00   0.00000000e+00   0.00000000e+00]]",-0.263155018181,[-2.51012946 -1.59705475],-1.10444,[ 0.03314514 -0.36572754]
20,[-3.08528209 -0.81400502],"[ 0.88599195 -0.4859988  -0.8684752   0.89816757  0.46254662 -1.60168009
 -0.56456426 -0.57624018 -0.14240252  1.8144349   0.        ]","[[ -1.32816201e+01   2.44519206e+00   5.27646469e-02  -1.83226832e-01]
 [ -6.36684489e+01  -1.87701663e+00   0.00000000e+00   0.00000000e+00]]",-0.226318494154,[-2.80190384 -1.27114658],-1.29351,[ 0.03314514 -0.36572754]
21,[-2.95110631  0.23361745],"[-0.74569799 -0.41953333 -1.23442773  1.0354513   0.46254615 -1.60167533
 -0.64354097 -1.11379103 -0.12734744  1.09213855  0.        ]","[[ -1.45820525e+01   2.36817798e+00   5.27646469e-02  -1.83226832e-01]
 [ -6.63654960e+01  -5.81162054e+00   0.00000000e+00   0.00000000e+00]]",-0.131150765012,[-3.14876843  0.93402157],-1.07025,[ 0.03314514 -0.36572754]
22,[-2.45447278 -0.08097   ],"[-1.49428024 -0.34654341  0.43870982  1.16452192  0.46254568 -1.60167057
 -0.72095006 -0.59477076 -0.87012426  0.92462328  0.        ]","[[ -1.59358832e+01   2.29006532e+00   5.27646469e-02  -1.83226832e-01]
 [ -6.90090137e+01  -2.01267011e+00   0.00000000e+00   0.00000000e+00]]",-0.146641417156,[-2.36778425 -0.35752098],-0.495615,[ 0.03314514 -0.36572754]
23,[-2.32970476  0.01445308],"[-0.0661685  -0.29281154  1.5832432   1.2476709   0.46254521 -1.6016658
 -0.79683336 -0.78497075 -1.1429989   1.77274369  0.        ]","[[ -1.73420654e+01   2.23584707e+00   5.27646469e-02  -1.83226832e-01]
 [ -7.16004309e+01  -3.40484097e+00   0.00000000e+00   0.00000000e+00]]",-0.259873553949,[-3.27418766 -0.13702957],-0.576393,[ 0.03314514 -0.36572754]
24,[-2.86806822 -0.24262482],"[ 1.22164267 -0.21675888  0.17783429  1.35086427  0.46254474 -1.60166104
 -0.87119555 -0.85241579 -0.31139821  2.19381431  0.        ]","[[ -1.87995542e+01   2.16280089e+00   5.27646469e-02  -1.83226832e-01]
 [ -7.41399085e+01  -3.89851174e+00   0.00000000e+00   0.00000000e+00]]",-0.276959771521,[-4.17007555 -1.20859635],-0.977308,[ 0.03314514 -0.36572754]
25,[-3.03502798  0.93326855],"[ 0.00201919 -0.08698902 -1.36927147  1.49392324  0.46254428 -1.60165628
 -0.9440325  -1.38570013  0.17203527  1.19773197  0.        ]","[[ -2.03073141e+01   2.04567149e+00   5.27646469e-02  -1.83226832e-01]
 [ -7.66273070e+01  -7.80189308e+00   0.00000000e+00   0.00000000e+00]]",-0.153276693114,[-3.22809029  0.67217028],-1.5411,[ 0.03314514 -0.36572754]
26,[-2.40300989  1.27531052],"[-1.51882398  0.06400637 -0.08377896  1.61672176  0.46254381 -1.60165152
 -1.01541791 -1.00424115 -0.89473633  0.65070558  0.        ]","[[ -2.18643174e+01   1.91765203e+00   5.27646469e-02  -1.83226832e-01]
 [ -7.90651436e+01  -5.00982720e+00   0.00000000e+00   0.00000000e+00]]",-0.125073352402,[-5.1675161   1.31906702],1.00851,[ 0.03314514 -0.36572754]
27,[-2.3292315  0.4035905],"[-0.28018293  0.13706735  1.57989713  1.66145948  0.46254334 -1.60164675
 -1.08545466 -0.45332164 -1.33301622  1.93413191  0.        ]","[[ -2.34696134e+01   1.85791773e+00   5.27646469e-02  -1.83226832e-01]
 [ -8.14569329e+01  -9.77390764e-01   0.00000000e+00   0.00000000e+00]]",-0.292472525488,[-3.21243001  1.58677608],0.161911,[ 0.03314514 -0.36572754]
28,[-3.1801908  -0.55235732],"[ 1.22328921  0.11233112  0.11922137  1.64731319  0.46254287 -1.60164199
 -1.15418356  0.08645031 -0.08914348  2.28809859  0.        ]","[[ -2.51222971e+01   1.87801246e+00   5.27646469e-02  -1.83226832e-01]
 [ -8.38040689e+01   2.97345273e+00   0.00000000e+00   0.00000000e+00]]",-0.289055763399,[-5.502287   -0.31004927],-0.570135,[ 0.03314514 -0.36572754]
29,[-3.4372313   0.38520956],"[-0.3152279   0.05598968 -1.36843588  1.61124126  0.4625424  -1.60163723
 -1.22156281 -0.09332589  0.11854947  0.93036207  0.        ]","[[ -2.68214671e+01   1.92428096e+00   5.27646469e-02  -1.83226832e-01]
 [ -8.61051261e+01   1.65758729e+00   0.00000000e+00   0.00000000e+00]]",-0.117522737334,[-2.94907631 -1.23209953],-1.87152,[ 0.03314514 -0.36572754]
30,[-2.40631795  0.9129836 ],"[-1.47166728  0.06471012  0.53028391  1.61717656  0.46254193 -1.60163247
 -1.28754706 -0.64296908 -1.18116804  0.87403039  0.        ]","[[ -2.85661838e+01   1.91707051e+00   5.27646469e-02  -1.83226832e-01]
 [ -8.83585563e+01  -2.36550675e+00   0.00000000e+00   0.00000000e+00]]",-0.175377696678,[-2.63396296  0.91793157],0.251068,[ 0.03314514 -0.36572754]
31,[-2.64852357 -0.09623086],"[ 0.51924568  0.07768825  1.39727649  1.62576702  0.46254147 -1.60162771
 -1.35224303 -0.14444501 -0.9681858   2.29449424  0.        ]","[[ -3.03555186e+01   1.90637413e+00   5.27646469e-02  -1.83226832e-01]
 [ -9.05680051e+01   1.28341500e+00   0.00000000e+00   0.00000000e+00]]",-0.310602583917,[-3.72305687  0.19307739],-0.385071,[ 0.03314514 -0.36572754]
32,[-3.51426053 -0.19506812],"[ 0.83244958  0.03811711 -0.93112595  1.59863407  0.462541   -1.60162295
 -1.41569666 -0.04810938  0.25685961  1.72566453  0.        ]","[[ -3.21886203e+01   1.93911922e+00   5.27646469e-02  -1.83226832e-01]
 [ -9.27350421e+01   1.98853803e+00   0.00000000e+00   0.00000000e+00]]",-0.223360824826,[-3.1970832  -0.14567753],-1.61323,[ 0.03314514 -0.36572754]
33,[-2.97604537  0.67071509],"[ -1.36602237e+00  -1.54094140e-03  -5.97722297e-01   1.56863492e+00
   4.62540530e-01  -1.60161818e+00  -1.47789197e+00  -1.37094311e-01
  -5.66558418e-01   6.07996139e-01   0.00000000e+00]","[[ -3.40646334e+01   1.97235699e+00   5.27646469e-02  -1.83226832e-01]
 [ -9.48591227e+01   1.33721741e+00   0.00000000e+00   0.00000000e+00]]",-0.0867741850859,[-3.13759667  1.10564018],0.317604,[ 0.03314514 -0.36572754]
34,[-2.56009984 -0.38080901],"[-0.35298306 -0.07842214  1.57052384  1.50202932  0.46254006 -1.60161342
 -1.5389031   0.39532796 -1.28442413  1.75849872  0.        ]","[[ -3.59827171e+01   2.03820239e+00   5.27646469e-02  -1.83226832e-01]
 [ -9.69427796e+01   5.23424943e+00   0.00000000e+00   0.00000000e+00]]",-0.269511094093,[-3.55368366 -0.26708569],0.0884693,[ 0.03314514 -0.36572754]
35,[-3.35148454 -0.79448885],"[ 1.18293491 -0.1822929  -0.25291116  1.39261004  0.46253959 -1.60160866
 -1.59872288  0.23176251 -0.10935126  2.09798015  0.        ]","[[ -3.79420721e+01   2.13087485e+00   5.27646469e-02  -1.83226832e-01]
 [ -9.89857687e+01   4.03704542e+00   0.00000000e+00   0.00000000e+00]]",-0.263874075927,[-1.14178164 -0.67389521],-1.94009,[ 0.03314514 -0.36572754]
36,[-3.31837535  0.20255829],"[-1.01023404 -0.23891088 -1.0564484   1.32237708  0.46253912 -1.6016039
 -1.65731485 -0.14861366 -0.21617496  0.84606414  0.        ]","[[ -3.99418682e+01   2.18368194e+00   5.27646469e-02  -1.83226832e-01]
 [ -1.00986846e+02   1.25291064e+00   0.00000000e+00   0.00000000e+00]]",-0.0986114404022,[-4.38772205  1.30189589],0.281213,[ 0.03314514 -0.36572754]
