timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.5594641  -1.47688234],"[ 1.22222149  1.78185861  0.15826853 -0.627228   -0.11301186  1.36693724
  1.32086585 -0.26856108  1.39990221 -1.09317534  0.        ]","[[ 0.03611004 -0.06547904 -0.01335798  0.15844258]
 [ 0.00181178 -0.00248875  0.          0.        ]]",-0.273536537621,[ 1.19918372 -1.26576395],-1.74839,[ 0.01738254 -0.40630111]
1,[-0.47480661 -1.45949233],"[ 1.21915599  1.77745101  0.2170521  -0.71283374 -0.11301178  1.36693454
  1.43439056 -0.80664595  1.39833583 -1.06334715  0.        ]","[[ 0.0758519  -0.10527158 -0.01335798  0.15844258]
 [ 3.95919349 -3.96355691  0.          0.        ]]",-0.271084253814,[ 2.45092932 -1.02475406],-1.90201,[ 0.01738254 -0.40630111]
2,[-0.4200463 -1.404719 ],"[ 1.1972818   1.75235679  0.39033927 -0.96453411 -0.1130117   1.36693185
  1.54566916 -1.33406774  1.38717013 -0.9753612   0.        ]","[[ 0.19395596 -0.22349812 -0.01335798  0.15844258]
 [ 7.83830296 -7.84614092  0.          0.        ]]",-0.263280778562,[ 0.23767359 -0.84612824],0.279768,[ 0.01738254 -0.40630111]
3,[-0.39083457 -1.327407  ],"[ 1.13546703  1.67579937  0.62477111 -1.35156927 -0.11301162  1.36692915
  1.56822759 -1.76810826  1.35483889 -0.87630804  0.        ]","[[  0.35861297  -0.41247943  -0.01335798   0.15844258]
 [  8.62478251 -11.04132747   0.           0.        ]]",-0.252444401124,[ 1.4348345  -1.49137836],1.08462,[ 0.01738254 -0.40630111]
4,[-0.37142581 -1.15632272],"[ 1.00595507  1.50343362  0.90315889 -1.82828213 -0.11301155  1.36692645
  1.67686549 -2.27643671  1.28587368 -0.77435403  0.        ]","[[  5.69105057e-01  -6.70852305e-01  -1.33579786e-02   1.58442582e-01]
 [  1.24118764e+01  -1.47834177e+01   0.00000000e+00   0.00000000e+00]]",-0.237179059979,[-0.77068736  0.17099069],2.27774,[ 0.01738254 -0.40630111]
5,[-0.48132953 -1.21627724],"[ 0.82065762  1.23466617  1.15123249 -2.25081911 -0.11301147  1.36692376
  1.58234544 -2.14450495  1.18382617 -0.70626848  0.        ]","[[  7.84286729e-01  -9.56776331e-01  -1.33579786e-02   1.58442582e-01]
 [  9.11718967e+00  -1.38122706e+01   0.00000000e+00   0.00000000e+00]]",-0.220100187094,[-0.96607305 -1.29174808],2.83712,[ 0.01738254 -0.40630111]
6,[-0.50068957 -0.83259058],"[ 0.67290704  0.87152274  1.28929588 -2.54827376 -0.11301139  1.36692106
  1.46753262 -2.64505214  1.0747255  -0.77289197  0.        ]","[[  9.26478846e-01  -1.26999244e+00  -1.33579786e-02   1.58442582e-01]
 [  5.11510305e+00  -1.74971352e+01   0.00000000e+00   0.00000000e+00]]",-0.211367325425,[-1.52560504 -0.59727479],3.1451,[ 0.01738254 -0.40630111]
7,[-0.53987569 -0.5415473 ],"[ 0.60355086  0.39712215  1.34181194 -2.64001996 -0.11301131  1.36691836
  1.3510822  -2.91912293  0.92581873 -0.96993979  0.        ]","[[  9.88056725e-01  -1.64017874e+00  -1.33579786e-02   1.58442582e-01]
 [  1.05590935e+00  -1.95148451e+01   0.00000000e+00   0.00000000e+00]]",-0.210613144754,[-0.32090267 -1.19714108],3.13593,[ 0.01738254 -0.40630111]
8,[-0.54352552 -0.08676554],"[ 0.59414672 -0.1299008   1.34841512 -2.38547776 -0.11301123  1.36691567
  1.31400267 -3.40446651  0.67758691 -1.19058241  0.        ]","[[  9.96209310e-01  -2.06632539e+00  -1.33579786e-02   1.58442582e-01]
 [ -2.36541734e-01  -2.30879320e+01   0.00000000e+00   0.00000000e+00]]",-0.209196253299,[ 0.08730328  0.26866547],2.59155,[ 0.01738254 -0.40630111]
9,[-0.55432189 -0.02346965],"[ 0.59557366 -0.56231351  1.34741729 -1.75589142 -0.11301115  1.36691297
  1.32400119 -3.19784385  0.3479879  -1.29161913  0.        ]","[[  9.94974507e-01  -2.51282451e+00  -1.33579786e-02   1.58442582e-01]
 [  1.12079325e-01  -2.15670444e+01   0.00000000e+00   0.00000000e+00]]",-0.198570060497,[ 2.09830562 -0.54521339],1.3982,[ 0.01738254 -0.40630111]
10,[-0.56578797  0.30537182],"[ 0.54647018 -0.78948877  1.38014165 -0.87259357 -0.11301107  1.36691027
  1.43749055 -3.4330506   0.01403452 -1.22482459  0.        ]","[[  1.03690780e+00  -2.96154065e+00  -1.33579786e-02   1.58442582e-01]
 [  4.06825838e+00  -2.32987711e+01   0.00000000e+00   0.00000000e+00]]",-0.177479492278,[-0.61348987 -0.77362256],0.833276,[ 0.01738254 -0.40630111]
11,[-0.78399515 -0.39895588],"[ 0.47874703 -0.80978993  1.42047224 -0.41634257 -0.11301099  1.36690758
  1.36552409 -0.36160155 -0.13743615 -1.14576404  0.        ]","[[ 1.09310477 -3.1738141  -0.01335798  0.15844258]
 [ 1.55970479 -0.68774146  0.          0.        ]]",-0.165111191849,[ 1.93372898 -0.44584089],-1.56,[ 0.01738254 -0.40630111]
12,[-0.8654595  -0.46777672],"[ 0.39084422 -0.81041721  1.46524518 -0.50395036 -0.11301092  1.36690488
  1.47822202  0.1598636  -0.09952592 -1.16704959  0.        ]","[[ 1.16371655 -3.13323575 -0.01335798  0.15844258]
 [ 5.48830786  3.15111773  0.          0.        ]]",-0.168170445562,[-1.95600071  0.60719452],-1.18134,[ 0.01738254 -0.40630111]
