timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-4.34613466 -1.000386  ],"[ 1.22406445  1.7825116   0.06025115 -0.8115205  -1.27004569 -1.26767061
  1.3158121  -0.30442365  2.32733173  1.0690333   0.        ]","[[-0.03119165 -0.09281039 -0.14510566 -0.14627367]
 [ 0.00037655 -0.0019605   0.          0.        ]]",-0.377159843019,[-3.75280717 -1.44647708],0.396268,[ 0.02220199 -0.38645664]
1,[-4.18708897 -0.7460379 ],"[  1.22127747e+00   1.77673903e+00   1.51455669e-03  -9.03407409e-01
  -1.27004308e+00  -1.26766802e+00   1.20052114e+00  -8.44063795e-01
   2.31592016e+00   9.73771874e-01   0.00000000e+00]","[[-0.07085941 -0.13256163 -0.14510566 -0.14627367]
 [-3.95399777 -3.95997755  0.          0.        ]]",-0.371485471464,[-4.54449525 -1.79606751],1.78179,[ 0.02220199 -0.38645664]
2,[-3.97985935 -0.26748496],"[ 1.20026242  1.74772391 -0.17183368 -1.17303587 -1.27004048 -1.26766543
  1.08750678 -1.37301995  2.2477696   0.69893862  0.        ]","[[-0.18883104 -0.25068718 -0.14510566 -0.14627367]
 [-7.83030156 -7.83964616  0.          0.        ]]",-0.352244497442,[-2.81976513 -0.8283838 ],1.4642,[ 0.02220199 -0.38645664]
3,[-3.66012573  0.32271123],"[ 1.12471095  1.66580718 -0.44839251 -1.58435282 -1.27003787 -1.26766283
  0.97670771 -1.7988459   2.03602147  0.30153564  0.        ]","[[ -0.38356584  -0.43881717  -0.14510566  -0.14627367]
 [-11.6306346  -10.96292617   0.           0.        ]]",-0.313968129454,[-5.85718357  1.41994326],3.29927,[ 0.02220199 -0.38645664]
4,[-3.56042194  0.32831228],"[ 0.94105743  1.55078482 -0.7950673  -1.94036979 -1.27003527 -1.26766024
  0.86801076 -1.22915977  1.64608787 -0.0608545   0.        ]","[[ -0.65358512  -0.61615311  -0.14510566  -0.14627367]
 [-15.35887561  -6.78455264   0.           0.        ]]",-0.257860269942,[-4.95857877  0.08553595],3.26187,[ 0.02220199 -0.38645664]
5,[-3.31104183  0.91032851],"[ 0.59497561  1.44442937 -1.13911535 -2.17672603 -1.27003267 -1.26765765
  0.76149787 -1.16438722  1.10747986 -0.26160338  0.        ]","[[ -0.99741713  -0.74707836  -0.14510566  -0.14627367]
 [-19.01221187  -6.30949067   0.           0.        ]]",-0.18613813536,[-2.35447233  0.99874183],1.84874,[ 0.02220199 -0.38645664]
6,[-3.25498962  1.09340501],"[ 0.06377538  1.36635624 -1.35796228 -2.31628441 -1.27003006 -1.26765505
  0.65705887 -0.60783955  0.48776232 -0.20314908  0.        ]","[[ -1.41360353  -0.83231273  -0.14510566  -0.14627367]
 [-22.59441955  -2.22746605   0.           0.        ]]",-0.0996895387223,[-4.15729299  1.9840517 ],1.31839,[ 0.02220199 -0.38645664]
7,[-3.3049221   1.19787014],"[-0.59761676  1.36219513 -1.29627331 -2.32306826 -1.27002746 -1.26765246
  0.55470263 -0.06155999 -0.07657018  0.1511776   0.        ]","[[ -1.90071767  -0.83666226  -0.14510566  -0.14627367]
 [-26.1051936    1.77924898   0.           0.        ]]",-0.0143040106422,[-3.5597812   1.88506948],-0.10583,[ 0.02220199 -0.38645664]
8,[-3.39598846  1.07307959],"[-1.21827978  1.43152863 -0.83072593 -2.20142757 -1.27002485 -1.26764987
  0.4543911   0.47397208 -0.45281179  0.78129091  0.        ]","[[ -2.45734371  -0.76166824  -0.14510566  -0.14627367]
 [-29.54583764   5.70713662   0.           0.        ]]",-0.100765935996,[-2.27872678  1.25354911],-1.47906,[ 0.02220199 -0.38645664]
9,[-3.53530407  0.5860998 ],"[-1.52568174  1.55615243  0.01833216 -1.92650431 -1.27002225 -1.26764727
  0.35608189  0.99894204 -0.49824832  1.58586018  0.        ]","[[ -3.08209328  -0.60889314  -0.14510566  -0.14627367]
 [-32.91780449   9.55756181   0.           0.        ]]",-0.203632083539,[-5.63535733  1.5367498 ],-0.385201,[ 0.02220199 -0.38645664]
10,[-3.69268894  0.28734037],"[-1.26224183  1.69604269  0.98246558 -1.45852356 -1.27001965 -1.26764468
  0.25972601  1.51349321 -0.11502842  2.34991505  0.        ]","[[ -3.77360916  -0.37987501  -0.14510566  -0.14627367]
 [-36.22277365  13.33158717   0.           0.        ]]",-0.298674125144,[-2.67990343  0.9304103 ],-0.748425,[ 0.02220199 -0.38645664]
11,[-4.10445118 -0.3183586 ],"[-0.40057457  1.78399996  1.56479907 -0.77923117 -1.27001704 -1.26764209
  0.16526806  1.98014693  0.65410001  2.76986675  0.        ]","[[ -4.53056982  -0.07889908  -0.14510566  -0.14627367]
 [-39.46264462  16.75433756   0.           0.        ]]",-0.372475343142,[-3.958611   -0.13935058],0.292156,[ 0.02220199 -0.38645664]
12,[-4.58278275 -0.85200506],"[ 0.66951958  1.74874579  1.29642404 -0.02630871 -1.27001444 -1.26763949
  0.07268957  1.85976474  1.57361282  2.57394017  0.        ]","[[ -5.35167985   0.24733343  -0.14510566  -0.14627367]
 [-42.63805132  15.87143421   0.           0.        ]]",-0.410619555893,[-4.5889709  -0.05465495],0.500213,[ 0.02220199 -0.38645664]
13,[-5.0705061  -1.07374859],"[ 1.223178    1.59132993  0.17689954  0.63876596 -1.27001183 -1.2676369
 -0.01810957  1.7871122   2.19492935  1.70702273  0.        ]","[[ -6.23568547   0.55942108  -0.14510566  -0.14627367]
 [-45.75242694  15.33860157   0.           0.        ]]",-0.397682834263,[-6.44610407 -2.38067672],0.169891,[ 0.02220199 -0.38645664]
14,[-5.05836964 -0.57325119],"[ 0.70586892  1.37482015 -1.05329148  1.11044132 -1.27000923 -1.26763431
 -0.10711219  1.2051454   2.06692669  0.54083472  0.        ]","[[ -7.18136194   0.82337099  -0.14510566  -0.14627367]
 [-48.80518267  11.07012949   0.           0.        ]]",-0.322699293421,[-4.57617316 -0.50305917],-1.01701,[ 0.02220199 -0.38645664]
15,[-4.49742985  0.22279498],"[-0.60229355  1.17028312 -1.29453724  1.3895647  -1.27000663 -1.26763171
 -0.19438727  0.90261278  1.12122203 -0.16346281  0.        ]","[[ -8.18749972   1.02251435  -0.14510566  -0.14627367]
 [-51.79868455   8.85118478   0.           0.        ]]",-0.185290081494,[-5.74591847  1.21552323],1.84154,[ 0.02220199 -0.38645664]
16,[-3.90466738  0.18511108],"[-1.5078437   0.92001655 -0.14704127  1.60247142 -1.27000402 -1.26762912
 -0.28001739  1.41716363  0.04486409  0.2435973   0.        ]","[[ -9.25293871   1.23740848  -0.14510566  -0.14627367]
 [-54.73576563  12.62523066   0.           0.        ]]",-0.0354813532665,[-5.75190057 -0.35892771],2.46157,[ 0.02220199 -0.38645664]
17,[-3.43120098 -0.40298343],"[-0.95036111  0.62375298  1.31409879  1.71945067 -1.27000142 -1.26762653
 -0.36394985  1.18758052 -0.21608937  1.39772263  0.        ]","[[-10.37653795   1.47302184  -0.14510566  -0.14627367]
 [-57.61461851  10.941347     0.           0.        ]]",-0.173137337766,[-2.53686385 -0.28541118],1.93366,[ 0.02220199 -0.38645664]
18,[-3.77652693 -1.25479209],"[ 0.58127773  0.35951026  1.36151633  1.71715301 -1.26999881 -1.26762394
 -0.44622678  1.00197583  0.54032868  2.20259684  0.        ]","[[-11.55714505   1.67819278  -0.14510566  -0.14627367]
 [-60.43668892   9.58002208   0.           0.        ]]",-0.296377531979,[-2.67335788 -0.79778749],1.18863,[ 0.02220199 -0.38645664]
19,[-4.54278183 -1.44539618],"[ 1.18934149  0.15959159 -0.2275724   1.64919433 -1.26999621 -1.26762134
 -0.52684951  0.54326514  1.51444439  1.85779869  0.        ]","[[-12.79362626   1.83603832  -0.14510566  -0.14627367]
 [-63.20202311   6.21556596   0.           0.        ]]",-0.333784553393,[-3.49787906 -1.89125375],-0.971946,[ 0.02220199 -0.38645664]
20,[-4.77149391 -0.71805406],"[-0.07971567  0.05731383 -1.37421367  1.59075736 -1.26999361 -1.26761875
 -0.60583016 -0.01566604  1.60750672  0.76422526  0.        ]","[[-14.0848502    1.9192194   -0.14510566  -0.14627367]
 [-65.91103763   2.1160305    0.           0.        ]]",-0.267004520469,[-5.3119497  -0.15165135],0.564752,[ 0.02220199 -0.38645664]
21,[-3.99817085 -0.14492874],"[-1.47517162  0.01431554 -0.30078074  1.5610131  -1.269991   -1.26761616
 -0.68322582 -0.10570623  0.660262    0.33042244  0.        ]","[[-15.4297064    1.95491596  -0.14510566  -0.14627367]
 [-68.56569106   1.45562186   0.           0.        ]]",-0.120931756169,[-3.35998415 -1.24186676],1.36523,[ 0.02220199 -0.38645664]
22,[-3.10699081  0.10459369],"[-0.75242267  0.02761818  1.44056388  1.57054976 -1.2699884  -1.26761356
 -0.75904398 -0.65212764  0.03018899  1.26535571  0.        ]","[[-16.82711623   1.94381963  -0.14510566  -0.14627367]
 [-71.16624148  -2.55215848   0.           0.        ]]",-0.157760858484,[-4.03996101  0.22747184],2.28651,[ 0.02220199 -0.38645664]
23,[-3.68600988 -0.60561836],"[ 1.00448215  0.07812339  0.91104938  1.60401206 -1.26998579 -1.26761097
 -0.83334686 -0.52531612  0.84269101  2.12165524  0.        ]","[[-18.27601101   1.90211157  -0.14510566  -0.14627367]
 [-73.71482347  -1.62205269   0.           0.        ]]",-0.304014442246,[-2.85085183 -0.65518475],0.688282,[ 0.02220199 -0.38645664]
24,[-4.62716675 -0.09537695],"[ 0.67579871  0.15001688 -1.07837222  1.64441056 -1.26998319 -1.26760838
 -0.9061493  -0.8777695   1.75079808  1.25227     0.        ]","[[-19.77536501   1.84373658  -0.14510566  -0.14627367]
 [-76.21194739  -4.20715874   0.           0.        ]]",-0.312482516105,[-4.94595444 -0.42479222],-0.175688,[ 0.02220199 -0.38645664]
25,[-3.99999332  1.01635396],"[-1.23312172  0.27633873 -0.81077157  1.69599294 -1.26998059 -1.26760578
 -0.97746551 -1.09914828  0.88343556  0.17042503  0.        ]","[[-21.32414942   1.74330554  -0.14510566  -0.14627367]
 [-78.65810098  -5.83089251   0.           0.        ]]",-0.148817420363,[-2.95799582  0.78863687],1.14666,[ 0.02220199 -0.38645664]
26,[-3.1168294   0.58610135],"[-0.97431217  0.38427222  1.29529045  1.72149322 -1.26997798 -1.26760319
 -1.04739904 -0.6613523  -0.13483126  1.24816601  0.        ]","[[-22.92137507   1.65890835  -0.14510566  -0.14627367]
 [-81.05683693  -2.61984894   0.           0.        ]]",-0.153236404223,[-4.36626697  0.04167169],2.44647,[ 0.02220199 -0.38645664]
27,[-3.8562541  -0.10030496],"[ 1.00961837  0.44930135  0.90241964  1.72886811 -1.26997538 -1.2676006
 -1.11596719 -0.63572064  1.01369591  2.28819336  0.        ]","[[-24.56610923   1.6084005   -0.14510566  -0.14627367]
 [-83.40874997  -2.43185677   0.           0.        ]]",-0.335050948246,[-3.83146569  0.4431336 ],1.2863,[ 0.02220199 -0.38645664]
28,[-4.88200188  0.06448991],"[ 0.4421883   0.48909666 -1.23112722  1.73045434 -1.26997278 -1.26759801
 -1.18320468 -0.39410127  1.85686548  0.87684093  0.        ]","[[-26.25742174   1.57754701  -0.14510566  -0.14627367]
 [-85.71503151  -0.65968468   0.           0.        ]]",-0.305482027655,[-6.62462466  0.71778673],1.42008,[ 0.02220199 -0.38645664]
29,[-3.95703459  0.52661991],"[-1.47454118  0.4695748  -0.303145    1.72994494 -1.26997017 -1.26759541
 -1.24916613 -0.00922569  0.41533854  0.19062326  0.        ]","[[-27.99441942   1.59267924  -0.14510566  -0.14627367]
 [-87.97755588   2.16321101   0.           0.        ]]",-0.0828207971379,[-4.33370222  1.52305442],2.69009,[ 0.02220199 -0.38645664]
30,[-3.46503925 -0.62019038],"[-0.2464296   0.36372908  1.58571647  1.71790091 -1.26996757 -1.26759282
 -1.31390098  0.52015538  0.05171071  1.80805123  0.        ]","[[-29.77624424   1.67490335  -0.14510566  -0.14627367]
 [-90.19802023   6.04599279   0.           0.        ]]",-0.229057900995,[-4.00592507 -0.23290543],2.23239,[ 0.02220199 -0.38645664]
31,[-4.64515114 -1.03216922],"[ 1.20096336  0.22352686 -0.16788381  1.67731575 -1.26996496 -1.26759023
 -1.37736606  0.37328349  1.52798131  1.8885308   0.        ]","[[-31.60204747   1.78501682  -0.14510566  -0.14627367]
 [-92.3749442    4.96875493   0.           0.        ]]",-0.338011105323,[-4.99508117 -1.44898011],0.275512,[ 0.02220199 -0.38645664]
32,[-4.66194344  0.1265281 ],"[-0.79243515  0.15053859 -1.20578744  1.64463434 -1.26996236 -1.26758763
 -1.43951119 -0.18494561  1.28813331  0.35003504  0.        ]","[[-33.47093902   1.84331381  -0.14510566  -0.14627367]
 [-94.50660787   0.87439338   0.           0.        ]]",-0.208993806677,[-5.4849268  0.0758955],1.74167,[ 0.02220199 -0.38645664]
33,[-3.38014078  0.04591057],"[-1.08616845  0.12581606  1.19514084  1.63169077 -1.26995976 -1.26758504
 -1.50039943 -0.1514829  -0.00758638  1.03371603  0.        ]","[[-35.38202606   1.86326663  -0.14510566  -0.14627367]
 [-96.59517491   1.11982626   0.           0.        ]]",-0.126720735803,[-2.84986987 -0.46914608],1.95466,[ 0.02220199 -0.38645664]
34,[-4.02351284 -0.40292805],"[ 1.13423519  0.12193282  0.63526899  1.62956582 -1.26995715 -1.26758245
 -1.56005622 -0.4131297   1.04232383  2.1240713   0.        ]","[[-37.33446375   1.86641131  -0.14510566  -0.14627367]
 [-98.64151847  -0.79923567   0.           0.        ]]",-0.318630008197,[-2.80701323 -0.31039703],0.441025,[ 0.02220199 -0.38645664]
35,[-4.78460407  0.37122694],"[-0.23079009  0.15733892 -1.37379243  1.64801095 -1.26995455 -1.26757986
 -1.61849506 -0.58414365  1.57474291  0.61264859  0.        ]","[[ -39.32740863    1.83784503   -0.14510566   -0.14627367]
 [-100.64610276   -2.05354822    0.            0.        ]]",-0.256498360455,[-2.89905792  0.6181283 ],-0.5496,[ 0.02220199 -0.38645664]
36,[-3.50269127  0.40337771],"[-1.34662125  0.17796218  0.84239655  1.65784988 -1.26995195 -1.26757726
 -1.6758029  -0.25077506  0.04616331  0.76821145  0.        ]","[[ -41.36005077    1.8213097    -0.14510566   -0.14627367]
 [-102.61191107    0.39155298    0.            0.        ]]",-0.0944419404054,[-3.58918587  0.42693225],2.46858,[ 0.02220199 -0.38645664]
37,[-3.99837589 -0.60279346],"[ 1.02127253  0.14772558  0.8823368   1.6431871  -1.26994934 -1.26757467
 -1.73202437 -0.02744525  0.89096752  2.15730602  0.        ]","[[ -43.43163648    1.84557788   -0.14510566   -0.14627367]
 [-104.54047478    2.02957134    0.            0.        ]]",-0.31142913341,[-2.73615036 -0.78057075],0.62047,[ 0.02220199 -0.38645664]
38,[-4.87041235  0.28260171],"[-0.13560062  0.13691258 -1.37614181  1.63759414 -1.26994674 -1.26757208
 -1.78709761 -0.4606011   1.60675634  0.68053684  0.        ]","[[ -45.54140552    1.8542961    -0.14510566   -0.14627367]
 [-106.42967243   -1.14742269    0.            0.        ]]",-0.263418071648,[-4.53377649  1.92128223],1.06748,[ 0.02220199 -0.38645664]
39,[-3.59990644  0.11922613],"[-1.31442376  0.11648579  0.89999287  1.62652772 -1.26994414 -1.26756949
 -1.84111389  0.07584605  0.06566867  0.7967205   0.        ]","[[ -47.68858448    1.87082699   -0.14510566   -0.14627367]
 [-108.28263605    2.78715842    0.            0.        ]]",-0.0988903204292,[-3.58954352  0.85847891],2.62913,[ 0.02220199 -0.38645664]
40,[-4.22758293 -1.09999037],"[ 1.11980716  0.00866949  0.67431856  1.55678462 -1.26994153 -1.26756689
 -1.89415002  0.52516188  0.9645481   2.07717146  0.        ]","[[ -49.87248681    1.95963535   -0.14510566   -0.14627367]
 [-110.10200028    6.0826742     0.            0.        ]]",-0.307517649852,[-6.2029442  -0.75580622],1.63588,[ 0.02220199 -0.38645664]
41,[-4.91111612 -0.24859996],"[-0.50040184 -0.09658181 -1.32786931  1.46886921 -1.26993893 -1.2675643
 -1.9461197   0.09414947  1.43514372  0.64675717  0.        ]","[[ -52.09241867    2.0495701    -0.14510566   -0.14627367]
 [-111.88480608    2.92141126    0.            0.        ]]",-0.238756830411,[-6.0242905  -0.78036435],1.33547,[ 0.02220199 -0.38645664]
42,[-3.42995548  0.06694907],"[-0.96287202 -0.12656047  1.30437089  1.43989796 -1.26993632 -1.26756171
 -1.99698306 -0.3416073   0.12124071  1.05206786  0.        ]","[[ -54.34762623    2.07593259   -0.14510566   -0.14627367]
 [-113.62968606   -0.27464951    0.            0.        ]]",-0.133392552304,[-3.80654715  0.79833552],2.47538,[ 0.02220199 -0.38645664]
43,[-4.43281269 -0.85690081],"[ 1.21932565 -0.15546125 -0.02487209  1.41019435 -1.26993372 -1.26755911
 -2.04685122  0.08338978  1.22876784  1.88173421  0.        ]","[[ -56.63738015    2.10171617   -0.14510566   -0.14627367]
 [-115.34045287    2.84249039    0.            0.        ]]",-0.308467222896,[-4.01586626 -0.62257646],0.140901,[ 0.02220199 -0.38645664]
44,[-4.53802109  0.13604695],"[-1.1780556  -0.18969073 -0.88146358  1.37265227 -1.26993112 -1.26755652
 -2.09572811 -0.26716771  1.07882262  0.46085789  0.        ]","[[ -58.96101657    2.13276952   -0.14510566   -0.14627367]
 [-117.01724122    0.2713282     0.            0.        ]]",-0.183029508828,[-5.27981065  0.28896774],2.0036,[ 0.02220199 -0.38645664]
45,[-3.47894764 -0.39936578],"[-0.07356018 -0.20744462  1.58683813  1.35212403 -1.26992851 -1.26755393
 -2.14362518 -0.11880029  0.23088071  1.53682687  0.        ]","[[ -61.3178466     2.14911583   -0.14510566   -0.14627367]
 [-118.66044488    1.35952613    0.            0.        ]]",-0.19917082307,[-3.8714414  -1.24927997],1.57109,[ 0.02220199 -0.38645664]
