timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-0.77521813 -0.6488905 ],"[ 1.18142749  1.71983299  0.25369241  0.06231247  1.21369573  0.75745341
  1.3248634  -0.07660024  0.31784094 -0.34904702  0.        ]","[[ 0.08682323  0.03216181  0.14108192  0.08708014]
 [-0.0033417  -0.00159892  0.          0.        ]]",-0.0941418984289,[-1.81369034 -0.40670085],-4.72822,[-0.00489557 -0.51814985]
1,[-0.66393918 -0.55413282],"[ 1.18509928  1.72036056  0.19450838  0.03640672  1.21369481  0.75745305
  1.21897864 -0.30423355  0.32358466 -0.42065625  0.        ]","[[ 0.04707283  0.01598824  0.14108192  0.08708014]
 [-3.95853041 -1.61040164  0.          0.        ]]",-0.101957362981,[-2.05585608 -0.47951113],-4.69035,[-0.00489557 -0.51814985]
2,[-0.38303047 -0.37133414],"[ 1.183149    1.71970229  0.01842631 -0.0451703   1.21369389  0.75745268
  1.11519099 -0.56815615  0.31983467 -0.63619855  0.        ]","[[-0.07099542 -0.0349347   0.14108192  0.08708014]
 [-7.83539055 -3.47567981  0.          0.        ]]",-0.125795233433,[ 0.90567121 -0.19622115],-5.16332,[-0.00489557 -0.51814985]
3,[-0.01894039 -0.24068232],"[ 1.16171994  1.71207229 -0.15784584 -0.16759377  1.21369298  0.75745232
  1.2152586  -0.66855621  0.27870009 -0.86962734  0.        ]","[[-0.1901991  -0.11156781  0.14108192  0.08708014]
 [-4.09742575 -4.18526054  0.          0.        ]]",-0.151968120385,[-0.04892968 -0.29299931],-4.57769,[-0.00489557 -0.51814985]
4,[ 0.30096221  0.00173378],"[ 1.13537451  1.69174239 -0.27847058 -0.31706319  1.21369206  0.75745195
  1.21225549 -0.82097747  0.21369867 -1.05505227  0.        ]","[[-0.2732727  -0.20608135  0.14108192  0.08708014]
 [-4.20956966 -5.26250245  0.          0.        ]]",-0.173055340657,[-1.05849853  0.35992554],-4.07389,[-0.00489557 -0.51814985]
5,[ 0.58354425  0.16613726],"[ 1.07956331  1.66137461 -0.45180175 -0.45652597  1.21369114  0.75745159
  1.10856231 -0.60437158  0.09554329 -1.27579363  0.        ]","[[-0.39632631 -0.29597178  0.14108192  0.08708014]
 [-8.08290276 -3.73163989  0.          0.        ]]",-0.199147154895,[ 2.53155156  0.22233001],-4.68384,[-0.00489557 -0.51814985]
6,[ 0.83134854  0.25129703],"[ 1.00632088  1.63281618 -0.61293732 -0.55519528  1.21369022  0.75745122
  1.21873471 -0.46956894 -0.04168386 -1.4547732   0.        ]","[[-0.51669328 -0.36104564  0.14108192  0.08708014]
 [-3.96748121 -2.77892225  0.          0.        ]]",-0.221694740502,[ 3.27140138 -0.452944  ],-4.81225,[-0.00489557 -0.51814985]
7,[ 1.02867901  0.36718994],"[ 0.97890213  1.594354   -0.66279506 -0.66306372  1.2136893   0.75745086
  1.32675631 -0.7157578  -0.1243726  -1.53043765  0.        ]","[[-0.55555773 -0.43408156  0.14108192  0.08708014]
 [ 0.06760687 -4.51886615  0.          0.        ]]",-0.231804212079,[ 1.03657305 -0.18190967],-3.95459,[-0.00489557 -0.51814985]
8,[ 1.00218856  0.32264769],"[ 1.00779663  1.53333048 -0.61012103 -0.8002906   1.21368838  0.75745049
  1.43263258 -0.80521577 -0.14609605 -1.52822996  0.        ]","[[-0.51452453 -0.5308026   0.14108192  0.08708014]
 [ 4.02256699 -5.15111378  0.          0.        ]]",-0.231457034261,[ 0.4108206   1.10590139],-3.93246,[-0.00489557 -0.51814985]
9,[ 0.58164716 -0.23964103],"[ 1.06738159  1.48819444 -0.48228961 -0.88471267  1.21368746  0.75745013
  1.47397344 -0.23060318 -0.0939627  -1.45384731  0.        ]","[[-0.41857885 -0.59307887  0.14108192  0.08708014]
 [ 5.56687074 -1.09003676  0.          0.        ]]",-0.221145247723,[ 2.88258767 -0.28473212],-4.15877,[-0.00489557 -0.51814985]
10,[ 0.31240165 -0.37060285],"[ 1.13708     1.46256477 -0.27181986 -0.92794135  1.21368654  0.75744976
  1.57694596 -0.38724124  0.01423047 -1.30083533  0.        ]","[[-0.26864841 -0.62598723  0.14108192  0.08708014]
 [ 9.41337973 -2.19707771  0.          0.        ]]",-0.200882375506,[-0.27869613  0.52951714],-3.51759,[-0.00489557 -0.51814985]
11,[-0.19461682 -0.79080486],"[ 1.18061224  1.44438329 -0.01477183 -0.95686647  1.21368562  0.7574494
  1.54242395 -0.08433206  0.12158446 -1.09701896  0.        ]","[[-0.09331842 -0.64844922  0.14108192  0.08708014]
 [ 8.12390012 -0.05626685  0.          0.        ]]",-0.1752423013,[-0.12539955  0.20527511],-3.56894,[-0.00489557 -0.51814985]
