timestep,avg_action_dist,obs,human_obs,original_rewards,actions,rewards,logstd_action_dist
0,[-2.73675442 -1.31822956],"[ 1.22049584  1.7897617   0.20823893 -0.7569285  -0.49890693 -0.39642392
  1.30126395 -0.3235957   1.70279917  0.51372394  0.        ]","[[ 0.06911073 -0.03809578 -0.05541531 -0.04521118]
 [-0.00482452  0.00168995  0.          0.        ]]",-0.270876194907,[-1.26941878 -0.31719644],0.459069,[ 0.02400935 -0.36329815]
1,[-2.68658519 -1.21806836],"[ 1.22318648  1.78903931  0.14931146 -0.78758165 -0.4989064  -0.39642353
  1.18484566 -0.49508032  1.70436385  0.43977046  0.        ]","[[ 0.02932957 -0.0506484  -0.05541531 -0.04521118]
 [-3.96012349 -1.25277621  0.          0.        ]]",-0.269271420159,[-2.40491591 -2.07384925],1.49008,[ 0.02400935 -0.36329815]
2,[-2.43701673 -0.88329941],"[ 1.21835822  1.78216362 -0.02566138 -0.94472733 -0.49890587 -0.39642314
  1.07076033 -1.03275584  1.68607052  0.19849417  0.        ]","[[-0.08876232 -0.11516771 -0.05541531 -0.04521118]
 [-7.83617599 -5.18604738  0.          0.        ]]",-0.263119811401,[-3.46325771 -1.22505328],2.18109,[ 0.02400935 -0.36329815]
3,[-2.09031129 -0.32108164],"[ 1.16880011  1.74825662 -0.30920915 -1.2865097  -0.49890534 -0.39642275
  0.95892589 -1.55978035  1.56641032 -0.20839796  0.        ]","[[ -0.28360766  -0.25757102  -0.05541531  -0.04521118]
 [-11.63576661  -9.04142357   0.           0.        ]]",-0.248848116338,[-2.39505718 -0.35426841],2.50433,[ 0.02400935 -0.36329815]
4,[-1.76103377  0.25875738],"[ 1.01815352  1.66228718 -0.67410364 -1.72853544 -0.49890481 -0.39642236
  0.84926035 -1.72683234  1.2419777  -0.67043242  0.        ]","[[ -0.55370516  -0.45066138  -0.05541531  -0.04521118]
 [-15.36167866 -10.26350346   0.           0.        ]]",-0.22324958423,[-0.51241007  1.06419973],2.2823,[ 0.02400935 -0.36329815]
5,[-1.63291574  0.46509582],"[ 0.72629762  1.55568655 -1.03567496 -2.07247768 -0.49890427 -0.39642197
  0.79847258 -1.15761536  0.73899023 -0.98390225  0.        ]","[[ -0.87825164  -0.6141532   -0.05541531  -0.04521118]
 [-17.08718609  -6.09951493   0.           0.        ]]",-0.190658373878,[-0.04920516  1.18178916],1.64964,[ 0.02400935 -0.36329815]
6,[-1.54494286  0.74647605],"[ 0.32238307  1.49224481 -1.2863088  -2.22957235 -0.49890374 -0.39642158
  0.80263718 -0.59973546  0.21259632 -1.06625249  0.        ]","[[ -1.21857614  -0.69519693  -0.05541531  -0.04521118]
 [-16.94565303  -2.0184477    0.           0.        ]]",-0.16117768731,[-0.10229264  0.782899  ],1.0336,[ 0.02400935 -0.36329815]
7,[-1.50131059  1.05932057],"[-0.13502064  1.48490722 -1.37724177 -2.24612483 -0.49890321 -0.39642119
  0.80055842 -0.17039642 -0.25360731 -0.96946584  0.        ]","[[ -1.558198    -0.70405372  -0.05541531  -0.04521118]
 [-17.01624197   1.12230367   0.           0.        ]]",-0.140163648215,[-1.29105965  2.41176859],-0.135552,[ 0.02400935 -0.36329815]
8,[-1.62013364  1.27139461],"[-0.64234958  1.5345719  -1.28014979 -2.12768266 -0.49890268 -0.39642079
  0.69398981  0.36813987 -0.67246748 -0.72296201  0.        ]","[[ -1.93485113  -0.64208121  -0.05541531  -0.04521118]
 [-20.63694205   5.0618684    0.           0.        ]]",-0.129676763383,[-3.87325338  1.83867478],-0.404959,[ 0.02400935 -0.36329815]
9,[-1.79581928  1.34086251],"[-1.1513409   1.63193821 -0.91424409 -1.84021292 -0.49890215 -0.3964204
  0.5895411   0.89604637 -1.02688532 -0.29978435  0.        ]","[[ -2.38319552  -0.5020973   -0.05541531  -0.04521118]
 [-24.18562264   8.92367748   0.           0.        ]]",-0.133866783586,[-2.282022    1.41692876],-1.76793,[ 0.02400935 -0.36329815]
